SPK_SPKC01a (no effect),SPK_SPKC09a (no effect),SPK_SPKC09b (no effect),SPK_SPKC12a (excited)
52.3751,83.3065,92.17135,
52.413725,83.339375,92.20565,
52.445625,83.36575,92.238525,
52.46555,83.394375,92.271375,
52.4769,83.43995,92.278475,
52.509225,83.500775,92.327375,
52.567775,83.572925,92.366625,
52.590375,83.67225,92.397075,
52.607725,83.7223,92.431325,
52.628425,83.7741,92.447875,
52.63925,83.82835,92.545725,
52.6638,84.0051,92.584875,
52.683975,84.021525,92.61445,
52.6903,84.04615,92.640075,
52.710875,84.0839,92.6727,
52.7268,84.261025,92.710625,
52.750975,84.271,92.740225,
52.802275,84.280125,92.801875,
52.846575,84.288475,92.829675,
52.872325,84.301425,92.842825,
52.88765,84.3264,92.9532,
52.924575,84.40895,92.990075,
52.9416,84.425825,93.05865,
52.9715,84.4608,93.1009,
52.974975,84.48345,93.1325,
52.99755,84.5943,93.196025,
53.0167,84.632125,93.213525,
53.047725,84.76015,93.23965,
53.0684,84.792125,93.2612,
53.085425,84.814,93.356275,
53.108625,84.837725,93.44695,
53.1242,84.89865,93.539625,
53.14245,84.914875,93.585875,
53.174375,84.931025,93.63185,
53.198275,84.9688,93.664625,
53.2287,84.997925,93.693875,
53.241325,85.026175,93.739225,
53.24835,85.0528,93.7676,
53.292775,85.06995,93.8626,
53.32345,85.09575,93.9709,
53.334225,85.109725,94.0067,
53.35845,85.140125,94.16445,
53.362125,85.30605,94.16915,
53.3962,85.3242,94.186625,
53.430225,85.3469,94.219975,
53.4443,85.385525,94.252675,
53.459425,85.453825,94.29,
53.481075,85.554925,94.331125,
53.48855,85.57285,94.476225,
53.526875,85.587625,94.55385,
53.5372,85.625675,94.554975,
53.5646,85.673475,94.592775,
53.5799,85.8792,94.617425,
53.6092,85.902975,94.6659,
53.6599,85.926175,94.707025,
53.6761,85.9415,94.761125,
53.722125,85.983725,94.805575,
53.734925,86.0213,94.812625,
53.76185,86.060025,94.829875,
53.77635,86.138325,94.8475,
53.796575,86.164175,94.850075,
53.806675,86.178075,94.905825,
53.822675,86.1858,94.9096,
53.840675,86.19595,94.9411,
53.849225,86.206,94.962025,
53.8695,86.218025,95.01545,
53.887,86.24495,95.065525,
53.900325,86.261825,95.08385,
53.924975,86.284675,95.095225,
53.980925,86.3266,95.10135,
54.02175,86.34865,95.161075,
54.052425,86.368,95.186775,
54.067,86.394875,95.214075,
54.099825,86.4172,95.23695,
54.131375,86.445925,95.242325,
54.15375,86.484175,95.291,
54.17995,86.508475,95.36,
54.188375,86.535275,95.38295,
54.209375,86.562025,95.42875,
54.223175,86.59595,95.4666,
54.245,86.611575,95.501325,
54.2558,86.638575,95.53915,
54.27515,86.680925,95.582125,
54.3131,86.718675,95.6079,
54.327575,86.74675,95.687675,
54.332725,86.769775,95.790225,
54.346675,86.792775,95.813425,
54.388375,86.807575,95.83405,
54.40715,86.825075,95.837275,
54.4275,86.8476,95.953125,
54.484425,86.8762,95.977625,
54.52005,86.9289,95.992375,
54.547,86.961575,95.994175,
54.5645,86.991075,96.027475,
54.584725,87.012225,96.0699,
54.641925,87.046575,96.109675,
54.709925,87.06685,96.229725,
54.714175,87.099175,96.260725,
54.72805,87.12185,96.2892,
54.7413,87.2049,96.31325,
54.766225,87.237875,96.355475,
54.7969,87.26695,96.3756,
54.8199,87.3126,96.446775,
54.844875,87.341125,96.460025,
54.875975,87.405075,96.520525,
54.890975,87.4617,96.62215,
54.9153,87.5674,96.679425,
54.9284,87.591925,96.741625,
54.953,87.6395,96.78215,
54.9981,87.66,96.82065,
55.04045,87.680125,96.8572,
55.05185,87.734325,96.86425,
55.063775,87.848825,96.933,
55.111175,87.87305,96.934025,
55.1997,87.8899,97.018875,
55.215525,87.921175,97.046575,
55.22365,87.960075,97.0815,
55.227925,88.070075,97.10295,
55.24205,88.120675,97.1198,
55.26325,88.13455,97.281675,
55.272175,88.148175,97.329225,
55.298975,88.1593,97.332125,
55.3075,88.2011,97.35,
55.3398,88.312625,97.374625,
55.353775,88.4231,97.416875,
55.383575,88.440775,97.4567,
55.4281,88.4595,97.475675,
55.442075,88.501375,97.492275,
55.514225,88.522,97.53195,
55.54625,88.55235,97.557975,
55.55925,88.567325,97.65545,
55.595325,88.614375,97.685375,
55.6169,88.665275,97.703,
55.62015,88.70745,97.739575,
55.662575,88.754925,97.755,
55.704775,88.812375,97.7813,
55.726025,88.868875,97.901925,
55.750075,88.915725,97.97785,
55.768975,88.981025,98.020825,
55.79135,89.027825,98.031275,
55.806125,89.0612,98.082825,
55.8247,89.101225,98.125175,
55.83835,89.20495,98.160325,
55.874725,89.241025,98.16945,
55.916575,89.278125,98.27015,
55.934225,89.3759,98.295275,
55.947175,89.451225,98.341225,
55.952925,89.514925,98.384925,
55.9739,89.54005,98.39085,
56.0084,89.574975,98.4301,
56.02215,89.63045,98.539875,
56.038025,89.67175,98.553,
56.04165,89.70625,98.58285,
56.0613,89.7401,98.61515,
56.10415,89.7837,98.630375,
56.127975,89.80405,98.65395,
56.1459,89.843775,98.723425,
56.176525,89.867125,98.759375,
56.194125,89.898675,98.769225,
56.2344,89.9309,98.80535,
56.288425,89.97145,98.8385,
56.301925,90.03315,98.8541,
56.31425,90.096,98.863225,
56.3235,90.13435,98.8993,
56.359475,90.1757,98.935325,
56.378875,90.257225,98.9628,
56.41935,90.28915,99.0136,
56.43575,90.323525,99.064,
56.50165,90.40245,99.07345,
56.518325,90.41855,99.12525,
56.555675,90.462325,99.17585,
56.578575,90.5447,99.216,
56.600625,90.661725,99.289725,
56.61965,90.7043,99.296375,
56.654975,90.776975,99.332375,
56.6789,90.81005,99.4327,
56.689425,90.889525,99.4864,
56.709825,91.0043,99.51405,
56.741775,91.1017,99.52985,
56.770375,91.190125,99.575475,
56.8322,91.26985,99.594275,
56.84395,91.34065,99.628525,
56.87475,91.59235,99.660525,
56.895275,91.6683,99.835575,
56.902175,91.784475,99.852,
56.9206,91.84035,99.877425,
56.940025,91.9077,99.9507,
56.950375,91.9878,99.985875,
56.9783,91.99825,100.042975,
56.999775,92.005475,100.091775,
57.011925,92.01145,100.1316,
57.025675,92.020425,100.1796,
57.03615,92.029575,100.21005,
57.053975,92.039375,100.25205,
57.078625,92.046775,100.30485,
57.115625,92.06185,100.340425,
57.123825,92.080225,100.345975,
57.1866,92.108125,100.38235,
57.20705,92.121175,100.423775,
57.22705,92.160175,100.57785,
57.232225,92.216075,100.617575,
57.249075,92.2592,100.659225,
57.2867,92.29115,100.7028,
57.318725,92.33195,100.7277,
57.33665,92.3561,100.761075,
57.385775,92.40965,100.773125,
57.446875,92.445125,100.78625,
57.4716,92.474875,100.8696,
57.505175,92.5079,100.93325,
57.533875,92.55965,100.940525,
57.595725,92.602,101.133925,
57.61755,92.66625,101.174975,
57.640325,92.7205,101.1786,
57.657275,92.839225,101.24305,
57.663075,92.9167,101.2586,
57.681775,92.936875,101.2767,
57.69335,92.964875,101.3077,
57.716875,93.0007,101.34,
57.7399,93.0679,101.34965,
57.744,93.112125,101.385825,
57.7644,93.20745,101.4258,
57.77215,93.4417,101.444075,
57.8645,93.479875,101.469975,
57.90175,93.54415,101.52,
57.946925,93.606575,101.54345,
57.975475,93.683075,101.563375,
58.000425,93.883575,101.6318,
58.014425,93.995175,101.685975,
58.0263,94.027025,101.755175,
58.0407,94.255625,101.876625,
58.053975,94.30955,101.92045,
58.063325,94.3761,102.000725,
58.0868,94.4175,102.04705,
58.098025,94.454275,102.0942,
58.145325,94.547725,102.107475,
58.17195,94.607,102.23905,
58.2206,94.710125,102.270025,
58.235775,94.803175,102.300575,
58.273075,94.831575,102.3562,
58.3048,94.87445,102.396,
58.351325,94.91985,102.434575,
58.355325,94.99745,102.4915,
58.37485,95.04455,102.52955,
58.435825,95.106275,102.566575,
58.46335,95.155475,102.58855,
58.500475,95.190725,102.622325,
58.515425,95.222675,102.64775,
58.528175,95.2648,102.7034,
58.53795,95.29575,102.71355,
58.549225,95.322475,102.7216,
58.567425,95.33355,102.84025,
58.57505,95.35265,102.873,
58.592875,95.41985,102.9305,
58.61825,95.449725,102.940025,
58.641875,95.48915,103.03585,
58.694275,95.53115,103.07315,
58.709575,95.57355,103.09295,
58.7509,95.619825,103.157625,
58.7568,95.647475,103.223625,
58.815075,95.6859,103.25275,
58.87615,95.734325,103.31315,
58.88765,95.7709,103.3276,
58.896775,95.788275,103.406275,
58.928125,95.821525,103.449225,
58.937525,95.83575,103.497425,
58.95065,95.88905,103.59745,
58.961175,95.930075,103.701875,
58.9846,96.029075,103.74995,
59.010475,96.066025,103.76125,
59.02905,96.14555,103.83115,
59.05515,96.1874,103.862725,
59.091825,96.217275,103.965975,
59.11765,96.249475,104.054625,
59.13145,96.2744,104.0826,
59.154,96.32075,104.108575,
59.170525,96.352425,104.16565,
59.180625,96.387975,104.2235,
59.1993,96.41245,104.257175,
59.20135,96.450125,104.26805,
59.21455,96.473225,104.277625,
59.243975,96.507275,104.36015,
59.254725,96.54545,104.400225,
59.2647,96.5871,104.427375,
59.282275,96.6062,104.460675,
59.291025,96.635825,104.488625,
59.3058,96.711975,104.538575,
59.34285,96.753025,104.563625,
59.350225,96.802125,104.5848,
59.3753,96.83915,104.676375,
59.40595,96.8873,104.713725,
59.4325,96.9224,104.74715,
59.4367,96.9624,104.763075,
59.462575,96.987625,104.853925,
59.518075,97.016725,104.89765,
59.54715,97.062825,104.925,
59.575025,97.089275,104.9515,
59.59355,97.117275,105.008525,
59.617125,97.15965,105.0602,
59.643725,97.2019,105.1022,
59.65885,97.2363,105.188225,
59.6797,97.3021,105.22535,
59.702275,97.365875,105.269775,
59.726575,97.433025,105.3051,
59.7365,97.50595,105.33245,
59.746525,97.546025,105.359275,
59.7707,97.595375,105.383775,
59.788275,97.634825,105.400325,
59.810125,97.6692,105.4146,
59.83785,97.71355,105.42965,
59.872375,97.75085,105.441825,
59.903375,97.819225,105.479175,
59.92585,97.864575,105.5115,
59.971825,97.90035,105.5873,
59.991825,97.9669,105.6203,
60.00175,98.008925,105.724175,
60.0185,98.028625,105.751175,
60.041025,98.065775,105.769,
60.059525,98.106575,105.80845,
60.0789,98.174425,105.864675,
60.089275,98.199175,105.89625,
60.111125,98.21725,105.915525,
60.133225,98.2327,105.936725,
60.15605,98.2492,105.983775,
60.161875,98.267325,106.0312,
60.18475,98.299275,106.060375,
60.2036,98.315125,106.076175,
60.229175,98.33885,106.118275,
60.26665,98.367175,106.122575,
60.295475,98.38945,106.182125,
60.3253,98.41355,106.266925,
60.36945,98.450175,106.2978,
60.3962,98.471275,106.403575,
60.4144,98.48705,106.472425,
60.452775,98.500475,106.509875,
60.4826,98.516,106.5115,
60.4989,98.529575,106.570875,
60.5487,98.5561,106.602725,
60.5604,98.6107,106.626225,
60.56385,98.629225,106.664,
60.593825,98.6553,106.748425,
60.61615,98.678675,106.847,
60.6678,98.711875,106.87595,
60.687775,98.74945,106.8983,
60.69315,98.793825,106.942075,
60.7132,98.8262,107.00405,
60.73185,98.868175,107.056525,
60.74205,98.90475,107.0873,
60.772925,98.930325,107.1244,
60.786725,98.965125,107.304225,
60.793525,98.995175,107.331925,
60.80605,99.04165,107.348075,
60.820575,99.08975,107.35885,
60.8276,99.1594,107.402,
60.848875,99.2285,107.473475,
60.867875,99.2573,107.52545,
60.884125,99.2772,107.587675,
60.894975,99.30075,107.594175,
60.9111,99.425075,107.659325,
60.9229,99.481625,107.68285,
60.9553,99.546975,107.716875,
60.974375,99.589925,107.77165,
60.98845,99.6177,107.799625,
61.018275,99.6467,107.81535,
61.051,99.66745,107.867125,
61.07235,99.702825,107.934675,
61.09985,99.73985,107.986875,
61.117525,99.818625,108.012475,
61.14845,99.854875,108.087925,
61.1684,99.876225,108.1137,
61.18135,99.929575,108.12935,
61.193275,99.997,108.1857,
61.22045,100.0224,108.18945,
61.239325,100.0566,108.28995,
61.263025,100.144725,108.311525,
61.276975,100.192875,108.331725,
61.3027,100.2336,108.377625,
61.388425,100.2717,108.417475,
61.454175,100.336475,108.524725,
61.495325,100.449125,108.5391,
61.5121,100.531675,108.598725,
61.53835,100.5927,108.662525,
61.5469,100.67335,108.691,
61.574225,100.72195,108.7334,
61.582125,100.75825,108.755425,
61.6029,100.819525,108.759975,
61.6205,100.877,108.792975,
61.639575,100.951125,108.8708,
61.6558,101.002625,108.906625,
61.6648,101.047625,108.940375,
61.69005,101.093,108.964125,
61.710975,101.09455,108.9933,
61.7317,101.127375,109.0273,
61.739875,101.160625,109.060425,
61.779325,101.2053,109.10515,
61.799175,101.216025,109.144325,
61.807925,101.249075,109.184525,
61.849225,101.3021,109.2192,
61.890925,101.361825,109.2833,
61.90535,101.433475,109.324375,
61.931125,101.506825,109.3999,
61.991,101.533175,109.4424,
62.039925,101.5872,109.613075,
62.06455,101.648475,109.64145,
62.1168,101.737775,109.685225,
62.128775,101.7606,109.847,
62.1525,101.801325,109.87685,
62.1834,101.8388,109.920575,
62.23455,101.87305,109.9509,
62.25285,101.94095,110.02185,
62.257075,101.96465,110.026425,
62.2739,102.006225,110.0905,
62.31205,102.0592,110.126675,
62.33065,102.178375,110.170875,
62.33695,102.231475,110.2599,
62.3691,102.278675,110.28055,
62.408325,102.33205,110.3183,
62.43075,102.363225,110.369825,
62.46095,102.410175,110.39685,
62.48095,102.52705,110.40665,
62.49085,102.582425,110.4106,
62.515025,102.6609,110.4121,
62.5399,102.7234,110.454325,
62.55405,102.7515,110.55095,
62.572725,102.7853,110.555925,
62.60465,102.809825,110.73135,
62.624375,102.827725,110.8037,
62.654425,102.845875,110.86755,
62.674075,102.89675,110.914475,
62.693025,102.934075,111.03695,
62.7485,102.9817,111.073275,
62.831275,103.052275,111.110725,
62.843075,103.069275,111.142475,
62.85655,103.105775,111.2113,
62.87625,103.1769,111.257275,
62.903225,103.194225,111.3428,
62.91795,103.304575,111.3676,
62.946425,103.35575,111.39585,
62.949625,103.37235,111.4848,
62.968125,103.398025,111.525675,
62.9852,103.425725,111.545925,
63.022425,103.5073,111.548525,
63.03645,103.567175,111.5683,
63.137625,103.618875,111.60055,
63.157025,103.703125,111.624975,
63.17275,103.760075,111.65375,
63.18925,103.798,111.69715,
63.207925,103.912975,111.716625,
63.219925,103.954225,111.749275,
63.22415,103.97525,111.781125,
63.246325,104.026625,111.851175,
63.259925,104.06905,111.88345,
63.29035,104.091525,111.907725,
63.296975,104.115225,111.937675,
63.313075,104.143525,112.011825,
63.3434,104.202,112.120125,
63.3742,104.2416,112.1517,
63.3903,104.309425,112.1872,
63.4067,104.329025,112.21725,
63.4375,104.349625,112.293175,
63.451475,104.474725,112.3267,
63.4968,104.5076,112.365975,
63.509925,104.54525,112.3972,
63.537325,104.594075,112.407775,
63.563275,104.63055,112.47785,
63.5894,104.64805,112.49905,
63.607175,104.680025,112.532425,
63.624175,104.744175,112.5459,
63.634425,104.804225,112.55005,
63.66185,104.8454,112.566025,
63.695775,104.887125,112.588575,
63.756925,104.94905,112.618675,
63.7714,104.985275,112.650875,
63.80645,105.0075,112.69475,
63.84655,105.038675,112.7391,
63.873425,105.06495,112.8459,
63.877225,105.1209,112.8625,
63.883325,105.190025,112.892325,
63.9152,105.2388,112.94315,
63.932175,105.310325,112.966825,
63.9364,105.3696,112.9992,
63.96695,105.3872,113.028725,
64.00475,105.4085,113.117125,
64.0508,105.4575,113.158725,
64.089475,105.5043,113.19295,
64.09745,105.55395,113.2461,
64.12415,105.6254,113.2862,
64.133875,105.657975,113.317,
64.1593,105.6937,113.322875,
64.17915,105.721475,113.354525,
64.18495,105.75835,113.397525,
64.218225,105.785375,113.4619,
64.23985,105.885575,113.484475,
64.268825,105.931,113.5135,
64.28185,105.991275,113.562325,
64.2907,106.017525,113.6267,
64.31515,106.035425,113.6497,
64.338975,106.0563,113.693075,
64.345125,106.07945,113.716925,
64.372775,106.194425,113.72275,
64.39405,106.30195,113.7648,
64.43155,106.3306,113.79665,
64.4571,106.362975,114.121025,
64.5121,106.440375,114.148925,
64.548625,106.497375,114.17665,
64.5578,106.5346,114.20815,
64.58455,106.573775,114.2243,
64.59765,106.61575,114.27975,
64.618325,106.6417,114.335975,
64.638875,106.679125,114.370775,
64.6493,106.714475,114.408475,
64.664925,106.724625,114.436,
64.678325,106.77005,114.5756,
64.688125,106.824175,114.586725,
64.715775,106.92915,114.6095,
64.72625,106.965775,114.776775,
64.78045,107.00795,114.80645,
64.828475,107.075375,114.847425,
64.868375,107.11215,114.913025,
64.9279,107.187675,114.99995,
64.945725,107.2387,115.132675,
64.960425,107.4383,115.239225,
64.999225,107.454825,115.267575,
65.00805,107.5164,115.37025,
65.025975,107.575325,115.40415,
65.105075,107.681375,115.4553,
65.114425,107.801225,115.51345,
65.121825,107.833375,115.566475,
65.139325,107.90635,115.59965,
65.158775,107.95565,115.6816,
65.1902,107.975125,115.735375,
65.255175,107.990375,115.80955,
65.28825,108.036275,115.83935,
65.30125,108.1168,115.8448,
65.334025,108.147075,115.87505,
65.348425,108.178275,115.89445,
65.365975,108.24655,115.917875,
65.3856,108.33925,115.97005,
65.40015,108.42085,116.0482,
65.41765,108.5144,116.062775,
65.441175,108.547425,116.087,
65.472375,108.58125,116.102625,
65.485175,108.61625,116.13115,
65.5138,108.655725,116.137325,
65.521375,108.713025,116.179575,
65.58165,108.747425,116.230675,
65.610775,108.774925,116.264125,
65.628725,108.794175,116.321575,
65.66545,108.83325,116.3688,
65.684375,108.865075,116.372075,
65.70765,108.932325,116.41815,
65.723475,109.0059,116.455075,
65.749875,109.087625,116.529025,
65.758475,109.17275,116.5643,
65.78465,109.215525,116.590325,
65.8056,109.33505,116.64575,
65.85815,109.39575,116.6606,
65.87975,109.44,116.697075,
65.951125,109.50825,116.78755,
65.96945,109.565,116.82825,
65.980875,109.590975,116.87315,
66.016325,109.62195,116.914575,
66.03355,109.667325,116.960475,
66.063,109.7203,117.001325,
66.073875,109.739025,117.0254,
66.094775,109.747675,117.15895,
66.11815,109.80125,117.21075,
66.15025,109.914725,117.22465,
66.170625,109.993775,117.24295,
66.193275,110.025375,117.24655,
66.218225,110.045525,117.277575,
66.2675,110.08655,117.303525,
66.290725,110.159025,117.339125,
66.301225,110.20255,117.390575,
66.323775,110.22645,117.43275,
66.3618,110.24675,117.490675,
66.396,110.303375,117.56055,
66.444175,110.353775,117.584325,
66.46225,110.3944,117.7043,
66.489125,110.419875,117.760375,
66.515975,110.4677,117.811475,
66.5741,110.513425,117.830675,
66.592,110.572175,117.931175,
66.614925,110.619525,118.090125,
