SPK_SPKC03a (inhibited),SPK_SPKC07b (inhibited),SPK_SPKC08b (no effect),SPK_SPKC08c (excited),SPK_SPKC10a (weak inhibition)
8.783925,137.5291,25.298375,35.196875,11.245125
8.804075,137.77825,25.353375,35.307675,11.25485
8.822375,137.8174,25.378325,35.3103,11.269325
8.84435,137.865025,25.41875,35.383525,11.29365
8.857125,138.213,25.4381,35.5129,11.305475
8.878975,138.378925,25.474525,35.565275,11.3191
8.89215,138.506525,25.56445,35.6379,11.32975
8.908925,138.6239,25.61835,35.65755,11.341475
8.92555,138.71225,25.67325,35.70805,11.357275
8.936225,138.880225,25.7053,35.73145,11.368775
8.951825,139.16605,25.723425,35.759475,11.38295
8.982075,139.5585,25.9584,36.00415,11.398775
8.9861,139.593125,26.0844,36.06325,11.41625
8.9919,139.626425,26.131,36.193475,11.437225
9.008925,139.798625,26.2657,36.232775,11.4545
9.020975,139.826475,26.365225,36.29445,11.49405
9.03575,139.9043,26.385475,36.333325,11.5235
9.045275,140.32175,26.450075,36.3887,11.553975
9.06335,140.503675,26.495425,36.4407,11.6322
9.075225,140.563175,26.53175,36.53955,11.67205
9.09295,140.67235,26.591175,36.5627,11.6979
9.1077,140.76265,26.65215,36.603375,11.733375
9.1252,140.936325,26.710825,36.6439,11.7548
9.130675,140.9595,26.859525,36.67565,11.77235
9.14785,140.997425,27.042275,36.7281,11.788425
9.16995,141.30245,27.103925,36.823925,11.8018
9.19075,141.52855,27.171025,36.856625,11.813575
9.199375,141.671025,27.2997,36.86515,11.831
9.214525,141.72065,27.441,36.974175,11.857775
9.2463,141.771275,27.568225,37.03625,11.87745
9.258725,142.057425,27.6169,37.071575,11.892325
9.274625,142.1546,27.67555,37.1069,11.908375
9.292425,142.1915,27.71165,37.21785,11.927325
9.312075,142.2107,27.80465,37.237325,11.968775
9.32545,142.2441,27.854775,37.292075,12.0126
9.342325,142.285975,27.9557,37.625825,12.0437
9.3551,142.389525,28.076125,37.743575,12.077825
9.3629,142.723075,28.163875,37.970425,12.09465
9.388425,142.743575,28.213475,38.134075,12.11295
9.401175,142.756075,28.26635,38.1611,12.126525
9.42115,142.819775,28.3231,38.182175,12.14095
9.4379,142.9128,28.3819,38.210075,12.1536
9.4587,143.09365,28.473725,38.2617,12.173875
9.4748,143.326575,28.542175,38.286475,12.19185
9.492,143.418975,28.56965,38.343325,12.211325
9.50285,143.63065,28.6014,38.366075,12.235575
9.514175,143.7473,28.681925,38.38565,12.25075
9.53235,143.76435,28.728275,38.459025,12.26665
9.542825,144.208125,28.7488,38.654475,12.280875
9.56195,144.236325,28.767675,38.6688,12.30335
9.575675,144.282225,28.85045,38.713625,12.344775
9.586425,144.366625,28.873425,38.936575,12.38315
9.6028,144.414925,28.893325,39.04275,12.434825
9.6138,144.43685,28.91665,39.1177,12.44795
9.62595,144.58725,28.950225,39.1473,12.4614
9.641125,144.61795,28.959175,39.34405,12.481925
9.6533,144.766425,28.989575,39.38345,12.495225
9.674625,144.807075,29.007975,39.38745,12.510775
9.6898,144.881675,29.02585,39.399425,12.5465
9.702575,144.9457,29.037175,39.457775,12.568825
9.724925,145.10865,29.0771,39.5635,12.590325
9.738725,145.148375,29.121325,39.618775,12.62015
9.750625,145.19545,29.183025,39.709275,12.641575
9.75585,145.231175,29.2269,39.76975,12.683325
9.776675,145.2835,29.319075,39.8669,12.7017
9.79215,145.3719,29.341825,39.884,12.782125
9.804275,145.480375,29.3686,39.908875,12.80455
9.838,145.6125,29.390775,39.921725,12.832125
9.84965,145.82375,29.40395,39.971075,12.839925
9.860375,145.848975,29.422525,40.0077,12.854575
9.8745,145.897375,29.4445,40.03435,12.86675
9.87975,146.0432,29.4588,40.115475,12.880625
9.8969,146.243225,29.487675,40.22955,12.89925
9.9182,146.281675,29.512225,40.2818,12.907875
9.93515,146.525225,29.549925,40.4265,12.91815
9.940725,146.803625,29.595825,40.488275,12.9297
9.954325,147.433975,29.64175,40.617575,12.941075
9.985025,147.48495,29.66055,40.63395,12.95745
10.0072,147.509375,29.69805,40.7644,12.998175
10.014275,147.53995,29.7489,40.828,13.008925
10.022125,147.67495,29.778175,40.8988,13.01975
10.039825,147.998025,29.8074,40.938075,13.0319
10.051025,148.431025,29.862625,40.98525,13.042875
10.0632,148.46205,29.897375,41.057575,13.0587
10.07595,148.63905,29.951775,41.074075,13.0749
10.0914,148.7711,29.980125,41.1336,13.084825
10.10165,149.201725,30.00195,41.193325,13.097125
10.11135,149.261775,30.062675,41.2727,13.106725
10.12425,149.9331,30.1034,41.324375,13.1168
10.12895,150.030675,30.136725,41.376925,13.13415
10.138025,150.095625,30.158275,41.39465,13.16685
10.142975,150.212,30.1826,41.404025,13.2102
10.159225,150.330475,30.205925,41.438775,13.223775
10.1739,150.350775,30.24,41.501475,13.2386
10.181275,150.3824,30.328,41.53155,13.24705
10.1935,150.702775,30.39865,41.621875,13.2587
10.20745,150.763775,30.450025,41.653875,13.269025
10.223225,150.85205,30.49525,41.68985,13.28275
10.235125,150.904375,30.533825,41.81535,13.30635
10.251725,150.956975,30.585925,41.844475,13.32025
10.27635,151.0012,30.6464,42.11735,13.339925
10.287175,151.022325,30.7224,42.219675,13.3651
10.313025,151.21135,30.7646,42.2919,13.4057
10.332375,151.3653,30.843475,42.308675,13.43225
10.34355,151.44215,30.881325,42.33185,13.452425
10.36585,151.475125,30.934225,42.5133,13.4665
10.398,151.72355,30.99375,42.52335,13.497025
10.40445,151.985575,31.038175,42.565625,13.52885
10.417525,152.1234,31.11665,42.6335,13.5497
10.439875,152.21175,31.1991,42.6729,13.5737
10.457575,152.4164,31.228875,42.739025,13.577625
10.465375,152.561,31.26065,42.761325,13.590225
10.481325,152.904675,31.330925,42.7694,13.616475
10.49965,153.190975,31.41845,42.8227,13.6469
10.51715,153.376525,31.523625,42.941225,13.683775
10.53215,153.397425,31.5953,42.957275,13.703775
10.54175,153.435725,31.6376,43.07685,13.720225
10.558925,153.47345,31.736275,43.106375,13.734925
10.576525,153.59455,31.794825,43.149825,13.749925
10.597925,153.64505,31.8386,43.168775,13.761675
10.604125,153.7848,31.95865,43.188325,13.776325
10.6193,153.8081,32.035375,43.2533,13.79285
10.638925,153.9283,32.100625,43.278125,13.806075
10.65875,155.4622,32.1375,43.3599,13.82515
10.66765,155.588775,32.189775,43.396425,13.83855
10.689125,155.6145,32.242775,43.489925,13.856575
10.718175,155.70225,32.262175,43.5059,13.869525
10.72785,155.826325,32.28325,43.603825,13.8948
10.751225,155.985025,32.311175,43.6387,13.918675
10.7659,156.133875,32.34385,43.799825,13.937025
10.782225,156.214975,32.37345,43.854825,13.9625
10.8021,156.26465,32.426125,43.9005,13.985975
10.812425,156.2953,32.474775,43.923075,14.001175
10.82945,156.5821,32.5281,44.0498,14.02455
10.835975,156.6962,32.562625,44.141275,14.05455
10.860425,156.744375,32.638225,44.164675,14.11915
10.886575,156.767675,32.6648,44.198,14.136925
10.892125,156.769775,32.7156,44.230425,14.149225
10.918375,156.80355,32.786375,44.24545,14.1669
10.931075,156.899825,32.862375,44.25675,14.186475
10.963675,157.180475,32.9716,44.305475,14.20625
10.97745,157.22815,33.051275,44.323125,14.22515
10.987075,157.545925,33.082175,44.3277,14.232125
11.002375,157.9425,33.12305,44.4062,14.2414
11.015275,158.193325,33.156775,44.458125,14.249675
11.024725,158.206975,33.18225,44.5805,14.2567
11.028275,158.312975,33.248725,44.621925,14.266025
11.0547,158.514825,33.335475,44.74885,14.275275
11.058875,158.752275,33.39735,44.852425,14.2864
11.063675,159.074675,33.474,44.912525,14.3081
11.0696,159.195,33.539825,45.048125,14.3274
11.091875,159.374025,33.65805,45.0728,14.34625
11.103825,159.419225,33.718175,45.249825,14.36305
11.117525,159.791175,33.76085,45.283475,14.376125
11.124425,160.48255,33.786175,45.37985,14.387775
11.14125,160.628275,33.813175,45.482275,14.397975
11.151125,160.650075,33.843425,45.5612,14.4133
11.16365,160.7674,33.8688,45.583025,14.427625
11.1756,160.80215,33.89805,45.611925,14.44325
11.1946,160.944425,33.919925,45.721775,14.45285
11.206875,161.36735,33.961225,45.761375,14.465975
11.2165,161.4639,33.9901,45.7993,14.482425
11.228375,161.555275,34.011775,45.9101,14.49745
11.237325,161.72875,34.02695,45.93495,14.505625
11.24885,161.778725,34.0549,45.96,14.536125
11.26725,162.1137,34.101275,46.006025,14.556025
11.281025,162.31315,34.13695,46.0386,14.570175
11.285575,162.4845,34.20785,46.11275,14.5946
11.296225,162.5965,34.2544,46.242225,14.60595
11.324725,162.67635,34.277975,46.278275,14.634075
11.3303,162.685125,34.310475,46.3888,14.65285
11.3478,162.81805,34.328725,46.4047,14.679
11.362425,162.924725,34.358825,46.463,14.702575
11.369325,163.17895,34.41325,46.48575,14.71455
11.3856,163.253325,34.441775,46.498475,14.729575
11.395525,163.2899,34.48105,46.510225,14.769775
11.411025,163.3041,34.54025,46.51445,14.79415
11.42455,163.5018,34.629475,46.7141,14.8325
11.437875,163.693925,34.745375,46.78245,14.845
11.455525,164.006925,34.795975,46.794625,14.863825
11.4659,164.030725,34.853375,46.864925,14.8834
11.4881,164.1847,34.977875,46.873675,14.916875
11.4987,164.3737,35.02175,46.898525,14.9411
11.512675,164.571025,35.06115,46.9101,14.96305
11.524125,164.60475,35.086625,46.94905,14.980325
11.544525,165.18335,35.10815,46.992775,14.998075
11.559,165.472825,35.13095,47.041125,15.020225
11.57485,165.49925,35.147075,47.096275,15.038275
11.5917,165.67715,35.165475,47.24835,15.05885
11.613325,165.732625,35.1846,47.48295,15.085825
11.62795,165.785175,35.2052,47.5166,15.107
11.65815,165.8127,35.25365,47.555225,15.117425
11.6718,166.038125,35.363725,47.589325,15.138975
11.68985,166.136325,35.44835,47.624425,15.169275
11.7172,166.182775,35.469975,47.6639,15.198675
11.7282,166.21935,35.492675,47.728525,15.220325
11.745925,166.2298,35.521675,47.8185,15.238
11.75655,166.253875,35.5517,48.0374,15.25465
11.767125,166.3644,35.563325,48.30235,15.2796
11.78665,166.386925,35.5806,48.3177,15.295675
11.800075,166.452425,35.64235,48.450025,15.32095
11.810025,166.67375,35.66965,48.468875,15.352025
11.8306,166.809025,35.686875,48.49465,15.375625
11.840325,167.142325,35.6975,48.58225,15.409775
11.864125,167.196775,35.721775,48.665025,15.42755
11.887075,167.2159,35.741525,48.682125,15.448125
11.899325,167.2464,35.77835,48.72855,15.459325
11.912925,167.704825,35.8107,48.766325,15.472075
11.9288,167.731375,35.833525,48.959625,15.488725
11.9346,167.742125,35.86215,49.0715,15.500475
11.958625,168.072575,35.91235,49.099575,15.5177
11.97335,168.741775,35.937925,49.18525,15.5305
11.98495,168.77625,35.959525,49.203175,15.54085
12.001,168.846425,35.9783,49.21775,15.5563
12.011175,168.90135,35.9977,49.229025,15.571725
12.039575,168.953475,36.042825,49.265425,15.5877
12.0518,169.275375,36.0894,49.283925,15.6004
12.070025,169.368875,36.130725,49.329875,15.614375
12.090625,169.47395,36.196225,49.35465,15.62695
12.099325,169.558075,36.271825,49.36355,15.642925
12.1161,169.6717,36.3041,49.371875,15.6602
12.134725,169.761075,36.377125,49.38985,15.678425
12.154725,169.840275,36.4124,49.4284,15.693625
12.17455,169.867375,36.438875,49.456175,15.714
12.193175,169.9757,36.54645,49.495675,15.73
12.203,170.0636,36.5836,49.5224,15.744075
12.22425,170.3569,36.58885,49.532575,15.795275
12.248275,170.378325,36.6474,49.587675,15.8199
12.26215,170.499975,36.7099,49.600275,15.8441
12.286,170.530925,36.7558,49.610525,15.8646
12.300125,170.620525,36.792675,49.63365,15.891975
12.31705,170.7336,36.83685,49.70755,15.912425
12.33865,170.844725,36.85535,49.746325,15.963875
12.3461,170.946375,36.889175,49.768425,15.98395
12.363225,171.000275,36.91925,49.914625,16.01265
12.37645,171.0562,36.934075,49.928,16.036325
12.393525,171.0771,36.947925,49.984125,16.058575
12.40215,171.299475,36.962675,49.9991,16.075575
12.416025,171.472,36.992825,50.0117,16.08905
12.433475,171.5156,37.030375,50.10245,16.107925
12.44665,171.627975,37.0538,50.1436,16.12375
12.456275,171.6704,37.088325,50.388575,16.154425
12.4762,172.10265,37.1431,50.511775,16.167725
12.49615,172.249475,37.1659,50.590825,16.19115
12.51115,172.5304,37.182025,50.623825,16.2084
12.5317,172.650075,37.201375,50.70605,16.22315
12.5401,172.729125,37.23015,50.77205,16.24675
12.572975,172.7786,37.294325,50.81495,16.26285
12.58235,172.806225,37.37485,50.86815,16.2819
12.60155,172.980325,37.445775,50.9145,16.299075
12.61335,173.113775,37.4945,51.0342,16.322575
12.636725,173.150125,37.567475,51.166625,16.338075
12.648775,173.242975,37.611775,51.208925,16.35855
12.657675,173.3303,37.662925,51.23375,16.3762
12.668275,173.403275,37.721575,51.26965,16.3931
12.685125,173.560325,37.763925,51.291825,16.405475
12.695275,173.5807,37.825325,51.4079,16.418675
12.708325,173.70805,37.862075,51.55685,16.42855
12.72105,173.8494,37.93395,51.687825,16.4416
12.75205,173.902925,38.02665,51.722625,16.455975
12.76555,174.016325,38.07485,51.75185,16.4719
12.7751,174.0508,38.132225,51.80215,16.490475
12.786375,174.390425,38.2057,51.854625,16.53315
12.797525,174.43855,38.27725,51.940925,16.5597
12.81155,174.519275,38.333425,52.0902,16.58275
12.823325,174.591025,38.381475,52.2492,16.59595
12.8394,174.866925,38.502525,52.26545,16.608725
12.863025,174.948675,38.54895,52.280775,16.6212
12.8817,175.08315,38.597725,52.308775,16.6369
12.8901,175.174975,38.646475,52.378575,16.6509
12.902425,175.269825,38.749375,52.41175,16.6644
12.918825,175.306275,38.913125,52.44795,16.683875
12.94125,175.3523,38.963225,52.49775,16.700625
12.9596,175.560075,39.014675,52.585975,16.721325
12.9786,175.629925,39.03545,52.667975,16.731925
13.01185,175.960625,39.0699,52.688275,16.762175
13.01835,176.110725,39.0989,52.7044,16.77735
13.03655,176.24945,39.142125,52.738925,16.804375
13.04615,176.409875,39.1865,52.752725,16.81835
13.06235,176.468475,39.214275,52.8228,16.842875
13.070425,176.55025,39.237575,52.98675,16.86765
13.093675,176.589175,39.269775,53.005425,16.884225
13.0974,176.714925,39.31035,53.011175,16.9011
13.1103,177.05635,39.381825,53.2074,16.9532
13.122925,177.096475,39.41875,53.267825,16.979225
13.1483,177.139125,39.4495,53.31395,17.0109
13.15755,177.22105,39.544975,53.327975,17.03255
13.1705,177.254375,39.568125,53.34015,17.057425
13.174725,177.3266,39.587825,53.35465,17.082425
13.191925,177.511425,39.624725,53.37235,17.1091
13.204025,177.59215,39.649625,53.436225,17.135
13.213775,177.61685,39.668625,53.581275,17.172275
13.224175,177.649425,39.717575,53.6375,17.2115
13.231925,177.680125,39.8123,53.7211,17.249625
13.250875,177.8798,39.8404,53.88285,17.263325
13.26115,177.948625,39.8642,53.895475,17.27725
13.27845,178.033175,39.8818,53.948025,17.2899
13.289175,178.155525,39.8996,53.98105,17.312075
13.30535,178.19695,39.9174,53.99615,17.3316
13.316575,178.342525,39.93805,54.2154,17.356925
13.333475,178.3703,39.97245,54.286275,17.4066
13.3459,178.5229,40.014025,54.389775,17.429825
13.3604,179.0334,40.045825,54.5317,17.444975
13.3721,179.1452,40.103,54.558675,17.466475
13.391525,179.423325,40.12445,54.591725,17.479825
13.406925,179.525425,40.175225,54.61545,17.49865
13.415425,179.5712,40.224625,54.713725,17.517575
13.43515,179.911225,40.2997,54.753975,17.534375
13.445775,179.99955,40.3686,54.84485,17.563875
13.45875,180.179425,40.39985,54.96305,17.56675
13.47045,180.217475,40.49465,55.03785,17.58705
13.485875,180.33695,40.541175,55.17695,17.6024
13.496775,180.530575,40.64985,55.196675,17.626
13.51465,180.776475,40.697975,55.244675,17.64095
13.531,180.78475,40.7538,55.3307,17.662675
13.549125,180.992275,40.781025,55.349475,17.68615
13.5595,181.1115,40.814375,55.410725,17.70745
13.577275,181.26475,40.836875,55.425125,17.7306
13.601375,181.303175,40.881475,55.43845,17.746175
13.6114,181.4405,40.922625,55.519025,17.76805
13.631275,181.89915,40.953975,55.7108,17.782725
13.660025,181.935075,41.038875,55.7316,17.79795
13.673075,181.96855,41.075425,55.797875,17.820725
13.68285,182.007875,41.092275,55.877425,17.836625
13.6916,182.104875,41.13535,56.11255,17.85665
13.713175,182.249675,41.18385,56.132875,17.878625
13.728475,182.275025,41.23825,56.16425,17.908025
13.742575,182.530175,41.281225,56.2244,17.9615
13.750325,182.69425,41.345025,56.24275,17.985275
13.766575,182.7426,41.43205,56.4121,18.001175
13.775975,182.891225,41.47905,56.653075,18.03215
13.78805,182.927875,41.5891,56.7381,18.085425
13.801875,183.016575,41.6188,56.76975,18.11905
13.817675,183.0611,41.652775,57.157825,18.13935
13.838775,183.189525,41.720775,57.21635,18.167175
13.8554,183.333275,41.7562,57.250375,18.18525
13.8618,183.400675,41.8263,57.280325,18.200325
13.8838,183.4878,41.91715,57.33395,18.21535
13.8934,183.51515,41.978325,57.357225,18.23235
13.89815,183.542175,42.0348,57.47845,18.2484
13.91695,183.745775,42.087975,57.57975,18.274525
13.929075,183.78575,42.1603,57.627525,18.30085
13.9561,183.9473,42.195625,57.640925,18.32885
13.973225,184.033325,42.2179,57.65665,18.350625
13.992575,184.061125,42.2468,57.6931,18.37695
14.003625,184.149775,42.294,57.717275,18.40515
14.01445,184.23875,42.5391,57.740425,18.4361
14.042875,184.472075,42.592325,57.774625,18.49235
14.05785,184.51105,42.68995,57.82245,18.50925
14.0664,184.668625,42.7487,57.8424,18.535375
14.075275,184.724675,42.775,57.9522,18.56235
14.0925,184.77135,42.801375,58.0051,18.59975
14.107175,184.802975,42.847275,58.1128,18.630325
14.1277,185.014625,42.9084,58.134425,18.663575
14.149525,185.105275,42.93075,58.158075,18.679425
14.161075,185.1608,42.95045,58.2836,18.70255
14.1763,185.19335,42.978525,58.39555,18.7251
14.18575,185.509275,42.99455,58.42255,18.753875
14.203325,185.90615,43.006775,58.466625,18.7738
14.223425,185.937925,43.0187,58.5266,18.79025
14.2375,186.03265,43.039425,58.564675,18.8083
14.24905,186.293925,43.06065,58.59155,18.824475
14.263375,186.342825,43.0839,58.6157,18.85525
14.277975,186.4658,43.1189,58.640625,18.866775
14.2887,186.5313,43.14055,58.671,18.884575
14.31345,186.624775,43.1964,58.690375,18.899125
14.3179,186.64045,43.213125,58.739525,18.934775
14.3397,186.78975,43.2298,58.7752,18.969275
14.34895,186.80315,43.291975,58.8028,18.985175
14.36165,186.873175,43.38075,58.8685,18.995625
14.379675,186.962525,43.4068,58.9027,19.01165
14.39875,187.0625,43.4395,59.0899,19.024125
14.410325,187.217175,43.481925,59.17835,19.040975
14.4233,187.272375,43.51735,59.196,19.05625
14.438,187.386175,43.55995,59.20195,19.0809
14.443125,187.5797,43.58965,59.276575,19.09105
14.457075,187.610825,43.629,59.3309,19.10015
14.467,187.640825,43.643675,59.364125,19.107275
14.48325,187.666075,43.669,59.38065,19.1094
14.500575,187.9802,43.69495,59.402925,19.140625
14.51435,188.0238,43.73425,59.462725,19.15635
14.5263,188.061225,43.760675,59.5452,19.175725
14.536775,188.17585,43.84755,59.755175,19.187775
14.551175,188.21685,43.98555,59.800075,19.205825
14.5692,188.341975,44.051725,59.836425,19.224775
14.590025,188.4298,44.097875,59.879625,19.249275
14.6077,188.472525,44.156625,59.913875,19.275275
14.630525,188.54605,44.2598,59.94235,19.308275
14.645825,188.64085,44.33335,59.946225,19.334575
14.6576,188.7637,44.3922,59.9992,19.358375
14.6702,188.995775,44.42505,60.01645,19.38175
14.6807,189.329875,44.487025,60.054925,19.39915
14.71425,189.341225,44.523225,60.127925,19.4213
14.73055,189.3478,44.55265,60.1679,19.4373
14.75125,189.403475,44.579425,60.22905,19.46595
14.763025,189.610275,44.614675,60.236875,19.494525
14.777675,189.644625,44.6524,60.3364,19.5206
14.791975,189.69045,44.68185,60.38625,19.552975
14.8009,189.71065,44.697075,60.565175,19.57665
14.8098,189.794325,44.765875,60.608225,19.602875
14.82375,189.903675,44.81805,60.637575,19.62665
14.82945,190.0378,44.850475,60.666475,19.6684
14.847525,190.3798,44.88435,60.710225,19.689425
14.864425,190.39765,44.910225,60.7332,19.713225
14.87625,190.427125,44.96175,60.740125,19.73865
14.90175,190.462625,45.117325,60.81445,19.76565
14.91745,190.696475,45.169625,60.824225,19.783325
14.9329,190.95175,45.210225,60.93165,19.801575
14.95075,191.125225,45.264725,60.950425,19.823725
14.96255,191.206625,45.3107,60.99105,19.872175
14.98415,191.305075,45.35195,61.02065,19.893875
14.995325,191.408875,45.431075,61.0408,19.92305
15.02115,191.502325,45.46905,61.143925,19.946075
15.032225,191.63705,45.517375,61.185475,19.988975
15.053575,191.85165,45.571625,61.241775,20.0297
15.065875,192.3237,45.6046,61.2631,20.049425
15.078625,192.958675,45.664975,61.300925,20.086375
15.096125,193.26935,45.715975,61.372775,20.118575
15.1045,193.567175,45.742025,61.393375,20.1439
15.1171,193.69535,45.77625,61.507625,20.187275
15.1293,193.969525,45.822325,61.52895,20.213225
