SPK_SPKC02a,SPK_SPKC07a,SPK_SPKC07b,SPK_SPKC10a,SPK_SPKC15a
3723.364925,3714.280975,3845.266675,3727.281325,3714.745375
3723.418825,3714.315025,3845.964575,3727.3415,3714.776875
3723.469025,3714.344175,3846.32875,3727.40255,3714.797425
3723.503775,3714.379875,3846.71415,3727.453025,3714.844625
3723.534775,3714.41135,3847.842475,3727.492,3714.89625
3723.5745,3714.450025,3848.38965,3727.55375,3714.9268
3723.63325,3714.484675,3848.607875,3727.665425,3714.951225
3723.6838,3714.508725,3848.634475,3727.7089,3714.994275
3723.718025,3714.54415,3848.720875,3727.7533,3715.0234
3723.8844,3714.590525,3848.783625,3727.801725,3715.0499
3723.9293,3714.6224,3849.6782,3727.83945,3715.087525
3723.967375,3714.6567,3850.352175,3727.87635,3715.11345
3724.004225,3714.680775,3851.309625,3727.924575,3715.143775
3724.06965,3714.718925,3851.39745,3727.98395,3715.1688
3724.23545,3714.745375,3851.54385,3728.022625,3715.1895
3724.383475,3714.751275,3851.599575,3728.085775,3715.221925
3724.443825,3714.77685,3851.697375,3728.140275,3715.264525
3724.47895,3714.7974,3851.94315,3728.190825,3715.288275
3724.519975,3714.8446,3851.967775,3728.243675,3715.3158
3724.578725,3714.896225,3852.0153,3728.279425,3715.368275
3724.64165,3714.9268,3852.058475,3728.324925,3715.418025
3724.6789,3714.951225,3852.11395,3728.371425,3715.4474
3724.72385,3714.9662,3852.448025,3728.430225,3715.4935
3724.77075,3714.99425,3852.613225,3728.48205,3715.5291
3724.8974,3715.0234,3852.66565,3728.5464,3715.563025
3724.9285,3715.049875,3852.866375,3728.595875,3715.585675
3724.974475,3715.143775,3853.1484,3728.638725,3715.619175
3725.048475,3715.168775,3853.315875,3728.666125,3715.642475
3725.085125,3715.1895,3854.187475,3728.70845,3715.6761
3725.1303,3715.221925,3854.21265,3728.748925,3715.70485
3725.1918,3715.2645,3854.28605,3728.7811,3715.747875
3725.270175,3715.28825,3854.29375,3728.848475,3715.7875
3725.3056,3715.3158,3855.33625,3728.88455,3715.84655
3725.37795,3715.32825,3855.68395,3728.9941,3715.888125
3725.4167,3715.368275,3855.90585,3729.0543,3715.928975
3725.4654,3715.418025,3855.940625,3729.100725,3715.95065
3725.513175,3715.4474,3855.97825,3729.186425,3715.97975
3725.575275,3715.493475,3856.136675,3729.258875,3716.00865
3725.629425,3715.501175,3856.165025,3729.305625,3716.034525
3725.66045,3715.5291,3856.232,3729.3507,3716.065275
3725.702375,3715.563025,3856.556925,3729.394775,3716.094825
3725.71,3715.585175,3856.7071,3729.43865,3716.1468
3725.855525,3715.619175,3857.24825,3729.4912,3716.185475
3725.912425,3715.64245,3857.37145,3729.5202,3716.24635
3725.968275,3715.650975,3858.074275,3729.562325,3716.29295
3726.01715,3715.70485,3858.138725,3729.6897,3716.339375
3726.06805,3715.787475,3858.26335,3729.734325,3716.37325
3726.11795,3715.84655,3858.280625,3729.889675,3716.439625
3726.154275,3715.8881,3858.34215,3729.95235,3716.481025
3726.212275,3715.928975,3858.5223,3730.007575,3716.530025
3726.256125,3715.950625,3858.553725,3730.041825,3716.581125
3726.372525,3716.00865,3859.061775,3730.119925,3716.620575
3726.42885,3716.034525,3859.23735,3730.26505,3716.658925
3726.4979,3716.085525,3859.417725,3730.322225,3716.690925
3726.542825,3716.0948,3859.733575,3730.359225,3716.7103
3726.577275,3716.1124,3860.070425,3730.412625,3716.7441
3726.622,3716.146775,3860.67925,3730.46315,3716.8023
