SPK_SPKC06a (inhi),SPK_SPKC10a (no response),SPK_SPKC15a (no response)
148.91935,157.942875,
148.938225,157.96255,
148.968525,157.9729,
148.987625,158.0134,
149.004625,158.0666,
149.031325,158.106175,
149.047725,158.1245,
149.06355,158.154725,
149.07665,158.161425,
149.086425,158.17805,
149.0976,158.209025,
149.105325,158.22695,
149.11835,158.267875,
149.12535,158.31965,
149.1363,158.35395,
149.148,158.38735,
149.158925,158.4256,
149.1682,158.462825,
149.175575,158.4806,
149.19225,158.526,
149.1982,158.53035,
149.20585,158.556875,
149.22775,158.6145,
149.2483,158.647425,
149.26835,158.69055,
149.291,158.7325,
149.3107,158.75835,
149.34185,158.828475,
149.360075,158.88195,
149.38015,158.95405,
149.4063,158.9937,
149.430875,159.0052,
149.4558,159.054525,
149.468025,159.09075,
149.481775,159.0975,
149.4927,159.150525,
149.505925,159.1707,
149.52555,159.23505,
149.541075,159.26585,
149.5536,159.322125,
149.566375,159.4014,
149.5898,159.441775,
149.60745,159.496325,
149.61795,159.532625,
149.6321,159.55875,
149.643975,159.5653,
149.65775,159.62435,
149.671475,159.642975,
149.685575,159.6629,
149.70215,159.688325,
149.720425,159.71305,
149.7353,159.748775,
149.75535,159.811375,
149.7725,159.877925,
149.7918,159.910475,
149.80945,159.956825,
149.8377,159.979675,
149.8567,160.0196,
149.88425,160.062275,
149.897525,160.0911,
149.916325,160.122675,
149.926825,160.1526,
149.941925,160.191975,
149.957275,160.223875,
149.97905,160.269225,
149.991275,160.301475,
150.0034,160.336975,
150.020925,160.3673,
150.03715,160.40195,
150.05265,160.44635,
150.0843,160.46795,
150.11015,160.5093,
150.13475,160.563025,
150.1738,160.597225,
150.208425,160.616925,
150.224225,160.67265,
150.265425,160.69825,
150.292,160.7231,
150.32,160.751775,
150.3443,160.76805,
150.358875,160.790625,
150.37185,160.795075,
150.385275,160.810025,
150.394725,160.8395,
150.4125,160.85395,
150.42155,160.878025,
150.4361,160.8894,
150.451325,160.915375,
150.470125,160.9212,
150.4894,160.940175,
150.508175,160.958175,
150.522375,160.968425,
150.540925,160.980725,
150.567825,160.998725,
150.588,161.00575,
150.623,161.014675,
150.64005,161.0325,
150.67345,161.044225,
150.703675,161.0488,
150.739375,161.075,
150.765225,161.093075,
150.795075,161.10235,
150.8161,161.1141,
150.83805,161.12375,
150.8479,161.14505,
150.86375,161.147125,
150.87175,161.161575,
150.880175,161.1809,
150.8895,161.203875,
150.920825,161.22845,
150.9358,161.246775,
150.9516,161.248725,
150.96425,161.29935,
150.9846,161.324825,
150.9964,161.3451,
151.01995,161.36585,
151.040125,161.39295,
151.06005,161.405625,
151.077825,161.440425,
151.118275,161.464725,
151.158675,161.47695,
151.184425,161.514075,
151.213175,161.57865,
151.24015,161.5922,
151.2776,161.59685,
151.286375,161.60425,
151.305525,161.624825,
151.316675,161.6366,
151.32265,161.658275,
151.330675,161.6781,
151.3438,161.69115,
151.35105,161.696225,
151.35895,161.71145,
151.36865,161.716875,
151.393,161.729075,
151.41325,161.74345,
151.425825,161.75435,
151.439525,161.765125,
151.452075,161.780675,
151.4764,161.8074,
151.50265,161.8226,
151.5208,161.836875,
151.546775,161.8499,
151.573625,161.868825,
151.629075,161.888725,
151.64945,161.910075,
151.66395,161.920925,
151.6772,161.945975,
151.6879,161.9564,
151.696375,161.969725,
151.70465,161.981825,
151.715825,162.006725,
151.72595,162.021925,
151.739625,162.0575,
151.749175,162.0972,
151.76095,162.1235,
151.76835,162.154725,
151.77885,162.180075,
151.7945,162.21155,
151.8101,162.257325,
151.821375,162.260275,
151.832175,162.287075,
151.848075,162.312225,
151.867425,162.32725,
151.88375,162.33595,
151.906225,162.3732,
151.9246,162.38335,
151.94655,162.3957,
151.9777,162.41915,
152.0029,162.44385,
152.035775,162.448925,
152.091375,162.47445,
152.1129,162.5074,
152.144775,162.54265,
152.157175,162.5816,
152.179325,162.6239,
152.186175,162.63735,
152.192475,162.663,
152.202075,162.71425,
152.207375,162.7502,
152.2133,162.784675,
152.222175,162.855525,
152.2302,162.885175,
152.235375,162.9012,
152.253475,162.91295,
152.2631,163.0143,
152.270775,163.041075,
152.280625,163.084425,
152.2895,163.129375,
152.30265,163.166775,
152.3329,163.1765,
152.35125,163.21805,
152.360925,163.2626,
152.38395,163.321975,
152.4088,163.35215,
152.427125,163.392525,
152.45345,163.4343,
152.482475,163.463725,
152.5112,163.49845,
152.549325,163.53685,
152.5845,163.571675,
152.6198,163.5812,
152.6403,163.5919,
152.67355,163.599025,
152.700825,163.612975,
152.7312,163.6168,
152.7789,163.620925,
152.8055,163.6304,
152.8223,163.644975,
152.832825,163.662025,
152.85145,163.66965,
152.871,163.67865,
152.891975,163.695875,
152.9082,163.721,
152.924575,163.7298,
152.939775,163.75405,
152.9558,163.773925,
152.971025,163.7801,
152.985575,163.792975,
153.01115,163.8168,
153.04045,163.835,
153.07175,163.85115,
153.102225,163.862275,
153.134875,163.868525,
153.155125,163.886075,
153.181325,163.897325,
153.227225,163.9027,
153.2718,163.9198,
153.32145,163.9393,
153.343,163.953175,
153.3662,163.96675,
153.39075,163.978725,
153.4145,163.987625,
153.435975,164.00525,
153.46475,164.022275,
153.5061,164.042475,
153.5276,164.069525,
153.5514,164.078375,
153.5854,164.088875,
153.611525,164.091675,
153.639525,164.116575,
153.678825,164.1178,
153.725,164.151475,
153.751475,164.1819,
153.78815,164.203675,
153.8196,164.214725,
153.843325,164.24625,
153.85835,164.267375,
153.87615,164.33135,
153.89725,164.333125,
153.91305,164.362825,
153.932775,164.4051,
153.9512,164.42945,
153.976025,164.4396,
154.001025,164.4832,
154.034475,164.536275,
154.0624,164.567275,
154.10685,164.5952,
154.135625,164.628625,
154.179375,164.67765,
154.225275,164.72225,
154.2558,164.761725,
154.29065,164.83025,
154.337325,164.87035,
154.362,164.910975,
154.395875,164.947125,
154.416725,164.976,
154.4375,164.983,
154.46355,165.0321,
154.490125,165.0379,
154.5131,165.08775,
154.537875,165.09865,
154.559925,165.1079,
154.59085,165.1584,
154.6214,165.1863,
154.6462,165.252125,
154.675125,165.332,
154.721175,165.384825,
154.750675,165.40315,
154.764875,165.41855,
154.796,165.446625,
154.829775,165.523875,
154.85075,165.563425,
154.87145,165.596675,
154.90995,165.638125,
154.9427,165.7227,
154.963575,165.76055,
154.99865,165.780175,
155.03975,165.79385,
155.071025,165.821325,
155.10265,165.8761,
155.143975,165.929375,
155.17775,165.96445,
155.214875,166.019075,
155.240575,166.050375,
155.280125,166.065725,
155.30405,166.090775,
155.33025,166.094425,
155.352725,166.131,
155.38285,166.157,
155.4045,166.2266,
155.4354,166.23685,
155.4627,166.253625,
155.482925,166.30035,
155.51355,166.347675,
155.548975,166.37465,
155.582975,166.42545,
155.6335,166.462975,
155.669775,166.504175,
155.705975,166.532875,
155.72955,166.568025,
155.77685,166.694925,
155.82495,166.70325,
155.8566,166.722825,
155.902275,166.758625,
155.935225,166.776825,
155.958075,166.79285,
155.9974,166.818625,
156.029825,166.8361,
156.092375,166.846425,
156.13,166.9014,
156.156925,166.921575,
156.1913,166.9491,
156.2486,166.96575,
156.287375,166.993175,
156.324025,167.014325,
156.38745,167.045625,
156.418,167.0694,
156.485775,167.09545,
156.5242,167.1059,
156.580375,167.140775,
156.615725,167.1749,
156.641025,167.194625,
156.6601,167.217475,
156.697975,167.2414,
156.721025,167.254975,
156.753225,167.290675,
156.785,167.324175,
156.8167,167.366225,
156.84905,167.409775,
156.873975,167.432925,
156.898275,167.470825,
156.9464,167.5071,
156.97125,167.5624,
157.01455,167.5723,
157.04765,167.602675,
157.0692,167.6147,
157.0965,167.6575,
157.12265,167.677025,
157.155425,167.70605,
157.1833,167.7227,
157.2154,167.77345,
157.244775,167.808475,
157.28065,167.857475,
157.324325,167.907825,
157.35355,167.94285,
157.375825,167.984125,
157.4065,168.0204,
157.427325,168.0636,
157.457975,168.129125,
157.485175,168.1705,
157.518175,168.19955,
157.531275,168.223025,
157.567175,168.2512,
157.605525,168.2948,
157.64055,168.308175,
157.675725,168.320325,
157.713475,168.360175,
157.729075,168.3746,
157.777375,168.402675,
157.82135,168.422475,
157.85425,168.4361,
157.884425,168.453725,
157.91345,168.469875,
157.951875,168.4843,
157.981525,168.502275,
158.00025,168.5296,
158.02745,168.551325,
158.0526,168.5687,
158.08065,168.5813,
158.122075,168.60855,
158.140875,168.6175,
158.1746,168.649575,
158.215225,168.676075,
158.25505,168.6958,
158.283725,168.735775,
158.3294,168.7406,
158.35195,168.784175,
158.418225,168.8084,
158.465825,168.81055,
158.5103,168.82975,
158.575025,168.844125,
158.619325,168.86135,
158.66435,168.8763,
158.71865,168.89005,
158.758725,168.910175,
158.802075,168.9205,
158.849675,168.923475,
158.87795,168.94125,
158.91125,168.9603,
158.950525,168.9758,
158.9877,168.987425,
159.023375,168.99005,
159.06555,169.00985,
159.12405,169.025025,
159.167475,169.042225,
159.2484,169.059775,
159.305675,169.068325,
159.3585,169.082325,
159.4109,169.0972,
159.466175,169.112925,
159.493575,169.11735,
159.526525,169.132725,
159.551275,169.161025,
159.5909,169.1927,
159.640825,169.215325,
159.6942,169.231875,
159.72085,169.2478,
159.763,169.2743,
159.800375,169.286175,
159.845875,169.301675,
159.8779,169.324175,
159.93135,169.3447,
159.9541,169.35455,
159.9851,169.381875,
160.025225,169.41185,
160.0753,169.441625,
160.111675,169.47545,
160.150125,169.5068,
160.208,169.53135,
160.29185,169.551625,
160.344775,169.5584,
160.388325,169.571875,
160.422775,169.628225,
160.4506,169.673925,
160.491225,169.712025,
160.524775,169.738975,
160.5653,169.746825,
160.591675,169.817075,
160.646125,169.86365,
160.69555,169.878225,
160.743625,169.916325,
160.782,169.946225,
160.803,169.990325,
160.814175,170.066725,
160.84185,170.071625,
160.85565,170.1155,
160.87,170.14835,
160.88065,170.1735,
160.900925,170.1765,
160.911475,170.20075,
160.926625,170.238875,
160.937525,170.28935,
160.95055,170.346725,
160.964125,170.403925,
160.97465,170.43115,
160.985725,170.459625,
161.009475,170.493475,
161.033975,170.526125,
161.06595,170.558775,
161.09865,170.614375,
161.129675,170.644125,
161.150025,170.676675,
161.178475,170.707525,
161.2052,170.73365,
161.236225,170.76075,
161.2814,170.79575,
161.32335,170.851275,
161.355175,170.96115,
161.378675,170.998,
161.41455,171.021425,
161.460525,171.045125,
161.498125,171.175025,
161.531875,171.234225,
161.5774,171.249025,
161.5959,171.287725,
161.605725,171.299025,
161.615,171.3315,
161.624925,171.368275,
161.6376,171.423625,
161.6443,171.4552,
161.65835,171.4746,
161.68555,171.522275,
161.70245,171.5548,
161.7257,171.603625,
161.74115,171.630175,
161.769175,171.669325,
161.79385,171.671525,
161.813975,171.72615,
161.84175,171.72945,
161.87695,171.773525,
161.901925,171.7833,
161.924525,171.84705,
161.94785,171.862525,
162.00535,171.899025,
162.0334,171.90995,
162.069925,171.929125,
162.123325,171.9499,
162.164175,171.968575,
162.212975,171.991425,
162.24175,172.023825,
162.2553,172.03575,
162.2651,172.038225,
162.27415,172.044425,
162.284475,172.061725,
162.300175,172.0883,
162.307825,172.094325,
162.32745,172.11665,
162.344875,172.134925,
162.3629,172.156475,
162.385,172.1776,
162.412175,172.1985,
162.43865,172.19975,
162.4718,172.21895,
162.515,172.239275,
162.554225,172.262525,
162.593075,172.26845,
162.62285,172.28565,
162.66545,172.3024,
162.719575,172.330325,
162.771325,172.3563,
162.799575,172.360425,
162.83565,172.371375,
162.868875,172.39115,
162.893875,172.41505,
162.91725,172.440925,
162.93025,172.450425,
162.952225,172.461575,
162.977825,172.489825,
163.00315,172.514675,
163.027725,172.51885,
163.051725,172.5448,
163.086575,172.5655,
163.1117,172.607325,
163.145375,172.647875,
163.17905,172.68405,
163.2161,172.718675,
163.23405,172.744175,
163.325475,172.7724,
163.391825,172.796675,
163.453575,172.810025,
163.49065,172.865375,
163.526775,172.894325,
163.557375,172.918425,
163.5823,172.941075,
163.5978,172.94975,
163.607275,172.97665,
163.628325,172.979075,
163.639825,173.007175,
163.642275,173.058375,
163.654075,173.065725,
163.665725,173.084875,
163.68385,173.100175,
163.69885,173.14265,
163.72125,173.168375,
163.7442,173.1958,
163.758875,173.213025,
163.78785,173.225625,
163.81565,173.253875,
163.83385,173.259825,
163.855975,173.277325,
163.88415,173.291475,
163.915,173.303625,
163.94415,173.316725,
163.9738,173.3193,
163.999275,173.335225,
164.0321,173.340275,
164.06525,173.3462,
164.09785,173.353375,
164.13205,173.37045,
164.156475,173.3788,
164.17915,173.39305,
164.19895,173.412725,
164.22625,173.4169,
164.251025,173.437,
164.27305,173.45695,
164.299275,173.470875,
164.3254,173.4927,
164.349025,173.502225,
164.39185,173.525325,
164.433875,173.54705,
164.487225,173.561325,
164.53555,173.584575,
164.57355,173.591325,
164.642375,173.603775,
164.67905,173.6158,
164.735275,173.642125,
164.7759,173.654825,
164.8304,173.6587,
164.873175,173.672525,
164.912575,173.690225,
164.9364,173.712675,
164.97465,173.7395,
165.00765,173.757025,
165.033575,173.758925,
165.07345,173.7716,
165.092125,173.790425,
165.135375,173.8179,
165.16185,173.83835,
165.22495,173.86205,
165.3227,173.887,
165.383325,173.90185,
165.442475,173.923925,
165.476625,173.94625,
165.5211,173.954825,
165.57605,173.967175,
165.620775,174.003225,
165.664525,174.0303,
165.697375,174.05415,
165.726625,174.07555,
165.7621,174.08625,
165.8145,174.12985,
165.8616,174.174525,
165.902,174.17915,
165.9535,174.194725,
166.017175,174.216075,
166.08375,174.2226,
166.14145,174.248025,
166.18805,174.256675,
166.2351,174.291175,
166.2568,174.318825,
166.2782,174.379,
166.313675,174.39655,
166.349575,174.48655,
166.3758,174.52775,
166.414225,174.543,
166.456375,174.5758,
166.488725,174.623625,
166.50935,174.658825,
166.541525,174.71415,
166.593375,174.727775,
166.6404,174.747475,
166.698625,174.767625,
166.734175,174.82115,
166.757425,174.8424,
166.783875,174.89375,
166.807875,174.903425,
166.833725,174.9204,
166.855825,174.967175,
166.8782,174.9709,
166.907175,174.992,
166.98665,174.998,
167.01785,175.004725,
167.0531,175.047875,
167.090625,175.06475,
167.129525,175.0856,
167.1704,175.11255,
167.2015,175.1335,
167.23905,175.1363,
167.283925,175.167125,
167.3375,175.18345,
167.3835,175.205275,
167.442875,175.2308,
167.49275,175.249625,
167.543025,175.2664,
167.59825,175.273475,
167.6178,175.285,
167.644525,175.30265,
167.6879,175.310325,
167.735225,175.313175,
167.77075,175.335725,
167.82505,175.354125,
167.88345,175.369975,
167.9208,175.393025,
167.95625,175.409475,
168.0133,175.41555,
168.073275,175.43575,
168.108375,175.45695,
168.13675,175.462675,
168.18515,175.492275,
168.216425,175.51715,
168.266,175.525025,
168.29475,175.532475,
168.3478,175.5587,
168.398175,175.56095,
168.437325,175.589225,
168.483075,175.610975,
168.532125,175.633625,
168.581775,175.6868,
168.65325,175.709725,
168.709225,175.71475,
168.765,175.73675,
168.803275,175.742175,
168.830125,175.759075,
168.84165,175.777075,
168.859375,175.788575,
168.888575,175.818,
168.9162,175.8525,
168.9403,175.853575,
168.963575,175.901575,
168.981225,175.941125,
169.014975,176.013225,
169.043725,176.0752,
169.06985,176.0926,
169.1042,176.1383,
169.122125,176.152925,
169.146325,176.1964,
169.1666,176.239575,
169.1861,176.24325,
169.21245,176.2988,
169.233025,176.3341,
169.280175,176.3579,
169.3067,176.384825,
169.332075,176.424525,
169.37045,176.46535,
169.41425,176.479025,
169.437525,176.5084,
169.482325,176.524575,
169.5315,176.5439,
169.583925,176.553425,
169.614575,176.61285,
169.651725,176.616225,
169.6985,176.64555,
169.738325,176.68435,
169.786175,176.718125,
169.8227,176.725275,
169.862625,176.780375,
169.892975,176.834475,
169.956325,176.882,
169.983375,176.891575,
170.02425,176.896925,
170.0494,176.939175,
170.07095,176.996225,
170.087275,177.04705,
170.1205,177.139925,
170.164825,177.1721,
170.201825,177.191225,
170.263475,177.2166,
170.2941,177.224475,
170.329375,177.243325,
170.365575,177.2524,
170.397675,177.262,
170.4317,177.265375,
170.5185,177.28915,
170.577375,177.302925,
170.6487,177.32905,
170.717875,177.343825,
170.783525,177.347125,
170.82355,177.371725,
170.84635,177.3873,
170.864425,177.4091,
170.90395,177.43075,
170.934125,177.4439,
170.985825,177.45185,
171.01955,177.468825,
171.0615,177.470125,
171.08805,177.47665,
171.1152,177.49025,
171.1452,177.50695,
171.186125,177.5183,
171.228325,177.540475,
171.2724,177.555675,
171.32075,177.573775,
171.36105,177.592625,
171.38665,177.609475,
171.425275,177.626175,
171.4557,177.6455,
171.511475,177.6646,
171.54595,177.680375,
171.5611,177.70165,
171.59205,177.73445,
171.62025,177.76255,
171.661775,177.784425,
171.694175,177.819375,
171.71905,177.827675,
171.8149,177.87145,
171.851175,177.9125,
171.87795,177.96135,
171.904875,177.972575,
171.944,177.98805,
171.985075,177.990625,
172.01555,177.99765,
172.0398,178.011725,
172.074425,178.0472,
172.099075,178.0523,
172.141175,178.0688,
172.17125,178.081625,
172.20165,178.0976,
172.244475,178.1168,
172.268,178.118375,
172.35655,178.1396,
172.392425,178.150475,
172.44145,178.15615,
172.4708,178.17675,
172.51665,178.200675,
172.546675,178.220825,
172.579825,178.229425,
172.614425,178.23555,
172.6852,178.2578,
172.7175,178.276025,
172.74835,178.297325,
172.7758,178.3161,
172.7948,178.3367,
172.8178,178.364025,
172.84545,178.38625,
172.86435,178.410775,
172.888725,178.436675,
172.924875,178.457725,
172.960975,178.4744,
172.989425,178.494925,
173.02515,178.519125,
173.062075,178.536325,
173.105625,178.5498,
173.132375,178.551925,
173.17,178.60155,
173.208375,178.6257,
173.227,178.66,
173.24445,178.6663,
173.259825,178.68865,
173.276375,178.73595,
173.289025,178.737825,
173.30565,178.772125,
173.31565,178.798175,
173.329075,178.814725,
173.34255,178.829725,
173.359425,178.83665,
173.37155,178.857025,
173.38515,178.858975,
173.40165,178.867875,
173.4278,178.895725,
173.443825,178.915225,
173.46055,178.933375,
173.493475,178.95355,
173.505075,178.971775,
173.529775,178.9939,
173.551675,179.013275,
173.5682,179.04485,
173.582525,179.07025,
173.60465,179.0921,
173.629975,179.09765,
173.661925,179.123775,
173.69725,179.1413,
173.727075,179.151125,
173.7469,179.16375,
173.770625,179.180325,
173.8003,179.193625,
173.822075,179.2063,
173.857775,179.251275,
173.88625,179.274375,
173.9188,179.2854,
173.958825,179.2926,
173.999575,179.312175,
174.0349,179.323225,
174.063025,179.327475,
174.119575,179.349625,
174.150725,179.35895,
174.1765,179.369325,
174.1933,179.3967,
174.218825,179.4277,
174.254125,179.43165,
174.285075,179.458125,
174.320625,179.522175,
174.35375,179.560025,
174.403775,179.586375,
174.43325,179.604525,
174.482875,179.6255,
174.51805,179.646175,
174.5415,179.68445,
174.56405,179.722025,
174.581825,179.757475,
174.6041,179.7932,
174.626475,179.883,
174.645075,179.9085,
174.67995,179.93825,
174.703525,179.955975,
174.73855,179.992075,
174.762525,180.006,
174.788875,180.02005,
174.8184,180.0367,
174.8483,180.048725,
174.86665,180.072975,
174.90225,180.10295,
174.926175,180.10805,
174.95415,180.12865,
174.9786,180.15265,
175.0002,180.157725,
175.016975,180.18245,
175.0513,180.201525,
175.078675,180.2032,
175.098075,180.232475,
175.117275,180.26175,
175.132125,180.270525,
175.1426,180.30675,
175.16535,180.341225,
175.1772,180.37545,
175.19535,180.3766,
175.211525,180.416825,
175.226775,180.427325,
175.242775,180.442725,
175.26,180.450275,
175.2763,180.476175,
175.2942,180.4872,
175.312975,180.509025,
175.343425,180.530675,
175.36605,180.55885,
175.38315,180.566175,
175.40735,180.5966,
175.428675,180.61435,
175.445375,180.63435,
175.47605,180.670375,
175.506975,180.675825,
175.544025,180.7231,
175.5822,180.72595,
175.613675,180.746325,
175.66615,180.753625,
175.701475,180.768125,
175.730575,180.7709,
175.765625,180.79635,
175.807475,180.823425,
175.844475,180.8375,
175.887775,180.84795,
175.93175,180.86795,
175.96205,180.8848,
176.0177,180.890225,
176.04885,180.915175,
176.0819,180.946175,
176.1009,180.949775,
176.131425,180.977025,
176.1531,180.999875,
176.17195,181.026875,
176.200425,181.042625,
176.245175,181.0448,
176.2772,181.065725,
176.326075,181.090525,
176.365725,181.1115,
176.406625,181.115525,
176.4289,181.1181,
176.464,181.137975,
176.49865,181.14915,
176.5291,181.153675,
176.562775,181.182825,
176.592675,181.1972,
176.623225,181.2462,
176.649775,181.2542,
176.676275,181.27755,
176.725375,181.2939,
176.7514,181.313525,
176.774725,181.33925,
176.8171,181.348575,
176.849975,181.358725,
176.8863,181.380225,
176.939175,181.384375,
176.983375,181.389975,
177.011325,181.41175,
177.0468,181.415075,
177.07685,181.444675,
177.11955,181.47045,
177.146475,181.4922,
177.1752,181.514975,
177.20055,181.529475,
177.223325,181.566775,
177.243325,181.586025,
177.2631,181.5975,
177.279775,181.5993,
177.292775,181.6363,
177.302975,181.657825,
177.31365,181.6807,
177.32415,181.6991,
177.334,181.7042,
177.356625,181.712375,
177.377625,181.7337,
177.3935,181.764925,
177.418675,181.76855,
177.4337,181.799025,
177.45015,181.8344,
177.46915,181.8616,
177.4959,181.88225,
177.522325,181.90975,
177.54985,181.917775,
177.579725,181.951175,
177.600575,181.965925,
177.637625,181.9966,
177.6706,182.000825,
177.70515,182.01095,
177.73205,182.0203,
177.76575,182.0272,
177.816025,182.039125,
177.84635,182.05115,
177.8676,182.077925,
177.914125,182.103625,
177.9384,182.127775,
177.964475,182.141925,
178.006475,182.14755,
178.017475,182.17125,
178.039525,182.185325,
178.04795,182.1946,
178.05115,182.21895,
178.06265,182.22625,
178.0783,182.24505,
178.094825,182.246925,
178.11215,182.264125,
178.133825,182.272625,
178.15685,182.287725,
178.181125,182.301275,
178.196525,182.3159,
178.232475,182.329725,
178.257325,182.349475,
178.279125,182.36095,
178.296325,182.377475,
178.31375,182.405075,
178.34325,182.44205,
178.3825,182.460075,
178.41295,182.48035,
178.428575,182.488675,
178.452225,182.5106,
178.476725,182.538875,
178.5046,182.5457,
178.528,182.59155,
178.5594,182.59475,
178.5843,182.607275,
178.625375,182.635075,
178.664275,182.6583,
178.69735,182.6925,
178.737475,182.701425,
178.7615,182.70785,
178.79515,182.7162,
178.808025,182.763325,
178.8293,182.7846,
178.8439,182.861825,
178.867475,182.884875,
178.892275,182.8872,
178.9206,182.910275,
178.9497,182.9387,
178.9866,182.962875,
179.026375,182.9757,
179.052325,182.9922,
179.07105,183.007025,
179.107625,183.039225,
179.135125,183.068725,
179.188175,183.132125,
179.208625,183.148525,
179.2383,183.18315,
179.26375,183.207525,
179.276325,183.2241,
179.29135,183.231775,
179.30535,183.24935,
179.322975,183.271075,
179.34115,183.2863,
179.355025,183.303875,
179.3942,183.326975,
179.410675,183.34955,
179.44145,183.37495,
179.477825,183.413525,
179.528875,183.457325,
179.561425,183.4749,
179.588075,183.5238,
179.626725,183.565125,
179.671375,183.570125,
179.7004,183.615675,
179.736875,183.631575,
179.7618,183.659275,
179.803625,183.693,
179.82405,183.718575,
179.847125,183.751475,
179.895975,183.775075,
179.92425,183.792975,
179.9499,183.814725,
179.982725,183.829625,
180.028925,183.849025,
180.063375,183.880875,
180.087025,183.894275,
180.1159,183.907875,
180.138125,183.9255,
180.17645,183.9278,
180.216275,183.949,
180.2791,183.9688,
180.30325,183.97895,
180.34155,183.992825,
180.3716,184.012275,
180.4062,184.0323,
180.42695,184.05745,
180.46015,184.07825,
180.48405,184.0828,
180.531075,184.117225,
180.557975,184.150525,
180.597375,184.1593,
180.64295,184.16945,
180.6711,184.17965,
180.69305,184.207,
180.726525,184.222325,
180.76405,184.243625,
180.774675,184.26575,
180.7872,184.2877,
180.8078,184.30965,
180.827225,184.323175,
180.846975,184.337025,
180.8584,184.3581,
180.87195,184.384125,
180.886375,184.444575,
180.9021,184.472925,
180.922675,184.48485,
180.9441,184.501675,
180.960425,184.51815,
180.9807,184.53235,
181.011425,184.540075,
181.046,184.57255,
181.0864,184.596025,
181.110825,184.600675,
181.133375,184.629125,
181.151375,184.650125,
181.173575,184.705975,
181.19715,184.735475,
181.21925,184.73795,
181.24855,184.7669,
181.264,184.769925,
181.29325,184.793575,
181.31625,184.808725,
181.34915,184.817075,
181.377075,184.8379,
181.39015,184.86385,
181.40745,184.88215,
181.420425,184.903425,
181.428775,184.921325,
181.4427,184.944725,
181.455525,184.973525,
181.4683,184.9968,
181.479475,184.99795,
181.493325,185.017075,
181.5052,185.0496,
181.524325,185.059625,
181.558875,185.06905,
181.581875,185.11595,
181.618575,185.1297,
181.633125,185.14215,
181.65205,185.170875,
181.675525,185.184475,
181.69675,185.20895,
181.710275,185.2249,
181.7214,185.228925,
181.74655,185.2496,
181.782975,185.2704,
181.797725,185.29275,
181.824375,185.31325,
181.841025,185.3254,
181.87165,185.32815,
181.898075,185.337725,
181.92445,185.3492,
181.946225,185.362475,
181.959075,185.3776,
181.969675,185.391325,
181.9819,185.403525,
181.99315,185.417,
182.004875,185.43285,
182.021275,185.4428,
182.0604,185.456325,
182.074725,185.468525,
182.0965,185.484,
182.111475,185.48625,
182.1375,185.49705,
182.16135,185.517925,
182.179075,185.535075,
182.195225,185.557225,
182.214425,185.56335,
182.23015,185.5735,
182.2448,185.5844,
182.26085,185.594,
182.2769,185.61315,
182.29445,185.637925,
182.311475,185.6556,
182.324025,185.69905,
182.3433,185.713775,
182.36815,185.724125,
182.41795,185.746025,
182.441675,185.7527,
182.46315,185.757425,
182.486075,185.78355,
182.515575,185.803375,
182.539975,185.834725,
182.553275,185.873175,
182.570475,185.886025,
182.589325,185.90585,
182.611625,185.93615,
182.625025,185.948975,
182.64095,185.969975,
182.66295,185.97955,
182.6814,185.9991,
182.706,186.01815,
182.717675,186.0246,
182.7379,186.034,
182.751,186.0563,
182.7655,186.071875,
182.7907,186.0925,
182.809175,186.097325,
182.8286,186.11935,
182.8447,186.143625,
182.8613,186.163,
182.87605,186.165475,
182.890175,186.18675,
182.91095,186.21015,
182.927775,186.23545,
182.96045,186.26445,
182.973225,186.28325,
182.993925,186.309325,
183.018825,186.34495,
183.04415,186.3519,
183.0675,186.37235,
183.0925,186.3827,
183.11895,186.404075,
183.145975,186.435475,
183.164475,186.463325,
183.1934,186.50035,
183.2157,186.516825,
183.236725,186.518325,
183.25845,186.5369,
183.283575,186.552025,
183.303,186.5574,
183.305125,186.57435,
183.3262,186.582125,
183.34435,186.60425,
183.37275,186.623,
183.39295,186.65015,
183.41405,186.6613,
183.4336,186.66455,
183.46525,186.6807,
183.490075,186.69855,
183.528375,186.70955,
183.54885,186.722675,
183.571975,186.723675,
183.598975,186.740525,
183.624425,186.74915,
183.654875,186.7644,
183.681,186.773675,
183.693775,186.7834,
183.706025,186.785375,
183.7284,186.792125,
183.743675,186.8019,
183.758675,186.81255,
183.779825,186.825675,
183.793425,186.837975,
183.8032,186.848925,
183.814025,186.86295,
183.8331,186.8778,
183.841325,186.887525,
183.85595,186.898075,
183.866725,186.9091,
183.87805,186.923725,
183.898025,186.93325,
183.907625,186.94565,
183.923325,186.9623,
183.948625,186.967175,
183.963525,186.99225,
183.9842,187.002475,
184.003125,187.00405,
184.019175,187.0203,
184.0379,187.029725,
184.061275,187.038525,
184.0867,187.047925,
184.120275,187.05725,
184.141425,187.0687,
184.154075,187.0948,
184.179575,187.107225,
184.212125,187.137725,
184.240625,187.1524,
184.273075,187.15605,
184.303675,187.1952,
184.32095,187.20445,
184.3429,187.22295,
184.367025,187.23255,
184.3845,187.242625,
184.397225,187.25265,
184.425425,187.260925,
184.441425,187.27145,
184.47025,187.2799,
184.499925,187.292475,
184.510125,187.33375,
184.548975,187.357875,
184.56725,187.3707,
184.594825,187.39325,
184.6241,187.413475,
184.687375,187.424675,
184.7147,187.434275,
184.749075,187.446775,
184.765325,187.464675,
184.80395,187.474075,
184.819925,187.48325,
