SPK_SPKC02a (short inhibition),SPK_SPKC04a (inhibited),SPK_SPKC05a (excited),SPK_SPKC07a (short excitation),SPK_SPKC10a (short excitation)
35.3218,22.388375,142.087275,15.114725,21.521975
35.338925,22.409725,142.306875,15.148125,21.5492
35.46805,22.4237,142.482025,15.1743,21.5647
35.560175,22.445675,142.533875,15.1863,21.592875
35.603775,22.54415,142.592475,15.259775,21.648525
35.7792,22.6086,142.858025,15.2802,21.6753
35.869125,22.638325,142.915725,15.294425,21.708625
35.877725,22.652425,143.04285,15.304375,21.76935
35.9232,22.702,143.293975,15.3271,21.78255
36.0011,22.782825,143.466525,15.4026,21.8034
36.028725,22.8313,143.475175,15.42715,21.851875
36.04065,22.87955,143.632725,15.459975,21.8911
36.0912,22.939,143.857925,15.472975,21.9355
36.16045,22.95345,143.881,15.49005,21.967025
36.2014,22.972225,144.110425,15.525175,22.001675
36.2337,23.04035,144.738925,15.55875,22.0385
36.279125,23.058325,145.110825,15.573675,22.0566
36.2996,23.092,145.253425,15.600025,22.084125
36.338925,23.11865,145.394525,15.620475,22.12925
36.481325,23.142375,145.481675,15.64005,22.18435
36.5102,23.273525,145.910075,15.686975,22.200425
36.5414,23.302975,146.2235,15.719225,22.230875
36.6029,23.391275,146.750725,15.754875,22.27045
36.626625,23.417975,146.8324,15.781075,22.2925
36.641175,23.43845,147.055575,15.82805,22.3451
36.661425,23.45785,147.649025,15.87755,22.3731
36.7506,23.625125,148.007325,15.8961,22.37615
36.851275,23.64635,148.03345,15.93955,22.416475
36.889825,23.6641,148.25075,15.9518,22.44135
37.096375,23.694925,148.51725,15.963475,22.516875
37.25175,23.779875,148.9605,15.998675,22.55235
37.26355,23.796475,149.296175,16.0707,22.579175
37.3125,23.872275,149.3107,16.09175,22.618125
37.33745,23.884275,149.5908,16.1584,22.644
37.347675,23.92805,149.65345,16.226,22.6658
37.4536,23.939725,150.153575,16.24855,22.69365
37.49495,23.947175,150.29065,16.2704,22.707225
37.530325,23.95765,150.5269,16.34065,22.73785
37.57085,23.9604,150.7404,16.377725,22.80525
37.609475,23.96925,150.770975,16.39825,22.840875
37.626775,24.033925,151.5859,16.45215,22.858825
37.6466,24.066775,151.767525,16.470975,22.860225
37.659925,24.150225,151.780425,16.5016,22.8786
37.804675,24.1693,151.838425,16.509675,22.925475
37.8223,24.2012,151.908025,16.56475,22.9749
37.8335,24.227825,151.913875,16.59995,23.038425
37.9214,24.2851,152.07605,16.60615,23.04085
37.93295,24.32965,152.31,16.64445,23.073
37.956025,24.3693,152.6611,16.66255,23.094825
37.984575,24.4002,152.719575,16.670275,23.15365
37.99445,24.46115,153.09705,16.69245,23.2327
38.04925,24.46525,153.396175,16.696,23.304825
38.20305,24.4851,153.4573,16.7055,23.3561
38.2317,24.493675,153.673025,16.7181,23.39005
38.2625,24.641625,153.77855,16.737275,23.42945
38.388925,24.7458,153.8365,16.791975,23.4726
38.453225,24.807425,153.8853,16.80805,23.523575
38.469525,24.840975,154.10615,16.810525,23.559575
38.6635,24.85635,154.2291,16.8242,23.620325
38.695825,24.880775,154.33025,16.851975,23.668425
38.825975,24.924975,154.399,16.880175,23.71675
38.97205,24.944725,155.21785,16.919175,23.764175
38.981025,24.994975,155.268825,16.944225,23.787025
39.037775,25.001225,155.35485,16.982625,23.8301
39.204875,25.00375,155.4666,17.027975,23.8539
39.26605,25.024225,155.8208,17.0468,23.910325
39.31275,25.065825,155.852225,17.093025,23.96245
39.33775,25.120025,156.438675,17.13485,23.9812
39.4306,25.143075,156.48205,17.16365,24.0603
39.46835,25.17465,156.6637,17.194,24.102
39.481325,25.1946,156.794875,17.250475,24.155875
39.5713,25.2084,156.84185,17.2793,24.1844
39.5982,25.2841,157.0916,17.356175,24.222275
39.60945,25.351525,157.204125,17.386375,24.282
39.655675,25.42775,157.304275,17.46505,24.326925
39.66605,25.454225,157.385925,17.523575,24.3754
39.784075,25.475625,157.809725,17.55625,24.450475
39.9072,25.4892,157.83515,17.59675,24.479
40.107425,25.50345,157.923625,17.642875,24.5915
40.1914,25.5461,158.00395,17.709025,24.663125
40.26645,25.562875,158.299425,17.7292,24.70415
40.27085,25.5757,158.54975,17.7811,24.713
40.432625,25.62325,159.158175,17.806625,24.79165
40.50365,25.637925,159.238825,17.8466,24.828425
40.527475,25.642725,159.2809,17.94415,24.88415
40.567225,25.668075,159.6172,17.9854,24.94765
40.682425,25.673225,160.294975,18.104425,24.9693
40.690375,25.6889,160.333125,18.172775,25.016225
40.755575,25.70275,160.87255,18.210725,25.051
40.84745,25.7188,161.5096,18.229375,25.0808
40.96545,25.731275,161.8092,18.244975,25.13115
41.118675,25.7536,161.868,18.252075,25.183775
41.1259,25.755975,162.16675,18.26195,25.236275
41.140875,25.78115,162.5344,18.2809,25.296975
41.153425,25.8905,162.587725,18.290475,25.3259
41.215075,25.914375,162.600625,18.31405,25.380975
41.31085,25.9403,162.6836,18.324775,25.41435
41.4888,25.96685,163.177925,18.351225,25.476075
41.549275,25.9841,163.599575,18.3698,25.5325
41.5799,25.9917,163.92995,18.385175,25.56415
41.717625,26.0288,163.9942,18.50935,25.579225
41.73765,26.07605,164.124675,18.57525,25.604875
41.7412,26.1016,164.264475,18.596075,25.635875
41.771625,26.10425,164.60675,18.738725,25.65215
41.889725,26.136875,164.79025,18.771125,25.687925
41.96555,26.139275,164.981675,18.8006,25.71105
41.98735,26.173025,165.5087,18.822125,25.72895
42.020775,26.178825,165.99335,18.830775,25.786625
42.049725,26.2301,166.488375,18.85665,25.80955
42.08655,26.2458,166.69235,18.868125,25.844825
42.14435,26.2726,166.708925,18.8753,25.858525
42.159125,26.290225,166.9151,18.9106,25.901225
42.186,26.348975,166.948675,18.945625,25.926875
42.2853,26.387275,167.117225,18.978,25.945175
42.323625,26.408025,167.237825,19.00145,25.96995
42.3479,26.458775,167.341475,19.017775,25.98715
42.450825,26.543925,167.377175,19.0242,26.015875
42.630225,26.562575,167.47045,19.057525,26.069275
42.731775,26.587475,167.47475,19.08255,26.11425
42.84015,26.672725,167.63835,19.0909,26.1349
42.864975,26.742525,167.8216,19.11245,26.202525
42.888975,26.778975,167.96635,19.120325,26.252375
42.931425,26.81125,168.255575,19.15265,26.28995
42.988,26.8248,168.311475,19.1669,26.3494
43.010825,26.8381,168.562325,19.1797,26.377125
43.151525,26.851675,168.8043,19.1984,26.460675
43.2564,26.879,169.2215,19.218275,26.4755
43.28375,26.90725,169.735625,19.248575,26.49845
43.427,27.00395,169.7698,19.268375,26.516675
43.50825,27.05235,169.787025,19.28135,26.5398
43.556775,27.08715,169.9625,19.302425,26.584125
43.599375,27.0884,170.002975,19.319425,26.6661
43.7032,27.180775,170.160175,19.3272,26.710475
43.761025,27.30305,170.75555,19.345675,26.724025
43.793475,27.34385,171.957925,19.363525,26.842375
43.831775,27.41655,172.163375,19.36825,26.8839
43.887925,27.475475,172.17005,19.398275,26.917425
44.028875,27.486975,172.2048,19.4301,26.94625
44.05575,27.5246,172.55795,19.4544,26.972975
44.08195,27.555675,172.701075,19.476625,26.9762
44.238325,27.592625,173.020475,19.49325,26.980275
44.27525,27.60725,173.0391,19.5153,27.0313
44.308,27.7035,173.478325,19.526325,27.070475
44.411025,27.723825,174.074825,19.533675,27.1697
44.472575,27.7927,174.331825,19.5598,27.196825
44.483525,27.825625,175.53705,19.596175,27.23645
44.5679,27.839825,175.679125,19.608575,27.249625
44.57865,27.858975,175.735275,19.616525,27.273625
44.68935,27.88575,175.73655,19.64365,27.368075
44.72085,27.917025,176.662075,19.669125,27.37965
44.787175,27.9612,176.705525,19.718725,27.395425
44.8337,27.990525,176.885425,19.7406,27.469325
44.874925,28.0015,177.018125,19.771175,27.4716
44.887125,28.0462,177.18455,19.784175,27.506725
44.95955,28.070775,177.635875,19.808775,27.57965
45.057975,28.184725,177.747875,19.858425,27.628175
45.07915,28.194425,177.8328,19.8595,27.643725
45.18615,28.3695,177.864375,19.867425,27.710075
45.277425,28.4002,178.052125,19.873575,27.747025
45.297525,28.441625,178.2831,19.8786,27.8048
45.3106,28.474025,178.33545,19.885225,27.820975
45.3223,28.52805,178.70255,19.9136,27.8539
45.396225,28.54375,178.7437,19.915575,27.87725
45.535275,28.5498,178.80885,19.9466,27.893
45.561025,28.601825,178.83075,19.977325,27.935175
45.662475,28.64005,178.837175,20.004625,27.959375
45.77045,28.656575,178.8942,20.04145,27.991275
45.80625,28.6714,179.1848,20.086925,28.035125
45.86115,28.705575,179.34235,20.119325,28.0609
45.876425,28.797875,179.439225,20.1408,28.082275
45.91625,28.841375,179.9337,20.19165,28.108275
45.95255,28.87775,180.3412,20.1988,28.138725
45.999275,28.9078,180.56595,20.234725,28.1672
46.01245,28.927125,180.70125,20.247725,28.201075
46.0761,28.973525,180.7066,20.277525,28.22335
46.102275,29.0094,181.07615,20.3368,28.253125
46.377875,29.03455,181.1442,20.386075,28.280925
46.447525,29.0793,181.28105,20.415425,28.33545
46.47905,29.13445,181.329175,20.43985,28.3746
46.497025,29.153275,181.567575,20.497175,28.387875
46.551775,29.2212,181.951475,20.500025,28.4131
46.58275,29.265975,182.7687,20.5406,28.4418
46.619825,29.290375,183.58885,20.5582,28.46445
46.84295,29.324875,183.672475,20.5767,28.490075
46.888425,29.334875,183.95055,20.581075,28.508425
46.91225,29.353625,183.962925,20.6277,28.541875
46.98335,29.3705,183.975625,20.668425,28.577575
47.006175,29.378325,184.076525,20.68255,28.613525
47.073275,29.434125,184.21045,20.69065,28.668625
47.193375,29.49575,184.681825,20.7147,28.68935
47.23355,29.50615,185.30065,20.74435,28.6924
47.237525,29.589575,185.3746,20.8219,28.766475
47.289975,29.63855,185.44635,20.8653,28.794475
47.3862,29.642975,185.651625,20.883,28.82445
47.493125,29.6654,186.137975,20.921275,28.85975
47.5143,29.699875,186.756075,20.976725,28.909775
47.53435,29.722175,187.21745,21.03885,28.93925
47.579175,29.770175,187.28985,21.0536,28.97485
47.5988,29.86195,187.407,21.0749,28.998125
47.631325,29.9523,187.45945,21.08505,29.047325
47.650575,30.029575,187.8639,21.11275,29.078375
47.700175,30.055375,187.882325,21.18755,29.092925
47.736025,30.0621,188.2561,21.19145,29.14
47.8129,30.146225,188.6257,21.2228,29.16675
47.867325,30.1807,188.8737,21.264425,29.1867
47.956175,30.2043,190.132425,21.275025,29.24885
48.0852,30.23455,190.1496,21.307375,29.323525
48.1008,30.3195,190.343925,21.327,29.34385
48.1285,30.33845,190.41565,21.36695,29.36385
48.13985,30.3583,190.9006,21.3931,29.393
48.223025,30.384225,190.9699,21.432,29.401925
48.2821,30.38775,191.206325,21.469825,29.47325
48.327925,30.397875,191.237675,21.482625,29.49545
48.43355,30.417475,191.34505,21.509475,29.537475
48.472375,30.458425,191.574825,21.575525,29.6007
48.551575,30.48685,191.791625,21.6279,29.62595
48.565475,30.525675,191.917225,21.64355,29.675675
48.598025,30.5536,192.01585,21.648125,29.6965
48.6357,30.587725,192.264925,21.67405,29.739425
48.678075,30.60315,192.319475,21.69545,29.760575
48.7574,30.6306,192.41365,21.716925,29.7918
48.824125,30.7593,192.701325,21.720625,29.811075
49.02625,30.8116,192.782325,21.734325,29.842325
49.0708,30.8593,192.969725,21.74795,29.87325
49.105425,30.90315,193.067075,21.75605,29.899275
49.12345,30.9368,193.62955,21.761125,29.9963
49.2038,30.96535,193.778575,21.774425,30.053025
49.2767,31.01885,193.812875,21.80465,30.09315
49.367025,31.03465,194.1079,21.818425,30.1468
49.4428,31.0395,194.686525,21.852925,30.18765
49.462025,31.043625,195.1148,21.85885,30.220575
49.4735,31.128725,195.35095,21.8716,30.273325
49.52495,31.1993,196.02375,21.8899,30.292225
49.601225,31.204575,196.351325,21.902825,30.344225
49.649675,31.234275,196.35235,21.93225,30.388875
49.6937,31.342275,196.401675,21.966825,30.459925
49.7046,31.399775,196.916525,21.9821,30.53045
49.768475,31.4304,196.995425,22.01,30.604725
49.824025,31.523925,197.204225,22.015325,30.62885
49.99395,31.560775,197.20705,22.037875,30.6344
50.022775,31.5721,197.25285,22.052375,30.67785
50.224375,31.58735,197.476175,22.0704,30.7039
50.319675,31.596575,197.578375,22.083725,30.740525
50.3228,31.64205,197.6709,22.0933,30.7866
50.343325,31.68365,197.75195,22.108475,30.8128
50.3894,31.710125,197.894325,22.1359,30.876525
50.451475,31.720725,198.065775,22.168525,30.960525
50.531475,31.72315,198.6147,22.1864,30.9846
50.580625,31.775875,198.705425,22.215875,31.021325
50.646625,31.85065,199.8293,22.2357,31.0559
50.716775,31.876975,199.999,22.241275,31.1046
50.909925,31.9022,200.5546,22.27475,31.1884
50.9557,31.90885,200.625275,22.325075,31.24025
51.01805,31.975425,200.647325,22.359275,31.308375
51.0304,31.99675,200.659025,22.388625,31.343875
51.11725,32.0203,200.860075,22.417625,31.4029
51.151825,32.05825,202.53425,22.45845,31.412075
51.16615,32.064,202.646075,22.47375,31.4909
51.228725,32.09125,202.979025,22.5182,31.52315
51.2976,32.149375,202.9847,22.527325,31.56505
51.325025,32.18515,203.0164,22.566975,31.586875
51.40885,32.23035,203.11255,22.60505,31.6346
51.424375,32.2548,203.1451,22.64115,31.66765
51.61955,32.307475,203.339125,22.68245,31.73555
51.706425,32.33375,203.6431,22.741775,31.789875
51.8876,32.3865,203.67935,22.7664,31.842025
51.95035,32.44225,203.9533,22.804225,31.890075
52.020525,32.47145,204.008625,22.8673,31.922775
52.1713,32.5193,204.05885,22.896325,31.95005
52.215625,32.591525,204.308325,22.898,32.003225
52.22735,32.6214,205.048625,22.958325,32.066475
52.37245,32.6515,205.144775,22.973125,32.135975
52.52945,32.70565,205.7752,23.0008,32.174925
52.5584,32.776975,205.914325,23.00945,32.227275
52.5934,32.8084,206.317025,23.012825,32.278875
52.6272,32.86055,206.3731,23.02905,32.310325
52.697025,32.891275,206.5851,23.04135,32.3444
52.74245,32.96045,206.765875,23.06655,32.388
52.755275,33.034575,207.26355,23.068675,32.43875
52.766075,33.092125,207.5022,23.0923,32.4707
52.863575,33.09405,207.679125,23.113225,32.5612
52.92795,33.16795,208.12465,23.11695,32.581225
52.95405,33.30815,208.262875,23.197,32.597525
53.00265,33.330225,208.380625,23.207125,32.6404
53.078575,33.353875,208.47045,23.24785,32.67345
53.089725,33.378375,208.480925,23.280025,32.727275
53.121525,33.398,208.5174,23.330125,32.76805
53.164925,33.475625,208.80855,23.345225,32.8243
53.20755,33.493675,208.8666,23.374625,32.825375
53.2188,33.496575,209.259375,23.4114,32.8743
53.27655,33.50245,209.447,23.425,32.9301
53.327275,33.547425,209.519975,23.44415,32.95575
53.354125,33.565825,209.631075,23.464675,33.0301
53.447,33.5942,209.662225,23.49435,33.0964
53.475575,33.673125,209.8452,23.51805,33.1196
53.5003,33.6932,210.797375,23.535,33.1661
53.5603,33.70915,210.959275,23.53785,33.200025
53.66025,33.73095,211.5122,23.56195,33.2721
53.69315,33.79125,211.51745,23.66355,33.321125
53.815825,33.8329,211.563775,23.700775,33.400675
53.872725,33.8681,212.2537,23.744475,33.422875
54.1322,33.962975,212.8247,23.781825,33.428525
54.158,34.0587,213.017425,23.7943,33.49465
54.21715,34.096,213.112925,23.8407,33.555075
54.256375,34.1683,213.163125,23.882975,33.570075
54.328075,34.174925,213.46315,23.92445,33.5846
54.4178,34.202275,213.64765,23.972325,33.603
54.45155,34.242025,214.27285,24.017225,33.626725
54.493,34.303075,214.276,24.047425,33.660025
54.57085,34.331375,214.301925,24.088,33.716925
54.653575,34.33865,214.56215,24.14615,33.7683
54.66805,34.3561,214.667325,24.155775,33.815575
54.873725,34.387275,214.795625,24.21085,33.8748
54.954275,34.512475,214.8099,24.24715,33.9137
55.031825,34.5196,215.017875,24.303575,33.960875
55.0943,34.52575,215.031975,24.31785,34.03285
55.2161,34.578925,215.20665,24.34215,34.0591
55.225025,34.6331,215.3339,24.346325,34.16235
55.322925,34.644775,215.530725,24.36035,34.2111
55.381575,34.66545,216.32685,24.364325,34.2128
55.417825,34.737725,216.53635,24.376675,34.236175
55.431725,34.80645,216.6931,24.41575,34.28025
55.520725,34.829525,216.71265,24.42555,34.331875
55.71435,34.85685,217.928425,24.435375,34.382275
55.744675,34.9336,218.042325,24.46595,34.421175
55.78495,34.981375,218.8265,24.476725,34.46595
55.802675,35.019225,218.952925,24.503125,34.5111
55.819075,35.021775,219.0809,24.53735,34.5554
55.898375,35.06615,219.1574,24.566925,34.5949
55.954375,35.092325,219.2481,24.600125,34.696825
56.10725,35.185375,219.317425,24.6232,34.780075
56.120975,35.2238,219.36825,24.67905,34.818
56.190675,35.3094,219.508725,24.7161,34.8714
56.206725,35.354925,219.5394,24.72535,34.88045
56.2584,35.415,219.6579,24.758325,34.898175
56.37875,35.4579,220.19295,24.8192,34.910475
56.464725,35.48,220.22705,24.847475,34.965525
56.4809,35.494175,220.8878,24.86735,35.016525
56.556,35.521325,221.1571,24.92705,35.032
56.692875,35.524625,221.51545,24.93245,35.04185
56.8078,35.5682,221.92335,24.9598,35.120675
56.926875,35.634375,222.195975,24.990025,35.166025
56.955975,35.72355,222.263425,25.01,35.19225
56.9853,35.7703,223.567025,25.055175,35.2354
57.0078,35.823375,223.897225,25.06865,35.2403
57.099475,35.84525,223.911575,25.0845,35.299175
57.15455,35.86965,224.2109,25.120175,35.327475
57.20375,35.90945,224.23765,25.122275,35.3694
57.220425,35.912875,224.25905,25.152775,35.41075
57.416775,35.956575,224.44025,25.16035,35.4417
57.44295,35.99725,224.5126,25.1912,35.476425
57.45975,36.0637,224.56715,25.20935,35.513025
57.4804,36.162775,224.75705,25.27315,35.558125
57.49655,36.183225,225.08865,25.287575,35.62395
57.578725,36.2627,225.1761,25.313825,35.656875
57.6181,36.2782,225.24175,25.370325,35.705825
57.640675,36.286675,225.37495,25.386425,35.796375
57.6743,36.406575,225.5084,25.393875,35.8352
57.778325,36.445675,225.76085,25.4378,35.866975
57.793925,36.461175,226.047475,25.48335,35.889575
57.821025,36.530675,226.05645,25.530975,35.914025
57.85925,36.575,226.080225,25.57075,35.93075
57.892475,36.606225,226.10995,25.625875,35.974525
58.021875,36.63045,226.18935,25.673125,36.001475
58.055875,36.66095,226.196425,25.71045,36.01365
58.101875,36.69755,226.386875,25.748325,36.063225
58.15385,36.8467,226.462575,25.75335,36.1047
58.2072,36.86,226.82065,25.76565,36.125425
58.3945,36.88345,227.08305,25.835375,36.153875
58.577525,36.90685,227.539125,25.847525,36.19775
58.6794,36.933325,228.20875,25.87335,36.232175
58.692975,36.96945,228.330025,25.8864,36.27285
58.73645,36.985725,228.782275,25.918625,36.298875
58.77635,37.0239,229.1599,25.935,36.32585
58.875,37.06295,229.192375,25.9745,36.37235
58.897275,37.104025,229.669825,25.98295,36.40005
58.952375,37.184575,229.730475,26.020225,36.43195
59.027775,37.275875,229.749725,26.095975,36.447475
59.0974,37.296025,229.815025,26.1387,36.482425
59.11515,37.3616,229.839875,26.1586,36.512675
59.152125,37.444175,229.9258,26.16265,36.547775
59.2026,37.45765,230.5354,26.187525,36.584625
59.300625,37.4964,230.549375,26.215775,36.61715
59.370975,37.50825,230.5792,26.2337,36.640475
59.40935,37.55945,230.5907,26.2373,36.653975
59.44205,37.599025,230.63895,26.251025,36.68725
59.47875,37.650025,230.655975,26.27165,36.732275
59.510975,37.667625,230.72905,26.311425,36.769
59.532275,37.69385,230.785375,26.336975,36.809875
59.650025,37.708425,231.01675,26.354225,36.855175
59.68185,37.729525,231.02325,26.3701,36.8715
59.7075,37.76675,231.6857,26.3817,36.893125
59.7357,37.80535,231.762325,26.394,36.926925
59.7621,37.840925,232.25465,26.429,36.94875
59.920525,37.894625,232.7425,26.43085,36.9863
59.949675,37.91675,232.750225,26.460625,37.016875
60.0583,37.95275,233.2465,26.473975,37.1326
60.0791,37.958775,233.484625,26.484725,37.16735
60.139025,37.9707,233.570225,26.5054,37.19605
60.17645,38.00055,233.611825,26.5075,37.2263
60.20335,38.011825,233.704025,26.517125,37.27465
60.241275,38.046775,233.721375,26.5438,37.3523
60.305475,38.06975,234.0044,26.563275,37.3792
60.406325,38.09415,234.18865,26.592525,37.409425
60.43165,38.14515,234.41265,26.64405,37.4406
60.475075,38.152225,234.4429,26.665825,37.474675
60.54775,38.221025,234.55905,26.67645,37.50675
60.5652,38.25515,234.562575,26.705675,37.5429
60.6452,38.272475,235.05035,26.727575,37.585325
60.664,38.326425,235.252625,26.7695,37.635075
60.702175,38.327575,236.352375,26.818125,37.6718
60.724475,38.340275,237.17585,26.86185,37.780875
60.767375,38.4103,237.202025,26.93025,37.837475
60.783225,38.4239,237.297925,26.941575,37.84555
60.8233,38.438,237.3316,26.96385,37.863775
