SPK_SPKC07a (inh/exc),SPK_SPKC09b (no resonse),SPK_SPKC10a (exc),SPK_SPKC13a (inh)
169.4903,78.8751,66.988775,60.9748
169.621775,78.903875,67.003325,60.978975
169.6753,78.9453,67.028475,60.98815
169.71,78.9796,67.03725,60.994
169.864025,79.0321,67.061875,61.000125
169.9219,79.09415,67.074525,61.01435
169.9809,79.13685,67.085575,61.020225
169.989475,79.21995,67.098825,61.070625
170.033525,79.29615,67.1131,61.088525
170.117375,79.3377,67.12615,61.097425
170.202075,79.368775,67.137175,61.117025
170.288825,79.394125,67.15295,61.123825
170.294425,79.4628,67.166075,61.1323
170.318675,79.516425,67.186225,61.1497
170.338025,79.546925,67.19745,61.164675
170.370875,79.5816,67.207925,61.18805
170.45875,79.614,67.223625,61.19765
170.574075,79.640875,67.274125,61.206575
170.605725,79.684975,67.302375,61.21485
170.6734,79.72465,67.3269,61.2396
170.717575,79.7544,67.344825,61.26835
170.838675,79.808525,67.374325,61.27845
170.8743,79.83695,67.422,61.29875
170.96355,79.847075,67.436225,61.3073
171.012625,79.8643,67.466125,61.34885
171.055975,79.868775,67.4815,61.393
171.093925,79.8997,67.4993,61.405925
171.118275,79.9055,67.515,61.419275
171.161525,79.91185,67.529175,61.4621
171.199575,79.923125,67.55765,61.4777
171.31805,79.927075,67.5818,61.491025
171.391875,79.941925,67.6,61.506375
171.530825,79.952425,67.622675,61.518525
171.630175,79.9553,67.653275,61.53315
171.6844,79.975725,67.693,61.55505
171.732325,79.984975,67.735375,61.577125
171.893175,80.0328,67.771825,61.626725
171.92855,80.04955,67.791,61.6528
171.97475,80.068025,67.84615,61.684625
172.12275,80.1267,67.87635,61.706425
172.198275,80.2106,67.917875,61.7401
172.383075,80.253025,67.946525,61.77075
172.412775,80.3092,67.9815,61.79285
172.508025,80.3562,68.002375,61.8266
172.60575,80.44215,68.03535,61.85095
172.660925,80.471675,68.062375,61.8741
172.71945,80.494075,68.084025,61.8842
172.7526,80.5285,68.104375,61.89295
172.8011,80.560825,68.117525,61.9012
172.864425,80.596525,68.1384,61.91595
172.893875,80.679325,68.1497,61.95865
172.957725,80.736175,68.16365,61.9669
173.064475,80.7906,68.174325,61.97655
173.1873,80.888025,68.187825,62.0155
173.265725,80.93265,68.206675,62.027775
173.31485,80.977675,68.2162,62.041925
173.3462,81.01,68.22975,62.1001
173.41635,81.049325,68.241425,62.13815
173.50225,81.05725,68.25475,62.226175
173.5765,81.06965,68.26705,62.300425
173.6242,81.08855,68.2802,62.341575
173.6607,81.0975,68.291875,62.364475
173.699175,81.09955,68.29995,62.36775
173.70635,81.130075,68.310325,62.380575
173.741225,81.141425,68.318775,62.393325
173.784125,81.153825,68.34905,62.39625
173.872975,81.165925,68.3563,62.398675
173.90355,81.22165,68.379175,62.410925
173.929375,81.29535,68.39375,62.426075
173.94625,81.344625,68.403425,62.46635
173.959975,81.373825,68.437625,62.474775
173.975775,81.39815,68.4532,62.481625
174.008375,81.410475,68.468275,62.496425
174.0099,81.413425,68.487975,62.50655
174.0342,81.4389,68.513325,62.518875
174.14135,81.4551,68.536475,62.52695
174.22995,81.460175,68.553525,62.5448
174.323275,81.465575,68.58135,62.5655
174.33025,81.48265,68.5961,62.575225
174.385825,81.4893,68.63015,62.5825
174.396,81.521075,68.692625,62.58955
174.51725,81.5469,68.724225,62.603075
174.540975,81.550525,68.7865,62.613175
174.58945,81.582025,68.813,62.64095
174.612,81.6021,68.8589,62.65105
174.715325,81.641075,68.892625,62.67475
174.7931,81.679025,68.92325,62.6855
174.852625,81.69575,68.94515,62.696725
174.891775,81.736975,68.970525,62.7244
174.97345,81.772025,68.986425,62.764
175.017175,81.8434,69,62.78455
175.0887,81.856075,69.01175,62.807375
175.1429,81.899925,69.0361,62.831225
175.1694,81.93215,69.0547,62.848775
175.31145,81.96755,69.073675,62.867375
175.54025,81.988125,69.09185,62.88825
175.572625,82.01435,69.1122,62.928475
175.78515,82.05445,69.1423,62.95525
175.812675,82.09475,69.1886,62.98075
175.904675,82.1103,69.212325,63.007875
175.937425,82.177525,69.235825,63.0398
175.967025,82.18775,69.257975,63.143275
176.007175,82.19375,69.28205,63.1727
176.223675,82.219,69.3273,63.19285
176.277575,82.224175,69.358825,63.2382
176.542375,82.232025,69.396775,63.25785
176.642075,82.243625,69.426025,63.2787
176.704875,82.266775,69.476325,63.3009
176.762475,82.2869,69.5035,63.3312
176.780925,82.30095,69.534375,63.3462
176.7841,82.333025,69.564325,63.35775
176.860725,82.390825,69.59285,63.3744
176.913325,82.401725,69.637375,63.39515
176.988,82.41155,69.69225,63.415025
177.01935,82.458575,69.721875,63.43485
177.048175,82.463,69.7597,63.471125
177.0627,82.47365,69.790125,63.506425
177.13155,82.48635,69.8163,63.5345
177.15775,82.5005,69.834725,63.653875
177.224175,82.52405,69.844675,63.696
177.225875,82.53975,69.8565,63.7241
177.37825,82.555875,69.89265,63.7591
177.429275,82.614,69.928275,63.7728
177.48585,82.63465,69.9358,63.78175
177.5531,82.656875,69.9595,63.792675
177.655775,82.67735,69.98835,63.806325
177.68495,82.71455,70.008575,63.830225
177.7605,82.75565,70.02505,63.838675
177.79005,82.8211,70.07285,63.845875
177.9015,82.86755,70.098675,63.85585
177.957325,82.9065,70.1283,63.8913
178.053025,82.93605,70.168725,63.907875
178.077225,82.9823,70.206725,63.924425
178.106875,83.0131,70.237925,63.95605
178.141325,83.084275,70.26195,63.987125
178.2108,83.14245,70.28155,64.015925
178.27005,83.182225,70.32075,64.049575
178.291025,83.219375,70.3593,64.072475
178.379625,83.282925,70.3763,64.103975
178.568075,83.339225,70.39215,64.191325
178.63545,83.435675,70.404275,64.2461
178.643275,83.44335,70.4234,64.3247
178.665725,83.460925,70.457725,64.348525
178.731275,83.470675,70.480575,64.36655
178.7504,83.484825,70.5305,64.401625
178.7758,83.490675,70.557925,64.4193
178.797175,83.4958,70.58095,64.439525
178.828025,83.513975,70.6115,64.464075
178.8541,83.557425,70.629725,64.479675
178.8823,83.572725,70.659825,64.506525
179.05265,83.58795,70.684175,64.535075
179.07075,83.6216,70.703925,64.565875
179.096775,83.631925,70.736025,64.59485
179.120475,83.656275,70.7642,64.6287
179.16925,83.666175,70.7948,64.6541
179.190525,83.673025,70.827675,64.728925
179.256875,83.68015,70.85515,64.746375
179.27715,83.7056,70.8903,64.7577
179.29625,83.7136,70.92115,64.83315
179.375775,83.745725,70.963325,64.871325
179.401825,83.756625,70.992825,64.9037
179.469525,83.789875,71.0192,64.95635
179.5988,83.79615,71.05405,64.988425
179.6292,83.80655,71.06965,65.031675
179.732375,83.830275,71.08175,65.033
179.762,83.843075,71.096475,65.05
180.013525,83.8511,71.10805,65.0526
180.167725,83.88465,71.1145,65.06875
180.196575,83.89645,71.1262,65.079225
180.227375,83.95855,71.132875,65.099775
180.282125,83.9869,71.1465,65.1177
180.3094,84.007325,71.154425,65.16955
180.42565,84.0512,71.16275,65.1908
180.57985,84.052775,71.1825,65.213025
180.7065,84.09525,71.1975,65.227775
180.737,84.15245,71.210575,65.2303
180.761225,84.156325,71.231525,65.295725
180.812425,84.190475,71.253525,65.356
180.822675,84.200675,71.2768,65.385125
180.86705,84.219675,71.2946,65.420325
180.893375,84.28015,71.326975,65.45935
180.991525,84.287075,71.351525,65.491225
181.045475,84.306825,71.3713,65.56525
181.098375,84.35245,71.3902,65.59375
181.15635,84.4131,71.415725,65.666575
181.29265,84.450575,71.438025,65.705725
181.332225,84.483825,71.4539,65.7263
181.357425,84.50515,71.4887,65.739875
181.44475,84.550125,71.513625,65.747075
181.5434,84.56805,71.548725,65.751825
181.598875,84.61495,71.5741,65.75695
181.655725,84.64455,71.603525,65.76165
181.834975,84.67055,71.635625,65.76615
181.9037,84.74375,71.66965,65.7701
181.9801,84.77765,71.718075,65.78065
182.00875,84.887725,71.7537,65.785925
182.135,84.910325,71.782775,65.79345
182.24575,84.9461,71.80255,65.802875
182.37385,85.0024,71.833375,65.8086
182.4134,85.0213,71.883375,65.82515
182.428825,85.033875,71.926975,65.83175
182.4404,85.049275,71.98335,65.839875
182.5149,85.0641,72.012275,65.845475
182.633125,85.09165,72.056925,65.854425
182.657975,85.10125,72.095225,65.8607
182.6835,85.136325,72.128175,65.8764
182.78835,85.151025,72.1654,65.892625
182.864325,85.17895,72.200375,65.897875
182.882125,85.210875,72.218025,65.930825
182.946675,85.28655,72.24765,65.956575
182.97195,85.320775,72.2751,65.9687
183.133375,85.360675,72.287475,66.00115
183.2398,85.3713,72.298275,66.0324
183.47165,85.403375,72.30615,66.04735
183.4737,85.44915,72.31615,66.067025
183.48275,85.48245,72.324275,66.085625
183.501675,85.51945,72.332025,66.1239
183.550075,85.527025,72.339375,66.143225
183.572225,85.5476,72.35045,66.16955
183.5956,85.554025,72.361975,66.205625
183.87465,85.56395,72.371675,66.241475
183.9571,85.575075,72.373725,66.274625
184.03585,85.593,72.39015,66.29445
184.07575,85.601775,72.451375,66.32315
184.175575,85.63175,72.467675,66.36725
184.2609,85.6608,72.495625,66.415525
184.306175,85.69485,72.5206,66.447275
184.336625,85.716175,72.54525,66.481475
184.362775,85.728325,72.570625,66.49715
184.473075,85.741825,72.628875,66.51695
184.53065,85.7585,72.66145,66.528875
184.557375,85.78975,72.703925,66.5489
184.5847,85.8243,72.73825,66.577625
184.617925,85.84335,72.779275,66.60325
184.650325,85.850975,72.8161,66.65535
184.9115,85.868625,72.850175,66.727925
184.977925,85.897575,72.880025,66.759
184.98515,85.961725,72.908375,66.79125
185.0192,86.0848,72.952675,66.793175
185.0609,86.1319,72.971925,66.8607
185.119825,86.1576,73.009425,66.884875
185.16505,86.18785,73.044125,66.89665
185.25555,86.223775,73.08275,66.910325
185.410425,86.24455,73.10395,66.9247
185.494625,86.257775,73.126375,66.93285
185.540575,86.264825,73.1689,66.938475
185.582325,86.270375,73.191825,66.981675
185.68615,86.28165,73.228875,66.99765
185.737575,86.286325,73.2744,67.00845
185.77095,86.30055,73.29495,67.018575
185.849325,86.30255,73.327375,67.020575
185.903,86.327825,73.37585,67.0612
185.945775,86.348775,73.406475,67.071
186.075075,86.36385,73.4316,67.08075
186.120625,86.373975,73.45965,67.08915
186.157175,86.404325,73.49875,67.1014
186.3364,86.42155,73.54265,67.113225
186.358175,86.526825,73.575025,67.1234
186.51475,86.527875,73.591175,67.156325
186.593225,86.554575,73.601925,67.179225
186.633075,86.6974,73.6174,67.190675
186.706175,86.737425,73.628775,67.1997
186.791125,86.76745,73.648325,67.215075
186.879375,86.7982,73.6569,67.229775
186.997025,86.8522,73.66565,67.2482
187.037525,86.944,73.67715,67.2868
187.07995,87.003625,73.68525,67.32815
187.1165,87.019725,73.694125,67.347925
187.33085,87.073925,73.725175,67.37825
187.403775,87.104025,73.747975,67.408525
187.483425,87.175,73.757125,67.4461
187.577875,87.21715,73.769175,67.499675
187.6107,87.293225,73.7912,67.5213
187.70185,87.3319,73.79935,67.53855
187.748425,87.374725,73.8246,67.557675
187.900675,87.447575,73.8342,67.57065
187.968575,87.496125,73.87545,67.593275
188.094775,87.5604,73.88905,67.617375
188.134,87.5926,73.9055,67.64105
188.263525,87.644525,73.925525,67.6719
188.29645,87.650075,73.942825,67.79005
188.37285,87.656675,73.96285,67.81825
188.478575,87.66065,73.979175,67.90665
188.483125,87.662325,73.995975,67.980575
188.5193,87.667025,74.017275,68.014075
188.521425,87.67785,74.065775,68.12005
188.6048,87.6841,74.091775,68.143825
188.642525,87.6916,74.1146,68.1544
188.65775,87.696775,74.146,68.169825
188.760725,87.70165,74.181475,68.1788
188.9061,87.7105,74.204675,68.1875
189.032575,87.73125,74.224625,68.205575
189.07135,87.737725,74.243825,68.2202
189.153975,87.741675,74.277975,68.241125
189.322275,87.7713,74.294925,68.247575
189.359525,87.786725,74.310425,68.2567
189.453475,87.788,74.333525,68.26515
189.488375,87.79565,74.348075,68.269725
189.593575,87.81695,74.3582,68.2835
189.64415,87.825775,74.3684,68.300175
189.732725,87.8359,74.38235,68.3077
189.8531,87.84775,74.391825,68.330625
189.888125,87.870525,74.40395,68.343775
189.938775,87.885975,74.409475,68.365725
190.064125,87.906,74.430975,68.380775
190.1142,88.011875,74.44545,68.40135
190.155675,88.04015,74.45705,68.4099
190.2019,88.130725,74.5051,68.421975
190.32125,88.16275,74.526325,68.43175
190.39105,88.19385,74.54405,68.512875
190.43085,88.22095,74.56175,68.544775
190.481625,88.262775,74.579275,68.5722
190.566225,88.300675,74.6062,68.575
190.6057,88.33125,74.6309,68.5962
190.698525,88.4014,74.6492,68.64285
190.74195,88.43405,74.677475,68.662225
190.786925,88.516125,74.703175,68.6771
190.805775,88.5558,74.738025,68.692825
190.8659,88.565925,74.765675,68.724325
190.894225,88.67045,74.787375,68.75355
190.97185,88.726025,74.8181,68.779725
190.981925,88.784175,74.853,68.813375
191.007125,88.8189,74.88385,68.855875
191.038425,88.849425,74.944325,68.900375
191.218675,88.886525,74.9748,68.929025
191.222525,88.9085,75.029225,68.961775
191.33955,88.9209,75.0629,68.976575
191.4213,88.965125,75.10485,68.986875
191.426325,88.98305,75.140425,69.001075
191.45845,89.005225,75.173525,69.0245
191.601775,89.117175,75.2201,69.03745
191.634575,89.169925,75.27265,69.053875
191.7473,89.2103,75.299475,69.067975
191.77195,89.25755,75.349825,69.083175
191.87035,89.265375,75.393325,69.1031
191.94665,89.276625,75.427325,69.124875
192.000925,89.293375,75.4789,69.15015
192.04715,89.306575,75.5196,69.178725
192.075525,89.317775,75.553975,69.20925
192.1008,89.3383,75.61965,69.2362
192.132525,89.355025,75.640525,69.27405
192.181075,89.3923,75.663975,69.3119
192.21725,89.4037,75.686025,69.33685
192.32605,89.416675,75.716225,69.36535
192.36195,89.427675,75.752775,69.408325
192.3819,89.437175,75.78965,69.43785
192.5422,89.446025,75.842025,69.50425
192.5797,89.474225,75.88085,69.551025
192.6107,89.54525,75.91735,69.601
192.6216,89.567475,75.961925,69.664925
192.71865,89.588525,75.9954,69.705825
192.7481,89.63155,76.02785,69.758375
192.812675,89.6992,76.054025,69.8028
192.839025,89.769475,76.08125,69.8455
192.892175,89.821175,76.102,69.8632
192.93835,89.84985,76.1288,69.8678
192.9758,89.901825,76.15605,69.889025
193.07065,89.930775,76.183525,69.89695
193.115025,89.98185,76.202425,69.9152
193.214475,90.05135,76.229425,69.923775
193.30025,90.11165,76.2611,69.93825
193.367575,90.15295,76.285725,69.949375
193.481425,90.213425,76.31835,69.958275
193.517675,90.295325,76.346275,69.97895
193.541625,90.330875,76.382075,69.988775
193.578475,90.384425,76.42655,70.0001
193.6293,90.429725,76.45325,70.027675
193.6911,90.50655,76.4822,70.07705
193.8726,90.542475,76.507,70.1116
193.910075,90.61955,76.535225,70.1364
193.9427,90.657525,76.561825,70.1836
193.95505,90.6946,76.600775,70.216525
193.99885,90.72495,76.622775,70.3026
194.066925,90.776175,76.655975,70.3737
194.081675,90.79705,76.68005,70.386525
194.146275,90.8109,76.7148,70.39775
194.180625,90.8273,76.7634,70.417725
194.265175,90.8519,76.80705,70.44595
194.302225,90.86145,76.835875,70.4733
194.330475,90.8705,76.869775,70.504125
194.40135,90.884075,76.905325,70.575575
194.4457,90.89805,76.930625,70.6361
194.49025,90.9163,76.9743,70.655525
194.548925,90.922075,77.00665,70.6689
194.576025,90.929225,77.038275,70.686775
194.612175,90.935025,77.066275,70.6941
194.652125,90.954575,77.090875,70.7159
194.65695,90.962225,77.127275,70.742775
194.746675,90.970025,77.17495,70.778225
194.780325,90.987775,77.214675,70.808375
194.88125,91.049875,77.2456,70.842825
194.973775,91.07355,77.2769,70.882875
195.12745,91.089275,77.303,70.905675
195.177175,91.11135,77.331375,70.939775
195.314,91.14025,77.35355,70.970025
195.502875,91.169825,77.3773,71.0048
195.616075,91.197375,77.399625,71.028875
195.66975,91.23835,77.431875,71.0415
195.712875,91.2839,77.455375,71.0526
195.77565,91.3369,77.483775,71.06015
195.881225,91.36725,77.52375,71.063175
195.98035,91.42055,77.559275,71.075875
196.17695,91.457,77.6115,71.09045
196.36185,91.486975,77.65525,71.0969
196.408475,91.530325,77.6851,71.1052
196.423625,91.557875,77.729325,71.110125
196.458,91.61875,77.75065,71.11575
196.4933,91.6504,77.7757,71.14205
196.5975,91.684325,77.800625,71.149275
196.63175,91.711375,77.830025,71.198475
196.66755,91.79095,77.8571,71.2075
196.78485,91.8357,77.867425,71.22065
196.824725,91.885225,77.882825,71.231525
196.832875,91.9153,77.9067,71.250525
196.847775,91.980725,77.917825,71.267675
196.9061,92.014725,77.92975,71.278525
196.9814,92.0616,77.941675,71.31765
197.069775,92.097525,77.9681,71.33875
197.11485,92.12185,77.985,71.3642
197.1636,92.147025,77.999525,71.384425
197.247775,92.180325,78.0259,71.403625
197.359725,92.1996,78.04225,71.4389
197.443425,92.2257,78.0677,71.502525
197.57375,92.340175,78.090275,71.527275
197.696625,92.3716,78.108025,71.588075
197.810925,92.443775,78.131875,71.6252
197.823425,92.508475,78.1542,71.6518
197.86105,92.534475,78.1803,71.692225
197.920575,92.566075,78.21325,71.730675
197.975575,92.58885,78.24205,71.771775
197.996175,92.61545,78.277125,71.797675
197.99945,92.654925,78.31965,71.833825
198.281275,92.697475,78.3469,71.88285
198.403175,92.712975,78.369325,71.9432
198.43315,92.73995,78.397525,71.996375
198.4812,92.750975,78.4249,72.019225
198.5973,92.77255,78.470625,72.027525
198.7295,92.781525,78.50335,72.06615
198.7605,92.818475,78.527975,72.111475
198.7942,92.868025,78.5611,72.182075
198.8301,92.8967,78.58525,72.225675
198.8614,92.92995,78.622125,72.2624
198.937325,93.001625,78.652075,72.27825
198.95765,93.044575,78.672225,72.289725
198.9806,93.07045,78.7079,72.2954
199.02015,93.09515,78.746375,72.30035
199.10845,93.11265,78.768975,72.312125
199.144325,93.120475,78.8024,72.31905
199.248525,93.12715,78.82875,72.33915
199.28415,93.1323,78.8664,72.3545
199.4287,93.13745,78.904075,72.36235
199.476925,93.146975,78.9394,72.3821
199.54505,93.156725,78.9805,72.401175
199.695325,93.16685,79.022425,72.426775
199.728975,93.194975,79.061525,72.44815
199.76505,93.205625,79.1024,72.46345
199.80605,93.24515,79.13095,72.47955
199.84885,93.262125,79.1711,72.505125
199.8871,93.278225,79.2056,72.5347
