SPK_SPKC10a (excited),SPK_SPKC15a (inhibited),SPK_SPKC15b (inhibited),SPK_SPKC15c (inhibited)
,180.444675,,
,180.4567,,
,180.464525,,
,180.522625,,
,180.534875,,
,180.567575,,
,180.584625,,
,180.6448,,
,180.7278,,
,180.761675,,
,180.798725,,
,180.8076,,
,180.8287,,
,180.837075,,
,180.845625,,
,180.8553,,
,180.864675,,
,180.873625,,
,180.882075,,
,180.89325,,
,180.904275,,
,180.9192,,
,180.930325,,
,180.940975,,
,180.970575,,
,180.986075,,
,181.168425,,
,181.209225,,
,181.231075,,
,181.251825,,
,181.266825,,
,181.28075,,
,181.2941,,
,181.306225,,
,181.316575,,
,181.3243,,
,181.33535,,
,181.368725,,
,181.379325,,
,181.392925,,
,181.398075,,
,181.4128,,
,181.424025,,
,181.49935,,
,181.526275,,
,181.565,,
,181.5944,,
,181.66645,,
,181.698475,,
,181.71655,,
,181.726825,,
,181.742825,,
,181.749725,,
,181.757325,,
,181.8032,,
,181.82065,,
,181.8324,,
,181.866975,,
,181.918325,,
,181.95515,,
,181.98215,,
,182.007625,,
,182.02445,,
,182.034625,,
,182.05365,,
,182.068875,,
,182.0757,,
,182.085475,,
,182.10375,,
,182.126525,,
,182.1474,,
,182.181025,,
,182.251,,
,182.27275,,
,182.34695,,
,182.387275,,
,182.4262,,
,182.45815,,
,182.4723,,
,182.4952,,
,182.513,,
,182.536725,,
,182.549875,,
,182.564775,,
,182.579075,,
,182.62385,,
,182.648875,,
,182.690325,,
,182.746575,,
,182.7635,,
,182.775875,,
,182.79145,,
,182.820175,,
,182.8546,,
,182.918325,,
,182.93585,,
,182.96505,,
,182.977525,,
,182.992625,,
,183.006375,,
,183.021825,,
,183.040575,,
,183.24185,,
,183.277525,,
,183.304225,,
,183.336775,,
,183.365325,,
,183.392725,,
,183.40815,,
,183.43775,,
,183.456625,,
,183.48305,,
,183.504225,,
,183.5624,,
,183.606075,,
,183.654525,,
,183.712375,,
,183.732875,,
,183.759325,,
,183.77055,,
,183.7843,,
,183.892575,,
,183.951825,,
,183.9932,,
,184.030925,,
,184.0408,,
,184.081025,,
,184.101475,,
,184.116975,,
,184.15535,,
,184.16785,,
,184.178725,,
,184.1936,,
,184.205175,,
,184.2179,,
,184.24995,,
,184.276775,,
,184.323225,,
,184.437075,,
,184.49065,,
,184.537275,,
,184.562025,,
,184.590975,,
,184.598825,,
,184.60625,,
,184.624375,,
,184.666425,,
,184.680625,,
,184.6984,,
,184.716,,
,184.71735,,
,184.72875,,
,184.74845,,
,184.770225,,
,184.78315,,
,184.80055,,
,184.81805,,
,184.848275,,
,184.891725,,
,184.999275,,
,185.018625,,
,185.0339,,
,185.05645,,
,185.066625,,
,185.115225,,
,185.145375,,
,185.162575,,
,185.19205,,
,185.223175,,
,185.252225,,
,185.285375,,
,185.3457,,
,185.372575,,
,185.464175,,
,185.494325,,
,185.55325,,
,185.601075,,
,185.621,,
,185.633525,,
,185.646,,
,185.662575,,
,185.675125,,
,185.69155,,
,185.709175,,
,185.72815,,
,185.7567,,
,185.77275,,
,185.784275,,
,185.8097,,
,185.824475,,
,185.85625,,
,185.8925,,
,185.9234,,
,185.9395,,
,185.973925,,
,186.035325,,
,186.05415,,
,186.086,,
,186.138275,,
,186.169375,,
,186.21765,,
,186.2354,,
,186.2699,,
,186.28355,,
,186.31975,,
,186.33255,,
,186.351125,,
,186.364625,,
,186.3981,,
,186.414675,,
,186.438025,,
,186.516375,,
,186.548575,,
,186.63135,,
,186.663075,,
,186.691425,,
,186.718525,,
,186.732875,,
,186.7615,,
,186.7826,,
,186.804725,,
,186.833625,,
,186.846175,,
,186.8567,,
,186.929225,,
,186.9467,,
,186.9608,,
,186.98615,,
,187.0021,,
,187.030975,,
,187.0414,,
,187.05915,,
,187.092375,,
,187.1533,,
,187.204125,,
,187.20755,,
,187.235925,,
,187.2689,,
,187.27115,,
,187.27825,,
,187.30605,,
,187.332925,,
,187.370175,,
,187.3856,,
,187.41675,,
,187.482975,,
,187.50955,,
,187.531975,,
,187.56525,,
,187.59275,,
,187.627575,,
,187.654775,,
,187.691675,,
,187.717425,,
,187.74805,,
,187.76225,,
,187.789925,,
,187.81085,,
,187.83915,,
,187.85265,,
,187.872325,,
,187.896525,,
,187.9393,,
,187.98985,,
,188.029775,,
,188.050725,,
,188.06265,,
,188.07765,,
,188.091725,,
,188.103325,,
,188.115375,,
,188.138825,,
,188.191575,,
,188.20775,,
,188.234075,,
,188.2561,,
,188.28235,,
,188.34475,,
,188.360975,,
,188.394625,,
,188.461375,,
,188.4996,,
,188.564325,,
,188.5956,,
,188.65475,,
,188.668075,,
,188.680225,,
,188.690325,,
,188.700475,,
,188.7121,,
,188.7532,,
,188.767775,,
,188.777575,,
,188.787125,,
,188.8077,,
,188.823025,,
,188.834075,,
,188.8436,,
,188.897125,,
,188.9255,,
,189.025375,,
,189.0366,,
,189.046975,,
,189.09585,,
,189.120625,,
,189.144825,,
,189.178075,,
,189.216625,,
,189.288775,,
,189.454075,,
,189.4809,,
,189.516375,,
,189.5733,,
,189.59925,,
,189.614225,,
,189.643675,,
,189.685375,,
,189.71615,,
,189.7269,,
,189.803875,,
,189.8184,,
,189.870525,,
,189.936125,,
,189.963425,,
,189.995825,,
,190.029,,
,190.1215,,
,190.1403,,
,190.1867,,
,190.213575,,
,190.224725,,
,190.2506,,
,190.26195,,
,190.273475,,
,190.282925,,
,190.31375,,
,190.347975,,
,190.4037,,
,190.4164,,
,190.42315,,
,190.4495,,
,190.513525,,
,190.573875,,
,190.60825,,
,190.658425,,
,190.699325,,
,190.713525,,
,190.7278,,
,190.74005,,
,190.786625,,
,190.8072,,
,190.8381,,
,190.844675,,
,190.880975,,
,190.9374,,
,190.9639,,
,190.98115,,
,191.013125,,
,191.03405,,
,191.076975,,
,191.112175,,
,191.1637,,
,191.213575,,
,191.2365,,
,191.24705,,
,191.2621,,
,191.287425,,
,191.29865,,
,191.312025,,
,191.332,,
,191.361375,,
,191.3968,,
,191.43425,,
,191.475325,,
,191.51985,,
,191.554225,,
,191.599475,,
,191.62455,,
,191.65245,,
,191.684225,,
,191.720275,,
,191.750875,,
,191.789875,,
,191.825025,,
,191.85455,,
,191.877525,,
,191.94285,,
,191.956,,
,191.984925,,
,192.013075,,
,192.04695,,
,192.0659,,
,192.084025,,
,192.096275,,
,192.112675,,
,192.12925,,
,192.141625,,
,192.159325,,
,192.175475,,
,192.193525,,
,192.2149,,
,192.233275,,
,192.257425,,
,192.3124,,
,192.343925,,
,192.4215,,
,192.43885,,
,192.4605,,
,192.503375,,
,192.519675,,
,192.5348,,
,192.550175,,
,192.56625,,
,192.616025,,
,192.6366,,
,192.6619,,
,192.68755,,
,192.70975,,
,192.740875,,
,192.76075,,
,192.79025,,
,192.80485,,
,192.81945,,
,192.8518,,
,192.854,,
,192.931075,,
,192.97,,
,192.982075,,
,192.9983,,
,193.065275,,
,193.09195,,
,193.116925,,
,193.15885,,
,193.2097,,
,193.24285,,
,193.282225,,
,193.3242,,
,193.339625,,
,193.35015,,
,193.39415,,
,193.433475,,
,193.48125,,
,193.528975,,
,193.571125,,
,193.597225,,
,193.6412,,
,193.657425,,
,193.6941,,
,193.705075,,
,193.7166,,
,193.728825,,
,193.7433,,
,193.772325,,
,193.7945,,
,193.843625,,
,193.88255,,
,193.91785,,
,193.93675,,
,193.961125,,
,193.983275,,
,194.015725,,
,194.05545,,
,194.075175,,
,194.102425,,
,194.115475,,
,194.166125,,
,194.1864,,
,194.2455,,
,194.27195,,
,194.312525,,
,194.3361,,
,194.388725,,
,194.419175,,
,194.462225,,
,194.534875,,
,194.54545,,
,194.553825,,
,194.564475,,
,194.574425,,
,194.584825,,
,194.6186,,
,194.642225,,
,194.668875,,
,194.6967,,
,194.761825,,
,194.8063,,
,194.877525,,
,194.891125,,
,194.9087,,
,194.9176,,
,194.957075,,
,195.006075,,
,195.019625,,
,195.086725,,
,195.113525,,
,195.15045,,
,195.213625,,
,195.2503,,
,195.284175,,
,195.327275,,
,195.3453,,
,195.37525,,
,195.4208,,
,195.4363,,
,195.509025,,
,195.53,,
,195.591475,,
,195.617325,,
,195.648025,,
,195.678325,,
,195.688025,,
,195.718075,,
,195.751425,,
,195.786325,,
,195.85625,,
,195.884325,,
,195.896375,,
,195.91055,,
,195.9239,,
,195.9362,,
,195.963575,,
,196.0244,,
,196.03575,,
,196.10215,,
,196.15325,,
,196.1846,,
,196.212375,,
,196.240575,,
,196.317225,,
,196.33405,,
,196.3442,,
,196.353325,,
,196.40565,,
,196.4409,,
,196.495175,,
,196.53145,,
,196.558525,,
,196.572075,,
,196.613125,,
,196.646575,,
,196.6585,,
,196.67,,
,196.770825,,
,196.79095,,
,196.851425,,
,196.873075,,
,196.9218,,
,196.938625,,
,196.955725,,
,196.98155,,
,196.9955,,
,197.0255,,
,197.046,,
,197.11795,,
,197.14455,,
,197.206,,
,197.222325,,
,197.240225,,
,197.28585,,
,197.300575,,
,197.328525,,
,197.34635,,
,197.388325,,
,197.40925,,
,197.434925,,
,197.474725,,
,197.5052,,
,197.520175,,
,197.5351,,
,197.538575,,
,197.5893,,
,197.61495,,
,197.64445,,
,197.679325,,
,197.70865,,
,197.732075,,
,197.7635,,
,197.80635,,
,197.82455,,
,197.857575,,
,197.9052,,
,197.91145,,
,197.917225,,
,197.959525,,
,198.02235,,
,198.154275,,
,198.181375,,
,198.271125,,
,198.32685,,
,198.35995,,
,198.37355,,
,198.383225,,
,198.402575,,
,198.4214,,
,198.44115,,
,198.47015,,
,198.480175,,
,198.510925,,
,198.559875,,
,198.591425,,
,198.613875,,
,198.61885,,
,198.6559,,
,198.68585,,
,198.7077,,
,198.740125,,
,198.767025,,
,198.809375,,
,198.832125,,
,198.8533,,
,198.89105,,
,198.902975,,
,198.923725,,
,199.03745,,
,199.10295,,
,199.125725,,
,199.159975,,
,199.170025,,
,199.1848,,
,199.20635,,
,199.238625,,
,199.2522,,
,199.26445,,
,199.27215,,
,199.307725,,
,199.34165,,
,199.3544,,
,199.3934,,
,199.413825,,
,199.4324,,
,199.447075,,
,199.47225,,
,199.484325,,
,199.5174,,
,199.558675,,
,199.573425,,
,199.597425,,
,199.608175,,
,199.637175,,
,199.652825,,
,199.6726,,
,199.693625,,
,199.740125,,
,199.8097,,
,199.831975,,
,199.855875,,
,199.906125,,
,199.9325,,
,199.9539,,
,199.968625,,
,199.981825,,
,200.0058,,
,200.016675,,
,200.043,,
,200.05715,,
,200.069325,,
,200.096625,,
,200.12685,,
,200.1569,,
,200.17435,,
,200.26145,,
,200.297875,,
,200.33495,,
,200.37575,,
,200.456425,,
,200.487475,,
,200.508675,,
,200.5179,,
,200.5395,,
,200.547525,,
,200.555925,,
,200.57425,,
,200.6269,,
,200.65905,,
,200.721225,,
,200.864775,,
,200.903025,,
,200.932175,,
,201.0217,,
,201.039875,,
,201.072125,,
,201.10115,,
,201.12665,,
,201.1549,,
,201.187075,,
,201.220975,,
,201.249775,,
,201.282075,,
,201.313575,,
,201.4114,,
,201.43715,,
,201.45485,,
,201.469275,,
,201.482875,,
,201.5146,,
,201.5255,,
,201.599725,,
,201.616675,,
,201.65265,,
,201.727625,,
,201.754525,,
,201.818325,,
,201.858,,
,201.8887,,
,201.917375,,
,201.98635,,
,202.003025,,
,202.061875,,
,202.084425,,
,202.1475,,
,202.1752,,
,202.24845,,
,202.26835,,
,202.289525,,
,202.31195,,
,202.384825,,
,202.442225,,
,202.445675,,
,202.51285,,
,202.528925,,
,202.563675,,
,202.572175,,
,202.5872,,
,202.59755,,
,202.6141,,
,202.654375,,
,202.673475,,
,202.69405,,
,202.756575,,
,202.773375,,
,202.78615,,
,202.800025,,
,202.8231,,
,202.86555,,
,202.869925,,
,202.91375,,
,202.932725,,
,202.95555,,
,203.006,,
,203.0435,,
,203.08315,,
,203.11185,,
,203.13975,,
,203.15905,,
,203.17045,,
,203.183225,,
,203.18825,,
,203.21495,,
,203.25665,,
,203.2712,,
,203.286275,,
,203.298325,,
,203.315075,,
,203.346075,,
,203.368575,,
,203.379875,,
,203.4223,,
,203.46425,,
,203.5532,,
,203.5782,,
,203.639375,,
,203.6505,,
,203.66135,,
,203.6751,,
,203.682625,,
,203.6982,,
,203.701475,,
,203.713675,,
,203.737925,,
,203.7493,,
,203.759175,,
,203.7998,,
,203.8134,,
,203.892125,,
,203.908825,,
,203.925225,,
,203.928025,,
,203.96645,,
,203.990725,,
,204.0118,,
,204.034425,,
,204.0491,,
,204.09795,,
,204.127475,,
,204.15595,,
,204.17175,,
,204.193675,,
,204.2348,,
,204.261575,,
,204.2907,,
,204.299825,,
,204.3103,,
,204.321125,,
,204.35725,,
,204.3774,,
,204.4058,,
,204.422,,
,204.4541,,
,204.5037,,
,204.535025,,
,204.566025,,
,204.619575,,
,204.631625,,
,204.64565,,
,204.671825,,
,204.680875,,
,204.70605,,
,204.730925,,
,204.74515,,
,204.757675,,
,204.805125,,
,204.821675,,
,204.847075,,
,204.889375,,
,204.91625,,
,204.939,,
,204.9603,,
,205.012725,,
,205.03835,,
,205.061575,,
,205.1176,,
,205.12825,,
,205.142725,,
,205.15865,,
,205.175075,,
,205.190875,,
,205.213775,,
,205.236175,,
,205.26145,,
,205.282125,,
,205.30865,,
,205.32495,,
,205.357175,,
,205.375175,,
,205.407925,,
,205.445675,,
,205.4803,,
,205.52365,,
,205.57455,,
,205.6171,,
,205.6368,,
,205.661425,,
,205.67325,,
,205.702675,,
,205.74775,,
,205.768375,,
,205.789925,,
,205.834525,,
,205.8591,,
,205.8786,,
,205.898725,,
,205.926875,,
,206.072475,,
,206.149775,,
,206.261925,,
,206.27525,,
,206.2835,,
,206.29435,,
,206.3029,,
,206.320275,,
,206.343775,,
,206.35655,,
,206.368575,,
,206.40945,,
,206.4331,,
,206.4907,,
,206.51305,,
,206.534475,,
,206.555675,,
,206.57235,,
,206.60465,,
,206.633025,,
,206.66005,,
,206.801675,,
,206.84035,,
,206.89185,,
,206.94415,,
,206.9659,,
,206.994125,,
,207.01175,,
,207.03375,,
,207.041825,,
,207.0818,,
,207.097575,,
,207.12015,,
,207.138875,,
,207.15585,,
,207.1738,,
,207.204925,,
,207.24015,,
,207.267475,,
,207.30115,,
,207.35265,,
,207.387225,,
,207.411325,,
,207.4792,,
,207.5003,,
,207.5111,,
,207.576675,,
,207.60695,,
,207.6265,,
,207.631375,,
,207.670575,,
,207.706925,,
,207.729675,,
,207.80495,,
,207.854925,,
,207.889225,,
,207.91485,,
,207.924475,,
,207.937325,,
,207.94655,,
,207.968425,,
,207.9772,,
,207.98765,,
,208.02715,,
,208.038225,,
,208.0523,,
,208.118275,,
,208.131275,,
,208.193125,,
,208.207025,,
,208.254725,,
,208.267175,,
,208.29335,,
,208.30725,,
,208.326275,,
,208.341625,,
,208.3838,,
,208.419375,,
,208.4472,,
,208.489575,,
,208.531725,,
,208.570475,,
,208.615125,,
,208.654675,,
,208.679375,,
,208.6908,,
,208.704875,,
,208.717075,,
,208.73135,,
,208.755125,,
,208.7686,,
,208.781075,,
,208.8057,,
,208.856575,,
,208.86955,,
,208.889125,,
,208.9086,,
,208.92145,,
,209.00955,,
,209.066625,,
,209.114675,,
,209.1187,,
,209.14775,,
,209.165275,,
,209.198,,
,209.21455,,
,209.231875,,
,209.24425,,
,209.276525,,
,209.29215,,
,209.312825,,
,209.319025,,
,209.3282,,
,209.375,,
,209.42425,,
,209.453225,,
,209.50265,,
,209.533575,,
,209.562975,,
,209.634875,,
,209.697025,,
,209.727375,,
,209.7617,,
,209.780625,,
,209.79395,,
,209.810825,,
,209.825825,,
,209.8344,,
,209.847525,,
,209.867275,,
,209.9286,,
,209.9468,,
,209.998875,,
,210.05445,,
,210.1077,,
,210.173925,,
,210.205475,,
,210.231225,,
,210.252075,,
,210.2888,,
,210.32435,,
,210.353425,,
,210.392075,,
,210.44055,,
,210.479175,,
,210.491,,
,210.509825,,
,210.52295,,
,210.591825,,
,210.6124,,
,210.637125,,
,210.67045,,
,210.688225,,
,210.73325,,
,210.7466,,
,210.772975,,
,210.790875,,
,210.820125,,
,210.863575,,
,210.897,,
,210.942575,,
,210.984175,,
,211.03665,,
,211.0531,,
,211.077525,,
,211.088525,,
,211.101275,,
,211.1467,,
,211.17025,,
,211.204775,,
,211.21385,,
,211.224575,,
,211.243925,,
,211.2648,,
,211.374225,,
,211.41755,,
,211.46465,,
,211.52465,,
,211.586175,,
,211.63905,,
,211.688775,,
,211.7075,,
,211.7253,,
,211.73785,,
,211.74775,,
,211.797,,
,211.814,,
,211.853525,,
,211.87115,,
,211.929825,,
,211.950225,,
,211.97365,,
,212.00325,,
,212.03105,,
,212.0985,,
,212.126175,,
,212.177575,,
,212.220325,,
,212.2275,,
,212.243525,,
,212.2531,,
,212.260225,,
,212.266175,,
,212.274425,,
,212.300625,,
,212.345275,,
,212.35725,,
,212.3731,,
,212.386725,,
,212.397875,,
,212.416525,,
,212.447975,,
,212.4998,,
,212.51265,,
,212.538225,,
,212.57365,,
,212.623625,,
,212.695525,,
,212.7214,,
,212.7454,,
,212.782875,,
,212.82645,,
,212.860475,,
,212.91245,,
,213.0479,,
,213.074225,,
,213.123575,,
,213.159175,,
,213.195175,,
,213.207125,,
,213.21555,,
,213.225575,,
,213.258375,,
,213.2868,,
,213.3326,,
,213.352725,,
,213.403475,,
,213.4372,,
,213.463825,,
,213.491875,,
,213.5186,,
,213.5829,,
,213.61815,,
,213.643375,,
,213.705575,,
,213.7283,,
,213.74565,,
,213.7555,,
,213.77295,,
,213.787425,,
,213.799075,,
,213.845825,,
,213.943625,,
,213.969,,
,214.000325,,
,214.0949,,
,214.14075,,
,214.2,,
,214.234125,,
,214.253725,,
,214.28105,,
,214.30425,,
,214.3169,,
,214.3282,,
,214.3411,,
,214.3757,,
,214.394225,,
,214.452225,,
,214.55025,,
,214.59585,,
,214.6263,,
,214.66425,,
,214.71955,,
,214.7435,,
,214.773,,
,214.78615,,
,214.794575,,
,214.8033,,
,214.812625,,
,214.840125,,
,214.878725,,
,214.888725,,
,214.8998,,
,214.995,,
,215.030175,,
,215.05755,,
,215.1139,,
,215.15055,,
,215.20045,,
,215.242325,,
,215.265375,,
,215.321725,,
,215.335975,,
,215.346575,,
,215.34915,,
,215.361175,,
,215.3799,,
,215.42395,,
,215.441225,,
,215.467175,,
,215.53265,,
,215.603975,,
,215.64735,,
,215.6759,,
,215.70235,,
,215.71235,,
,215.73725,,
,215.765525,,
,215.800575,,
,215.80805,,
,215.818975,,
,215.84045,,
,215.8492,,
,215.867925,,
,215.888225,,
,215.9192,,
,215.929475,,
,215.9409,,
,215.95105,,
,215.96725,,
,215.98305,,
,216.003275,,
,216.025925,,
,216.0651,,
,216.1303,,
,216.198,,
,216.305975,,
,216.340925,,
,216.397075,,
,216.4167,,
,216.45255,,
,216.477775,,
,216.50505,,
,216.5232,,
,216.552275,,
,216.6285,,
,216.703075,,
,216.75775,,
,216.7726,,
,216.797075,,
,216.8598,,
,216.924675,,
,216.997125,,
,217.0375,,
,217.063775,,
,217.07245,,
,217.091875,,
,217.1204,,
,217.14755,,
,217.16405,,
,217.1819,,
,217.208675,,
,217.22325,,
,217.23885,,
,217.264,,
,217.278375,,
,217.29805,,
,217.309575,,
,217.3349,,
,217.3992,,
,217.483025,,
,217.5258,,
,217.541525,,
,217.57135,,
,217.581875,,
,217.595775,,
,217.608075,,
,217.621025,,
,217.676575,,
,217.73,,
,217.74535,,
,217.759275,,
,217.794325,,
,217.8987,,
,217.947775,,
,217.990975,,
,218.0237,,
,218.03735,,
,218.047775,,
,218.06335,,
,218.0754,,
,218.086125,,
,218.094225,,
,218.1107,,
,218.1514,,
,218.17665,,
,218.19435,,
,218.212025,,
,218.28175,,
,218.3144,,
,218.342925,,
,218.35795,,
,218.424325,,
,218.461725,,
,218.502125,,
,218.627975,,
,218.669225,,
,218.69575,,
,218.723675,,
,218.745525,,
,218.7755,,
,218.8169,,
,218.837925,,
,218.859225,,
,218.89815,,
,218.941525,,
,218.965,,
,218.982925,,
,219.012125,,
,219.0269,,
,219.05075,,
,219.06875,,
,219.092475,,
,219.1169,,
,219.151625,,
,219.19195,,
,219.250025,,
,219.295025,,
,219.318675,,
,219.345725,,
,219.377275,,
,219.422075,,
,219.436725,,
,219.452925,,
,219.47775,,
,219.5126,,
,219.525875,,
,219.5473,,
,219.567275,,
,219.670925,,
,219.775025,,
,219.825975,,
,219.85935,,
,219.87795,,
,219.889775,,
,219.9152,,
,220.007725,,
,220.0201,,
,220.03295,,
,220.047075,,
,220.058175,,
,220.07095,,
,220.1063,,
,220.118675,,
,220.13155,,
,220.15305,,
,220.175475,,
,220.2143,,
,220.24435,,
,220.285125,,
,220.328175,,
,220.386325,,
,220.42875,,
,220.466525,,
,220.494225,,
,220.52935,,
,220.601175,,
,220.61435,,
,220.633575,,
,220.64425,,
,220.6567,,
,220.68525,,
,220.7131,,
,220.7338,,
,220.7531,,
,220.781775,,
,220.856575,,
,220.866125,,
,220.8856,,
,220.918425,,
,220.967675,,
,221.01965,,
,221.047725,,
,221.061575,,
,221.07605,,
,221.089175,,
,221.105175,,
,221.121225,,
,221.134275,,
,221.156825,,
,221.187075,,
,221.2709,,
,221.310275,,
,221.3342,,
,221.35245,,
,221.382625,,
,221.40625,,
,221.4165,,
,221.470375,,
,221.557275,,
,221.580475,,
,221.61025,,
,221.653125,,
,221.6887,,
,221.7222,,
,221.74235,,
,221.7697,,
,221.78645,,
,221.844525,,
,221.86275,,
,221.938525,,
,221.952,,
,221.96575,,
,221.99605,,
,222.012625,,
,222.046125,,
,222.092575,,
,222.109475,,
,222.1506,,
,222.169425,,
,222.2099,,
,222.236125,,
,222.27985,,
,222.2975,,
,222.336125,,
,222.3615,,
,222.3932,,
,222.42995,,
,222.45655,,
,222.47715,,
,222.508625,,
,222.52465,,
,222.54015,,
,222.54285,,
,222.55865,,
,222.57255,,
,222.5739,,
,222.5984,,
,222.606025,,
,222.61805,,
,222.63285,,
,222.6616,,
,222.7064,,
,222.756425,,
,222.776125,,
,222.79005,,
,222.81395,,
,222.82885,,
,222.843075,,
,222.862575,,
,222.8895,,
,222.90195,,
,222.919325,,
,222.93305,,
,222.947875,,
,222.991625,,
,223.08565,,
,223.0981,,
,223.1146,,
,223.12805,,
,223.147025,,
,223.170775,,
,223.19815,,
,223.2969,,
,223.366575,,
,223.3774,,
,223.403175,,
,223.432,,
,223.444125,,
,223.457875,,
,223.46985,,
,223.48165,,
,223.51195,,
,223.54305,,
,223.557725,,
,223.6344,,
,223.664925,,
,223.73585,,
,223.760325,,
,223.776725,,
,223.81665,,
,223.833975,,
,223.870375,,
,223.90205,,
,223.9184,,
,223.959925,,
,223.979375,,
,224.0132,,
,224.042175,,
,224.129375,,
,224.15645,,
,224.2316,,
,224.287425,,
,224.30605,,
,224.3245,,
,224.336375,,
,224.3529,,
,224.3672,,
,224.37875,,
,224.433775,,
,224.452875,,
,224.512125,,
,224.53555,,
,224.565225,,
,224.59675,,
,224.62425,,
,224.6618,,
,224.68765,,
,224.690225,,
,224.722125,,
,224.74475,,
,224.7553,,
,224.7719,,
,224.7873,,
,224.79785,,
,224.807875,,
,224.82725,,
,224.848175,,
,224.88505,,
,224.9015,,
,224.91845,,
,224.964225,,
,225.006175,,
,225.111,,
,225.165175,,
,225.196575,,
,225.222125,,
,225.26765,,
,225.284125,,
,225.28545,,
,225.317275,,
,225.34175,,
,225.3627,,
,225.381,,
,225.39975,,
,225.4244,,
,225.45025,,
,225.485425,,
,225.5038,,
,225.558125,,
,225.577075,,
,225.609825,,
,225.648725,,
,225.68535,,
,225.725775,,
,225.77025,,
,225.78495,,
,225.80135,,
,225.898075,,
,225.91695,,
,225.948275,,
,225.95995,,
,225.9958,,
,226.012425,,
,226.0575,,
,226.0951,,
,226.126325,,
,226.162275,,
,226.201125,,
,226.223575,,
,226.23905,,
,226.2507,,
,226.264225,,
,226.293925,,
,226.305075,,
,226.3219,,
,226.3336,,
,226.353075,,
,226.3822,,
,226.388775,,
,226.40575,,
,226.442425,,
,226.4962,,
,226.5275,,
,226.55605,,
,226.580325,,
,226.612675,,
,226.7087,,
,226.7235,,
,226.742475,,
,226.75645,,
,226.77425,,
,226.8065,,
,226.825425,,
,226.8477,,
,226.86245,,
,226.9,,
,226.9149,,
,226.95835,,
,227.000875,,
,227.025175,,
,227.060875,,
,227.0994,,
,227.128325,,
,227.14645,,
,227.15875,,
,227.192975,,
,227.262425,,
,227.311825,,
,227.3377,,
,227.37255,,
,227.4229,,
,227.455925,,
,227.47365,,
,227.50305,,
,227.590525,,
,227.60975,,
,227.6233,,
,227.65915,,
,227.678325,,
,227.70595,,
,227.725375,,
,227.804975,,
,227.851675,,
,227.867275,,
,227.88175,,
,227.9169,,
,227.957325,,
,227.98035,,
,228.01155,,
,228.023375,,
,228.042275,,
,228.053375,,
,228.075325,,
,228.101175,,
,228.116675,,
,228.13805,,
,228.1496,,
,228.164,,
,228.177175,,
,228.239575,,
,228.342425,,
,228.376,,
,228.420975,,
,228.47405,,
,228.47935,,
,228.51015,,
,228.5248,,
,228.547425,,
,228.5761,,
,228.58935,,
,228.6052,,
,228.6229,,
,228.688875,,
,228.769225,,
,228.7939,,
,228.824575,,
,228.8733,,
,228.905675,,
,228.94455,,
,229.03055,,
,229.046675,,
,229.06025,,
,229.085225,,
,229.113625,,
,229.1289,,
,229.1504,,
,229.169625,,
,229.21295,,
,229.238425,,
,229.274325,,
,229.306525,,
,229.35515,,
,229.406125,,
,229.438025,,
,229.469275,,
,229.4843,,
,229.5099,,
,229.54645,,
,229.594175,,
,229.611475,,
,229.6481,,
,229.666425,,
,229.68015,,
,229.70665,,
,229.722925,,
,229.7742,,
,229.789825,,
,229.82695,,
,229.837875,,
,229.883875,,
,229.921675,,
,229.9306,,
,229.98665,,
,230.058375,,
,230.06655,,
,230.094775,,
,230.148325,,
,230.17105,,
,230.2448,,
,230.26875,,
,230.288825,,
,230.33025,,
,230.356475,,
,230.37335,,
,230.39035,,
,230.4333,,
,230.449925,,
,230.4671,,
,230.484025,,
,230.50115,,
,230.52235,,
,230.6389,,
,230.667625,,
,230.709725,,
,230.8055,,
,230.819,,
,230.86945,,
,230.89165,,
,230.924675,,
,230.996925,,
,231.0808,,
,231.103325,,
,231.12275,,
,231.1405,,
,231.2083,,
,231.21825,,
,231.2429,,
,231.31655,,
,231.34875,,
,231.403225,,
,231.43205,,
,231.461975,,
,231.553825,,
,231.592025,,
,231.66645,,
,231.7598,,
,231.80355,,
,231.810975,,
,231.82205,,
,231.974,,
,232.10505,,
,232.187225,,
,232.2565,,
,232.2812,,
,232.4354,,
,232.453625,,
,232.54345,,
,232.5662,,
,232.721175,,
,232.828525,,
,232.8441,,
,232.925075,,
,232.95085,,
,232.97415,,
,233.0069,,
,233.087525,,
,233.187125,,
,233.201175,,
,233.211225,,
,233.222825,,
,233.242775,,
,233.269475,,
,233.399375,,
,233.4322,,
,233.4694,,
,233.5035,,
,233.5426,,
,233.5796,,
,233.616725,,
,233.6451,,
,233.6556,,
,233.66285,,
,233.682725,,
,233.6934,,
,233.710075,,
,233.72875,,
,233.744525,,
,233.762875,,
,233.7877,,
,233.837825,,
,233.898075,,
,233.93255,,
,233.9651,,
,234.00395,,
,234.0587,,
,234.1205,,
,234.14555,,
,234.1996,,
,234.2174,,
,234.2272,,
,234.249375,,
,234.26055,,
,234.2908,,
,234.3051,,
,234.315725,,
,234.351575,,
,234.365375,,
,234.4596,,
,234.568625,,
,234.5985,,
,234.685175,,
,234.71215,,
,234.7826,,
,234.8019,,
,234.85015,,
,234.8647,,
,234.940925,,
,234.9705,,
,235.1574,,
,235.2005,,
,235.305375,,
,235.314375,,
,235.32695,,
,235.376375,,
