SPK_SPKC01a (inhibited),SPK_SPKC10a (inhibited),SPK_SPKC10b (NA),SPK_SPKC14a (NA)
452.656625,527.19955,550.821275,
452.690325,527.341875,550.846375,
452.71235,527.373975,550.883925,
452.7334,527.534675,550.91335,
452.746975,527.714825,550.93275,
452.760475,527.825325,550.9712,
452.7802,527.940075,551.00225,
452.79015,527.945925,551.081675,
452.809425,528.1006,551.100275,
452.82565,528.17545,551.123925,
452.83815,528.348525,551.154,
452.8529,528.6541,551.193625,
452.88345,528.730175,551.216675,
452.90265,528.8046,551.244425,
452.928575,528.860775,551.26335,
452.950525,529.006375,551.28605,
452.9709,529.080025,551.34125,
452.9867,529.0874,551.4004,
453.030275,529.32655,551.41685,
453.0789,529.459775,551.42805,
453.1127,529.95735,551.449475,
453.142325,530.08385,551.479725,
453.18315,530.2102,551.499325,
453.21965,530.303025,551.541575,
453.264475,530.60105,551.582825,
453.2978,530.854175,551.6667,
453.32725,530.9545,551.7085,
453.355275,531.073225,551.724475,
453.38005,531.148,551.760575,
453.41345,531.36835,551.78185,
453.442075,531.4666,551.801625,
453.4905,531.6287,551.8299,
453.51195,531.6649,551.8607,
453.53385,531.677975,551.8879,
453.5835,531.72595,551.914225,
453.613475,531.867975,551.942875,
453.650725,532.16335,552.0046,
453.698075,532.36515,552.083975,
453.732575,532.75365,552.109,
453.765275,532.76395,552.128225,
453.790575,532.782525,552.1913,
453.812375,532.802675,552.229575,
453.836875,532.83345,552.25645,
453.880125,532.838675,552.31345,
453.90725,532.865825,552.32545,
453.950825,532.969,552.337925,
453.9787,533.14225,552.3516,
454.0002,533.2067,552.38705,
454.02585,533.275825,552.40165,
454.048625,533.518475,552.4441,
454.0764,533.614025,552.4771,
454.119725,533.65455,552.5003,
454.14505,533.72075,552.525825,
454.17875,533.835375,552.541675,
454.211925,534.042975,552.5643,
454.240525,534.081525,552.5718,
454.268475,534.12305,552.58985,
454.3036,534.45995,552.6064,
454.32625,534.496025,552.628825,
454.3589,534.656875,552.64545,
454.390525,534.671075,552.667375,
454.421175,535.050225,552.697475,
454.450925,535.144375,552.7357,
454.481525,535.148375,552.842025,
454.5168,535.167375,552.8621,
454.55975,535.37625,552.885025,
454.62515,535.45575,552.90745,
454.663475,535.4846,552.932825,
454.691375,535.740475,552.9586,
454.720825,535.755425,552.992575,
454.748025,535.998225,553.015425,
454.770525,536.32065,553.03275,
454.7939,536.337075,553.049075,
454.8219,536.413425,553.094125,
454.8413,536.64755,553.123975,
454.8723,536.8129,553.1551,
454.8943,536.868,553.206975,
454.924675,537.049075,553.25305,
454.939075,537.0696,553.342175,
454.958925,537.253425,553.349275,
455.0203,537.59935,553.373575,
455.05685,537.67365,553.42305,
455.0805,537.7511,553.4446,
455.1035,537.80715,553.47265,
455.134175,537.860925,553.491025,
455.156125,537.891125,553.508275,
455.18085,537.9658,553.53575,
455.2099,538.384475,553.5532,
455.2413,538.731225,553.56165,
455.266875,538.768275,553.5834,
455.300475,538.775525,553.610225,
455.327325,538.85785,553.6555,
455.34995,538.9498,553.69195,
455.385275,539.0891,553.8465,
455.413425,539.1893,553.89785,
455.4432,539.418975,553.935475,
455.46415,539.509825,553.96065,
455.489075,539.534125,553.97085,
455.5109,539.61065,553.9939,
455.5378,539.735825,554.04835,
455.561075,539.837975,554.0812,
455.591375,539.90465,554.11075,
455.62095,539.958725,554.142975,
455.64485,539.980775,554.1866,
455.6645,540.2932,554.25095,
455.698175,540.399525,554.309675,
455.725175,540.65575,554.323675,
455.758125,540.789175,554.371825,
455.7993,540.866225,554.3729,
455.824025,540.8935,554.40405,
455.847225,540.929925,554.406275,
455.865325,541.06815,554.451025,
455.889925,541.27775,554.50685,
455.91855,541.40885,554.56875,
455.94505,541.48765,554.5968,
455.97375,541.728675,554.62955,
456.005275,541.767075,554.66435,
456.0254,542.049,554.6826,
456.05045,542.442,554.720825,
456.084375,542.6613,554.765025,
456.1031,542.818375,554.79005,
456.154225,543.03135,554.823125,
456.18865,543.08455,554.891725,
456.21335,543.344475,554.9571,
456.241175,543.420975,554.99015,
456.272475,543.524025,555.011625,
456.309625,543.749,555.0468,
456.3442,543.83965,555.207225,
456.372975,543.8593,555.233775,
456.402425,543.870725,555.264325,
456.4301,544.28185,555.30255,
456.469,544.309875,555.32935,
456.505175,544.752925,555.3573,
456.537975,544.835725,555.38795,
456.569075,545.08905,555.40965,
456.60085,545.154875,555.4384,
456.639525,545.39695,555.4776,
456.6727,545.5919,555.515075,
456.7083,545.600625,555.63415,
456.7473,545.681125,555.663125,
456.778375,545.842825,555.6952,
456.81465,545.97075,555.748875,
456.8626,546.1839,555.810225,
456.900275,546.234425,555.883875,
456.934625,546.603525,555.919525,
456.9691,546.630575,555.946,
457.0117,546.637825,555.965,
457.0327,546.776625,555.97885,
457.0543,547.1477,556.04255,
457.080675,547.24635,556.072075,
457.11515,547.4933,556.098225,
457.1394,547.563825,556.129325,
457.168175,547.639425,556.1508,
457.212825,547.679375,556.1955,
457.237375,547.72035,556.241925,
457.280425,547.975625,556.26885,
457.30495,548.0481,556.308025,
457.35295,548.07825,556.428775,
457.375725,548.09505,556.4879,
457.412575,548.17815,556.537475,
457.440975,548.21745,556.564475,
457.46955,548.345375,556.5991,
457.4942,548.36565,556.638675,
457.518,548.4985,556.643375,
457.542825,548.58965,556.72285,
457.62485,548.8721,556.74255,
457.654525,548.938725,556.75175,
457.678675,549.04895,556.780675,
457.7302,549.07275,556.807675,
457.75585,549.4633,556.82755,
457.804575,549.683425,556.900975,
457.83575,549.70885,556.925275,
457.8676,549.7236,557.036,
457.9308,550.14425,557.0662,
457.953975,550.204375,557.115225,
457.99895,550.390175,557.1328,
458.031075,550.5394,557.1561,
458.058425,550.9484,557.1582,
458.09525,551.047075,557.198775,
458.12795,551.30675,557.25855,
458.1969,551.494975,557.3106,
458.23475,551.6157,557.364175,
458.26785,551.63735,557.404675,
458.29935,551.680825,557.41315,
458.33465,551.6911,557.4328,
458.4018,551.934175,557.468075,
458.43715,551.973075,557.494975,
458.472325,552.0488,557.5064,
458.519175,552.28955,557.532825,
458.553125,552.416975,557.558575,
458.5795,552.4401,557.61405,
458.620275,552.468925,557.6529,
458.6486,552.61985,557.7088,
458.673925,552.7812,557.74305,
458.698975,552.806025,557.787625,
458.736575,552.944575,557.8334,
458.75735,553.115375,557.86505,
458.790525,553.135225,557.893175,
458.84785,553.283275,557.924425,
458.88185,553.39875,558.00545,
458.915775,553.81895,558.04695,
458.9407,553.83615,558.07875,
458.998,553.864275,558.114675,
459.031125,553.93885,558.1698,
459.0531,554.650825,558.2104,
459.075725,554.744725,558.375725,
459.10785,554.860625,558.40175,
459.136475,555.098825,558.450325,
459.184125,555.1447,558.514875,
459.231,555.170075,558.587275,
459.25545,555.184675,558.6036,
459.290925,555.20595,558.6443,
459.31845,555.313275,558.721825,
459.35745,555.4594,558.750525,
459.398775,555.612225,558.812425,
459.43045,555.620625,558.832775,
459.458275,555.785375,558.91915,
459.48935,555.904075,558.977925,
459.553075,556.006325,559.02915,
459.5868,556.117575,559.093875,
459.617475,556.1799,559.12145,
459.65015,556.249975,559.1695,
459.681975,556.37705,559.186425,
459.706825,556.385375,559.218575,
459.735475,556.4433,559.233725,
459.758875,556.5113,559.265175,
459.788375,556.62185,559.300175,
459.82295,556.96245,559.329525,
459.849825,556.994725,559.36985,
459.87795,557.08915,559.4232,
459.9045,557.24345,559.47355,
459.93115,557.3283,559.541825,
459.97185,557.6843,559.595975,
459.99085,557.958375,559.625675,
460.025175,558.32295,559.6761,
460.058675,558.388175,559.68255,
460.08095,558.48785,559.776425,
460.104075,558.5516,559.810725,
460.130825,558.672175,559.849375,
460.1709,558.6949,559.881775,
460.20255,558.7849,559.9008,
460.22205,559.14865,559.9272,
460.249875,559.214075,559.9385,
460.272775,559.445125,560.016825,
460.300075,559.45545,560.05835,
460.339925,559.49645,560.1498,
460.364475,559.574175,560.185675,
460.40355,559.60515,560.415075,
460.4613,559.737425,560.4877,
460.49845,559.7425,560.5427,
460.526675,559.785575,560.5726,
460.551825,559.9039,560.63505,
460.581525,559.949725,560.694275,
460.614,560.098325,560.743275,
460.640325,560.24425,560.7839,
460.682175,560.282775,560.81985,
460.70675,560.321975,560.846325,
460.728175,560.87555,560.94515,
460.7667,561.086525,560.9983,
460.799575,561.101475,561.04055,
460.831975,561.18095,561.1394,
460.860975,561.72955,561.2102,
460.891675,561.77975,561.2315,
460.939775,561.9155,561.24265,
460.982875,561.949075,561.272425,
460.994925,561.996025,561.2907,
461.0067,562.050225,561.316725,
461.016075,562.08905,561.3671,
461.0267,562.3059,561.39475,
461.03895,562.398925,561.43605,
461.053875,562.490025,561.478625,
461.070825,563.00185,561.504725,
461.102625,563.1134,561.569575,
461.127175,563.1851,561.646425,
461.151025,563.26585,561.719875,
461.181925,563.304,561.814025,
461.203675,563.323225,561.851525,
461.243025,563.468025,561.935325,
461.26675,563.716175,562.021825,
461.2954,563.965075,562.103525,
461.33145,563.9896,562.13295,
461.364175,564.01665,562.142025,
461.3927,564.13485,562.220075,
461.43175,564.37815,562.249325,
461.455,564.4883,562.322725,
461.499625,564.594775,562.369425,
461.5271,564.798475,562.447775,
461.561375,564.858525,562.4845,
461.58745,564.898225,562.525675,
461.619725,565.039575,562.557375,
461.653175,565.066075,562.600875,
461.68525,565.33775,562.644025,
461.71375,565.924475,562.682675,
461.746975,565.97785,562.707425,
461.767925,566.0538,562.739925,
461.8015,566.07395,562.7775,
461.823125,566.11035,562.809725,
461.853875,566.6322,562.837175,
461.897075,566.78345,562.878125,
461.915775,566.830925,562.903775,
461.933,567.021975,562.9477,
461.953325,567.155475,562.97665,
461.97885,567.248,563.023125,
461.996375,567.4445,563.05115,
462.01705,567.481975,563.068925,
462.0462,567.5172,563.13895,
462.0675,567.72285,563.234375,
462.09835,567.794175,563.25065,
462.1271,567.819075,563.284225,
462.155775,567.952925,563.3607,
462.182275,568.484225,563.380575,
462.205375,568.50385,563.3823,
462.269025,568.672325,563.418425,
462.293775,568.743825,563.4891,
462.3275,568.844475,563.511,
462.358825,568.93565,563.5389,
462.388175,569.05525,563.57905,
462.408425,569.118925,563.61745,
462.447475,569.147275,563.685775,
462.48335,569.19855,563.74215,
462.51,569.257525,563.81715,
462.53505,569.4642,563.847575,
462.554975,569.99125,563.868275,
462.579825,569.994975,563.904575,
462.612925,570.14855,563.940625,
462.6309,570.176425,564.02475,
462.659425,570.24615,564.0648,
462.678875,570.409375,564.0972,
462.717775,570.80015,564.178725,
462.7534,570.899875,564.219,
462.769825,570.907125,564.258325,
462.78615,571.0188,564.294375,
462.80455,571.352125,564.31255,
462.8396,571.494675,564.3336,
462.8568,571.54335,564.35325,
462.8744,571.5759,564.382375,
462.911775,571.61455,564.410425,
462.9414,571.634725,564.43645,
462.974225,571.69,564.472525,
463.0033,571.78845,564.5422,
463.03335,572.0238,564.56625,
463.07035,572.0327,564.61785,
463.10995,572.1081,564.6532,
463.142725,572.2417,564.679475,
463.174475,572.347625,564.7067,
463.206,572.37785,564.735325,
463.230675,572.427475,564.76205,
463.2661,572.527725,564.87865,
463.294475,572.5315,564.919075,
463.322075,572.557125,564.94225,
463.33945,572.59775,564.960625,
463.36505,572.66895,564.976925,
463.39015,572.8357,565.008225,
463.4286,573.2064,565.03245,
463.45135,573.251875,565.05595,
463.473275,573.5815,565.07905,
463.503,573.629375,565.187675,
463.531725,573.733775,565.245675,
463.56425,573.783425,565.2791,
463.595925,573.953475,565.309025,
463.6212,574.013725,565.310825,
463.6582,574.108675,565.3686,
463.686775,574.14615,565.390175,
463.710525,574.160525,565.3937,
463.7507,574.4557,565.40865,
463.7901,574.482575,565.42455,
463.825825,574.580775,565.4512,
463.84815,574.609875,565.478625,
463.86215,574.8867,565.496175,
463.88785,575.01865,565.499375,
463.9261,575.0911,565.518075,
463.961325,575.163075,565.54275,
463.99375,575.207175,565.564375,
464.0415,575.22705,565.59675,
464.07355,575.247725,565.631125,
464.10555,575.3071,565.65945,
464.139825,575.31955,565.670075,
464.164325,575.404875,565.689575,
464.1894,575.8353,565.737275,
464.220675,576.25255,565.776,
464.25065,576.2647,565.817275,
464.280975,576.291525,565.854,
464.3013,576.532225,565.8858,
464.3343,576.575175,565.93215,
464.36705,576.707125,565.975725,
464.40205,576.778425,566.012475,
464.442425,576.890775,566.03885,
464.47235,577.02665,566.1657,
464.501475,577.076225,566.22505,
464.528575,577.08755,566.2495,
464.58925,577.157575,566.2895,
464.619975,577.32345,566.32775,
464.64895,577.37255,566.330775,
464.6781,577.4073,566.3854,
464.71085,577.66315,566.414825,
464.739075,577.7039,566.43055,
464.771075,577.73675,566.4395,
464.804025,577.752725,566.4581,
464.8336,577.914075,566.485575,
464.859625,577.95885,566.5261,
464.91095,578.061325,566.5572,
464.934225,578.178225,566.58235,
464.97385,578.208725,566.603275,
465.004975,578.4107,566.676475,
465.031025,578.4726,566.709175,
465.063625,578.5814,566.75195,
465.099275,578.64725,566.8727,
465.13905,578.735875,566.9291,
465.177825,578.758875,566.95005,
465.2012,578.98025,566.9926,
465.22045,579.002675,567.061325,
465.24505,579.224875,567.101525,
465.30245,579.313575,567.158225,
465.32255,579.356775,567.191725,
465.346675,579.385175,567.223125,
465.410875,579.472025,567.2293,
465.435675,579.666425,567.28805,
465.4663,579.70285,567.320475,
465.486925,579.72645,567.371825,
465.50955,579.73355,567.3918,
465.53295,579.775675,567.40455,
465.5606,580.2231,567.47975,
465.58835,580.431525,567.544475,
465.63015,580.45265,567.567425,
465.66165,580.576775,567.59395,
465.687675,580.7366,567.64875,
465.712875,580.994525,567.689925,
465.7384,581.023175,567.759075,
465.76785,581.063475,567.821775,
465.794425,581.197025,567.8558,
465.8273,581.64495,567.895725,
465.865575,581.66125,567.928525,
465.89875,581.75435,567.98255,
465.924375,581.8113,568.0124,
465.943725,581.8423,568.026025,
465.967925,581.9481,568.066925,
465.9852,582.0421,568.183,
465.999525,582.09625,568.228025,
466.02215,582.12575,568.2587,
466.047125,582.220075,568.32815,
466.07605,582.32965,568.363125,
466.1031,582.462225,568.382175,
466.148725,582.5262,568.42145,
466.16895,582.8307,568.449225,
466.179925,582.851725,568.513925,
466.20405,582.89215,568.5317,
466.2371,582.9529,568.565175,
466.257125,583.2104,568.602275,
466.2753,583.214575,568.63225,
466.30055,583.447525,568.65235,
466.32065,583.725,568.695425,
466.345,583.786,568.750775,
466.368075,583.849975,568.786325,
466.387625,583.8931,568.8003,
466.412175,583.949575,568.826425,
466.43095,583.992925,568.879975,
466.45005,584.14685,568.96275,
466.48325,584.328975,568.998575,
466.5038,584.4009,569.0174,
466.525825,584.622425,569.03405,
466.54005,584.672725,569.078925,
466.5575,584.805975,569.095625,
466.57015,584.941475,569.103675,
466.583225,585.08045,569.12175,
466.595575,585.2361,569.171525,
466.617725,585.3092,569.187025,
466.631625,585.4316,569.236125,
466.6464,585.478975,569.260475,
466.662025,585.527375,569.288675,
466.67435,585.9424,569.344625,
466.686975,586.156375,569.372075,
466.70075,586.233725,569.429175,
466.71715,586.261425,569.483425,
466.7313,586.300625,569.517125,
466.746225,586.38225,569.601625,
466.7618,586.384325,569.632375,
466.7839,586.506775,569.64865,
466.804575,586.6862,569.68585,
466.828275,586.901525,569.705725,
466.841875,586.912925,569.724275,
466.864975,587.218275,569.7489,
466.882775,587.31225,569.768,
466.8988,587.536125,569.770625,
466.932425,587.960675,569.796625,
466.97945,588.024775,569.8368,
466.9998,588.20705,569.866775,
467.018675,588.278075,569.9085,
467.035725,588.6057,569.93725,
467.0478,588.608675,569.962275,
467.0621,588.860075,570.017925,
467.081775,588.892775,570.061725,
467.097,589.050425,570.09235,
467.11075,589.091225,570.126325,
467.125425,589.21365,570.20645,
467.1418,589.2951,570.22215,
467.165375,589.334,570.267425,
467.184725,589.474025,570.279475,
467.201075,589.567375,570.305575,
467.219825,589.622075,570.31785,
467.23955,589.730625,570.321175,
467.261175,589.73575,570.3357,
467.2813,589.745,570.41375,
467.299625,589.746725,570.4399,
467.31465,589.774075,570.4806,
467.34145,589.8057,570.510375,
467.370125,589.9899,570.549975,
467.3891,590.49475,570.59295,
467.410725,590.530575,570.627875,
467.431525,590.566125,570.702875,
467.454325,590.6864,570.71915,
467.475,590.83345,570.7566,
467.498025,590.865275,570.791675,
467.51335,590.869425,570.8174,
467.534,590.92315,570.847825,
467.54595,590.9708,570.86895,
467.559775,591.6571,570.937225,
467.570325,591.7559,570.9478,
467.58495,592.01485,570.9651,
467.600525,592.27695,570.9831,
467.61815,592.32505,571.009325,
467.63255,592.402325,571.054175,
467.64345,592.460925,571.085075,
467.655825,592.82265,571.089275,
467.688825,592.948525,571.10425,
467.7202,593.20795,571.126275,
467.732125,593.20975,571.1469,
467.7448,593.321575,571.220425,
467.75585,593.39245,571.233475,
467.774125,593.5849,571.265475,
467.7816,594.006225,571.308025,
467.795975,594.0334,571.310875,
467.80385,594.157725,571.318375,
467.80875,594.2147,571.34675,
467.8166,594.262725,571.389,
467.82575,594.266525,571.427675,
467.832825,594.314275,571.4733,
467.8412,594.53115,571.552,
467.851275,595.1739,571.56255,
467.866825,595.220725,571.60695,
467.874075,595.263,571.7111,
467.8888,595.3671,571.7401,
467.899775,595.440675,571.765775,
467.914175,595.52645,571.808975,
467.929675,595.678375,571.840775,
467.938875,595.971925,571.922925,
467.95105,596.39895,571.974675,
467.96465,596.924075,571.982275,
467.98495,596.951225,572.0015,
467.998725,597.1051,572.04435,
468.0156,597.128625,572.083825,
468.0373,597.185,572.147075,
468.0571,597.203075,572.17245,
468.078675,597.377025,572.21215,
468.117225,597.511425,572.259125,
468.15975,597.970775,572.28085,
468.17675,597.97395,572.293625,
468.198075,598.2008,572.3249,
468.22045,598.251325,572.410775,
468.2388,598.35085,572.62395,
468.26265,598.52365,572.64345,
468.2792,598.7186,572.691975,
468.2947,598.750525,572.7362,
468.309725,599.056825,572.75825,
468.323825,599.1169,572.781025,
468.337675,599.1417,572.804875,
468.352375,599.478875,572.810575,
468.368525,599.962025,572.85705,
468.384075,600.071125,572.883625,
468.40815,600.238825,572.92855,
468.422975,600.425675,572.931325,
468.44255,600.49105,572.96675,
468.461925,600.882175,573.00375,
468.47765,600.91545,573.024775,
468.4952,600.95715,573.0591,
468.5158,601.179175,573.094175,
468.5418,602.05825,573.173475,
468.56235,602.096875,573.18335,
468.581325,602.122025,573.194275,
468.597425,602.242325,573.237,
468.616,602.868775,573.27645,
468.638475,603.06075,573.322125,
468.663,603.09125,573.36665,
468.674725,603.55065,573.394875,
468.687775,603.6428,573.452,
468.707675,603.77665,573.51175,
468.729625,603.8878,573.53945,
468.75675,603.901,573.56375,
468.776275,604.4564,573.60435,
468.79105,604.66465,573.63155,
468.803025,604.77995,573.66805,
468.811925,604.793575,573.711325,
468.822875,604.858525,573.7149,
468.839525,604.859725,573.805775,
468.857475,604.887925,573.83725,
468.87095,604.91995,573.852025,
468.887675,605.49305,573.8761,
468.90545,605.7172,573.9119,
468.924325,605.9057,574.05345,
468.93875,606.40615,574.0732,
468.9488,606.5713,574.084275,
468.966625,606.620825,574.1814,
468.977075,606.9889,574.205975,
468.989575,607.03425,574.21935,
469.0002,607.09565,574.253525,
469.012975,607.113325,574.28205,
469.029,607.118125,574.334525,
469.048275,607.377525,574.379875,
469.056525,607.4272,574.421925,
469.0618,607.5396,574.461025,
469.076525,607.895175,574.492225,
469.0932,607.91975,574.5182,
469.10985,607.946325,574.5607,
469.1259,608.02895,574.635625,
469.158975,608.1074,574.6945,
469.17635,608.312475,574.7171,
469.18475,608.83795,574.726975,
469.197775,608.900375,574.768675,
469.209625,608.9523,574.789825,
469.222725,608.980225,574.808225,
469.234275,609.0381,574.852525,
469.2495,609.110725,574.9178,
469.2663,609.144075,574.938825,
469.279275,609.219525,574.988175,
469.2865,609.278375,575.02565,
469.29935,609.348375,575.051375,
469.317125,609.42765,575.058025,
469.330125,609.527775,575.134075,
469.3411,609.55705,575.1815,
469.353925,609.5877,575.197375,
469.36245,609.95325,575.202825,
469.372525,610.035925,575.299875,
469.382825,610.125375,575.317275,
469.393,610.301125,575.3466,
469.40445,610.36975,575.376525,
469.41295,610.39755,575.436175,
469.433725,610.523,575.4698,
469.456575,610.63095,575.485275,
469.4712,610.7927,575.52435,
469.481925,610.9179,575.58465,
469.4915,611.0311,575.625275,
469.5022,611.128525,575.65885,
469.51325,611.16825,575.683675,
469.523975,611.222,575.71205,
469.5342,611.259175,575.759775,
469.54505,611.437075,575.862225,
469.554425,611.775875,575.88675,
469.567375,611.91365,575.9908,
469.5821,611.9447,576.1057,
469.597725,611.969725,576.1585,
469.610225,612.26665,576.2629,
469.6277,612.2965,576.29375,
469.638075,612.41425,576.3277,
469.65125,612.507825,576.366375,
469.66315,612.6156,576.405225,
469.6738,612.635125,576.4194,
469.68715,612.6589,576.455125,
469.706225,612.780425,576.49855,
469.7257,613.049325,576.504525,
469.744125,613.177175,576.5687,
469.746225,613.24645,576.63035,
469.76085,613.2552,576.666825,
469.77645,613.34745,576.747175,
469.800625,613.39535,576.762375,
469.817925,613.541025,576.821875,
469.84325,613.69455,576.92705,
469.865375,613.74735,576.928575,
469.90995,613.88025,576.958325,
469.934675,613.924025,576.9796,
469.953725,614.822,576.998075,
469.97275,614.948725,577.0616,
469.9968,614.956625,577.114675,
470.009075,615.1729,577.133125,
470.01585,615.25885,577.14905,
470.027225,615.41075,577.173475,
470.0346,615.53645,577.193525,
470.0409,615.655325,577.2223,
470.047625,615.693025,577.258775,
470.06015,615.8143,577.298875,
470.074725,615.88465,577.346325,
470.08385,615.948875,577.428925,
470.095475,616.0393,577.44005,
470.11105,616.152075,577.449025,
470.120975,616.154,577.479975,
470.13275,616.213775,577.520375,
470.150625,616.281125,577.570225,
470.1624,616.4719,577.615575,
470.184375,616.48965,577.719425,
470.2047,616.594475,577.79265,
470.225425,616.737825,577.821575,
470.2433,616.75875,577.860575,
470.260525,616.831375,577.885725,
470.2778,616.845325,577.943325,
470.29405,616.86745,578.01135,
470.3105,616.903725,578.095,
470.3348,617.000575,578.14615,
470.3507,617.107275,578.2034,
470.371,617.170125,578.24415,
470.391925,617.297675,578.287325,
470.407025,617.332325,578.3156,
470.42255,617.38645,578.36465,
470.447425,617.7832,578.391825,
470.4708,617.957375,578.426025,
470.4866,618.016625,578.4517,
470.50305,618.213675,578.4987,
470.531375,618.442975,578.520825,
470.552425,618.497975,578.549475,
470.568725,618.55305,578.600725,
470.590925,618.650325,578.61575,
470.6027,618.692525,578.7056,
470.62135,618.754,578.7887,
470.638975,619.060075,578.7973,
470.66295,619.080225,578.81795,
470.68805,619.159925,578.8473,
470.70755,619.216825,578.87605,
470.725425,619.377175,578.923075,
470.743725,619.54355,578.954275,
470.757,619.8102,578.9923,
470.77005,619.950275,579.0513,
470.786075,620.3387,579.087325,
470.800925,620.612425,579.1129,
470.831,620.64285,579.133475,
470.8565,620.932575,579.176725,
470.8781,620.97685,579.18145,
470.90645,621.272775,579.196425,
470.923125,621.32105,579.244925,
470.94525,621.47305,579.2763,
470.966325,621.554725,579.29455,
470.981325,621.869975,579.33825,
471.000275,621.895575,579.404225,
471.02,622.2545,579.424125,
471.033775,622.30045,579.443925,
471.07715,622.494925,579.4573,
471.0988,622.5778,579.498825,
471.1182,622.67185,579.527575,
471.1422,623.01105,579.558975,
471.15955,623.045775,579.592725,
471.184875,623.07585,579.616425,
471.195125,623.2419,579.63965,
471.201925,623.2686,579.687875,
471.2223,623.32035,579.745475,
471.2339,623.343075,579.76435,
471.242875,623.4277,579.79375,
471.25395,623.683275,579.818075,
471.261675,623.7228,579.865,
471.272625,623.98755,579.8765,
471.304325,624.1194,579.923875,
471.318425,624.225425,579.965425,
471.332025,624.233625,579.9839,
471.345225,624.282375,580.0092,
471.3719,624.3081,580.01045,
471.385875,624.37635,580.044,
471.40745,625.3191,580.085025,
471.422075,625.333475,580.104025,
471.43915,625.359925,580.155975,
471.461125,625.382325,580.190225,
471.48065,625.49575,580.271775,
471.49875,625.51555,580.294,
471.514,625.5423,580.322775,
471.530475,626.2529,580.33355,
471.541725,626.552325,580.355,
471.557375,626.57935,580.365175,
471.571125,626.76935,580.399,
471.581025,627.172875,580.421425,
471.5925,627.4582,580.44345,
471.600525,627.731675,580.49185,
471.61045,627.7357,580.538825,
471.621325,627.760975,580.606925,
471.63185,627.79415,580.622225,
471.6421,627.86255,580.662525,
471.6534,627.928525,580.701675,
471.66495,628.05505,580.7825,
471.6736,628.19775,580.82,
471.696075,628.3985,580.840925,
471.71345,628.755725,580.882,
471.726275,628.889075,580.915175,
471.750025,629.186625,580.952875,
471.76005,629.52425,581.122925,
471.768275,629.62675,581.1269,
471.782,629.742975,581.14775,
471.789625,629.7893,581.168975,
471.80195,629.869375,581.22725,
471.81175,629.973275,581.24285,
471.8181,630.0366,581.26125,
471.831225,630.08195,581.2757,
471.837675,630.1435,581.288575,
471.85305,630.3185,581.303425,
471.867925,630.47445,581.342575,
471.8865,630.52695,581.366625,
471.9004,631.0268,581.419825,
471.917575,631.1243,581.4565,
471.935125,631.218625,581.4876,
471.9492,631.356025,581.534575,
471.962775,631.400025,581.6169,
471.9733,631.50915,581.63155,
471.98625,631.71385,581.6527,
472.001225,631.79175,581.70315,
472.0156,631.809375,581.72215,
472.023825,631.99525,581.788175,
472.037725,632.0219,581.87555,
472.051975,632.281175,581.977025,
472.05805,632.479625,582.0223,
472.066975,632.670725,582.0612,
472.083675,632.8223,582.063975,
472.10275,633.008375,582.158275,
472.112225,633.1071,582.18105,
472.1248,633.497,582.2591,
472.135425,633.70495,582.285775,
472.147375,633.745975,582.308875,
472.159925,634.10105,582.3371,
472.175925,634.261525,582.369725,
472.1911,634.434875,582.39775,
472.200975,634.568775,582.43275,
472.21305,634.592775,582.45885,
472.2268,634.665425,582.4973,
472.2394,634.760925,582.528375,
472.2504,635.12695,582.563375,
472.27,635.23205,582.59455,
472.28275,635.56735,582.595925,
472.299575,635.75225,582.654525,
472.338225,635.915425,582.70025,
472.355525,636.054975,582.718575,
472.371475,636.091875,582.76445,
472.38755,636.11135,582.795975,
472.40525,636.282525,582.816275,
472.426725,636.4073,582.870975,
472.446225,636.5427,582.876475,
472.47975,636.623575,582.895625,
472.496,636.656775,582.92955,
472.50975,636.81205,582.980275,
472.518225,636.9495,583.009425,
472.5278,637.0665,583.041225,
472.54265,637.2424,583.07225,
472.55795,637.261225,583.1085,
472.576,637.3452,583.142125,
472.5956,637.48665,583.174025,
472.61575,637.56415,583.23315,
472.62715,637.62235,583.255675,
472.645675,637.648125,583.287075,
472.66375,637.871775,583.310375,
472.68165,637.90875,583.32815,
472.694975,638.034175,583.3473,
472.703625,638.149825,583.40405,
472.72065,638.296225,583.42455,
472.73355,638.419975,583.4762,
472.74485,638.572075,583.51225,
472.756925,638.697325,583.5548,
472.771725,638.7556,583.557025,
472.790625,638.777475,583.5815,
472.807475,638.787925,583.587325,
472.83645,638.876725,583.623375,
472.851225,639.40615,583.6651,
472.869,639.742625,583.686225,
472.88615,639.96695,583.706875,
472.9033,640.016025,583.756,
472.918725,640.27885,583.825,
472.94005,640.39325,583.958275,
472.9622,640.462675,584.077325,
472.9815,640.517675,584.114575,
472.99995,640.549225,584.179825,
473.01535,640.638775,584.20275,
473.03075,640.7924,584.259175,
473.0441,640.8835,584.265525,
473.05845,640.912625,584.307075,
473.0741,640.98015,584.3661,
473.084825,641.0321,584.410875,
473.09835,641.072125,584.444475,
473.108325,641.086775,584.4923,
473.116275,641.110625,584.5233,
473.130675,641.242875,584.537125,
473.142725,641.333475,584.5822,
473.1536,641.395725,584.641575,
473.182425,641.8538,584.704425,
473.194575,641.888425,584.794825,
473.208525,642.341425,584.845125,
473.22395,642.5442,584.872875,
