SPK_SPKC01a (NA),SPK_SPKC05a (excited),SPK_SPKC05b (no effect),SPK_SPKC05c (NA),SPK_SPKC07a (inhibited),SPK_SPKC13a (excited)
35.97065,217.0118,34.182725,17.88675,20.33815,10.5803
36.08775,217.249825,34.235,17.907975,20.371125,10.6238
36.10175,217.36805,34.2833,17.96285,20.38445,10.6605
36.28795,217.908625,34.3791,17.99365,20.397,10.688675
36.33,218.191475,34.4197,18.017225,20.4072,10.7234
36.47885,218.20715,34.4553,18.046875,20.423875,10.74755
36.5522,218.429325,34.5261,18.101025,20.4998,10.7771
36.802525,218.48035,34.542625,18.26205,20.54035,10.809525
36.806225,219.149175,34.54825,18.3364,20.5454,10.836675
36.88015,219.4628,34.60225,18.3955,20.63835,10.8566
36.909425,219.7568,34.683275,18.4544,20.647475,10.88945
36.9781,219.905275,34.70355,18.4943,20.657925,10.924675
37.135275,219.942025,34.742625,18.513625,20.6898,10.953025
37.24515,220.4038,34.766525,18.554575,20.703025,10.9842
37.258475,220.499025,34.7873,18.5679,20.7335,11.002
37.6031,220.520175,34.8178,18.676125,20.751275,11.02935
37.687825,220.609325,34.991325,18.83875,20.770325,11.040975
37.70745,220.71565,35.017875,18.85185,20.8629,11.05605
37.837525,220.725525,35.0543,18.878225,20.91715,11.076175
37.86845,221.2104,35.0874,18.900775,20.985575,11.09795
38.12485,221.22635,35.1322,18.936775,21.028925,11.1106
38.200125,221.353025,35.186425,19.0266,21.091825,11.121475
38.2072,221.42325,35.215975,19.0521,21.09945,11.130825
38.3634,221.4982,35.30175,19.080875,21.135225,11.144175
38.377425,221.55625,35.320075,19.1079,21.287975,11.15745
38.405875,221.73905,35.38775,19.1254,21.3412,11.174225
38.51925,221.821425,35.43325,19.1473,21.37055,11.185525
38.59045,221.95515,35.5332,19.2382,21.5184,11.20265
38.83765,221.98195,35.634175,19.259775,21.531475,11.229925
38.942375,222.2708,35.666825,19.3291,21.537125,11.247125
39.290125,222.324425,35.711725,19.4624,21.57,11.258425
39.296825,222.511325,35.822675,19.52925,21.6849,11.271575
39.36475,222.52705,35.918975,19.575025,21.734575,11.286275
39.5596,222.6376,36.061325,19.61635,21.755225,11.30595
39.6305,222.727575,36.28255,19.672875,21.905325,11.32245
39.694725,222.771775,36.325625,19.7637,22.05445,11.330925
39.753075,223.001675,36.434475,19.83865,22.089925,11.344475
40.01875,223.070375,36.4807,19.85695,22.103125,11.363475
40.078625,223.389375,36.5513,19.907725,22.150975,11.408775
40.1847,223.498775,36.6755,19.958225,22.178475,11.430375
40.240425,223.63325,36.719375,19.99225,22.199525,11.5324
40.25445,223.65545,36.805175,20.0111,22.201175,11.593225
40.28455,223.696675,36.85585,20.05775,22.211575,11.613875
40.397325,223.7607,36.941125,20.0878,22.262425,11.6286
40.51265,223.7788,37.023325,20.138775,22.280925,11.64425
40.59035,223.810925,37.026775,20.16545,22.293475,11.663925
40.79175,223.8487,37.0982,20.20385,22.330025,11.69925
40.809275,223.949875,37.259325,20.23465,22.3853,11.7166
40.868275,224.085025,37.320525,20.292525,22.49015,11.723175
41.0167,224.11725,37.5015,20.3343,22.7276,11.749725
41.076075,224.378725,37.6137,20.38865,22.742575,11.804625
41.267125,224.3958,37.634025,20.41365,23.015825,11.833775
41.623025,224.50075,37.674225,20.51095,23.0696,11.864
41.733175,224.770575,37.75445,20.641525,23.1379,12.00045
41.787625,224.92375,37.8552,20.695925,23.17265,12.018625
42.039325,226.41185,37.9548,20.727175,23.194875,12.035
42.098275,226.8658,37.981125,20.747775,23.209125,12.0482
42.125125,227.24395,37.987075,20.765925,23.307075,12.06725
42.1317,227.454825,38.03395,20.783275,23.322,12.09095
42.233975,227.712375,38.153025,20.83295,23.370625,12.13305
42.278225,227.953125,38.156425,20.866425,23.46895,12.168775
42.3359,228.0544,38.222325,20.9761,23.526625,12.187425
42.4043,228.408125,38.3615,21.052425,23.5425,12.198375
42.8426,228.46165,38.45695,21.165725,23.5447,12.215525
42.997125,229.06495,38.49515,21.218475,23.65265,12.236425
43.1649,229.27465,38.549425,21.30455,23.678775,12.263125
43.247975,230.0481,38.661925,21.382475,23.701975,12.310875
43.27875,230.58,38.751175,21.404525,23.749425,12.34415
43.309175,230.704825,38.8125,21.43345,23.771225,12.375025
43.454075,230.82,38.86125,21.45975,23.8061,12.403675
43.476025,231.0762,38.910525,21.58245,23.830825,12.409325
43.50325,231.2144,38.948475,21.602875,23.856075,12.4159
43.57695,231.658875,38.99275,21.687925,23.933625,12.430925
43.62605,232.820625,39.05105,21.790475,23.986575,12.442875
43.709775,234.4133,39.103075,21.8501,24.057325,12.460475
43.755275,234.50545,39.204675,22.10445,24.295675,12.4998
43.989725,234.5895,39.254575,22.164075,24.308525,12.580625
44.078525,234.983075,39.29155,22.19535,24.341975,12.599075
44.358425,235.1211,39.314825,22.1972,24.363875,12.62025
44.5807,235.13875,39.357675,22.216025,24.37335,12.64415
44.588025,235.31305,39.438,22.2494,24.39545,12.659875
44.71035,235.349675,39.5319,22.278225,24.40395,12.6914
45.140875,235.77445,39.5579,22.31265,24.409925,12.723575
45.277825,235.855575,39.58725,22.33875,24.475125,12.7452
45.3658,236.035,39.6404,22.37325,24.522,12.7721
45.50445,236.08095,39.674375,22.4864,24.5764,12.78785
45.527825,236.148475,39.749225,22.513875,24.634,12.81095
45.705525,236.21835,39.7824,22.5361,24.671525,12.8335
45.95775,236.2586,39.9082,22.5744,24.70465,12.922725
46.125275,236.92425,39.96545,22.8162,24.7253,12.972675
46.197075,237.540325,39.98205,22.840875,24.778075,13.005
46.2034,237.618625,40.05345,22.919275,24.799475,13.0487
46.2938,238.754025,40.15115,22.927275,24.88675,13.090525
46.417,238.886825,40.1877,22.9421,24.92755,13.120825
46.56925,239.4668,40.211675,23.075375,24.973975,13.21105
46.60345,240.288725,40.244325,23.119625,25.0676,13.2492
46.774575,240.3206,40.26295,23.1977,25.081475,13.265975
46.845275,240.3948,40.297425,23.214725,25.1161,13.2892
46.900675,240.629,40.391275,23.229925,25.13625,13.321825
46.957625,240.989075,40.396375,23.246175,25.150825,13.356625
47.02055,241.42405,40.437825,23.2692,25.191175,13.432975
47.085675,241.91105,40.487825,23.284425,25.248025,13.4489
47.39295,242.06565,40.6674,23.316225,25.2532,13.45765
47.461325,242.1777,40.6722,23.350175,25.4153,13.4819
47.885,242.441925,40.704825,23.39155,25.491175,13.532025
47.9261,242.495475,40.7168,23.394775,25.570275,13.5492
48.1568,242.523175,40.73855,23.46145,25.57945,13.577675
48.210075,242.67335,40.756075,23.4736,25.744775,13.597575
48.418675,243.143,40.8145,23.50205,25.767325,13.619875
48.46215,243.594625,40.853175,23.58035,25.77785,13.68615
48.604475,243.81335,40.982675,23.633925,25.784125,13.69045
48.681525,243.8319,41.0403,23.679425,25.79445,13.6918
48.72045,244.049975,41.0798,23.7102,25.7968,13.693525
48.758575,244.14245,41.1989,23.719,25.803075,13.697225
48.875025,244.4659,41.205925,23.729025,25.8093,13.7002
49.0598,244.560975,41.30425,23.7366,25.830125,13.708625
49.07275,244.598,41.3761,23.74355,25.864725,13.769375
49.07675,245.549325,41.40585,23.748175,25.999375,13.7895
49.1295,245.702875,41.47555,23.763125,26.0625,13.7985
49.2609,245.845825,41.560925,23.789925,26.10785,13.8147
49.4949,246.17525,41.749025,23.8029,26.117475,13.829025
49.49945,246.2226,41.820425,23.945125,26.151425,13.84265
49.70235,246.775825,41.8513,23.99555,26.226575,13.85825
49.7115,248.4258,41.910475,24.1214,26.258275,13.868
49.718375,249.170575,41.953875,24.25815,26.3147,13.87225
49.767425,250.5416,42.06795,24.285925,26.322125,13.8837
50.074175,250.98915,42.100625,24.3206,26.338225,13.897325
50.12025,251.1226,42.14115,24.33295,26.404675,13.91395
50.151775,251.37885,42.219,24.368875,26.409175,13.9302
50.3896,251.572825,42.3096,24.382075,26.430975,13.9334
50.4191,251.607275,42.5287,24.430775,26.460925,13.954925
50.47245,251.6248,42.652075,24.482925,26.48135,13.973475
50.500825,251.761175,42.783775,24.566975,26.499675,13.983375
50.640525,251.835825,42.844925,24.61165,26.515375,14.0275
50.888075,251.997575,42.925925,24.639,26.573225,14.0507
50.9764,253.691825,43.0774,24.811475,26.6032,14.094225
51.151575,253.7428,43.207525,24.855975,26.668,14.1111
51.187175,254.06705,43.2881,24.87725,26.708675,14.126725
51.262425,254.217725,43.3232,24.892775,26.7445,14.137775
51.35655,254.27625,43.339725,24.973525,26.748475,14.157075
51.7082,254.82355,43.379325,24.97605,26.7659,14.177025
51.7109,255.0916,43.432425,25.17115,26.790825,14.200675
52.027125,256.079475,43.48095,25.2569,26.79265,14.249375
52.04485,256.923825,43.52715,25.31195,26.880375,14.2723
52.1262,257.67845,43.56395,25.32835,26.899925,14.295625
52.20445,258.300625,43.629025,25.358625,27.081225,14.31425
52.290425,258.467425,43.6983,25.3694,27.11405,14.333
52.337875,258.5466,43.750825,25.40125,27.129325,14.3583
53.200175,258.8041,43.78285,25.46205,27.139625,14.3804
53.26435,259.260175,43.869775,25.48035,27.171725,14.402925
53.3324,260.7281,43.9435,25.5154,27.187575,14.4276
53.45125,261.876225,43.969925,25.542975,27.21175,14.446725
53.8338,261.997375,44.0746,25.557925,27.2462,14.51095
54.00135,262.517575,44.27245,25.658175,27.308575,14.53735
54.191675,262.57065,44.3116,25.785875,27.3474,14.550375
54.358025,262.80985,44.344575,25.81345,27.351225,14.565475
54.512275,262.846525,44.472525,25.848625,27.3938,14.57975
54.555375,263.60795,44.51635,25.88315,27.3989,14.5932
54.779575,264.213725,44.626675,25.907975,27.51145,14.602425
54.8848,264.3992,44.6821,25.9453,27.6448,14.619675
54.90805,264.412825,44.7247,26.09455,27.84365,14.6339
55.0429,264.65575,44.781225,26.299475,27.890875,14.660175
55.14605,266.188075,44.8951,26.306675,27.962325,14.683925
55.1684,266.357975,44.982475,26.6071,27.97865,14.703925
55.223875,266.4724,45.037275,26.6271,27.990475,14.7258
55.4389,266.5497,45.08715,26.846775,28.064925,14.752475
55.54085,266.5899,45.11415,27.034125,28.0878,14.7679
55.756525,266.63605,45.1622,27.082175,28.11935,14.782125
55.7702,267.118275,45.2328,27.1152,28.173,14.79365
55.7987,268.011975,45.377275,27.137475,28.189775,14.806775
56.110125,269.277475,45.469525,27.199425,28.2734,14.8457
56.132575,270.280325,45.556775,27.27225,28.283775,14.865425
56.328125,270.623525,45.693325,27.388,28.2969,14.900325
56.5051,270.718475,45.716825,27.4457,28.321175,14.941625
56.559,271.08215,45.8477,27.465475,28.3384,14.948575
56.672825,271.237475,45.914575,27.548775,28.362,14.968825
56.694825,275.192375,46.0288,27.564125,28.4075,14.975225
56.706,275.5455,46.123975,27.574525,28.435725,14.98895
56.958525,276.1542,46.1614,27.584175,28.486025,15.00605
57.02985,277.613575,46.2133,27.595625,28.501025,15.021575
57.0593,278.807125,46.309175,27.62695,28.54265,15.0415
57.4871,279.15115,46.3847,27.6496,28.562925,15.044125
57.5853,279.5225,46.402575,27.693775,28.657175,15.058775
57.71035,280.694125,46.4519,27.82975,28.691625,15.081575
57.83855,280.946025,46.5095,27.85545,28.816075,15.097325
58.0681,281.140525,46.58355,27.856575,28.8372,15.1174
58.102525,281.21125,46.634525,27.8892,28.8503,15.141775
58.20465,281.250025,46.63945,28.0005,28.856725,15.159475
58.226825,281.55365,46.6782,28.3005,28.9267,15.1853
58.2455,283.414625,46.7216,28.318825,28.948925,15.2001
58.42525,283.609275,46.7694,28.43725,29.04515,15.218875
58.684525,283.83955,46.8493,28.465025,29.0662,15.236325
58.751325,283.85355,46.891375,28.57605,29.129375,15.254575
58.8187,283.91755,46.9091,28.59705,29.15435,15.28745
58.91465,284.035475,46.9368,28.6483,29.18775,15.312275
59.039775,284.061625,46.9605,28.663175,29.2439,15.329275
59.082675,284.62175,47.037625,28.7111,29.2589,15.352025
59.18945,285.046475,47.09245,28.77615,29.275525,15.367175
59.370075,285.227525,47.09525,28.797125,29.3026,15.379725
59.422575,285.378575,47.141975,28.822125,29.3569,15.431925
59.42865,286.157475,47.18055,28.841725,29.436725,15.4611
59.439775,288.72315,47.325775,28.8564,29.444975,15.4895
59.4701,288.959775,47.3578,28.90605,29.45075,15.495225
59.487575,290.0182,47.452975,28.9315,29.459675,15.522525
59.50135,290.03535,47.479175,28.95885,29.5052,15.5447
59.88015,290.110325,47.5305,28.9969,29.524625,15.5596
59.94345,290.206475,47.552225,29.00225,29.58865,15.583
59.952575,290.934775,47.569375,29.038775,29.636925,15.598025
59.997475,290.956925,47.594125,29.065825,29.686575,15.613475
60.0504,291.0676,47.6221,29.100725,29.8126,15.6269
60.128225,292.6112,47.6433,29.128775,29.8418,15.635975
60.1699,293.16935,47.67195,29.16845,29.87155,15.653075
60.2031,293.25295,47.8298,29.199725,29.926575,15.6663
60.213025,293.9724,48.007725,29.358025,29.9497,15.6783
60.3056,294.303025,48.04045,29.421875,30.063675,15.69205
60.346925,294.929875,48.05415,29.445,30.1153,15.7016
60.44155,295.2034,48.096175,29.465625,30.15705,15.716375
60.707975,296.0147,48.1271,29.469175,30.2112,15.73595
60.82425,296.149,48.185125,29.5255,30.261325,15.7651
60.866525,296.774525,48.300575,29.550175,30.279775,15.78255
60.94785,297.676425,48.333675,29.587475,30.3209,15.814275
61.176375,299.605175,48.4075,29.65345,30.332775,15.834375
61.279525,300.1619,48.50965,29.68715,30.39565,15.871575
61.29175,300.758625,48.542375,29.82215,30.4141,15.914975
61.354875,303.4741,48.6309,29.84105,30.43105,15.93765
61.44235,303.629625,48.689375,29.904375,30.4904,15.965925
61.4634,305.4361,48.722325,29.91525,30.533825,15.985375
61.658325,307.1384,48.77745,29.9329,30.5648,16.02805
62.329975,307.664425,48.80065,29.963525,30.575175,16.0536
62.420625,307.815575,49.0509,30.011875,30.598575,16.08035
62.5094,308.619925,49.09215,30.036175,30.644525,16.1076
62.62185,310.30735,49.103075,30.058125,30.659325,16.137725
62.630875,310.494875,49.130675,30.08405,30.677225,16.190325
62.667925,313.180625,49.1586,30.099225,30.705275,16.208275
62.692125,313.48895,49.267675,30.118825,30.717975,16.24885
62.912525,313.53305,49.2875,30.128925,30.73825,16.2812
63.228475,313.54085,49.289175,30.14255,30.7571,16.31875
63.26775,314.30575,49.3735,30.163925,30.77945,16.3562
63.2904,315.787525,49.4525,30.175125,30.867,16.388125
63.299525,315.819325,49.58375,30.1916,30.898325,16.420875
63.465875,315.9359,49.6355,30.21065,30.91555,16.462275
63.533075,316.218075,49.717975,30.219825,30.9261,16.478925
63.681925,316.27675,49.8081,30.237825,30.9726,16.49365
63.771025,316.312175,49.942175,30.25435,31.0029,16.5116
63.792075,316.8148,49.9779,30.273775,31.01415,16.53305
63.805475,317.148925,50.001225,30.296,31.024675,16.558275
63.81965,317.570075,50.105875,30.3314,31.045775,16.571925
63.880325,317.94325,50.163925,30.3377,31.068625,16.57865
64.118425,318.35775,50.233425,30.394375,31.083025,16.586925
64.204425,318.56325,50.344,30.424025,31.10985,16.60215
64.329575,318.7855,50.383075,30.544525,31.136725,16.61935
64.345975,318.805575,50.419925,30.5728,31.1698,16.6288
64.6414,318.980375,50.4756,30.5781,31.21605,16.6319
64.6587,319.1636,50.52745,30.60145,31.240375,16.63775
64.8962,319.26105,50.59355,30.633025,31.27165,16.653925
64.939375,319.734925,50.6778,30.65135,31.278525,16.66935
65.1825,319.779775,50.760275,30.673825,31.2926,16.682725
65.465875,319.9778,50.801225,30.7164,31.319775,16.695275
65.568475,320.0342,50.845625,30.7596,31.332025,16.711225
65.59675,320.280425,50.925825,30.78385,31.366925,16.724525
66.8957,320.61945,50.97515,30.80405,31.3846,16.73985
67.180075,320.98195,51.023575,30.867075,31.3977,16.751675
67.19985,321.273025,51.05785,30.889625,31.41275,16.765825
67.2941,321.4013,51.235725,30.9013,31.437725,16.775075
67.30735,322.100975,51.2615,30.91705,31.471125,16.790675
67.318775,322.838375,51.27975,30.99525,31.59025,16.8217
67.396425,323.14175,51.316175,31.031925,31.628225,16.8493
67.46855,324.06715,51.3691,31.079875,31.638675,16.8636
67.555675,324.227725,51.430725,31.10865,31.6472,16.878475
67.602825,324.35375,51.460375,31.1115,31.686625,16.887675
67.68435,324.77895,51.474725,31.1486,31.7186,16.901825
67.973325,325.2783,51.513325,31.167125,31.7426,16.9418
68.08255,325.586275,51.6217,31.1717,31.7542,16.9653
68.25295,326.112125,51.682675,31.223075,31.845225,16.985075
68.45095,326.1932,51.719425,31.235875,31.8701,17.040125
68.49515,326.6441,51.794475,31.2597,31.900925,17.05975
68.5302,326.7544,51.8803,31.298425,31.997025,17.0875
68.5399,327.286975,51.97875,31.387225,32.01875,17.117325
68.674525,327.652,52.066325,31.428725,32.034025,17.178825
68.812075,328.099475,52.114325,31.454575,32.0441,17.22485
69.0041,328.319325,52.233575,31.5409,32.078925,17.24355
69.063525,328.351075,52.245625,31.560525,32.13155,17.263825
69.12595,328.422125,52.2788,31.592425,32.2071,17.2748
69.24075,328.577275,52.291625,31.613325,32.2979,17.2889
69.40605,328.783975,52.35945,31.6151,32.325525,17.3041
69.501325,329.024975,52.69125,31.644775,32.333725,17.3156
69.62425,329.418425,52.8142,31.68045,32.3497,17.328825
69.629025,329.619275,52.87195,31.68475,32.37275,17.3408
69.676,330.045675,52.96505,31.722275,32.3902,17.375375
69.991925,330.507175,53.052575,31.801025,32.4107,17.39365
70.174825,330.582875,53.123225,31.84965,32.42495,17.41155
70.264175,332.1814,53.23175,31.916175,32.45055,17.425575
70.350825,332.65535,53.3478,32.0423,32.4543,17.443325
70.371475,333.358825,53.4547,32.04555,32.4653,17.465875
70.38085,333.48485,53.488725,32.09005,32.511425,17.484725
70.396825,333.7156,53.524325,32.132175,32.5947,17.499675
70.494275,333.824,53.5513,32.294225,32.622425,17.5224
70.8147,333.8821,53.597475,32.343475,32.648625,17.5477
70.824975,334.006175,53.698075,32.361075,32.73685,17.58375
71.7451,334.238425,53.80245,32.39045,32.7694,17.60155
71.845875,334.7827,53.96275,32.4132,32.84025,17.625325
71.97095,335.3929,54.0139,32.45165,32.866975,17.6352
72.046475,335.5997,54.0371,32.491275,32.959275,17.639275
72.231275,336.0763,54.0588,32.513275,33.01035,17.648225
72.37685,336.171375,54.10155,32.525725,33.0359,17.65215
72.67835,336.206525,54.185325,32.547875,33.1442,17.670925
72.71145,336.86095,54.250575,32.565625,33.295325,17.6826
72.847475,337.458725,54.3279,32.57325,33.329275,17.706575
73.0242,337.691625,54.39945,32.58395,33.34765,17.736075
73.1324,338.073875,54.519425,32.6013,33.371275,17.7776
73.1484,339.32035,54.5825,32.62045,33.37825,17.819025
73.15175,339.331825,54.68115,32.63595,33.416525,17.873625
73.440525,340.14605,54.738675,32.646775,33.4297,17.914275
73.509475,340.849375,54.7713,32.685425,33.459775,17.936275
73.55285,341.640075,54.796425,32.711,33.47035,17.9739
73.5977,342.220325,54.818975,32.729025,33.53085,17.98935
73.6208,342.5133,54.848925,32.735725,33.55335,18.00665
73.765675,342.675,54.870675,32.754425,33.592125,18.0242
73.84925,343.11195,54.89845,32.78655,33.65025,18.06765
73.880775,343.258025,54.917775,32.82055,33.6572,18.08
74.00125,343.425425,54.945475,32.88725,33.793675,18.083225
74.06465,344.69095,54.948025,32.90435,33.9352,18.100275
74.0789,345.283625,54.986725,32.92805,33.971075,18.16285
74.107175,345.3057,55.0078,32.98615,34.0587,18.20105
74.11585,345.381675,55.0825,33.0091,34.10115,18.2734
74.16005,345.41015,55.15435,33.055075,34.128025,18.297925
74.171075,345.596925,55.2196,33.0953,34.328125,18.35035
74.18195,346.115125,55.285375,33.113525,34.38845,18.3679
74.268675,346.21385,55.34685,33.2927,34.424025,18.391225
74.271975,346.89975,55.46085,33.3241,34.443975,18.4269
74.37595,347.562725,55.540975,33.338525,34.4541,18.464975
74.461225,347.6376,55.578425,33.3569,34.46655,18.476275
74.465475,347.877,55.78035,33.394225,34.589975,18.488075
74.747625,347.893575,55.850675,33.46095,34.734325,18.497175
74.75935,349.832825,55.8883,33.469425,34.766325,18.512175
74.955525,350.6901,55.931675,33.477475,35.059725,18.529175
74.973375,350.921275,55.976025,33.500275,35.071825,18.549975
75.037575,351.976275,56.077825,33.502225,35.08945,18.562975
75.405575,352.0717,56.1123,33.51145,35.15935,18.577575
75.47985,352.9824,56.123,33.529175,35.2056,18.59025
75.712775,353.8108,56.1527,33.54625,35.24785,18.610825
75.94535,354.1404,56.196525,33.547825,35.274575,18.627375
75.969825,354.24755,56.2448,33.57195,35.30315,18.658825
76.1554,354.2909,56.288775,33.583925,35.331825,18.67495
76.25125,354.99575,56.316825,33.587075,35.4713,18.6922
76.3456,356.8574,56.35505,33.603825,35.47785,18.703625
76.5957,357.8399,56.415575,33.622375,35.493375,18.717375
76.603825,358.182025,56.431875,33.624625,35.516725,18.743675
76.616925,358.689225,56.5181,33.651425,35.53705,18.78465
76.64815,359.128825,56.5632,33.656425,35.55925,18.811325
76.7008,359.529625,56.572375,33.707125,35.605925,18.826
76.79415,360.577325,56.5878,33.7303,35.68685,18.841125
76.90515,360.897475,56.604225,33.742925,35.7378,18.86355
76.93365,360.9363,56.616575,33.787625,35.9742,18.8969
