SPK_SPKC01a,SPK_SPKC05a,SPK_SPKC07a,SPK_SPKC07b,SPK_SPKC10a
221.74185,253.02505,227.73295,209.831375,239.574725
221.786325,253.602375,227.865975,209.8479,239.577275
221.80965,253.717175,227.92755,209.861675,239.61385
221.82665,253.8717,228.0614,209.875275,239.663325
221.85215,253.8806,228.17085,209.90395,239.771475
221.962,253.90055,228.29475,209.912025,239.79005
222.018,253.965575,228.426875,209.91855,239.939075
222.0361,254.05675,228.4986,209.939875,239.942575
222.046625,254.12985,228.640775,209.95035,240.087425
222.0579,254.19115,228.767775,209.956375,240.129075
222.072075,254.196825,228.781175,209.988275,240.14435
222.105075,254.233075,228.89435,209.999125,240.247125
222.118775,254.24725,228.96365,210.019,240.30215
222.150475,254.3899,228.97405,210.028925,240.35815
222.17075,254.49665,228.987,210.036475,240.3834
222.190875,254.8881,228.9987,210.046,240.459325
222.19935,255.023925,229.117575,210.058025,240.517725
222.229575,255.232075,229.237975,210.065225,240.53185
