SPK_SPKC05a (excited),SPK_SPKC07a (excited),SPK_SPKC08a (inhibited),SPK_SPKC13b (no effect),SPK_SPKC16a (excited)
44.78365,56.32865,43.900475,18.886825,17.286175
44.830475,56.411125,43.965775,18.911525,17.295875
44.9027,56.627475,44.0018,18.926025,17.309275
44.935475,56.655875,44.040575,18.94005,17.322775
44.985675,56.724425,44.226525,18.96865,17.396575
45.011875,56.7388,44.290375,18.984525,17.424575
45.0315,56.776875,44.36985,19.020425,17.4401
45.079175,57.085475,44.437725,19.047675,17.527075
45.17635,57.19585,44.567025,19.06805,17.537975
45.220175,57.27325,44.6744,19.0913,17.546725
45.258475,57.32445,44.7087,19.139875,17.576575
45.305225,57.533325,44.769225,19.183125,17.618825
45.3278,57.71815,44.83945,19.217625,17.806425
45.418025,57.765925,44.916825,19.233175,17.814375
45.4452,57.910475,44.966325,19.2567,17.821025
45.4639,58.01805,45.022375,19.268775,17.834275
45.504825,58.1157,45.132725,19.278175,17.862225
45.53675,58.272725,45.19,19.334525,17.873
45.689625,58.362375,45.2489,19.408025,17.883175
45.744125,58.493325,45.28415,19.46295,17.88855
45.792725,58.62335,45.32795,19.521525,17.9023
45.842275,58.85905,45.34955,19.54475,17.91825
45.869625,58.957875,45.413325,19.567875,17.9524
45.944825,59.014175,45.46835,19.66015,17.970575
45.96005,59.026775,45.6024,19.674975,17.9795
46.0849,59.1545,45.67135,19.693625,18.003
46.125225,59.234275,45.757625,19.708625,18.0573
46.207475,59.2885,45.828975,19.74295,18.0712
46.288,59.352575,45.93195,19.778475,18.154475
46.353925,59.409025,46.0161,19.798275,18.1642
46.39455,59.589475,46.098275,19.8198,18.17285
46.3996,59.6215,46.176325,19.85955,18.3301
46.435325,59.6845,46.247425,19.8967,18.39005
46.54435,59.8806,46.302325,19.924625,18.558825
46.6225,59.975275,46.362375,19.93885,18.57875
46.69265,60.0304,46.446225,19.95965,18.589725
46.7939,60.134325,46.544175,19.997025,18.598325
46.8897,60.17205,46.6075,20.023725,18.607875
46.93005,60.2898,46.654075,20.044725,18.62305
46.951,60.39455,46.72215,20.066025,18.6342
47.110575,60.470575,46.7945,20.0851,18.6445
47.134225,60.54035,46.9366,20.1075,18.65735
47.278625,60.634925,47.06235,20.133475,18.680025
47.397375,60.72695,47.105725,20.238775,18.69735
47.514375,60.813575,47.2477,20.267075,18.7111
47.540975,60.8981,47.2814,20.291125,18.722325
47.564325,60.990775,47.37355,20.336875,18.740275
47.64615,61.022325,47.50295,20.418125,18.833125
47.796225,61.080075,47.5829,20.4464,18.8471
47.82315,61.1571,47.62175,20.481625,18.892725
47.85925,61.209025,47.698825,20.50595,18.922375
47.875575,61.386975,47.72385,20.562575,18.943125
48.06475,61.52775,47.763875,20.59575,19.05565
48.159875,61.606075,47.8531,20.62235,19.079425
48.1994,61.67475,47.9315,20.657075,19.0895
48.2645,61.72615,48.0046,20.68585,19.09855
48.299775,61.7653,48.056075,20.725825,19.154625
48.490775,61.8282,48.130325,20.7823,19.1672
48.513375,61.9726,48.164225,20.808125,19.191975
48.597525,62.086,48.204075,20.873275,19.20895
48.63025,62.303175,48.266975,20.92515,19.2261
48.675775,62.458375,48.369675,20.96195,19.266025
48.75795,62.5115,48.4128,20.9907,19.273675
48.8213,62.61095,48.5083,20.9931,19.2949
48.869125,62.66845,48.5787,21.0184,19.300925
48.951175,62.74415,48.62355,21.050375,19.346775
49.040475,62.968775,48.694975,21.067725,19.522675
49.0595,63.058675,48.78105,21.100825,19.535675
49.129925,63.2243,48.82495,21.123475,19.554375
49.2335,63.346125,48.8924,21.1541,19.57515
49.3251,63.4814,48.950425,21.17465,19.581425
49.435125,63.510475,48.9993,21.20505,19.5981
49.47055,63.585275,49.075475,21.2287,19.610075
49.527175,63.637925,49.14875,21.2563,19.61535
49.582075,63.68875,49.2376,21.272825,19.630725
49.6053,63.8379,49.30755,21.302075,19.648625
49.638225,63.88725,49.3793,21.324275,19.675875
49.699125,63.9382,49.433075,21.348225,19.784875
49.73945,64.01325,49.489625,21.38125,19.8341
49.752175,64.12025,49.540625,21.408075,19.8546
49.7701,64.176,49.5916,21.413475,19.877575
49.810825,64.247825,49.649825,21.446125,19.93145
49.8466,64.30525,49.797375,21.474925,19.94165
49.898925,64.473675,49.9024,21.505975,19.981125
49.94755,64.603275,49.938525,21.527375,20.003025
49.977775,64.739725,49.986375,21.615925,20.0509
50.036175,64.87295,50.062475,21.6463,20.06605
50.0561,64.92525,50.133725,21.673675,20.119575
50.110675,64.98015,50.17995,21.70095,20.127875
50.164,64.990425,50.2364,21.735025,20.189775
50.218875,65.01575,50.298025,21.7505,20.1973
50.31645,65.059975,50.3429,21.81065,20.21075
50.4161,65.153525,50.418625,21.8376,20.226675
50.485375,65.194025,50.420525,21.867525,20.267825
50.543875,65.301225,50.488925,21.869875,20.293525
50.627125,65.389075,50.5367,21.90725,20.341575
50.71565,65.571125,50.6388,21.92475,20.4567
50.845,65.646325,50.706625,21.9531,20.466125
50.874925,65.737625,50.764725,21.97285,20.4703
50.9844,65.92005,50.8294,22.00535,20.4744
51.08795,66.04865,50.95205,22.0438,20.4844
51.146425,66.233275,51.105625,22.0896,20.4915
51.202075,66.5961,51.135375,22.12165,20.49515
51.2592,66.6638,51.2572,22.153425,20.4964
51.32955,66.715075,51.409,22.178075,20.508375
51.387025,66.792675,51.469775,22.194525,20.52755
51.481175,66.8966,51.5815,22.2401,20.541475
51.4825,66.9451,51.703475,22.249425,20.553325
51.54235,67.00575,51.78975,22.2729,20.633575
51.689125,67.058375,51.88915,22.29445,20.647275
51.82655,67.123375,52.0418,22.336175,20.65755
51.8588,67.181875,52.1253,22.35215,20.670025
51.9063,67.388025,52.2009,22.364925,20.70725
52.0225,67.492375,52.29795,22.4092,20.7262
52.062975,67.531925,52.63665,22.419925,20.751225
52.105125,67.679,52.7484,22.4274,20.80975
52.21975,67.783125,52.862375,22.46815,20.8325
52.311225,67.8324,52.933925,22.50225,20.853725
52.363725,67.860525,52.983075,22.54635,20.87605
52.441175,67.904475,53.055175,22.5799,20.905225
52.491725,68.02205,53.17225,22.613325,20.922725
52.597325,68.1988,53.247625,22.644325,20.978675
52.6636,68.30315,53.30405,22.68725,21.002825
52.73075,68.4346,53.361475,22.735175,21.027225
52.7521,68.498325,53.426225,22.805075,21.028775
52.821025,68.579975,53.4729,22.847125,21.0462
52.8468,68.62415,53.5075,22.900875,21.0651
52.88395,68.717475,53.5622,22.9286,21.0805
52.9745,68.920575,53.619,22.985225,21.149475
53.030775,69.03355,53.66595,23.0097,21.18105
53.073225,69.08785,53.707375,23.061975,21.190025
53.108575,69.0918,53.808975,23.08325,21.19745
53.16855,69.1849,53.8945,23.11735,21.203175
53.22995,69.42875,53.96075,23.143875,21.21855
53.262275,69.4798,54.03505,23.1677,21.250575
53.271625,69.5541,54.0969,23.1922,21.25665
53.37215,69.72485,54.177275,23.235475,21.273075
53.405875,69.8057,54.353075,23.239575,21.288125
53.4288,69.9172,54.446025,23.283125,21.3667
53.452525,70.0225,54.51945,23.296125,21.444925
53.527125,70.1052,54.625,23.309425,21.523425
53.575,70.1989,54.718975,23.3561,21.536525
53.6039,70.297475,54.809,23.4098,21.5428
53.66235,70.402125,54.864525,23.441225,21.55865
53.71645,70.702325,54.946025,23.4637,21.579375
53.779975,70.80335,55.0173,23.484,21.593175
53.839775,71.05705,55.0814,23.504375,21.600075
53.900425,71.1755,55.14265,23.5141,21.617225
53.934,71.305375,55.19775,23.538075,21.640325
54.051525,71.44685,55.2427,23.55435,21.641725
54.14625,71.48195,55.283325,23.577125,21.68105
54.232075,71.5361,55.342525,23.599725,21.705375
54.292275,71.615075,55.537925,23.61485,21.743475
54.39175,71.74225,55.575975,23.640025,21.77805
54.455825,71.8209,55.613025,23.663725,21.829
54.505075,71.86605,55.6726,23.69115,21.907
54.550375,71.905975,55.72305,23.7217,21.928225
54.6381,72.00645,55.810175,23.7249,21.950625
54.67055,72.063675,55.83695,23.75455,21.96025
54.8334,72.20275,55.900625,23.80715,21.991225
54.906825,72.26155,55.972975,23.83985,21.9982
54.953675,72.30345,56.044025,23.85935,22.013725
55.083125,72.305375,56.11745,23.87375,22.025875
55.114275,72.3677,56.307275,23.904675,22.0404
55.195525,72.508875,56.35505,23.92145,22.0744
55.202575,72.564475,56.503875,23.9291,22.203475
55.2196,72.588625,56.567475,23.950575,22.21535
55.26465,72.7638,56.625125,23.961375,22.227875
55.30625,72.815125,56.65795,23.98755,22.2315
55.33215,72.879275,56.7075,24.010475,22.2358
55.385775,72.946,56.770625,24.043625,22.240175
55.43505,73.09015,56.8084,24.079375,22.254975
55.469125,73.323375,56.8499,24.091375,22.293925
55.5846,73.49045,56.903375,24.098,22.322925
55.67545,73.542275,57.0091,24.11385,22.422875
55.7231,73.776325,57.05365,24.136325,22.452475
55.771675,73.869525,57.099625,24.1662,22.4702
55.832575,73.93195,57.146775,24.188825,22.478525
55.861225,74.015325,57.185675,24.225025,22.542975
55.952175,74.158975,57.2398,24.247325,22.5821
56.013625,74.43205,57.267725,24.2713,22.610625
56.06695,74.50935,57.3271,24.3198,22.62055
56.174075,74.5673,57.359075,24.37595,22.64265
56.25085,74.629925,57.4917,24.385675,22.666725
56.274,74.702975,57.5388,24.40745,22.735925
56.3611,74.7644,57.585225,24.433375,22.802925
56.41465,74.89255,57.74565,24.4646,22.83245
56.4568,75.0001,57.8078,24.487,22.87155
56.5374,75.058725,57.895675,24.504225,22.87945
56.6189,75.124975,57.97855,24.535875,22.891125
56.675,75.38405,58.1412,24.569175,22.9127
56.708525,75.450125,58.3157,24.573025,22.938175
56.741175,75.534475,58.405575,24.599375,22.9452
56.78565,75.5977,58.537525,24.65865,22.97595
56.837325,75.697725,58.635425,24.68475,22.984125
56.852575,75.76665,58.71665,24.700125,23.00405
56.934925,75.817875,58.79785,24.727125,23.01115
57.046575,75.878325,58.871375,24.7486,23.042975
57.074425,75.918625,58.9785,24.774425,23.051125
57.126575,76.034,59.036125,24.82045,23.078475
57.188125,76.105975,59.11415,24.861325,23.100925
57.25435,76.30655,59.172175,24.8789,23.1638
57.29995,76.376675,59.22785,24.92,23.196575
57.395725,76.5204,59.29075,24.945175,23.20585
57.4929,76.630325,59.3441,24.97805,23.24675
57.65265,76.69085,59.426775,24.997425,23.2659
57.737725,76.982575,59.468275,25.016675,23.273225
57.7897,77.056775,59.52515,25.07485,23.2813
57.947225,77.199775,59.578325,25.092475,23.286225
58.036625,77.257825,59.6523,25.114275,23.310125
58.10995,77.309725,59.75395,25.13165,23.3148
58.160725,77.404375,59.798725,25.1959,23.336975
58.22345,77.679375,59.841575,25.21785,23.420775
58.264075,77.755525,59.919375,25.2626,23.595975
58.2995,77.9422,59.978825,25.29965,23.64605
58.3482,78.09475,60.0287,25.319575,23.679975
58.3959,78.217075,60.07445,25.34905,23.691025
58.446425,78.3541,60.1437,25.4106,23.74035
58.5858,78.44615,60.388325,25.456675,23.77855
58.6767,78.569725,60.4719,25.5411,23.86085
58.772025,78.613575,60.518725,25.58415,23.9219
58.795875,78.780475,60.638575,25.624575,23.9295
58.849875,78.8525,60.7836,25.644325,23.933575
58.9367,78.910475,60.816025,25.669175,23.9464
58.970575,78.9493,60.91505,25.674275,23.957525
59.0479,78.999475,61.0005,25.723675,23.960625
59.0772,79.133475,61.096725,25.775175,23.978425
59.12265,79.147325,61.1603,25.81215,24.02915
59.20025,79.171475,61.270625,25.862975,24.084425
59.240875,79.284475,61.32635,25.911425,24.114975
59.279675,79.400525,61.3432,25.9507,24.21955
59.35885,79.5007,61.42265,25.998475,24.2422
59.429525,79.569625,61.55295,26.028775,24.307875
59.447875,79.654025,61.60615,26.1019,24.327975
59.574475,79.75095,61.66185,26.15085,24.333025
59.627725,79.852925,61.715125,26.175075,24.338025
59.6378,79.904625,61.76795,26.2076,24.345375
59.72125,80.029625,61.81435,26.2379,24.35855
59.786975,80.118575,61.856775,26.2613,24.37635
59.83265,80.282,61.9208,26.290525,24.392175
59.8881,80.35395,61.971575,26.330125,24.40295
59.9193,80.419575,62.016875,26.378925,24.415875
59.975775,80.4873,62.06345,26.440675,24.423425
60.0207,80.578375,62.1162,26.563475,24.455225
60.2444,80.89645,62.1581,26.592825,24.4737
60.412,80.93455,62.18615,26.625275,24.481775
60.465025,81.2218,62.30135,26.692525,24.4874
60.544275,81.340775,62.3433,26.712675,24.4993
60.623275,81.468225,62.42845,26.7273,24.605275
60.65985,81.5051,62.48425,26.7494,24.625225
60.679075,81.6341,62.551275,26.76955,24.6598
60.7775,81.6765,62.560575,26.799625,24.67795
60.844025,81.77995,62.60585,26.817975,24.699525
60.93835,81.833925,62.678675,26.8372,24.7341
61.073725,82.0261,62.80125,26.914075,24.769775
61.1092,82.140375,62.863875,26.935025,24.8276
61.206625,82.230825,63.006325,26.955525,24.87455
61.325625,82.33885,63.071575,26.988675,24.89315
61.408675,82.56585,63.1276,27.012975,24.90815
61.458075,82.6163,63.1817,27.0267,24.929225
61.4756,82.7404,63.354525,27.06065,24.950525
61.50915,82.8417,63.48845,27.077575,24.971975
61.6145,83.14145,63.549625,27.092875,25.055225
61.653775,83.193825,63.627175,27.1044,25.070975
61.699225,83.296275,63.703725,27.1169,25.0841
61.76915,83.3504,63.8565,27.15525,25.094625
61.843375,83.479025,63.91375,27.171075,25.104825
61.88965,83.534725,64.002675,27.27415,25.109175
61.933425,83.63215,64.07145,27.293375,25.119875
61.97835,83.7179,64.162425,27.323575,25.13695
62.054475,83.833575,64.317525,27.3429,25.17385
62.091725,83.88435,64.393,27.3754,25.180025
62.222675,83.9487,64.4626,27.400875,25.2202
62.264675,84.029675,64.541925,27.444375,25.237575
62.3898,84.169225,64.65935,27.474275,25.2447
62.44095,84.267825,64.752275,27.510325,25.27295
62.501075,84.298975,64.8261,27.552475,25.33605
62.58625,84.34075,64.883375,27.568175,25.4664
62.638375,84.375675,64.986,27.58375,25.4766
62.704625,84.6133,65.061075,27.6187,25.481
62.789875,84.716825,65.180325,27.6379,25.4852
62.830575,84.9599,65.4944,27.64055,25.490075
62.916625,85.03605,65.57385,27.649375,25.494725
62.971825,85.148925,65.6585,27.696275,25.50555
62.99385,85.23905,65.7568,27.70865,25.518375
63.1393,85.343275,65.8295,27.726825,25.5349
63.2486,85.44855,65.917175,27.7406,25.56565
63.336875,85.546525,65.985925,27.760425,25.63835
63.4146,85.6576,66.05765,27.7958,25.66345
63.51565,85.77895,66.138725,27.82145,25.672975
63.61325,86.004525,66.228575,27.834275,25.682525
63.6699,86.03685,66.293,27.836475,25.699825
63.713275,86.0831,66.373925,27.849975,25.72785
63.7389,86.1029,66.482575,27.876475,25.7522
63.871875,86.160825,66.536075,27.894575,25.802325
63.925525,86.275075,66.6661,27.911925,25.83205
63.996725,86.288575,66.7804,27.927325,25.842125
64.0767,86.35015,66.891525,27.929575,25.84635
64.109525,86.375675,66.949525,27.94615,25.852925
64.18615,86.412425,67.092925,27.960475,25.8602
64.2539,86.552325,67.2107,27.973475,25.8697
64.30085,86.564225,67.267275,27.97555,25.878075
64.339575,86.66035,67.497825,27.985775,25.8892
64.391425,86.705575,67.537325,28.004125,25.920225
64.48955,86.747375,67.6146,28.007775,25.967475
64.521625,86.900925,67.6954,28.027,25.9731
64.70755,87.101,67.69655,28.042475,26.0089
64.7667,87.17205,67.770825,28.0602,26.0547
64.8207,87.262825,67.821325,28.07475,26.066125
64.86215,87.34495,67.888925,28.12275,26.079475
64.910075,87.41665,67.980275,28.14775,26.084525
64.976825,87.621125,68.011925,28.1698,26.102925
65.0687,87.751075,68.028675,28.1845,26.113075
65.121425,87.810025,68.07085,28.1859,26.1207
65.180825,87.86635,68.12755,28.196975,26.134125
65.208775,88.1403,68.250325,28.230725,26.1468
65.313975,88.223475,68.275975,28.269525,26.15435
65.4062,88.577875,68.3694,28.302225,26.180225
65.4492,88.629575,68.41635,28.3204,26.191175
65.49725,88.714725,68.4574,28.342,26.238375
65.570325,88.852625,68.5078,28.365625,26.24855
65.627625,88.895625,68.55795,28.3778,26.38505
65.71675,88.9605,68.669175,28.39195,26.39275
65.774325,89.089425,68.7093,28.4061,26.3987
65.866375,89.19635,68.7819,28.4343,26.404075
65.90265,89.342425,68.816325,28.44815,26.409625
65.9445,89.420625,68.878875,28.466025,26.438225
65.98445,89.4895,68.93705,28.47425,26.46085
66.04635,89.5708,68.98555,28.484125,26.4688
66.1219,89.6161,69.065575,28.485875,26.4835
66.20075,89.6949,69.0918,28.498175,26.520325
66.24535,89.81385,69.17115,28.5189,26.575825
66.28275,89.917575,69.25415,28.5396,26.68745
66.3416,89.9471,69.34815,28.589275,26.698
66.418925,90.130525,69.461225,28.5988,26.709025
66.48855,90.222325,69.5709,28.60135,26.7166
66.570075,90.2808,69.6476,28.61545,26.73085
66.613825,90.30735,69.713225,28.6242,26.735875
66.729025,90.439775,69.77095,28.626025,26.743775
66.7533,90.519325,69.859075,28.64155,26.7506
66.75995,90.583675,70.053325,28.704975,26.763
66.79325,90.782175,70.093775,28.750825,26.77445
66.88165,90.825225,70.1816,28.795825,26.788975
66.955625,90.883075,70.33745,28.807975,26.799775
67.006375,91.052625,70.426325,28.8247,26.80595
67.054825,91.1128,70.502925,28.8425,26.862875
67.08,91.184175,70.5577,28.864875,26.872875
67.2334,91.2876,70.63355,28.891825,27.00975
67.3393,91.37565,70.710225,28.9126,27.01765
67.366275,91.40885,70.790375,28.920075,27.024075
67.41685,91.440775,70.850925,28.928275,27.036525
67.503825,91.525175,70.892375,28.942375,27.072425
67.61025,91.692125,71.016325,28.996375,27.1243
67.669025,91.69385,71.101125,29.0157,27.137775
67.73125,91.7156,71.187875,29.0547,27.1619
67.899275,91.7986,71.2117,29.0869,27.17355
67.960675,91.908425,71.26915,29.102025,27.197975
67.9989,92.063175,71.303225,29.122925,27.24355
68.0195,92.069525,71.355325,29.1308,27.318475
68.084675,92.130275,71.41295,29.14485,27.41345
68.140775,92.183,71.45295,29.175375,27.53455
68.182125,92.33175,71.487625,29.19365,27.616475
68.2626,92.465875,71.5208,29.2198,27.627875
68.280125,92.6691,71.552425,29.2312,27.6376
68.4201,92.77775,71.611025,29.241975,27.640675
68.453975,92.93085,71.65905,29.2918,27.657975
68.5127,92.966775,71.72455,29.307025,27.681875
68.593275,93.067275,71.796925,29.3212,27.73965
68.61305,93.093925,71.821175,29.36075,27.748625
68.69085,93.200925,71.871425,29.374975,27.75575
68.739,93.32785,71.90285,29.45785,27.791225
68.75835,93.397775,71.97565,29.46775,27.82175
68.8119,93.582425,72.016775,29.49235,27.852825
68.842175,93.671775,72.087825,29.516975,27.868725
68.905925,93.91015,72.125725,29.5376,27.8873
69.048925,93.954075,72.2564,29.55255,27.898725
69.166275,94.1643,72.3579,29.607425,27.900775
69.267975,94.3341,72.404325,29.62165,27.906175
69.310375,94.372175,72.45245,29.63225,27.937375
69.3485,94.413675,72.49395,29.643425,27.951225
69.464325,94.473625,72.5555,29.691825,27.987475
69.490225,94.53295,72.656175,29.703575,28.050825
69.560725,94.7035,72.706,29.7254,28.0651
69.620925,94.76565,72.766575,29.760575,28.0744
69.89545,94.855525,72.84015,29.779575,28.107775
69.956925,94.9628,72.896,29.793675,28.141925
69.98555,95.0052,72.965025,29.8293,28.151125
70.0629,95.0607,73.0359,29.833925,28.212975
70.106675,95.135725,73.078775,29.8585,28.229375
70.153825,95.223675,73.122,29.8778,28.261625
70.25945,95.290675,73.191875,29.906925,28.2882
70.53855,95.4995,73.245875,29.92345,28.31475
70.5739,95.579425,73.31575,29.948225,28.32455
70.6701,95.845975,73.3816,29.961125,28.360725
70.80345,95.9747,73.50185,30.0048,28.3732
70.816025,96.051325,73.567425,30.0437,28.379375
70.846275,96.130175,73.675075,30.0825,28.450225
70.92215,96.186175,73.70905,30.123225,28.53815
70.9707,96.3407,73.825475,30.156375,28.556925
71.012075,96.41425,73.879475,30.17045,28.568525
71.086675,96.489975,73.94225,30.192575,28.576275
71.180725,96.569725,74.119575,30.211125,28.5971
71.2491,96.6239,74.17205,30.271725,28.64455
71.420475,96.675375,74.225975,30.296225,28.650625
71.48105,96.691525,74.299525,30.300925,28.66245
71.61335,96.7188,74.43405,30.314675,28.706
71.86625,96.766375,74.5188,30.3348,28.72965
71.937575,96.830325,74.576025,30.3522,28.74725
71.991125,96.9955,74.751975,30.44045,28.7606
72.030725,97.06025,74.78995,30.4548,28.834125
72.1077,97.083,74.835475,30.4802,28.841225
72.1337,97.1201,74.935925,30.5268,28.8946
72.211825,97.393675,75.060075,30.551775,28.8996
72.252875,97.424225,75.09035,30.6099,28.960575
72.312175,97.5633,75.147,30.62395,28.970525
72.3698,97.611075,75.25035,30.6406,29.0245
72.3777,97.72405,75.316525,30.678925,29.033425
72.431075,97.7956,75.40445,30.686275,29.05115
72.478075,97.89325,75.45245,30.706125,29.05705
72.5278,97.9461,75.52225,30.721525,29.06455
