SPK_SPKC12a,SPK_SPKC13b
516.068975,534.57425
516.071625,534.585375
516.073825,534.617775
516.08135,534.624875
516.089325,534.633575
516.09535,534.669625
516.100525,534.68615
516.105175,534.8228
516.11235,534.87135
516.11945,534.943925
516.1414,535.05395
516.177675,535.089525
516.20915,535.24175
516.219325,535.307875
516.230625,535.319425
516.237175,535.3777
516.245325,535.37895
516.25325,535.412725
516.261475,535.512625
516.2671,535.55705
516.272975,535.64745
516.27995,535.66385
516.289175,535.6897
516.29795,535.702325
516.306,535.7213
516.310975,535.734625
516.329025,535.79495
516.334,535.849575
516.342625,535.871425
516.3472,535.881075
516.3529,535.894525
516.359825,535.9019
516.367225,535.9132
516.372275,535.9321
516.37825,535.963075
516.382875,535.9908
516.390125,536.00185
516.39845,536.033375
516.4037,536.045575
516.410925,536.047425
516.424275,536.056525
516.4356,536.061075
516.4448,536.10845
516.456025,536.173775
516.47355,536.18575
516.484925,536.223875
516.50955,536.248925
516.526325,536.31025
516.5443,536.35715
516.554175,536.36435
516.590225,536.381625
516.60205,536.432175
516.6161,536.44185
516.629025,536.460425
516.65025,536.47
516.68075,536.477475
516.698175,536.4941
516.715125,536.53
516.72205,536.5535
516.732575,536.578
516.74195,536.5822
516.7507,536.59235
516.758525,536.597125
516.771125,536.602775
516.776525,536.634875
516.7851,536.6464
516.791175,536.6708
516.8049,536.682925
516.809825,536.70055
516.817475,536.7238
516.8296,536.73545
516.838325,536.73815
516.8501,536.746375
516.8679,536.794775
516.875975,536.815775
516.887575,536.830575
516.9078,536.84725
516.923025,536.852225
516.933375,536.87125
516.944575,536.927475
516.95315,536.93145
516.979775,536.971025
516.9974,537.119675
517.009075,537.1474
517.023075,537.169125
517.036075,537.19455
517.0494,537.236075
517.06305,537.28125
517.080525,537.290075
517.0963,537.3034
517.1236,537.316025
517.142325,537.352775
517.15845,537.364675
517.185175,537.397325
517.24895,537.406275
517.2625,537.409775
517.280175,537.4207
517.296125,537.468425
517.318325,537.477075
517.3396,537.4897
517.35255,537.519575
517.364825,537.530725
517.376375,537.540925
517.387,537.5451
517.395475,537.58615
517.40925,537.60385
517.421625,537.622
517.44365,537.633075
517.448975,537.635125
517.46005,537.659575
517.472925,537.66675
517.486325,537.675675
517.49215,537.685325
517.50515,537.70345
517.512375,537.728375
517.517625,537.736425
517.527825,537.7455
517.5349,537.77505
517.54025,538.024025
517.546825,538.088925
517.553525,538.1157
517.567075,538.2293
517.57205,538.260475
517.57755,538.544325
517.585625,538.5845
517.59705,538.647375
517.601175,538.69545
517.6059,538.72315
517.62055,538.937825
517.634175,539.02795
517.65355,539.03975
517.674675,539.098175
517.6879,539.12645
517.705325,539.13935
517.7139,539.227225
517.725375,539.258375
517.73615,539.270125
517.750425,539.340175
517.77655,539.504425
517.7883,539.567275
517.802475,539.590625
517.815975,539.636175
517.82525,539.666325
517.828275,539.683325
517.83315,539.7166
517.84165,539.735225
517.8498,539.745325
517.856925,539.75325
517.86095,539.766425
517.86335,539.7721
517.8696,539.821925
517.872175,539.841525
517.87905,539.85175
517.888325,539.869625
