SPK_SPKC04a,SPK_SPKC05b,SPK_SPKC10a
437.6283,493.80375,462.244
437.655125,493.87965,462.31785
437.683775,493.99605,462.393125
437.785075,494.105875,462.415875
437.85505,494.2399,462.46905
437.918075,494.396675,462.498625
437.9501,494.519625,462.588025
437.97275,494.6262,462.65375
437.996575,494.694725,462.7006
438.033175,494.7603,462.871975
438.056825,494.840725,462.920725
438.0802,494.9439,462.951025
438.110475,495.06325,462.983775
438.144025,495.173125,463.03315
438.183075,495.233225,463.075025
438.2305,495.369925,463.11455
438.268475,495.497475,463.17855
438.3181,495.548675,463.2773
438.35495,495.8243,463.337225
438.4232,495.891325,463.43
438.485725,496.1149,463.462275
438.50725,496.283525,463.488525
438.522075,496.433325,463.59445
438.53485,496.567125,463.738575
438.551925,496.627625,463.796825
438.592725,496.720625,463.85425
438.632,496.888125,463.881975
438.6796,497.16705,463.91905
438.69945,497.2835,464.00665
438.757025,497.4194,464.122175
438.9055,497.559925,464.168425
438.938725,497.66985,464.275275
438.9658,497.7447,464.3155
438.981975,497.83575,464.5288
438.99015,497.935775,464.577075
439.005,498.0683,464.605075
439.02315,498.134125,464.635325
439.0387,498.21555,464.677475
439.065375,498.282725,464.708225
439.096475,498.499125,464.8007
439.123725,498.5875,465.006725
439.15415,498.6762,465.125625
439.191,498.86625,465.184825
439.2173,498.96705,465.23175
439.2398,499.03575,465.2804
439.2495,499.138325,465.375525
439.267925,499.199175,465.39925
439.28345,499.32045,465.465875
439.29565,499.6931,465.538325
439.30855,499.825825,465.59115
439.32565,499.9914,465.636
439.341025,500.127525,465.656
439.359675,500.17075,465.7285
439.373975,500.32985,465.7571
439.3992,500.49175,465.820525
439.414675,500.570575,465.875475
439.42455,500.6831,466.12325
439.437625,500.777675,466.3819
