SPK_SPKC06a (inhi),SPK_SPKC10a (exc),SPK_SPKC11a (short inhi)
178.832175,151.86755,125.6712
178.8656,151.8763,125.680875
178.9194,151.88145,125.701125
178.97475,151.8899,125.71135
178.999475,151.90375,125.72155
179.0067,151.909325,125.72975
179.01545,151.915225,125.73675
179.047225,151.921875,125.751875
179.053425,151.9265,125.75795
179.060925,151.936925,125.774425
179.06895,151.943625,125.78215
179.11455,151.952025,125.80535
179.1236,151.962775,125.81585
179.166275,151.978525,125.824825
179.183625,151.995125,125.833125
179.208875,152.0066,125.84115
179.231125,152.02335,125.87375
179.25485,152.0317,125.903475
179.2828,152.04315,125.955875
179.289625,152.05085,125.981925
179.3265,152.06025,126.004025
179.339725,152.07985,126.01485
179.3614,152.092525,126.02465
179.388875,152.100625,126.0436
179.39655,152.110525,126.07915
179.40305,152.12175,126.109075
179.4582,152.159725,126.113475
179.47445,152.16735,126.12435
179.49255,152.1882,126.15305
179.500125,152.19445,126.16565
179.53975,152.202175,126.178725
179.56855,152.21035,126.1875
179.583275,152.21735,126.19055
179.58935,152.235125,126.193775
179.603,152.24585,126.199575
179.610675,152.262525,126.2169
179.6319,152.272025,126.228475
179.63955,152.285775,126.2298
179.6539,152.292425,126.233525
179.669475,152.305,126.254025
179.7306,152.315425,126.2686
179.78235,152.321225,126.294825
179.8432,152.329,126.30465
179.8705,152.338125,126.324875
179.897825,152.3558,126.34425
179.9627,152.379475,126.3647
179.9738,152.38915,126.37695
180.022425,152.397475,126.4257
180.07955,152.413925,126.4289
180.087725,152.42545,126.4544
180.09445,152.43645,126.47405
180.1149,152.4476,126.4961
180.15815,152.456575,126.514925
180.17355,152.47455,126.518175
180.1821,152.4884,126.5644
180.1903,152.497825,126.584825
180.20735,152.505725,126.606175
180.2155,152.5191,126.6099
180.2233,152.528025,126.6236
180.301625,152.533875,126.6386
180.3096,152.560475,126.649375
180.38015,152.576625,126.65815
180.387575,152.58885,126.673175
180.44655,152.603025,126.68345
180.463425,152.619725,126.698925
180.48,152.66015,126.70765
180.4884,152.693225,126.718975
180.496375,152.7434,126.72735
180.52305,152.757925,126.735675
180.532075,152.764025,126.741425
180.53325,152.773975,126.747225
180.5568,152.79525,126.752725
180.5711,152.80035,126.760775
180.57985,152.809275,126.77195
180.586225,152.81775,126.776425
180.60565,152.829375,126.782825
180.628275,152.8361,126.796625
180.635225,152.84835,126.81295
180.650275,152.8596,126.820325
180.656375,152.879675,126.822275
180.663525,152.8924,126.8453
180.679375,152.916425,126.851825
180.685975,152.936275,126.85985
180.732475,152.975475,126.873325
180.74155,153.0143,126.879675
180.74915,153.0224,126.884
180.757175,153.028475,126.8885
180.779525,153.05695,126.897025
180.79335,153.062675,126.905175
180.80775,153.08785,126.919475
180.833925,153.097025,126.92485
180.84305,153.10365,126.930225
180.85745,153.11865,126.952575
180.8729,153.1302,126.968975
180.9118,153.146225,126.975025
180.9345,153.181175,127.01235
180.940775,153.253775,127.0492
180.981325,153.3159,127.0596
180.9873,153.342975,127.068425
180.999825,153.366175,127.078125
181.011,153.3749,127.08815
181.0324,153.38165,127.0949
181.04485,153.389425,127.100975
181.07745,153.392775,127.115325
181.097775,153.397375,127.126875
181.14035,153.4033,127.133125
181.1543,153.4118,127.1395
181.1611,153.417475,127.154625
181.1686,153.42135,127.1605
181.1889,153.425175,127.16535
181.19625,153.429175,127.18425
181.203375,153.4335,127.202225
181.223525,153.4401,127.2086
181.236975,153.444325,127.215375
181.25615,153.4511,127.222225
181.262925,153.46255,127.23595
181.2653,153.4839,127.24245
181.291175,153.507025,127.266
181.304825,153.54,127.274225
181.324375,153.570425,127.291425
181.326725,153.6038,127.2989
181.331025,153.63935,127.319925
181.3679,153.662125,127.346025
181.3733,153.700775,127.368075
181.406875,153.719125,127.388925
181.4376,153.72655,127.399975
181.44205,153.733225,127.4149
181.451825,153.749725,127.426275
181.4569,153.7548,127.44905
181.461925,153.7639,127.456675
181.47145,153.773825,127.458375
181.477125,153.782725,127.4679
181.48165,153.806325,127.47655
181.497525,153.811525,127.484025
181.5136,153.81815,127.50045
181.518325,153.82685,127.517525
181.52915,153.83335,127.527
181.582075,153.8387,127.5346
181.59695,153.844625,127.544075
181.60875,153.855,127.553175
181.61535,153.863425,127.592925
181.62965,153.8718,127.608325
181.637,153.883775,127.6154
181.65665,153.888425,127.6237
181.676175,153.90195,127.630175
181.677225,153.908125,127.63645
181.706125,153.9125,127.654225
181.71315,153.9201,127.6601
181.72015,153.925675,127.704525
181.73725,153.93,127.71035
181.7657,153.9508,127.7192
181.7735,153.982525,127.73805
181.81935,153.98765,127.75035
181.835075,153.995975,127.760275
181.84295,154.00415,127.7783
181.851225,154.01,127.78955
181.859775,154.01845,127.8011
181.907925,154.0247,127.8105
181.9146,154.03015,127.818875
181.9214,154.0395,127.829
181.929825,154.07045,127.841425
181.937875,154.083575,127.850525
181.951075,154.107,127.861875
181.957875,154.1169,127.869425
181.96485,154.132625,127.87975
181.97185,154.1429,127.8887
181.980225,154.153925,127.913675
181.995675,154.162375,127.951675
182.038525,154.1789,127.9644
182.0453,154.1859,127.980325
182.05945,154.19345,127.993225
182.0644,154.199175,128.015275
182.09875,154.20735,128.03135
182.105925,154.214825,128.04785
182.11205,154.2275,128.063375
182.124675,154.2326,128.07705
182.143225,154.23745,128.110225
182.1492,154.244975,128.120325
182.187175,154.25245,128.12975
182.20245,154.260475,128.1407
182.285375,154.285125,128.150825
182.294375,154.29175,128.16475
182.302325,154.298975,128.175875
182.31005,154.305375,128.1887
182.319875,154.312625,128.2171
182.344075,154.32315,128.23575
182.3523,154.33035,128.250925
182.368625,154.33825,128.28675
182.375525,154.365325,128.305925
182.383175,154.3768,128.33925
182.391325,154.40535,128.35795
182.434025,154.415675,128.376825
182.455275,154.43075,128.39225
182.505475,154.44715,128.40715
182.518175,154.463025,128.4222
182.5986,154.4842,128.43495
182.61225,154.4976,128.446625
182.642425,154.51075,128.463125
182.6629,154.5352,128.475925
182.695225,154.5611,128.494725
182.708225,154.570175,128.505475
182.71985,154.5815,128.516
182.7284,154.591125,128.5297
182.7392,154.607125,128.5421
182.748375,154.617825,128.551625
182.7577,154.63395,128.563125
182.776775,154.66245,128.5739
182.789125,154.679575,128.588325
182.80075,154.6996,128.599825
182.82925,154.720425,128.610775
182.94135,154.7463,128.62055
182.95665,154.75065,128.630875
182.964175,154.7682,128.64355
182.9747,154.793025,128.652625
182.981125,154.80845,128.664025
183.023325,154.822775,128.67455
183.036375,154.865625,128.69295
183.0485,154.889025,128.70085
183.072325,154.940875,128.70715
183.08485,154.9649,128.71415
183.168175,154.989025,128.72895
183.1922,155.00845,128.743525
183.2241,155.037775,128.750775
183.24655,155.049175,128.75875
183.25695,155.0791,128.7809
183.26235,155.0952,128.787825
183.27675,155.122,128.7976
183.315375,155.141125,128.804175
183.326125,155.165625,128.8117
183.35665,155.191475,128.81785
183.440925,155.232125,128.82405
183.468225,155.255675,128.830925
183.489775,155.283675,128.8375
183.501625,155.2993,128.86
183.5122,155.33665,128.866225
183.5315,155.357825,128.88
183.54115,155.37235,128.886525
183.548975,155.387975,128.893975
183.562175,155.3988,128.902775
183.603125,155.4079,128.928075
183.63025,155.414425,128.93715
183.6485,155.42575,128.9637
183.672825,155.4341,128.9711
183.7097,155.442975,128.99335
183.729525,155.44945,128.999375
183.74445,155.46215,129.014475
183.7555,155.475975,129.034775
183.76685,155.4957,129.053925
183.784575,155.5162,129.083975
183.792975,155.54465,129.096625
183.8019,155.5772,129.108825
183.8093,155.61115,129.13285
183.828175,155.642575,129.15565
183.871925,155.68005,129.166675
183.8796,155.705075,129.1803
183.888275,155.73715,129.189125
183.896375,155.780375,129.198675
183.90465,155.809425,129.2197
183.91435,155.818025,129.227525
184.0085,155.8382,129.236125
184.07635,155.842325,129.2502
184.113925,155.85715,129.2592
184.1347,155.8893,129.2759
184.160725,155.912425,129.28415
184.168775,155.93605,129.290725
184.1903,155.956725,129.297275
184.197025,155.974225,129.30635
184.2036,156.00675,129.315675
184.2172,156.023925,129.319075
184.2253,156.04695,129.322
184.234875,156.065375,129.3309
184.277725,156.0853,129.338725
184.293525,156.103225,129.353175
184.326375,156.126575,129.3688
184.331,156.149025,129.375225
184.362325,156.1709,129.381775
184.39425,156.187325,129.387275
184.4192,156.202475,129.3936
184.425525,156.220975,129.4116
184.45415,156.248775,129.4172
184.468475,156.26365,129.424275
184.48905,156.2776,129.4256
184.516175,156.2917,129.436475
184.5237,156.3073,129.441025
184.560775,156.327125,129.442775
184.581775,156.34725,129.4466
184.5891,156.366975,129.453225
184.6044,156.392925,129.473725
184.634225,156.419775,129.481025
184.644375,156.4355,129.488075
184.682525,156.449075,129.504875
184.696425,156.45815,129.514575
184.749775,156.472225,129.531475
184.7568,156.4814,129.5397
184.774975,156.489225,129.54665
184.784725,156.498625,129.5553
184.840325,156.504425,129.5622
184.84775,156.508875,129.593075
184.90185,156.51265,129.600125
184.909325,156.516625,129.607075
184.94955,156.5201,129.614575
184.968675,156.52365,129.6303
184.986775,156.53035,129.6585
184.9959,156.53875,129.670625
185.0162,156.5575,129.676625
185.02195,156.567175,129.700325
185.039,156.576425,129.714675
185.055975,156.61475,129.72225
185.086975,156.668175,129.738625
185.102025,156.698325,129.746675
185.12955,156.7499,129.75755
185.13205,156.760725,129.7677
185.141075,156.762925,129.775325
185.1893,156.766275,129.785675
185.206475,156.7707,129.793075
185.239675,156.774975,129.80115
185.2487,156.780525,129.80835
185.267375,156.783575,129.812425
185.27365,156.7871,129.8222
185.2832,156.794,129.82565
185.2913,156.8039,129.834325
185.308825,156.807575,129.847325
185.3683,156.812725,129.86615
185.38395,156.82845,129.91395
185.3905,156.853225,129.9293
185.398875,156.858975,129.938975
185.459275,156.879,129.94835
185.47985,156.885875,129.953225
185.4938,156.893625,129.959475
185.507175,156.906975,129.987
185.53265,156.921725,129.99765
185.5717,156.9364,130.003875
185.579025,156.95985,130.009075
185.586525,156.980575,130.020025
185.6258,157.000775,130.059575
185.6801,157.015025,130.064275
185.687925,157.050325,130.076025
185.7138,157.06495,130.0814
185.76435,157.0848,130.116025
185.782525,157.09385,130.121375
185.807975,157.109975,130.133525
185.833125,157.139075,130.2275
185.85935,157.165075,130.233625
185.86655,157.1864,130.2391
185.884475,157.20815,130.27345
185.89245,157.2252,130.299975
185.900225,157.255975,130.309
185.934575,157.2908,130.3167
185.95845,157.3528,130.32965
185.967325,157.381325,130.3422
185.973275,157.40535,130.36845
185.980725,157.443175,130.375825
186.003175,157.488275,130.4022
186.018225,157.561,130.4084
186.104175,157.5791,130.4327
186.1193,157.61615,130.43875
186.1452,157.63495,130.452275
186.176875,157.658375,130.45865
186.1929,157.6734,130.4646
186.2221,157.6975,130.472625
186.228325,157.7207,130.48105
186.246275,157.7446,130.51195
186.272425,157.767,130.515575
186.2921,157.81555,130.521775
186.3291,157.851475,130.537975
186.3479,157.88405,130.545375
186.3682,157.922975,130.5647
186.436075,157.9513,130.59935
186.460825,157.998,130.606025
186.47915,158.03245,130.613375
186.49665,158.059725,130.622525
186.544425,158.10325,130.63115
186.56265,158.145775,130.64535
186.570025,158.17315,130.667025
186.5798,158.198125,130.6751
186.608,158.221625,130.681875
186.62355,158.24575,130.690975
186.6409,158.25605,130.724175
186.69395,158.263725,130.7562
186.768875,158.2711,130.76555
186.79535,158.286825,130.784425
186.8035,158.293875,130.807725
186.848875,158.30155,130.8128
186.8881,158.314125,130.8184
186.933225,158.32255,130.82405
186.9464,158.330725,130.82945
186.960175,158.34035,130.8571
186.982425,158.3526,130.875525
186.991325,158.364375,130.881975
187.01805,158.378125,130.901225
187.0282,158.4028,130.93415
187.064125,158.441025,130.956375
187.12715,158.47225,130.970375
187.139225,158.53,130.976875
187.18015,158.5797,130.982425
187.2052,158.61405,130.991
187.2164,158.64005,131.007625
187.228625,158.666425,131.0145
187.26595,158.699775,131.0251
187.27595,158.732825,131.04405
187.285575,158.7723,131.0653
187.320325,158.8557,131.088475
187.33695,158.88345,131.111
187.361125,158.913975,131.1168
187.42465,158.938725,131.159075
187.45505,158.949925,131.17335
187.482125,158.963,131.1805
187.49425,159.002925,131.214525
187.5287,159.015225,131.22115
187.538175,159.044375,131.228125
187.548475,159.07845,131.2395
187.558475,159.095925,131.2502
187.639125,159.11155,131.270225
187.657275,159.1549,131.279225
187.73225,159.17935,131.28705
187.74275,159.192725,131.306625
187.7572,159.202,131.3118
187.76705,159.215475,131.340825
187.7975,159.23925,131.3528
187.817075,159.25695,131.35855
187.872775,159.287075,131.378225
187.91795,159.321625,131.40965
187.9813,159.396375,131.41455
188.004875,159.439175,131.42125
188.02975,159.4869,131.46325
188.048525,159.513825,131.47435
188.0717,159.531325,131.53065
188.088075,159.5579,131.539025
188.1223,159.563275,131.57275
188.15525,159.5703,131.603075
188.166125,159.586775,131.6343
188.177325,159.603625,131.6801
188.206225,159.619575,131.6906
188.215125,159.63435,131.70565
188.27015,159.661625,131.711225
188.279175,159.6743,131.73795
188.312225,159.688875,131.758825
188.322025,159.7166,131.771975
188.332125,159.75395,131.777475
188.35235,159.757375,131.802125
188.363775,159.778075,131.809275
188.386325,159.837275,131.823375
188.406125,159.90155,131.839175
188.449475,159.935575,131.85315
188.5097,159.955425,131.861725
188.5186,159.971075,131.87655
188.544875,159.99015,131.8843
188.578475,160.022475,131.88635
188.664675,160.039675,131.892425
188.67445,160.0653,131.897125
188.7002,160.0764,131.90905
188.742975,160.0896,131.9196
188.751625,160.094425,131.92935
188.770375,160.101625,131.9525
188.787525,160.10525,131.9596
188.839875,160.10625,131.96825
188.856575,160.116275,131.975825
188.8724,160.12225,131.997125
188.90725,160.127375,132.00635
188.917325,160.132025,132.02565
188.92945,160.13995,132.044825
188.94505,160.1442,132.054575
188.952575,160.14925,132.06315
188.967375,160.156075,132.06995
189.003525,160.16405,132.085125
189.03245,160.172025,132.09165
189.052225,160.176125,132.104575
189.072125,160.18385,132.177225
189.0877,160.190875,132.1874
189.11365,160.196575,132.206125
189.145275,160.2059,132.21765
189.1613,160.21825,132.2397
189.175225,160.22735,132.24895
189.191925,160.240725,132.259125
189.225125,160.2496,132.2778
189.2341,160.255925,132.28495
189.254475,160.278925,132.30015
189.3093,160.2889,132.30655
189.3178,160.29765,132.313125
189.338125,160.3093,132.324075
189.374525,160.3224,132.33275
189.38765,160.33045,132.346825
189.398475,160.338625,132.37665
189.407325,160.351825,132.384175
189.41565,160.359425,132.39215
189.42845,160.3699,132.400025
189.4547,160.37765,132.417225
189.46225,160.3856,132.451075
189.50995,160.4221,132.45955
189.533225,160.43385,132.4685
189.553475,160.448075,132.477625
189.560525,160.46135,132.486825
189.577625,160.470275,132.500725
189.6137,160.493825,132.509225
189.623475,160.5188,132.518925
189.643725,160.54765,132.53365
189.6578,160.57255,132.54565
189.66425,160.613375,132.5601
189.67605,160.635125,132.572775
189.68225,160.665625,132.5807
189.688025,160.70235,132.607275
189.71195,160.7389,132.60975
189.746875,160.74435,132.623625
189.753475,160.762675,132.631725
189.765175,160.780775,132.64795
189.79155,160.788875,132.6587
189.8124,160.8025,132.6836
189.819175,160.8172,132.695175
189.82465,160.81965,132.786925
189.84355,160.829275,132.79885
189.867325,160.841925,132.81475
189.88175,160.85955,132.825075
189.8866,160.873475,132.835375
189.91135,160.895975,132.849725
189.93735,160.91385,132.8824
189.94345,160.929825,132.893775
189.95835,160.942,132.90555
189.9885,160.965575,132.914925
190.00385,160.987525,132.917225
190.012025,161.01235,132.9277
190.0276,161.039775,132.94995
190.05295,161.0819,132.968625
190.06015,161.106425,132.985975
190.082075,161.12315,133.0059
190.095625,161.1494,133.05465
190.1274,161.168575,133.062025
190.1402,161.18125,133.07355
190.16075,161.19535,133.087175
190.188025,161.204225,133.0962
190.202825,161.226625,133.10635
190.231775,161.23705,133.1163
190.24745,161.246125,133.129925
190.260675,161.253275,133.144025
190.298975,161.2598,133.152075
190.31535,161.26745,133.1602
190.37745,161.273975,133.1672
190.407125,161.280125,133.1748
190.421825,161.2868,133.1843
190.43475,161.292075,133.194425
190.46495,161.30365,133.2094
190.47125,161.30925,133.263425
190.501525,161.3165,133.310275
190.526775,161.32145,133.3494
190.550675,161.326675,133.35945
190.55835,161.3328,133.383925
190.56365,161.337775,133.39515
190.598775,161.34425,133.407175
190.60425,161.3498,133.42415
190.6122,161.36275,133.437025
190.614075,161.37005,133.4507
190.62395,161.37485,133.467325
190.650025,161.382525,133.4827
190.6574,161.387125,133.4987
190.6634,161.39365,133.516325
190.677925,161.40765,133.528875
190.68445,161.414675,133.533275
190.706125,161.423025,133.550925
190.7467,161.4509,133.561475
190.867575,161.470675,133.57145
190.88375,161.4931,133.57975
190.90025,161.503625,133.604475
190.93185,161.51495,133.617175
190.93915,161.533525,133.625325
190.998725,161.549125,133.643275
191.008725,161.561925,133.651075
191.017925,161.59005,133.6624
191.0265,161.607775,133.67165
191.035125,161.618475,133.67755
191.04415,161.62775,133.686
191.05415,161.640825,133.704775
191.0832,161.6459,133.711175
191.0929,161.6508,133.7193
191.113875,161.65395,133.725325
191.1666,161.66165,133.739025
191.19025,161.66765,133.7464
191.20855,161.675875,133.762975
191.2309,161.6808,133.7727
191.2692,161.690225,133.781825
191.30625,161.695075,133.789825
191.3423,161.704275,133.80065
191.3578,161.7152,133.80975
191.37185,161.720425,133.820075
191.3858,161.7265,133.831775
191.3995,161.729775,133.8488
191.415025,161.73595,133.87195
191.4417,161.74275,133.9111
191.452875,161.74795,133.930175
191.4638,161.763725,133.943
191.476325,161.78855,133.968325
191.48555,161.809075,133.998475
191.5042,161.814775,134.018125
191.512025,161.82225,134.039225
191.518975,161.8293,134.046125
191.52535,161.837325,134.0531
191.5335,161.843725,134.0561
191.54225,161.84855,134.0674
191.551825,161.85395,134.075125
191.559675,161.8603,134.0918
191.56885,161.866025,134.108175
191.577675,161.878375,134.117475
191.592275,161.8832,134.124975
191.601425,161.889775,134.133825
191.609775,161.8946,134.14195
191.618425,161.901325,134.14515
191.6388,161.90735,134.15765
191.665825,161.914225,134.1781
191.675725,161.929675,134.1875
191.691725,161.934025,134.19715
191.700825,161.942625,134.218525
191.729675,161.96755,134.232875
191.738875,161.976475,134.243925
191.746875,161.98175,134.26735
191.78195,161.98815,134.27195
191.800075,162.000775,134.284625
191.8119,162.005725,134.293675
191.83435,162.025575,134.328675
191.844325,162.0358,134.35425
191.865175,162.042125,134.38025
191.877225,162.0481,134.396675
191.89,162.06615,134.418325
191.901975,162.08335,134.450175
191.9128,162.089175,134.466275
191.93775,162.097875,134.485875
191.9533,162.1083,134.512125
192.046525,162.1163,134.52345
192.0577,162.13035,134.5353
192.0665,162.13665,134.54555
192.081275,162.146725,134.55775
192.094475,162.15435,134.5733
192.1117,162.16165,134.5898
192.1202,162.1662,134.59865
192.126625,162.1706,134.608925
192.129525,162.17195,134.616775
192.148125,162.1769,134.6233
192.171575,162.1819,134.630075
192.190475,162.1925,134.655875
192.21855,162.1979,134.6619
192.28315,162.2132,134.672
192.295325,162.21855,134.678875
192.3075,162.2242,134.688975
192.3324,162.233025,134.695625
192.344425,162.24265,134.70845
192.409925,162.252,134.71205
192.42045,162.2587,134.715575
192.434725,162.268125,134.721575
192.4466,162.282925,134.72835
192.470925,162.295125,134.756325
192.487575,162.324975,134.761725
192.501,162.3328,134.768575
192.5135,162.350175,134.774425
192.5279,162.361875,134.78335
192.54315,162.377975,134.7899
192.556725,162.386225,134.799525
192.574375,162.42235,134.806475
192.607475,162.4347,134.8201
192.629275,162.4514,134.835225
192.6375,162.46305,134.8423
192.645875,162.469375,134.854525
192.659,162.47625,134.85965
192.66945,162.4812,134.870575
192.676125,162.48865,134.883225
192.6877,162.514325,134.908775
192.694,162.524375,134.92235
192.70805,162.53035,134.93565
192.71455,162.535275,134.94185
192.73045,162.54225,134.966525
192.7587,162.549725,134.9811
192.766875,162.555075,134.9871
192.793625,162.56385,134.998025
192.813225,162.5704,135.008625
192.8211,162.57885,135.014675
192.840425,162.592175,135.030175
192.84915,162.59835,135.037
192.852125,162.612825,135.050725
192.857125,162.618075,135.0713
192.8658,162.627825,135.0782
192.873775,162.63945,135.0868
192.88035,162.6538,135.092775
192.889175,162.66285,135.098675
192.8971,162.671525,135.105625
192.9062,162.6969,135.11335
192.934675,162.7178,135.119675
192.994275,162.7255,135.1261
193.0053,162.738325,135.139275
193.081,162.760525,135.180625
193.09715,162.76975,135.1912
193.110675,162.790175,135.198575
193.123075,162.797725,135.211575
193.13325,162.80555,135.236125
193.145025,162.81395,135.25205
193.1659,162.8277,135.27515
193.17735,162.8335,135.293775
193.196675,162.842225,135.318075
193.21105,162.851425,135.320475
193.22245,162.859875,135.331475
193.245525,162.86655,135.3452
193.2567,162.874225,135.375275
193.266525,162.88025,135.3866
193.276675,162.90585,135.393325
193.3222,162.91155,135.402875
193.335525,162.91765,135.411175
193.3458,162.9252,135.421625
193.391825,162.9347,135.455
193.403175,162.94185,135.461475
193.4141,162.950225,135.469175
193.4241,162.968225,135.476075
193.437275,162.9723,135.48485
193.471825,162.977575,135.4964
193.509175,162.98505,135.508575
193.52335,162.992525,135.51965
193.544975,163.0009,135.536325
193.5584,163.01235,135.559425
193.57825,163.0215,135.58905
193.593725,163.0369,135.60095
193.60945,163.0487,135.62845
193.621,163.064,135.6455
193.6341,163.071725,135.656175
193.645225,163.08145,135.67695
193.6723,163.08855,135.68625
193.7221,163.10985,135.6985
193.7455,163.126,135.70855
193.77355,163.135425,135.7321
193.793825,163.142175,135.743875
193.809275,163.1564,135.751
193.825525,163.1669,135.7609
193.849325,163.177625,135.768925
193.870725,163.1917,135.783475
193.88945,163.197725,135.7863
193.922525,163.227025,135.803675
193.951975,163.23945,135.8121
193.990975,163.24835,135.8218
194.025475,163.26625,135.841175
194.048575,163.274225,135.85015
194.073075,163.282225,135.857425
194.09535,163.2875,135.8652
194.107,163.294375,135.88565
194.131725,163.3025,135.89555
194.142675,163.3254,135.9046
194.15295,163.334275,135.914775
194.1655,163.343375,135.9301
194.175825,163.35455,135.953675
194.191825,163.3634,135.96035
194.206225,163.37525,135.967175
194.218975,163.3822,135.977275
194.232525,163.3877,135.9838
194.2512,163.3973,136.000375
194.257325,163.4115,136.019225
194.2714,163.419825,136.037675
194.27335,163.4244,136.05265
194.3065,163.4322,136.084575
194.31645,163.43755,136.0959
194.328075,163.449275,136.108725
194.33725,163.45925,136.14715
194.356875,163.464725,136.166625
194.37705,163.480775,136.18505
194.40565,163.490025,136.21995
194.424925,163.498625,136.24535
194.445425,163.50605,136.2606
194.4558,163.515375,136.274625
194.46645,163.525375,136.28945
194.4764,163.53305,136.32175
194.4852,163.545475,136.33265
194.494775,163.554175,136.342675
194.5039,163.565025,136.3665
194.51385,163.577525,136.376775
194.523675,163.5975,136.386975
194.553525,163.6085,136.3988
194.563275,163.61895,136.41315
194.588725,163.633225,136.421475
194.599825,163.655075,136.44525
194.611925,163.6643,136.458375
194.6344,163.68745,136.4691
194.671025,163.698375,136.490375
194.68365,163.7103,136.507225
194.70705,163.7208,136.513075
194.716325,163.75175,136.526775
194.726275,163.766,136.53385
194.7359,163.783275,136.53965
194.74625,163.7985,136.54845
194.774475,163.824475,136.555575
194.7909,163.84155,136.56375
194.799925,163.855475,136.571525
194.807725,163.867275,136.591275
194.814375,163.8795,136.62465
194.84735,163.892325,136.63955
194.870975,163.904075,136.649475
194.891825,163.912425,136.656475
194.898075,163.922225,136.6651
194.913425,163.93425,136.67375
194.9213,163.947575,136.68015
194.937525,163.9578,136.6867
194.94445,163.97005,136.702
194.953775,163.981275,136.710325
194.97065,163.989275,136.725025
195.00285,164.000475,136.732225
195.011075,164.019575,136.7467
195.037175,164.025625,136.75595
195.05695,164.031,136.767975
195.065,164.044325,136.773975
195.0824,164.05525,136.78695
195.092325,164.066475,136.795575
195.1121,164.0718,136.8028
195.12025,164.078825,136.812325
195.12915,164.0886,136.8206
195.139475,164.0951,136.827625
195.147625,164.1015,136.835075
195.157425,164.107975,136.842625
195.1979,164.12505,136.87685
195.20715,164.13675,136.88435
195.21645,164.143975,136.8999
195.243725,164.152725,136.905625
195.254275,164.173025,136.9082
195.26335,164.1857,136.917425
195.28065,164.2066,136.923325
195.2898,164.21265,136.93055
195.30705,164.21995,136.9362
195.315825,164.226925,136.961975
195.344475,164.238125,136.973825
195.38595,164.24745,136.97885
195.425375,164.293875,137.000725
195.4462,164.301,137.0077
195.455025,164.312875,137.018325
195.465975,164.320425,137.03575
195.47745,164.336475,137.056375
195.487775,164.345675,137.06335
195.4986,164.3543,137.0713
195.51615,164.3932,137.08365
195.530525,164.407325,137.107775
195.56095,164.4202,137.1147
195.56925,164.4324,137.129525
195.5756,164.439625,137.139675
195.58265,164.44675,137.147025
195.599375,164.45485,137.15405
195.606825,164.46215,137.1631
195.615175,164.468325,137.1706
195.622075,164.4805,137.1777
195.65655,164.485775,137.184525
195.6906,164.497525,137.194375
195.709075,164.511,137.2042
195.718925,164.521575,137.211125
195.727975,164.5319,137.2416
195.7368,164.550125,137.25275
195.756525,164.557975,137.274925
195.76515,164.5718,137.29665
195.786675,164.580575,137.30705
195.808175,164.59085,137.31905
195.816675,164.60075,137.329325
195.824325,164.626925,137.34035
195.836225,164.639,137.3503
195.848075,164.64945,137.35955
195.901175,164.662275,137.362125
195.927125,164.673775,137.369475
195.949825,164.683875,137.37995
195.996625,164.69385,137.386825
196.023875,164.705125,137.393225
196.05535,164.7105,137.4004
196.06975,164.7196,137.408525
196.101675,164.730575,137.427975
196.117725,164.745525,137.434775
196.131725,164.752825,137.441525
196.133525,164.79075,137.456025
196.160675,164.824525,137.463575
196.171775,164.829675,137.46945
196.193075,164.83775,137.48215
196.2243,164.847025,137.4881
196.2377,164.85745,137.4967
196.2472,164.8635,137.5111
196.2582,164.8739,137.5195
196.267375,164.8822,137.5283
196.279625,164.90485,137.536575
196.289925,164.917975,137.5435
196.298975,164.9309,137.5791
196.3094,164.9599,137.585125
196.340575,164.97215,137.594825
196.353525,164.982425,137.60855
196.37545,164.989625,137.61685
196.436375,164.994075,137.6235
196.447525,164.999875,137.639475
196.459975,165.012175,137.646375
196.469975,165.0181,137.6571
196.478975,165.0332,137.65885
196.500425,165.040175,137.6667
196.52715,165.04775,137.68175
196.534675,165.055425,137.6883
196.553,165.083125,137.7034
196.561925,165.097125,137.71085
196.5703,165.113175,137.718975
196.5829,165.1203,137.75935
196.599,165.13735,137.776325
196.6051,165.15065,137.7842
196.611725,165.1575,137.79375
196.63055,165.16815,137.8085
196.6524,165.169975,137.816975
196.66025,165.187725,137.832625
196.67505,165.1984,137.84045
196.721975,165.209175,137.859175
196.752675,165.237675,137.868725
196.75985,165.249175,137.89225
196.770325,165.28085,137.91915
196.779125,165.3376,137.943325
196.807075,165.3535,137.965125
196.826075,165.373625,138.000675
196.833725,165.3852,138.011175
196.843425,165.407175,138.020675
196.851575,165.428825,138.045975
196.860775,165.437375,138.069025
196.87885,165.445875,138.077425
196.895175,165.452325,138.0903
196.905125,165.459025,138.0956
196.9118,165.464375,138.1015
196.92045,165.470075,138.10765
196.92905,165.484925,138.11535
196.9658,165.4896,138.120975
196.97375,165.50545,138.13525
196.983225,165.5199,138.14415
197.0033,165.5259,138.15075
197.0118,165.545525,138.15845
197.02085,165.557725,138.167125
197.030875,165.562575,138.1737
197.04965,165.5674,138.178225
197.0689,165.57595,138.188375
197.079225,165.584925,138.195675
197.08935,165.600025,138.20235
197.098375,165.615025,138.210325
197.1151,165.621025,138.216575
197.12315,165.62635,138.225075
197.13225,165.631725,138.255
197.142025,165.641075,138.265325
197.1503,165.6496,138.2777
197.16895,165.67155,138.288375
197.1765,165.681725,138.302425
197.196275,165.688175,138.33505
197.205875,165.689675,138.348225
197.22395,165.695925,138.359925
