SPK_SPKC01a (NA),SPK_SPKC04a (inhibited),SPK_SPKC08b (excitation + inhibition),SPK_SPKC11a (inhibited),SPK_SPKC11b (inhibited),SPK_SPKC13a (NA)
257.03085,,178.122125,,,
257.046225,,178.17555,,,
257.066475,,178.233275,,,
257.0937,,178.266425,,,
257.1203,,178.29525,,,
257.13245,,178.30965,,,
257.17675,,178.34675,,,
257.43775,,178.387125,,,
257.466225,,178.406825,,,
257.626575,,178.494075,,,
257.7331,,178.507725,,,
258.00135,,178.552525,,,
258.02385,,178.58175,,,
258.04235,,178.589575,,,
258.099825,,178.59665,,,
258.11115,,178.63065,,,
258.12265,,178.667325,,,
258.132075,,178.7208,,,
258.195975,,178.7533,,,
258.660375,,178.777025,,,
258.73435,,178.7945,,,
258.74225,,178.83695,,,
258.80165,,178.8433,,,
258.894875,,178.845475,,,
259.288725,,178.8498,,,
259.3121,,178.87695,,,
259.329775,,178.9419,,,
259.3522,,178.950575,,,
259.36065,,178.973125,,,
259.38225,,179.0826,,,
259.3934,,179.08535,,,
259.4094,,179.1031,,,
259.4334,,179.11995,,,
259.9082,,179.17915,,,
259.934575,,179.2126,,,
259.97105,,179.259375,,,
260.3127,,179.26605,,,
260.410625,,179.30345,,,
260.842625,,179.313675,,,
260.8701,,179.4006,,,
260.893625,,179.5076,,,
261.183,,179.524675,,,
261.199025,,179.52665,,,
261.220925,,179.535525,,,
261.22915,,179.583,,,
261.236775,,179.601475,,,
261.242375,,179.616775,,,
261.24715,,179.63,,,
261.260925,,179.657975,,,
261.301525,,179.6793,,,
261.314975,,179.69735,,,
261.3218,,179.717925,,,
261.526925,,179.728825,,,
261.5573,,179.891975,,,
261.57425,,179.901025,,,
261.610375,,179.919675,,,
261.72,,179.958875,,,
261.941625,,180.034125,,,
261.956575,,180.0616,,,
261.969725,,180.065675,,,
261.981675,,180.1029,,,
262.00755,,180.119125,,,
262.160925,,180.13605,,,
262.314325,,180.151375,,,
262.376175,,180.1656,,,
262.69035,,180.1839,,,
262.7073,,180.227675,,,
262.738975,,180.328175,,,
262.763325,,180.35645,,,
262.776275,,180.50315,,,
262.82,,180.5175,,,
262.84495,,180.5359,,,
263.07355,,180.5564,,,
263.08505,,180.59215,,,
263.09315,,180.611625,,,
263.1012,,180.623075,,,
263.119775,,180.635075,,,
263.159675,,180.654225,,,
263.39645,,180.675225,,,
263.41125,,180.688275,,,
263.4622,,180.710725,,,
263.855925,,180.76255,,,
263.879575,,180.804475,,,
263.919025,,180.842425,,,
263.928625,,180.9039,,,
263.94235,,180.919375,,,
263.964525,,180.922625,,,
264.067725,,180.94185,,,
264.07725,,181.07145,,,
264.28895,,181.08515,,,
264.299575,,181.10025,,,
264.3598,,181.17515,,,
264.375075,,181.1958,,,
264.378875,,181.265375,,,
264.398225,,181.3465,,,
264.45495,,181.3663,,,
264.67505,,181.4281,,,
264.7358,,181.45785,,,
264.784775,,181.495925,,,
264.9358,,181.530825,,,
264.983325,,181.55325,,,
265.024525,,181.55635,,,
265.0381,,181.560375,,,
265.24505,,181.58495,,,
265.288525,,181.609675,,,
265.4384,,181.665575,,,
265.5531,,181.671375,,,
265.5782,,181.68715,,,
265.70385,,181.71755,,,
265.7343,,181.726025,,,
266.160075,,181.79385,,,
266.607175,,181.853125,,,
267.2969,,181.869775,,,
267.30335,,181.880825,,,
267.736675,,181.915275,,,
267.8421,,181.93025,,,
267.843575,,182.034375,,,
268.1227,,182.11195,,,
268.628375,,182.15995,,,
269.210425,,182.186125,,,
269.713175,,182.202625,,,
269.88975,,182.24985,,,
269.918375,,182.27385,,,
270.32515,,182.301025,,,
270.334075,,182.356575,,,
270.55975,,182.3742,,,
270.585075,,182.390025,,,
270.604925,,182.42505,,,
270.608875,,182.44365,,,
270.626125,,182.468225,,,
270.64535,,182.4805,,,
270.64945,,182.490075,,,
270.81705,,182.5197,,,
270.914325,,182.581725,,,
270.943175,,182.617175,,,
270.9466,,182.633175,,,
270.954225,,182.82635,,,
270.976675,,182.8775,,,
270.982725,,182.884725,,,
271.0424,,182.8992,,,
271.209075,,182.95575,,,
271.233725,,182.966475,,,
271.272725,,182.98815,,,
271.311525,,183.03495,,,
271.317225,,183.0637,,,
271.340725,,183.114875,,,
271.46405,,183.1491,,,
271.551925,,183.180125,,,
271.6178,,183.22125,,,
271.625925,,183.2309,,,
271.638325,,183.29005,,,
272.001075,,183.403475,,,
272.053875,,183.46325,,,
272.076775,,183.488625,,,
272.085325,,183.5444,,,
272.120375,,183.59135,,,
272.317425,,183.609525,,,
272.375425,,183.6299,,,
272.420725,,183.681275,,,
272.4389,,183.690425,,,
272.448475,,183.7022,,,
272.4613,,183.7605,,,
272.785175,,183.781475,,,
272.799,,183.866025,,,
272.88495,,183.884,,,
273.0703,,183.9584,,,
273.167125,,184.0287,,,
273.184425,,184.047425,,,
273.199825,,184.08235,,,
273.2318,,184.13085,,,
273.24265,,184.174925,,,
273.266625,,184.261675,,,
273.28205,,184.3132,,,
273.309375,,184.314625,,,
273.333125,,184.356225,,,
273.60945,,184.377825,,,
273.91725,,184.382425,,,
273.986925,,184.43935,,,
274.01415,,184.5272,,,
274.041975,,184.562925,,,
274.29595,,184.580025,,,
274.318775,,184.673975,,,
274.500025,,184.7189,,,
274.52255,,184.7695,,,
274.562825,,184.78405,,,
274.600925,,184.8204,,,
274.6235,,184.83155,,,
274.63075,,184.910375,,,
274.91925,,184.9262,,,
274.98725,,184.9421,,,
274.999725,,184.961375,,,
275.05175,,184.98695,,,
275.1728,,185.01135,,,
275.509725,,185.050975,,,
275.5238,,185.0595,,,
275.701125,,185.079025,,,
275.872625,,185.104075,,,
275.883625,,185.131325,,,
275.98315,,185.141675,,,
276.00875,,185.1465,,,
276.302875,,185.157475,,,
276.359425,,185.174575,,,
276.751625,,185.182525,,,
276.9079,,185.352225,,,
276.97665,,185.369575,,,
277.035225,,185.390275,,,
277.119575,,185.428625,,,
277.1799,,185.5496,,,
277.215275,,185.567425,,,
277.22225,,185.685125,,,
277.235825,,185.7241,,,
277.2393,,185.7574,,,
277.262225,,185.839325,,,
277.266325,,185.873525,,,
277.2772,,185.9156,,,
277.329625,,185.966775,,,
277.3422,,186.0142,,,
277.344925,,186.049175,,,
277.34995,,186.10595,,,
277.365025,,186.13175,,,
277.402925,,186.192925,,,
277.418275,,186.22,,,
277.627075,,186.229475,,,
277.66745,,186.255375,,,
277.7093,,186.273525,,,
277.7303,,186.287775,,,
277.7662,,186.293475,,,
277.859425,,186.346425,,,
277.881575,,186.35445,,,
277.893275,,186.431,,,
277.99035,,186.488325,,,
278.00435,,186.532625,,,
278.0187,,186.549625,,,
278.35495,,186.566475,,,
278.396675,,186.57485,,,
278.420575,,186.61125,,,
278.628625,,186.6346,,,
278.86835,,186.646975,,,
278.941575,,186.798675,,,
278.94805,,186.9867,,,
278.962625,,186.9931,,,
279.268675,,187.043825,,,
279.3219,,187.065025,,,
279.354925,,187.10825,,,
279.79955,,187.161575,,,
279.875675,,187.270725,,,
279.887375,,187.3183,,,
279.91855,,187.32785,,,
280.439275,,187.3448,,,
280.7631,,187.374625,,,
280.800625,,187.376625,,,
280.818525,,187.389875,,,
281.127075,,187.402075,,,
281.29165,,187.5009,,,
281.32765,,187.612325,,,
281.39665,,187.69885,,,
281.65955,,187.71695,,,
281.665675,,187.7702,,,
281.686625,,187.9828,,,
281.972275,,188.11065,,,
282.000475,,188.138475,,,
282.03995,,188.23215,,,
282.0449,,188.248575,,,
282.095625,,188.3383,,,
282.217775,,188.423875,,,
282.562,,188.58545,,,
282.5886,,188.605075,,,
282.6108,,188.63415,,,
282.637775,,188.66125,,,
282.64475,,188.716725,,,
282.6725,,188.7388,,,
282.705,,188.763625,,,
282.75015,,188.790375,,,
282.8003,,188.870125,,,
282.80975,,188.8962,,,
283.221475,,188.916925,,,
283.5418,,188.9944,,,
283.661875,,188.9963,,,
283.672075,,189.119325,,,
283.754225,,189.15225,,,
284.01435,,189.188725,,,
284.286825,,189.2054,,,
284.3363,,189.221325,,,
284.859325,,189.320725,,,
284.878,,189.367,,,
284.909275,,189.383575,,,
284.9484,,189.425275,,,
284.957375,,189.4288,,,
284.996725,,189.435225,,,
285.294875,,189.459925,,,
285.354425,,189.5488,,,
285.367225,,189.58645,,,
285.3755,,189.65415,,,
285.56265,,189.69,,,
285.56735,,189.774925,,,
285.573825,,189.7975,,,
285.598975,,189.90455,,,
285.697775,,189.9604,,,
285.700075,,189.9798,,,
285.917025,,190.01005,,,
285.945975,,190.02785,,,
286.079075,,190.0903,,,
286.117575,,190.11295,,,
286.175475,,190.14405,,,
286.209525,,190.250225,,,
286.369575,,190.259325,,,
286.408825,,190.275075,,,
286.464375,,190.2956,,,
286.780975,,190.32045,,,
286.8721,,190.351525,,,
287.26165,,190.35995,,,
287.622025,,190.38485,,,
287.645125,,190.424475,,,
287.70435,,190.43535,,,
287.910075,,190.45505,,,
287.9294,,190.479375,,,
288.008175,,190.513325,,,
288.04615,,190.51585,,,
288.0604,,190.5405,,,
288.249375,,190.563325,,,
288.276225,,190.58885,,,
288.3482,,190.594875,,,
288.376175,,190.6076,,,
288.407425,,190.6147,,,
288.52215,,190.632025,,,
288.544675,,190.640175,,,
288.591675,,190.669575,,,
288.8037,,190.78735,,,
288.877325,,190.8471,,,
288.896275,,190.859525,,,
288.945,,190.89665,,,
288.998625,,190.9041,,,
289.051575,,190.98225,,,
289.05615,,191.007075,,,
289.109425,,191.068175,,,
289.242525,,191.0991,,,
289.3597,,191.125175,,,
289.4028,,191.1399,,,
289.42355,,191.154825,,,
289.435675,,191.156875,,,
289.454575,,191.16695,,,
289.4592,,191.181025,,,
289.472925,,191.379225,,,
289.48975,,191.384325,,,
289.497075,,191.41625,,,
289.5408,,191.442,,,
289.5934,,191.463225,,,
289.973975,,191.520075,,,
289.991425,,191.66215,,,
290.00435,,191.739275,,,
290.02165,,191.90935,,,
290.09575,,191.930675,,,
290.1442,,191.992775,,,
290.408725,,192.0045,,,
290.440975,,192.057325,,,
290.51265,,192.134925,,,
290.5719,,192.157225,,,
290.635975,,192.1831,,,
290.6522,,192.1875,,,
290.945825,,192.231175,,,
290.975975,,192.274675,,,
290.9917,,192.2945,,,
291.000625,,192.3201,,,
291.26865,,192.356475,,,
291.471925,,192.370075,,,
291.61055,,192.465825,,,
291.6221,,192.46785,,,
291.656375,,192.4947,,,
291.85235,,192.5071,,,
291.90595,,192.542575,,,
291.94585,,192.667275,,,
292.070775,,192.746025,,,
292.2129,,192.777775,,,
292.2335,,192.80345,,,
292.842775,,192.81975,,,
292.86285,,192.8472,,,
293.601,,193.0109,,,
293.674825,,193.0385,,,
293.9345,,193.097075,,,
293.96595,,193.1344,,,
294.02505,,193.18655,,,
294.314375,,193.204125,,,
294.344325,,193.247275,,,
294.3515,,193.283675,,,
294.3801,,193.305425,,,
294.399975,,193.348875,,,
294.59125,,193.44105,,,
294.635025,,193.48175,,,
294.639475,,193.5858,,,
294.64395,,193.6383,,,
294.65085,,193.694825,,,
294.778675,,193.7151,,,
294.863875,,193.717625,,,
294.878025,,193.7733,,,
294.93385,,193.797575,,,
295.09685,,193.875175,,,
295.117725,,193.8916,,,
295.1533,,193.9098,,,
295.235425,,194.0192,,,
296.286225,,194.05845,,,
296.59375,,194.091775,,,
296.6041,,194.15265,,,
296.6151,,194.191975,,,
296.623475,,194.257025,,,
296.8086,,194.264525,,,
296.839275,,194.324925,,,
296.86575,,194.37805,,,
296.8804,,194.4103,,,
297.2103,,194.42245,,,
297.22865,,194.4332,,,
297.273125,,194.437625,,,
297.444125,,194.5729,,,
297.460925,,194.608125,,,
297.484475,,194.656225,,,
297.566175,,194.68105,,,
297.6871,,194.7225,,,
297.7184,,194.74065,,,
297.73925,,194.774925,,,
297.7695,,194.804325,,,
297.82085,,194.8725,,,
297.828025,,194.9681,,,
297.83305,,194.99525,,,
297.840775,,195.05255,,,
297.8892,,195.1404,,,
297.89505,,195.142,,,
298.1009,,195.1979,,,
298.12625,,195.3148,,,
298.1945,,195.33775,,,
298.21295,,195.359925,,,
298.278625,,195.4114,,,
298.296825,,195.425225,,,
298.319575,,195.427925,,,
298.326975,,195.447175,,,
298.362175,,195.4804,,,
298.370775,,195.51585,,,
298.3758,,195.529475,,,
298.66585,,195.5948,,,
298.683525,,195.60815,,,
298.713475,,195.613675,,,
298.7222,,195.619025,,,
298.735525,,195.7555,,,
298.7467,,195.765575,,,
299.1327,,195.836175,,,
299.154075,,195.902,,,
299.222125,,195.92125,,,
299.232725,,195.934,,,
299.26565,,195.9465,,,
299.358,,195.97905,,,
299.64155,,196.00525,,,
299.921,,196.017325,,,
299.97565,,196.04065,,,
300.009125,,196.051225,,,
300.018425,,196.118225,,,
300.398825,,196.13485,,,
300.4567,,196.14925,,,
300.468875,,196.171175,,,
301.1176,,196.17875,,,
301.135575,,196.1871,,,
301.1485,,196.37395,,,
,,196.477025,,,
,,196.51635,,,
,,196.6411,,,
,,196.71515,,,
,,196.766525,,,
,,196.77665,,,
,,196.80565,,,
,,196.9025,,,
,,196.947325,,,
,,196.96535,,,
,,197.0121,,,
,,197.0273,,,
,,197.0745,,,
,,197.2318,,,
,,197.30215,,,
,,197.3346,,,
,,197.438225,,,
,,197.459875,,,
,,197.50565,,,
,,197.55265,,,
,,197.574625,,,
,,197.62045,,,
,,197.6339,,,
,,197.674325,,,
,,197.6986,,,
,,197.760525,,,
,,197.808025,,,
,,197.84305,,,
,,197.87085,,,
,,197.8971,,,
,,197.90885,,,
,,197.923625,,,
,,197.9449,,,
,,197.96245,,,
,,197.9647,,,
,,198.049775,,,
,,198.095775,,,
,,198.103575,,,
,,198.11815,,,
,,198.19115,,,
,,198.318175,,,
,,198.3238,,,
,,198.3432,,,
,,198.3511,,,
,,198.386575,,,
,,198.388875,,,
,,198.4169,,,
,,198.46365,,,
,,198.489075,,,
,,198.5172,,,
,,198.536875,,,
,,198.69615,,,
,,198.727625,,,
,,198.74275,,,
,,198.7695,,,
,,198.797525,,,
,,198.823925,,,
,,198.852325,,,
,,198.912925,,,
,,198.921825,,,
,,198.93485,,,
,,199.121575,,,
,,199.1822,,,
,,199.227225,,,
,,199.245925,,,
,,199.402775,,,
,,199.418575,,,
,,199.47405,,,
,,199.521625,,,
,,199.6027,,,
,,199.617225,,,
,,199.64515,,,
,,199.6624,,,
,,199.696375,,,
,,199.742225,,,
,,199.763525,,,
,,199.8618,,,
,,199.880225,,,
,,199.95015,,,
,,199.98785,,,
,,200.011725,,,
,,200.05005,,,
,,200.0928,,,
,,200.1696,,,
,,200.2509,,,
,,200.288275,,,
,,200.29735,,,
,,200.33085,,,
,,200.360875,,,
,,200.369975,,,
,,200.3986,,,
,,200.4091,,,
,,200.4524,,,
,,200.520925,,,
,,200.56195,,,
,,200.5669,,,
,,200.658575,,,
,,200.675225,,,
,,200.712975,,,
,,200.8377,,,
,,201.005225,,,
,,201.042275,,,
,,201.0905,,,
,,201.12195,,,
,,201.1515,,,
,,201.1752,,,
,,201.193425,,,
,,201.257425,,,
,,201.301475,,,
,,201.305,,,
,,201.330325,,,
,,201.354475,,,
,,201.400075,,,
,,201.417925,,,
,,201.450025,,,
,,201.463675,,,
,,201.476125,,,
,,201.487,,,
,,201.51375,,,
,,201.5266,,,
,,201.56745,,,
,,201.626925,,,
,,201.689725,,,
,,201.7643,,,
,,201.849575,,,
,,201.9076,,,
,,201.977225,,,
,,202.110025,,,
,,202.149325,,,
,,202.173675,,,
,,202.1768,,,
,,202.2054,,,
,,202.2737,,,
,,202.29805,,,
,,202.313425,,,
,,202.344925,,,
,,202.41315,,,
,,202.489,,,
,,202.53905,,,
,,202.550475,,,
,,202.56915,,,
,,202.594325,,,
,,202.660675,,,
,,202.69175,,,
,,202.7018,,,
,,202.775125,,,
,,202.935475,,,
,,202.99245,,,
,,203.1374,,,
,,203.185675,,,
,,203.212125,,,
,,203.22605,,,
,,203.25535,,,
,,203.2782,,,
,,203.312325,,,
,,203.318175,,,
,,203.36945,,,
,,203.391025,,,
,,203.4082,,,
,,203.434425,,,
,,203.44045,,,
,,203.4876,,,
,,203.5286,,,
,,203.542175,,,
,,203.55895,,,
,,203.599175,,,
,,203.632775,,,
,,203.6391,,,
,,203.64835,,,
,,203.67365,,,
,,203.7318,,,
,,203.76385,,,
,,203.843975,,,
,,203.9021,,,
,,203.92705,,,
,,204.088225,,,
,,204.092975,,,
,,204.118225,,,
,,204.130325,,,
,,204.185175,,,
,,204.202275,,,
,,204.333875,,,
,,204.357425,,,
,,204.398425,,,
,,204.4369,,,
,,204.587175,,,
,,204.60535,,,
,,204.715325,,,
,,204.7586,,,
,,204.7914,,,
,,204.87085,,,
,,204.986675,,,
,,205.086325,,,
,,205.143775,,,
,,205.323325,,,
,,205.327475,,,
,,205.377875,,,
,,205.471075,,,
,,205.49555,,,
,,205.580675,,,
,,205.6489,,,
,,205.6891,,,
,,205.7164,,,
,,205.723875,,,
,,205.769,,,
,,205.786125,,,
,,205.801775,,,
,,205.824425,,,
,,205.867525,,,
,,205.9267,,,
,,205.9454,,,
,,205.977775,,,
,,205.99375,,,
,,206.008775,,,
,,206.0228,,,
,,206.048675,,,
,,206.133675,,,
,,206.155425,,,
,,206.239475,,,
,,206.333825,,,
,,206.340625,,,
,,206.40275,,,
,,206.411675,,,
,,206.5045,,,
,,206.534825,,,
,,206.76545,,,
,,206.821275,,,
,,206.849625,,,
,,206.8698,,,
,,206.9049,,,
,,206.924775,,,
,,206.962375,,,
,,207.066425,,,
,,207.182675,,,
,,207.199675,,,
,,207.29855,,,
,,207.332325,,,
,,207.346575,,,
,,207.362025,,,
,,207.3811,,,
,,207.421975,,,
,,207.443275,,,
,,207.46445,,,
,,207.50065,,,
,,207.5315,,,
,,207.54995,,,
,,207.5878,,,
,,207.699525,,,
,,207.705375,,,
,,207.7438,,,
,,207.825675,,,
,,207.849775,,,
,,207.86455,,,
,,207.8702,,,
,,207.879025,,,
,,207.91805,,,
,,207.93395,,,
,,207.9571,,,
,,208.0073,,,
,,208.02515,,,
,,208.0331,,,
,,208.049175,,,
,,208.075275,,,
,,208.099,,,
,,208.17545,,,
,,208.223075,,,
,,208.2814,,,
,,208.298025,,,
,,208.34965,,,
,,208.370625,,,
,,208.392225,,,
,,208.4195,,,
,,208.4817,,,
,,208.5663,,,
,,208.5905,,,
,,208.65935,,,
,,208.733825,,,
,,208.7649,,,
,,208.795825,,,
,,208.8677,,,
,,208.915125,,,
,,208.93315,,,
,,208.972425,,,
,,208.986575,,,
,,209.0478,,,
,,209.14195,,,
,,209.1839,,,
,,209.193,,,
,,209.243,,,
,,209.2958,,,
,,209.29745,,,
,,209.364575,,,
,,209.47075,,,
,,209.52445,,,
,,209.53315,,,
,,209.568775,,,
,,209.593375,,,
,,209.61105,,,
,,209.62885,,,
,,209.666475,,,
,,209.714025,,,
,,209.72895,,,
,,209.742925,,,
,,209.7609,,,
,,209.839325,,,
,,209.969625,,,
,,210.053025,,,
,,210.105075,,,
,,210.13645,,,
,,210.312775,,,
,,210.3467,,,
,,210.38235,,,
,,210.40355,,,
,,210.43625,,,
,,210.43815,,,
,,210.476325,,,
,,210.5148,,,
,,210.53305,,,
,,210.648925,,,
,,210.669775,,,
,,210.719625,,,
,,210.733575,,,
,,210.7349,,,
,,210.753125,,,
,,210.7665,,,
,,210.84015,,,
,,210.8434,,,
,,210.87305,,,
,,210.9001,,,
,,210.90195,,,
,,210.9272,,,
,,210.9399,,,
,,210.95755,,,
,,210.974525,,,
,,210.984425,,,
,,211.042175,,,
,,211.065825,,,
,,211.1537,,,
,,211.186175,,,
,,211.19995,,,
,,211.2096,,,
,,211.23725,,,
,,211.259175,,,
,,211.274325,,,
,,211.2795,,,
,,211.289125,,,
,,211.31555,,,
,,211.339925,,,
,,211.388825,,,
,,211.416525,,,
,,211.432325,,,
,,211.458925,,,
,,211.463775,,,
,,211.474475,,,
,,211.49715,,,
,,211.5053,,,
,,211.56385,,,
,,211.57915,,,
,,211.642875,,,
,,211.6622,,,
,,211.677525,,,
,,211.710575,,,
,,211.734675,,,
,,211.78385,,,
,,211.803225,,,
,,211.905275,,,
,,211.9585,,,
,,211.964375,,,
,,212.077625,,,
,,212.101125,,,
,,212.12515,,,
,,212.142275,,,
,,212.2004,,,
,,212.26275,,,
,,212.2758,,,
,,212.28635,,,
,,212.31735,,,
,,212.340175,,,
,,212.3599,,,
,,212.431575,,,
,,212.462775,,,
,,212.495475,,,
,,212.5189,,,
,,212.550125,,,
,,212.70425,,,
,,212.723175,,,
,,212.741425,,,
,,212.762825,,,
,,212.7837,,,
,,212.82,,,
,,212.828825,,,
,,212.8451,,,
,,212.859475,,,
,,212.8857,,,
,,212.915475,,,
,,212.9945,,,
,,213.00555,,,
,,213.01515,,,
,,213.065625,,,
,,213.121525,,,
,,213.12475,,,
,,213.131825,,,
,,213.172775,,,
,,213.198875,,,
,,213.2365,,,
,,213.252075,,,
,,213.27185,,,
,,213.3234,,,
,,213.3592,,,
,,213.372425,,,
,,213.417275,,,
,,213.44875,,,
,,213.515975,,,
,,213.573425,,,
,,213.6249,,,
,,213.70545,,,
,,213.7473,,,
,,213.764625,,,
,,213.824275,,,
,,213.861925,,,
,,213.8793,,,
,,213.9285,,,
,,213.9581,,,
,,213.9873,,,
,,214.032875,,,
,,214.0494,,,
,,214.076875,,,
,,214.086175,,,
,,214.0994,,,
,,214.23885,,,
,,214.28385,,,
,,214.3014,,,
,,214.311625,,,
,,214.366625,,,
,,214.384275,,,
,,214.45765,,,
,,214.490975,,,
,,214.560825,,,
,,214.5754,,,
,,214.58965,,,
,,214.608125,,,
,,214.68655,,,
,,214.719025,,,
,,214.732875,,,
,,214.744625,,,
,,214.836375,,,
,,214.928525,,,
,,214.9537,,,
,,214.9812,,,
,,215.0166,,,
,,215.074525,,,
,,215.1082,,,
,,215.1209,,,
,,215.13235,,,
,,215.159275,,,
,,215.17805,,,
,,215.18675,,,
,,215.2534,,,
,,215.284225,,,
,,215.303475,,,
,,215.326525,,,
,,215.353675,,,
,,215.4016,,,
,,215.4295,,,
,,215.444175,,,
,,215.5628,,,
,,215.585925,,,
,,215.595325,,,
,,215.671375,,,
,,215.6919,,,
,,215.707075,,,
,,215.7225,,,
,,215.751425,,,
,,215.784125,,,
,,215.80315,,,
,,215.848525,,,
,,215.8639,,,
,,215.88645,,,
,,215.9225,,,
,,216.030975,,,
,,216.0616,,,
,,216.105925,,,
,,216.116075,,,
,,216.1216,,,
,,216.126225,,,
,,216.15825,,,
,,216.207075,,,
,,216.210125,,,
,,216.2291,,,
,,216.2607,,,
,,216.276525,,,
,,216.292075,,,
,,216.302175,,,
,,216.397575,,,
,,216.415075,,,
,,216.433875,,,
,,216.533475,,,
,,216.548675,,,
,,216.56055,,,
,,216.598425,,,
,,216.623775,,,
,,216.6561,,,
,,216.719025,,,
,,216.769375,,,
,,216.79645,,,
,,216.813525,,,
,,216.81915,,,
,,216.85815,,,
,,216.862625,,,
,,216.9104,,,
,,216.97265,,,
,,217.012225,,,
,,217.04105,,,
,,217.073625,,,
,,217.10155,,,
,,217.1205,,,
,,217.1721,,,
,,217.219375,,,
,,217.241125,,,
,,217.263425,,,
,,217.286775,,,
,,217.306325,,,
,,217.413675,,,
,,217.55245,,,
,,217.581375,,,
,,217.620725,,,
,,217.72235,,,
,,217.790875,,,
,,217.839375,,,
,,217.8758,,,
,,217.954225,,,
,,217.979275,,,
,,218.018375,,,
,,218.03365,,,
,,218.06275,,,
,,218.07445,,,
,,218.083175,,,
,,218.131425,,,
,,218.190375,,,
,,218.203375,,,
,,218.24875,,,
,,218.26595,,,
,,218.289225,,,
,,218.549025,,,
,,218.5679,,,
,,218.65785,,,
,,218.724725,,,
,,218.742075,,,
,,218.788675,,,
,,218.845475,,,
,,218.886,,,
,,218.9611,,,
,,218.965525,,,
,,219.027425,,,
,,219.05045,,,
,,219.07275,,,
,,219.0841,,,
,,219.116325,,,
,,219.1454,,,
,,219.1679,,,
,,219.187275,,,
,,219.210175,,,
,,219.25895,,,
,,219.2945,,,
,,219.3674,,,
,,219.47115,,,
,,219.488525,,,
,,219.508475,,,
,,219.526825,,,
,,219.57915,,,
,,219.6022,,,
,,219.61515,,,
,,219.657625,,,
,,219.674125,,,
,,219.72245,,,
,,219.75,,,
,,219.8102,,,
,,219.8638,,,
,,219.869275,,,
,,219.88375,,,
,,219.8976,,,
,,219.9252,,,
,,220.066675,,,
,,220.079675,,,
,,220.117775,,,
,,220.141275,,,
,,220.1749,,,
,,220.2028,,,
,,220.2624,,,
,,220.293525,,,
,,220.32545,,,
,,220.34805,,,
,,220.382475,,,
,,220.43695,,,
,,220.4547,,,
,,220.469925,,,
,,220.498075,,,
,,220.53465,,,
,,220.547125,,,
,,220.641675,,,
,,220.69585,,,
,,220.729575,,,
,,220.793625,,,
,,220.82205,,,
,,220.84515,,,
,,220.935725,,,
,,221.007575,,,
,,221.0151,,,
,,221.045275,,,
,,221.0589,,,
,,221.069375,,,
,,221.08515,,,
,,221.09135,,,
,,221.12145,,,
,,221.27645,,,
,,221.3076,,,
,,221.324825,,,
,,221.328025,,,
,,221.339525,,,
,,221.346175,,,
,,221.388125,,,
,,221.471925,,,
,,221.478425,,,
,,221.48935,,,
,,221.5352,,,
,,221.599475,,,
,,221.625725,,,
,,221.638375,,,
,,221.717675,,,
,,221.802125,,,
,,221.817125,,,
,,221.846525,,,
,,221.938625,,,
,,221.952725,,,
,,222.01595,,,
,,222.035325,,,
,,222.047725,,,
,,222.06335,,,
,,222.08585,,,
,,222.32025,,,
,,222.324725,,,
,,222.344775,,,
,,222.36955,,,
,,222.391975,,,
,,222.425275,,,
,,222.461375,,,
,,222.4883,,,
,,222.514325,,,
,,222.53975,,,
,,222.564525,,,
,,222.58115,,,
,,222.5964,,,
,,222.60175,,,
,,222.60505,,,
,,222.6101,,,
,,222.744175,,,
,,222.783925,,,
,,222.817525,,,
,,222.83615,,,
,,222.8531,,,
,,222.86965,,,
,,222.9409,,,
,,222.991275,,,
,,223.0672,,,
,,223.08565,,,
,,223.13075,,,
,,223.18485,,,
,,223.28595,,,
,,223.34925,,,
,,223.3751,,,
,,223.398575,,,
,,223.41835,,,
,,223.427675,,,
,,223.449825,,,
,,223.464125,,,
,,223.485575,,,
,,223.528425,,,
,,223.558,,,
,,223.592425,,,
,,223.611225,,,
,,223.6172,,,
,,223.640175,,,
,,223.706775,,,
,,223.76825,,,
,,223.808875,,,
,,223.857625,,,
,,223.97715,,,
,,224.053,,,
,,224.075775,,,
,,224.091425,,,
,,224.2031,,,
,,224.22245,,,
,,224.2392,,,
,,224.2865,,,
,,224.310125,,,
,,224.377825,,,
,,224.414975,,,
,,224.451525,,,
,,224.516175,,,
,,224.53905,,,
,,224.57525,,,
,,224.648875,,,
,,224.677825,,,
,,224.699725,,,
,,224.721175,,,
,,224.74895,,,
,,224.7866,,,
,,224.82105,,,
,,224.887575,,,
,,224.913125,,,
,,225.026725,,,
,,225.04275,,,
,,225.06115,,,
,,225.11505,,,
,,225.145075,,,
,,225.2503,,,
,,225.350225,,,
,,225.395375,,,
,,225.40865,,,
,,225.41935,,,
,,225.431275,,,
,,225.45365,,,
,,225.49235,,,
,,225.5578,,,
,,225.63905,,,
,,225.67555,,,
,,225.70205,,,
,,225.7532,,,
,,225.7611,,,
,,225.816125,,,
,,225.832675,,,
,,225.861675,,,
,,225.926825,,,
,,225.950275,,,
,,225.99135,,,
,,226.049125,,,
,,226.138025,,,
,,226.1752,,,
,,226.21585,,,
,,226.2363,,,
,,226.280475,,,
,,226.30085,,,
,,226.342425,,,
,,226.361925,,,
,,226.385225,,,
,,226.406775,,,
,,226.44045,,,
,,226.4677,,,
,,226.489725,,,
,,226.515525,,,
,,226.51845,,,
