SPK_SPKC08a (no opto-tagging),SPK_SPKC10a (inhi),SPK_SPKC11a (exc),SPK_SPKC12a (no response),SPK_SPKC12b (exc),SPK_SPKC14a (short inhi)
123.991775,7.460525,9.076275,146.749675,11.334975,7.257625
124.19685,7.473175,9.089575,146.997575,11.40815,7.280025
124.242125,7.48245,9.101125,147.0449,11.44965,7.300125
124.57595,7.48455,9.110225,147.337575,11.470725,7.3281
124.8116,7.513475,9.12495,147.440125,11.491225,7.3406
124.922,7.544975,9.140975,147.462425,11.514625,7.353
125.0117,7.552275,9.17845,148.514775,11.5261,7.363875
125.32045,7.5801,9.202175,148.591325,11.5407,7.37445
125.538875,7.593925,9.2202,148.5976,11.54605,7.391275
126.02285,7.623525,9.238675,149.0837,11.567125,7.40195
126.319375,7.6593,9.25025,149.180875,11.578425,7.417175
126.952075,7.69375,9.25875,149.450075,11.598725,7.4304
126.991275,7.71345,9.2638,150.589,11.6212,7.444925
127.047525,7.7275,9.269675,150.859,11.62875,7.45825
127.0843,7.7397,9.275575,150.943525,11.634775,7.465275
127.4676,7.773025,9.297425,151.124625,11.6454,7.488925
127.53815,7.791,9.304175,151.165725,11.679775,7.5018
128.450925,7.810625,9.32275,151.211575,11.690375,7.519725
128.53365,7.8491,9.330225,151.2717,11.717425,7.534525
128.73695,7.868775,9.371625,151.572875,11.746,7.5468
128.810975,7.882325,9.380625,151.627075,11.8229,7.556
129.318275,7.898075,9.38845,151.725775,11.8785,7.560725
130.14515,7.911075,9.4033,151.77415,11.889625,7.5958
130.16655,7.9201,9.45305,152.0865,11.90505,7.62015
130.219525,7.928775,9.51015,152.396525,11.928275,7.64535
130.225725,7.94815,9.5177,152.435775,11.9449,7.65935
130.45105,7.954025,9.55805,153.1846,11.9575,7.671325
130.494025,7.9631,9.567,153.193025,11.969225,7.68235
130.5628,7.972725,9.575775,153.649025,11.97545,7.695
130.6226,7.980575,9.600575,153.763875,11.989325,7.70785
131.021575,7.9945,9.604875,153.7696,11.9979,7.720275
131.39625,8.001375,9.621725,154.141775,12.012675,7.721575
131.6827,8.00625,9.6324,154.17195,12.0266,7.732275
131.982325,8.031775,9.643425,154.558225,12.035275,7.746275
131.9836,8.067,9.650525,155.388575,12.04485,7.7577
132.0143,8.0735,9.6571,155.4317,12.056225,7.76865
132.113025,8.0923,9.6737,155.637925,12.07345,7.78185
132.57725,8.1236,9.678975,156.045225,12.101775,7.7959
132.9909,8.1407,9.698475,156.502225,12.13415,7.815525
133.0915,8.171125,9.714925,157.085075,12.205225,7.830825
133.137025,8.19335,9.72555,159.077525,12.2236,7.851475
133.3779,8.217375,9.7403,159.1373,12.239425,7.872775
133.686825,8.23845,9.7886,159.32745,12.248925,7.9242
133.764,8.2614,9.80885,159.6866,12.257825,7.9515
133.95345,8.2834,9.8393,159.95,12.276325,7.992825
134.96385,8.2884,9.852675,160.5328,12.291625,8.025425
134.96775,8.300425,9.8679,166.073775,12.331775,8.048375
135.201475,8.308,9.874375,166.1745,12.35185,8.0573
135.317075,8.327125,9.882575,167.846875,12.377975,8.068225
135.89715,8.33615,9.891925,172.24475,12.406575,8.07725
135.91665,8.3475,9.9259,172.430975,12.449475,8.0926
135.925675,8.3697,9.952975,172.6061,12.484325,8.102525
135.990525,8.377125,10.03935,173.121825,12.510975,8.1151
136.130675,8.3906,10.056125,173.5132,12.548,8.126775
136.1462,8.407875,10.095775,174.306425,12.572125,8.142875
136.424525,8.423275,10.1099,174.596375,12.600175,8.154825
136.83385,8.438625,10.12535,177.09225,12.60725,8.16805
136.945275,8.452375,10.1491,177.6566,12.63065,8.181275
137.242825,8.471125,10.168225,180.7604,12.6524,8.196675
137.301425,8.489025,10.182925,181.34055,12.674525,8.213125
137.367525,8.519475,10.193375,181.59955,12.690525,8.223075
137.7034,8.5431,10.20605,182.09205,12.7137,8.2543
137.75185,8.581325,10.217325,182.42285,12.72675,8.26415
137.894875,8.6088,10.22265,182.43035,12.73915,8.276875
138.129525,8.626325,10.2303,182.59915,12.74865,8.2899
138.493225,8.634275,10.23425,182.926125,12.760175,8.301225
138.597775,8.63945,10.253625,183.030175,12.771425,8.312975
138.643825,8.65295,10.26065,184.344025,12.78575,8.326175
138.6894,8.66975,10.267225,185.012075,12.797175,8.334175
139.0743,8.6937,10.28115,186.073375,12.8229,8.35485
139.108425,8.6949,10.29315,186.14345,12.84025,8.37
139.23595,8.703325,10.30315,188.0354,12.888975,8.38585
139.5173,8.72485,10.361225,188.041,12.924975,8.39845
139.615625,8.749425,10.411025,189.17455,12.953975,8.411225
139.621425,8.7515,10.4646,191.40795,13.002525,8.4235
139.63575,8.769375,10.4967,193.096025,13.04755,8.4389
139.680175,8.792325,10.5314,193.21165,13.093275,8.45115
140.0201,8.81945,10.55035,195.81685,13.167325,8.476025
140.158525,8.84365,10.55455,195.84045,13.18055,8.492075
140.485225,8.860925,10.560325,197.0357,13.18965,8.511175
140.5082,8.904875,10.5667,197.37055,13.200425,8.528175
140.515375,8.92195,10.581575,197.730375,13.22755,8.54615
140.953925,8.937525,10.6068,197.73545,13.275175,8.558225
141.01595,8.959375,10.6139,197.76375,13.293925,8.575
141.349975,8.97805,10.67505,198.184875,13.316775,8.58825
141.74395,8.9893,10.68535,198.19515,13.341725,8.601675
141.8738,8.9961,10.71075,198.202925,13.3878,8.6304
142.244875,9.005275,10.743225,198.218975,13.411525,8.646275
142.268275,9.01365,10.811975,198.233875,13.552825,8.656075
142.388325,9.026775,10.834775,198.48945,13.59495,8.676325
142.7016,9.0423,10.85605,198.4991,13.618225,8.67825
142.83645,9.0707,10.880725,198.7561,13.634875,8.688025
142.91565,9.102975,10.901525,198.759025,13.651875,8.700225
143.15865,9.135875,10.9194,198.765625,13.662875,8.736825
143.76635,9.189375,10.928475,198.855875,13.67905,8.750225
144.071875,9.213875,10.942275,199.098225,13.6926,8.757825
144.4245,9.23565,10.954275,199.127875,13.726775,8.773075
144.525525,9.245525,10.957575,199.13145,13.744175,8.787875
144.699425,9.250825,10.968875,199.46105,13.758675,8.807075
144.854825,9.2547,10.9708,199.8255,13.77785,8.825675
145.325225,9.25915,10.977175,,13.811325,8.851375
146.2058,9.2774,10.997075,,13.8502,8.8805
146.25345,9.285925,11.023425,,13.876625,8.909775
146.537075,9.307,11.030425,,13.9027,8.928875
146.9798,9.325275,11.0612,,13.93255,8.9577
146.988375,9.340125,11.098925,,13.9709,8.9783
147.0462,9.353,11.1166,,14.023075,8.996075
147.37475,9.370225,11.129475,,14.051625,9.010875
147.648125,9.403425,11.151875,,14.080175,9.02225
148.13745,9.478775,11.16505,,14.10445,9.03635
148.397125,9.504825,11.219075,,14.15005,9.046875
148.415025,9.528325,11.23295,,14.1897,9.05885
148.7785,9.563775,11.253225,,14.2282,9.06035
149.020175,9.573575,11.3152,,14.271525,9.082025
149.349875,9.580175,11.3337,,14.32845,9.0945
149.784825,9.5993,11.3474,,14.38865,9.097425
150.04665,9.6123,11.3658,,14.44385,9.107875
150.0736,9.6294,11.385675,,14.50205,9.121925
150.302125,9.645875,11.399325,,14.51215,9.133825
150.396725,9.6562,11.40915,,14.5319,9.144125
150.523875,9.669775,11.42325,,14.55215,9.1565
150.5619,9.6814,11.46875,,14.566225,9.170425
150.8696,9.69505,11.4905,,14.588975,9.179325
150.909425,9.72075,11.502475,,14.620775,9.19395
151.022525,9.726825,11.520575,,14.677075,9.207325
151.092775,9.779625,11.5357,,14.73495,9.223525
151.393825,9.818425,11.54985,,14.84645,9.233
151.46415,9.840275,11.562075,,14.87575,9.24255
151.4923,9.847575,11.568675,,14.89495,9.252375
151.827275,9.868825,11.578175,,14.911475,9.27295
151.900025,9.875825,11.585025,,14.93,9.2849
152.0378,9.883675,11.5902,,14.946325,9.300225
152.19695,9.88945,11.599,,14.963925,9.314325
152.578775,9.898625,11.606875,,14.995025,9.3219
152.773675,9.906075,11.614525,,15.017675,9.331975
153.205475,9.911975,11.619775,,15.04405,9.347425
153.230825,9.91935,11.622,,15.0656,9.352875
153.401075,9.92455,11.630125,,15.084775,9.3661
154.2116,9.932775,11.65485,,15.099175,9.377725
154.459075,9.938825,11.70015,,15.128375,9.4021
154.6554,9.971075,11.737575,,15.149025,9.4186
154.659775,9.979025,11.739225,,15.197125,9.4564
155.1353,9.9875,11.75185,,15.2196,9.4697
155.146775,9.99925,11.76665,,15.253925,9.4847
155.355875,10.014375,11.786075,,15.314425,9.501725
155.429025,10.025375,11.813125,,15.325625,9.522175
155.88445,10.03365,11.838425,,15.338,9.532875
155.941075,10.0441,11.85855,,15.35715,9.5475
156.7075,10.055625,11.890125,,15.375025,9.57125
156.9566,10.067875,11.9047,,15.386725,9.579275
157.236,10.078625,11.909025,,15.404875,9.58625
157.84425,10.089325,11.92635,,15.425075,9.592125
158.14545,10.101025,11.944725,,15.494675,9.5977
158.190975,10.11235,11.961425,,15.522325,9.608975
158.50585,10.130025,11.990325,,15.548775,9.61475
158.61225,10.150925,11.998175,,15.572075,9.63545
158.73795,10.170625,12.0034,,15.6065,9.652475
159.025325,10.178575,12.0144,,15.648975,9.661375
159.312975,10.184225,12.034,,15.69115,9.66935
159.61435,10.1957,12.05525,,15.753725,9.679875
159.969525,10.2044,12.111525,,15.8325,9.701375
160.086825,10.21185,12.139375,,15.90845,9.710825
160.229375,10.237675,12.161625,,15.914975,9.7205
160.284625,10.250425,12.2233,,15.9346,9.751
160.293125,10.255775,12.243275,,15.942175,9.7657
160.31625,10.265475,12.256775,,15.953825,9.785125
160.4328,10.29485,12.29095,,15.96695,9.798325
160.6289,10.30755,12.30825,,15.984025,9.814775
160.6758,10.31835,12.326775,,16.006475,9.83095
160.806375,10.330725,12.360625,,16.05865,9.848425
160.95685,10.337425,12.3944,,16.0669,9.8606
161.0173,10.3519,12.416075,,16.091525,9.8745
161.58195,10.369425,12.46955,,16.1054,9.88575
162.004875,10.3915,12.482375,,16.124325,9.898125
162.27085,10.406325,12.5052,,16.153025,9.9099
162.36295,10.42265,12.5259,,16.17,9.9179
162.533875,10.4498,12.538575,,16.196,9.92295
162.7333,10.48215,12.54505,,16.222225,9.93715
162.906625,10.50545,12.5567,,16.24635,9.9442
163.290075,10.540525,12.55805,,16.2636,9.969925
163.454525,10.5469,12.57725,,16.305275,9.974075
163.4829,10.5558,12.585475,,16.319425,9.98155
163.5761,10.568325,12.592975,,16.3377,9.994125
163.677675,10.581725,12.59915,,16.36225,10.015675
163.91885,10.5979,12.6148,,16.391925,10.029075
164.356425,10.605975,12.61975,,16.4425,10.052275
164.4125,10.612925,12.62845,,16.528875,10.0582
164.424375,10.6199,12.660275,,16.586475,10.06765
164.44045,10.6241,12.670725,,16.626575,10.077
164.547875,10.62775,12.67265,,16.6452,10.0907
164.60385,10.632375,12.700375,,16.658775,10.114875
164.6997,10.63695,12.72385,,16.6873,10.123525
164.7555,10.64265,12.735525,,16.694325,10.136425
164.904575,10.6481,12.764475,,16.710675,10.169475
165.0347,10.652975,12.776825,,16.725425,10.182375
165.074225,10.66415,12.7938,,16.7533,10.1835
165.10795,10.68485,12.80735,,16.77135,10.205925
165.17815,10.714325,12.82505,,16.78695,10.21605
165.3072,10.7642,12.860875,,16.8216,10.22655
165.41335,10.795775,12.883125,,16.909,10.2372
165.5893,10.811175,12.922925,,16.997025,10.24805
165.7973,10.8374,12.958775,,17.017675,10.2576
165.914175,10.864325,12.99365,,17.0485,10.277225
166.089425,10.87765,13.0286,,17.059625,10.285725
166.233875,10.90355,13.05595,,17.0687,10.297325
166.3784,10.915425,13.0842,,17.078,10.309125
166.6006,10.924475,13.0999,,17.094525,10.316275
167.0115,10.93195,13.119475,,17.108475,10.328625
167.09365,10.93805,13.142025,,17.11505,10.33675
167.1519,10.94385,13.175825,,17.1216,10.3454
167.214325,10.964525,13.19595,,17.14265,10.36235
168.03415,10.968725,13.2086,,17.157025,10.36515
168.270325,10.98505,13.2193,,17.195675,10.371075
168.30535,10.9981,13.226775,,17.236,10.382975
168.404275,11.009875,13.2357,,17.281225,10.3985
168.856475,11.019175,13.238125,,17.301625,10.41365
168.990625,11.0333,13.24365,,17.321375,10.447575
169.3679,11.04585,13.250575,,17.35395,10.48485
169.542,11.06475,13.2691,,17.371625,10.514875
169.770925,11.090775,13.277575,,17.394475,10.51685
169.822875,11.124375,13.286725,,17.41125,10.560025
169.835475,11.144725,13.29575,,17.445825,10.5653
170.204925,11.1721,13.307775,,17.465325,10.577025
170.361275,11.202675,13.321525,,17.4849,10.584
170.48235,11.2338,13.335375,,17.50225,10.600975
171.12185,11.249325,13.370275,,17.517875,10.60785
171.324775,11.28565,13.3836,,17.52875,10.61915
171.386275,11.301625,13.414775,,17.5363,10.628625
171.394875,11.32175,13.43655,,17.57545,10.636575
171.403425,11.33705,13.46075,,17.62785,10.6604
171.443525,11.349125,13.49205,,17.662275,10.666975
171.502375,11.371225,13.516375,,17.695525,10.673325
171.856475,11.3839,13.54045,,17.7391,10.68355
171.892475,11.397175,13.557175,,17.781425,10.694175
171.9191,11.4142,13.577875,,17.800725,10.7052
172.25945,11.442025,13.597225,,17.836325,10.715175
172.3077,11.4807,13.621025,,17.8992,10.72795
172.384725,11.5103,13.632275,,17.970825,10.74825
172.96925,11.5333,13.641825,,18.0223,10.765675
173.011025,11.550425,13.652575,,18.038975,10.77835
173.148375,11.566675,13.6624,,18.0624,10.7902
173.3339,11.579675,13.68095,,18.07715,10.808625
173.39745,11.59095,13.69995,,18.100825,10.8221
173.51215,11.59525,13.7241,,18.115125,10.84465
173.5324,11.59975,13.75265,,18.129625,10.865275
173.64635,11.6019,13.767725,,18.137275,10.8853
173.719875,11.609525,13.7867,,18.147425,10.8986
174.13725,11.620175,13.805575,,18.17035,10.915125
174.162525,11.6255,13.83115,,18.18425,10.9257
174.374025,11.627925,13.851725,,18.21425,10.93875
174.44095,11.6399,13.8685,,18.2469,10.9523
174.44575,11.648425,13.884675,,18.30305,10.9587
174.4816,11.653175,13.9112,,18.3408,10.9629
174.533975,11.67125,13.9208,,18.381675,10.968125
174.7083,11.682275,13.945475,,18.4104,10.97365
175.07885,11.68735,13.950075,,18.45085,10.9795
175.1163,11.6919,13.9876,,18.484375,10.9851
175.364675,11.695925,13.99015,,18.51495,10.995925
175.644975,11.6988,13.999025,,18.539225,11.003175
175.8588,11.703825,14.014125,,18.57395,11.012275
175.956025,11.709475,14.024875,,18.601175,11.02035
176.156075,11.713975,14.05735,,18.619675,11.03
176.43205,11.72275,14.090375,,18.629275,11.0464
176.689625,11.737725,14.11115,,18.6415,11.0535
176.81955,11.769275,14.12545,,18.65695,11.060025
177.323425,11.793575,14.1417,,18.677925,11.083225
177.544075,11.822825,14.16285,,18.688225,11.093525
177.5949,11.854625,14.1857,,18.703975,11.1098
177.831525,11.882925,14.226825,,18.729925,11.1331
177.93415,11.899075,14.251875,,18.73875,11.143875
177.94795,11.90725,14.27385,,18.75455,11.155625
178.028425,11.9124,14.3242,,18.77165,11.166
178.05755,11.9183,14.343375,,18.823025,11.183425
178.353175,11.93565,14.367875,,18.847375,11.204075
178.4818,11.95735,14.384125,,18.902525,11.217
178.6131,11.979575,14.40555,,18.9248,11.2292
178.8254,11.987925,14.41865,,18.9695,11.242825
178.870825,12.00195,14.425325,,19.013975,11.2591
178.9086,12.013925,14.43195,,19.046875,11.285125
178.930275,12.04325,14.4399,,19.066125,11.329875
179.099475,12.06015,14.44865,,19.084675,11.355775
179.399525,12.076875,14.455975,,19.107575,11.373825
179.90685,12.098225,14.474575,,19.130975,11.390875
180.1969,12.12535,14.4829,,19.14665,11.39595
180.30335,12.146025,14.493575,,19.160825,11.412475
180.8622,12.159775,14.5001,,19.180575,11.4285
180.939425,12.170475,14.507425,,19.197325,11.435775
181.1269,12.1755,14.545375,,19.2111,11.44945
181.4742,12.183625,14.554825,,19.2209,11.457925
181.639275,12.190075,14.567175,,19.22815,11.470325
181.8004,12.195375,14.621425,,19.23655,11.48195
181.82975,12.200375,14.6467,,19.248825,11.505075
181.90085,12.204125,14.670575,,19.276225,11.513325
182.18255,12.2085,14.688275,,19.305725,11.5219
182.410425,12.211225,14.7147,,19.3819,11.531325
183.066425,12.214275,14.734625,,19.42845,11.54285
183.1747,12.21795,14.751375,,19.451125,11.556325
183.2294,12.23405,14.777475,,19.4648,11.57095
183.382325,12.2433,14.811725,,19.47005,11.582725
183.6713,12.262125,14.835225,,19.4888,11.589975
183.755625,12.2741,14.84435,,19.496225,11.599575
183.78055,12.2927,14.859,,19.500875,11.616375
183.96685,12.307825,14.891475,,19.5156,11.62255
184.287075,12.3508,14.9093,,19.549925,11.630825
184.4066,12.38675,14.919525,,19.584625,11.641775
184.46115,12.403075,14.942225,,19.6359,11.6512
184.492875,12.431525,14.95305,,19.659625,11.677975
184.7626,12.458875,14.98235,,19.6772,11.685825
185.256475,12.473875,14.99985,,19.687875,11.7233
185.277925,12.477,15.030425,,19.7058,11.7366
185.284825,12.4969,15.048,,19.716875,11.756625
185.8022,12.522975,15.060925,,19.725825,11.781675
185.80985,12.528025,15.080825,,19.7354,11.80095
185.817225,12.532275,15.093525,,19.741325,11.846075
186.61565,12.540175,15.099725,,19.7477,11.868625
186.7598,12.54985,15.10765,,19.7521,11.891125
187.037375,12.5647,15.12065,,19.75955,11.922425
187.10235,12.572875,15.148675,,19.767,11.935875
187.2744,12.57775,15.164,,19.7808,11.954175
187.3197,12.59215,15.18465,,19.786425,11.96695
187.352125,12.598075,15.218225,,19.801625,11.975975
187.421625,12.6057,15.2359,,19.819325,11.9878
187.60545,12.6088,15.251325,,19.8418,11.9933
187.729775,12.6139,15.266875,,19.880125,11.99815
187.84635,12.628125,15.289625,,19.892275,12.003775
188.025925,12.632875,15.30025,,19.906425,12.0099
188.23385,12.640875,15.3231,,19.933425,12.01625
188.694775,12.653425,15.33395,,19.95355,12.02045
188.915725,12.6589,15.345075,,19.970225,12.022575
188.972325,12.667425,15.3565,,20.01155,12.0327
189.032825,12.6776,15.37855,,20.046425,12.04585
189.2789,12.689025,15.3929,,20.085125,12.047525
189.505925,12.71395,15.408725,,20.129,12.065125
189.67525,12.722725,15.4216,,20.1629,12.071175
189.73495,12.759725,15.434825,,20.20365,12.07835
189.7947,12.77205,15.453,,20.25555,12.088525
190.1166,12.7785,15.469375,,20.288175,12.100225
190.1225,12.787175,15.4876,,20.306175,12.1138
190.63925,12.7999,15.508975,,20.318975,12.12555
190.7869,12.81095,15.5373,,20.330925,12.142075
190.850425,12.849475,15.601675,,20.3381,12.1587
190.87585,12.882,15.636175,,20.35615,12.165825
191.05715,12.919325,15.654475,,20.414125,12.174875
191.08305,12.9406,15.69825,,20.43145,12.193475
191.281425,12.942925,15.7295,,20.449025,12.204825
191.586225,12.966525,15.7653,,20.465725,12.22515
191.684525,12.989475,15.783675,,20.488,12.26735
191.9148,13.029125,15.817525,,20.508275,12.29895
191.931375,13.05175,15.846575,,20.530275,12.317775
192.2769,13.0746,15.86335,,20.562725,12.3353
192.466175,13.093975,15.883225,,20.5894,12.346975
192.531,13.09745,15.9031,,20.657725,12.359225
192.548225,13.11915,15.914725,,20.71945,12.371625
192.582375,13.135525,15.939675,,20.743725,12.3897
193.2476,13.152975,15.950175,,20.7737,12.4088
193.29045,13.154275,15.97,,20.781075,12.430325
193.352725,13.16605,15.988975,,20.790225,12.4492
194.23535,13.175475,16.010725,,20.80215,12.471975
194.31795,13.184825,16.04795,,20.8091,12.484125
194.403075,13.1913,16.06065,,20.8283,12.491375
194.697975,13.198725,16.07455,,20.840425,12.501675
194.9606,13.2037,16.099775,,20.8595,12.5188
195.093525,13.207275,16.1192,,20.8714,12.529675
195.1345,13.219,16.148175,,20.91385,12.538525
195.203175,13.228525,16.157175,,20.9402,12.549525
195.395425,13.23275,16.168775,,20.953925,12.5612
195.40355,13.2377,16.185225,,20.967575,12.573325
195.40455,13.246725,16.1998,,20.976575,12.580725
195.520025,13.25965,16.212075,,20.98355,12.59075
195.951325,13.27635,16.22145,,20.990025,12.600625
196.02915,13.284175,16.235475,,20.997425,12.606975
196.109625,13.298475,16.249925,,21.002175,12.616125
196.143075,13.307525,16.258975,,21.035425,12.627575
196.274675,13.332,16.277575,,21.071725,12.64425
196.416825,13.36225,16.2998,,21.095075,12.653375
196.844325,13.432775,16.320525,,21.1309,12.660575
197.47935,13.46865,16.336125,,21.168225,12.667275
197.537,13.492075,16.354375,,21.2063,12.675975
198.0032,13.510025,16.383625,,21.23155,12.68445
198.0286,13.54115,16.413375,,21.2873,12.6926
198.303875,13.563525,16.441875,,21.3133,12.7007
198.613825,13.58845,16.485325,,21.322325,12.7069
198.85175,13.61155,16.507875,,21.3348,12.7136
198.90715,13.62455,16.54075,,21.348325,12.732275
199.5829,13.633625,16.551925,,21.3643,12.7395
199.633125,13.6453,16.58125,,21.38,12.746025
199.8075,13.66045,16.60155,,21.398875,12.75715
199.9089,13.66635,16.61635,,21.443925,12.769675
199.955275,13.671,16.6279,,21.469025,12.7784
,13.674275,16.630775,,21.492725,12.795625
,13.678375,16.653375,,21.5195,12.803725
,13.6836,16.667425,,21.556625,12.811625
,13.686775,16.67985,,21.58205,12.822075
,13.69055,16.69335,,21.59995,12.829525
,13.694675,16.703825,,21.615,12.840475
,13.6992,16.7146,,21.6274,12.8601
,13.70315,16.726925,,21.64515,12.869625
,13.7077,16.74145,,21.656475,12.88175
,13.715675,16.755475,,21.6679,12.8887
,13.721425,16.777275,,21.674675,12.91445
,13.729,16.796225,,21.67715,12.929725
,13.746875,16.823575,,21.680625,12.943925
,13.75155,16.848325,,21.69275,12.95765
,13.7627,16.878025,,21.696875,12.977
,13.79285,16.913125,,21.702225,13.00835
,13.80795,16.948325,,21.70685,13.037825
,13.83345,17,,21.7202,13.060575
,13.852775,17.053325,,21.735625,13.08695
,13.88685,17.066875,,21.74775,13.11775
,13.9035,17.069175,,21.780675,13.119125
,13.94875,17.0834,,21.804,13.13965
,13.960775,17.099275,,21.82065,13.15245
,13.9851,17.112775,,21.844675,13.165575
,14.006475,17.127075,,21.8717,13.177975
,14.022625,17.139275,,21.88935,13.188075
,14.0665,17.154675,,21.929775,13.19835
,14.0797,17.176375,,21.953225,13.220075
,14.0853,17.1893,,21.9659,13.23165
,14.10705,17.229125,,21.986725,13.2406
,14.12135,17.245325,,22.002075,13.250125
,14.140475,17.257025,,22.01615,13.2613
