SPK_SPKC04a (no effect),SPK_SPKC08a (excited)
,198.138625
,198.167175
,198.190125
,198.217475
,198.235
,198.267425
,198.298575
,198.326425
,198.34545
,198.38905
,198.439375
,198.4883
,198.5854
,198.604575
,198.636325
,198.721325
,198.77415
,198.817525
,198.8465
,198.874675
,198.8978
,198.933525
,198.993125
,199.04335
,199.084825
,199.116125
,199.14865
,199.180825
,199.2158
,199.25065
,199.30235
,199.374075
,199.41135
,199.431875
,199.475175
,199.5182
,199.54795
,199.572425
,199.594925
,199.62235
,199.639525
,199.673325
,199.68785
,199.7044
,199.749775
,199.780275
,199.8222
,199.84795
,199.88505
,200.0011
,200.042225
,200.07645
,200.125125
,200.15995
,200.20935
,200.28645
,200.3283
,200.382275
,200.43705
,200.467375
,200.5028
,200.54085
,200.622125
,200.663225
,200.705125
,200.736875
,200.799825
,200.822775
,200.8476
,200.874075
,200.908925
,200.9711
,201.031175
,201.059375
,201.11085
,201.128775
,201.1662
,201.1912
,201.23065
,201.30505
,201.348575
,201.47605
,201.50775
,201.53895
,201.570575
,201.5872
,201.6297
,201.66565
,201.6904
,201.73465
,201.77695
,201.82205
,201.853575
,201.911375
,201.9662
,202.011175
,202.041425
,202.0894
,202.17015
,202.20505
,202.2646
,202.282525
,202.288275
,202.308875
,202.327175
,202.3408
,202.356025
,202.392825
,202.425975
,202.463325
,202.517075
,202.544425
,202.573275
,202.63255
,202.73145
,202.785925
,202.8162
,202.843475
,202.86055
,202.896525
,202.922125
,203.076825
,203.112925
,203.137425
,203.160125
,203.190825
,203.24435
,203.2929
,203.31865
,203.36885
,203.45335
,203.494825
,203.52455
,203.578575
,203.595875
,203.666175
,203.700425
,203.761475
,203.862675
,203.892575
,203.936425
,203.9839
,204.0092
,204.0707
,204.1107
,204.189725
,204.231975
,204.274625
,204.317925
,204.371525
,204.405425
,204.435875
,204.46675
,204.48625
,204.536175
,204.573225
,204.60415
,204.640375
,204.68845
,204.726925
,204.8949
,204.949075
,205.0071
,205.04565
,205.089075
,205.1842
,205.216625
,205.2348
,205.280775
,205.3638
,205.389875
,205.41085
,205.432925
,205.4403
,205.46495
,205.501475
,205.5696
,205.611975
,205.62685
,205.6432
,205.66955
,205.72045
,205.746925
,205.7853
,205.813125
,205.864875
,205.9084
,205.94845
,205.972025
,205.989975
,206.04245
,206.114
,206.161375
,206.221625
,206.26765
,206.29295
,206.3394
,206.3543
,206.4042
,206.423425
,206.4533
,206.48445
,206.530075
,206.581025
,206.628225
,206.65675
,206.684325
,206.71085
,206.875925
,206.9414
,206.992825
,207.0489
,207.087975
,207.15055
,207.184425
,207.221125
,207.3002
,207.359075
,207.389125
,207.4583
,207.48045
,207.504825
,207.52355
,207.599075
,207.626125
,207.665625
,207.70705
,207.748125
,207.76395
,207.783625
,207.81065
,207.829825
,207.853
,207.881525
,207.914175
,207.93735
,207.95025
,207.98665
,208.01415
,208.038325
,208.064975
,208.11215
,208.18635
,208.264375
,208.311075
,208.331175
,208.359125
,208.390675
,208.4101
,208.425625
,208.449325
,208.470425
,208.49275
,208.5367
,208.5874
,208.604875
,208.6597
,208.713575
,208.73495
,208.76305
,208.77795
,208.81705
,208.829175
,208.8426
,208.8673
,208.882125
,208.908575
,208.945725
,208.990025
,209.007675
,209.044825
,209.09955
,209.133275
,209.150325
,209.18015
,209.227275
,209.2679
,209.294
,209.350825
,209.362125
,209.3673
,209.38295
,209.445775
,209.4719
,209.487175
,209.506625
,209.5386
,209.558125
,209.597825
,209.639225
,209.69345
,209.71425
,209.736525
,209.754075
,209.773975
,209.80275
,209.8294
,209.86505
,209.905925
,209.943075
,209.966575
,209.990575
,210.01505
,210.072325
,210.104175
,210.16
,210.17675
,210.198875
,210.227475
,210.24945
,210.30105
,210.335425
,210.3667
,210.417575
,210.50165
,210.538925
,210.5517
,210.571375
,210.591275
,210.609475
,210.61925
,210.639375
,210.64535
,210.682775
,210.7881
,210.81295
,210.825175
,210.834525
,210.9126
,210.92835
,210.953925
,210.967775
,210.998225
,211.03915
,211.0752
,211.095125
,211.1103
,211.1722
,211.192225
,211.222125
,211.237
,211.2892
,211.340275
,211.364225
,211.389525
,211.4052
,211.43535
,211.4565
,211.49085
,211.6034
,211.6525
,211.6918
,211.720975
,211.758075
,211.790475
,211.805375
,211.8397
,211.873
,211.934475
,211.959625
,211.9862
,212.026425
,212.116325
,212.169925
,212.222525
,212.2543
,212.33745
,212.3935
,212.442075
,212.547475
,212.611225
,212.677625
,212.715325
,212.744825
,212.786275
,212.82205
,212.849125
,212.902625
,212.95885
,213.046725
,213.1097
,213.140975
,213.20815
,213.281875
,213.3286
,213.367675
,213.45625
,213.49335
,213.52645
,213.587475
,213.630925
,213.69635
,213.728825
,213.765075
,213.792275
,213.8203
,213.87265
,213.899575
,213.9232
,213.939225
,213.9492
,213.974625
,214.01405
,214.033275
,214.0821
,214.15805
,214.1898
,214.220775
,214.240125
,214.26025
,214.28365
,214.320275
,214.342825
,214.3657
,214.39265
,214.45725
,214.4791
,214.514225
,214.5459
,214.5771
,214.608225
,214.666375
,214.682
,214.709075
,214.722725
,214.738925
,214.769275
,214.7939
,214.8393
,214.881075
,214.90405
,214.964875
,215.0045
,215.07995
,215.153175
,215.192675
,215.227175
,215.2563
,215.305125
,215.363425
,215.41155
,215.46455
,215.53895
,215.6118
,215.638475
,215.6795
,215.7048
,215.747575
,215.79075
,215.814225
,215.826725
,215.89645
,215.96385
,215.994175
,216.03715
,216.062575
,216.11645
,216.15665
,216.205975
,216.2761
,216.3693
,216.400275
,216.480925
,216.49805
,216.5398
,216.550625
,216.58195
,216.622925
,216.654025
,216.698375
,216.7476
,216.7722
,216.8515
,216.89195
,216.9313
,216.982675
,217.2183
,217.2381
,217.261825
,217.329875
,217.374675
,217.4103
,217.466225
,217.4834
,217.500575
,217.574125
,217.64165
,217.6824
,217.715025
,217.787525
,217.854525
,217.897675
,217.949875
,217.9861
,218.021625
,218.046575
,218.085025
,218.10155
,218.11405
,218.138
,218.1588
,218.196425
,218.22155
,218.27395
,218.303725
,218.32825
,218.343975
,218.401875
,218.43205
,218.454925
,218.53235
,218.575825
,218.59805
,218.634875
,218.650725
,218.709175
,218.742675
,218.776275
,218.812475
,218.831575
,218.842875
,218.868325
,218.8889
,218.911575
,218.938775
,218.947225
,218.983225
,219.0147
,219.138525
,219.194675
,219.238775
,219.27785
,219.356325
,219.402275
,219.513775
,219.62495
,219.70965
,219.77535
,219.84035
,219.90065
,219.92845
,219.960675
,220.008825
,220.052
,220.1012
,220.14255
,220.295025
,220.34685
,220.3732
,220.410575
,220.457975
,220.52185
,220.551325
,220.691975
,220.734525
,220.84235
,220.906125
,220.9354
,220.980525
,221.0328
,221.10205
,221.154825
,221.16325
,221.23515
,221.28355
,221.302475
,221.312775
,221.3466
,221.3678
,221.40205
,221.433
,221.5933
,221.613825
,221.638275
,221.707925
,221.751125
,221.7841
,221.8456
,221.894075
,221.909125
,221.955375
,222.032225
,222.066275
,222.1009
,222.114375
,222.174975
,222.202525
,222.2789
,222.292425
,222.36175
,222.3998
,222.456325
,222.539375
,222.570775
,222.618425
,222.67215
,222.743775
,222.792625
,222.947225
,222.97215
,223.020225
,223.03245
,223.04755
,223.21135
,223.233625
,223.343175
,223.3895
,223.417175
,223.4577
,223.4842
,223.524525
,223.54195
,223.583875
,223.637525
,223.66115
,223.680525
,223.7115
,223.779075
,223.912925
,223.9887
,224.030925
,224.079125
,224.13
,224.2637
,224.345075
,224.384225
,224.41835
,224.4927
,224.6671
,224.69045
,224.71795
,224.722125
,224.731875
,224.765125
,224.77245
,224.842625
,224.8668
,224.952325
,225.0104
,225.07335
,225.105175
,225.130975
,225.166775
,225.207375
,225.247325
,225.311825
,225.3636
,225.39055
,225.440225
,225.482
,225.52835
,225.5556
,225.6595
,225.7266
,225.764025
,225.805525
,225.828975
,225.877825
,225.90595
,225.9373
,225.98285
,226.01495
,226.05725
,226.092775
,226.115225
,226.132275
,226.15965
,226.194825
,226.220825
,226.2497
,226.27625
,226.31205
,226.459825
,226.549075
,226.60005
,226.7159
,226.764375
,226.808725
,226.8698
,226.913725
,226.966325
,227.01675
,227.069975
,227.1117
,227.2171
,227.254425
,227.28175
,227.295825
,227.303925
,227.351275
,227.390125
,227.424825
,227.42595
,227.472875
,227.578625
,227.65495
,227.6976
,227.718975
,227.739525
,227.74475
,227.785925
,227.787125
,227.829725
,227.882225
,227.923475
,227.9717
,228.01755
,228.05945
,228.1093
,228.14795
,228.181625
,228.230625
,228.2596
,228.32435
,228.374
,228.38925
,228.488575
,228.608
,228.659275
,228.7048
,228.728425
,228.753775
,228.78715
,228.811675
,228.927275
,228.973625
,229.00825
,229.034925
,229.056675
,229.0785
,229.1057
,229.1225
,229.142675
,229.162125
,229.190525
,229.19505
,229.222725
,229.242125
,229.279975
,229.336
,229.382425
,229.470725
,229.515725
,229.581
,229.630025
,229.68225
,229.71375
,229.74765
,229.820725
,229.8469
,229.87145
,229.909125
,229.93985
,229.9602
,229.9857
,230.013225
,230.044675
,230.067925
,230.1085
,230.152325
,230.1734
,230.22645
,230.263175
,230.305925
,230.35835
,230.375075
,230.415625
,230.45185
,230.51885
,230.58775
,230.632175
,230.65665
,230.66605
,230.710925
,230.76495
,230.8027
,230.83605
,230.90485
,230.934625
,230.971275
,230.9818
,231.029125
,231.06235
,231.083575
,231.105175
,231.162325
,231.17745
,231.201075
,231.226275
,231.24545
,231.28485
,231.31285
,231.378925
,231.40365
,231.423025
,231.440125
,231.467425
,231.483075
,231.4968
,231.527175
,231.5507
,231.57835
,231.62215
,231.6618
,231.68455
,231.73075
,231.76335
,231.803525
,231.84045
,231.869025
,231.9004
,231.9393
,231.9894
,232.0269
,232.05475
,232.08975
,232.121775
,232.141575
,232.155825
,232.197425
,232.2365
,232.293625
,232.34485
,232.388575
,232.43065
,232.474775
,232.53355
,232.58425
,232.65165
,232.678975
,232.707125
,232.734575
,232.75495
,232.774475
,232.7886
,232.807475
,232.82975
,232.83935
,232.8731
,232.9
,232.924125
,232.968875
,233.02
,233.04815
,233.102025
,233.13485
,233.1866
,233.231
,233.267875
,233.318775
,233.375875
,233.41395
,233.486075
,233.519875
,233.5534
,233.7555
,233.790275
,233.854775
,233.878125
,233.970825
,234.01685
,234.061975
,234.092775
,234.1228
,234.143925
,234.168425
,234.216875
,234.249275
,234.30585
,234.341925
,234.393425
,234.417725
,234.477325
,234.55085
,234.57435
,234.628
,234.69615
,234.73625
,234.80215
,234.840325
,234.888475
,234.952775
,234.998475
,235.07455
,235.120125
,235.1264
,235.2059
,235.2754
,235.383275
,235.4557
,235.489325
,235.51995
,235.55375
,235.610425
,235.6585
,235.708425
,235.793275
,235.851275
,235.888075
,235.910625
,235.92725
,235.941125
,235.9625
,236.033475
,236.081675
,236.1086
,236.133025
,236.15155
,236.239675
,236.313875
,236.3523
,236.406075
,236.428125
,236.449675
,236.497875
,236.551025
,236.613575
,236.669825
,236.70805
,236.763475
,236.7954
,236.84835
,236.875125
,236.92175
,236.982675
,237.014075
,237.039675
,237.07085
,237.138625
,237.164425
,237.204975
,237.253775
,237.323125
,237.38085
,237.41955
,237.443475
,237.470875
,237.540125
,237.6128
,237.6627
,237.7133
,237.769925
,237.82525
,237.892375
,237.9328
,237.974625
,238.010425
,238.032975
,238.072
,238.0908
,238.1085
,238.134975
,238.1862
,238.2158
,238.230125
,238.260025
,238.288825
,238.32475
,238.376275
,238.40095
,238.428
,238.472575
,238.50595
,238.524075
,238.560625
,238.6236
,238.65145
,238.678875
,238.7152
,238.732325
,238.77215
,238.80785
,238.847775
,238.869975
,238.9311
,239.028125
,239.146725
,239.2338
,239.295925
,239.3514
,239.4598
,239.6109
,239.6822
,239.728225
,239.763325
,239.80975
,239.84725
,239.930025
,240.002625
,240.05175
,240.091425
,240.134775
,240.17715
,240.239275
,240.28425
,240.33555
,240.412725
,240.4385
,240.592875
,240.761325
,240.819625
,240.93645
,241.112825
,241.1473
,241.211175
,241.2629
,241.298075
,241.340825
,241.38225
,241.413875
,241.4444
,241.4922
,241.591975
,241.631575
,241.717025
,241.8017
,241.8636
,241.909575
,241.948175
,241.9875
,242.02685
,242.07855
,242.1342
,242.178625
,242.214725
,242.2946
,242.32355
,242.378675
,242.412275
,242.42615
,242.467575
,242.485525
,242.527525
,242.565975
,242.59705
,242.61755
,242.7617
,242.803275
,242.8222
,242.835525
,242.859025
,242.907375
,242.92205
,242.932175
,242.971525
,243.0451
,243.09565
,243.1519
,243.2042
,243.23355
,243.24055
,243.258825
,243.268975
,243.2757
,243.2891
,243.3094
,243.3166
,243.335875
,243.347275
,243.397225
,243.423475
,243.460625
,243.486775
,243.531275
,243.564675
,243.585875
,243.6112
,243.685025
,243.737575
,243.805225
,243.875325
,243.908775
,243.950725
,244.053675
,244.0974
,244.11985
,244.15315
,244.174525
,244.2553
,244.2908
,244.33265
,244.36545
,244.377
,244.4124
,244.460575
,244.486475
,244.602275
,244.633775
,244.665125
,244.694525
,244.72155
,244.7408
,244.76325
,244.811
,244.84335
,244.873375
,244.907825
,244.928525
,244.967725
,244.99835
,245.01595
,245.05785
,245.0872
,245.10885
,245.138375
,245.179825
,245.2277
,245.266825
,245.2923
,245.31625
,245.358825
,245.386125
,245.5007
,245.5531
,245.613575
,245.6526
,245.692175
,245.717075
,245.75945
,245.781475
,245.82365
,245.88295
,245.94385
,245.96145
,245.99525
,246.0326
,246.06905
,246.087375
,246.123
,246.1372
,246.162175
,246.2062
,246.228175
,246.2588
,246.2814
,246.342675
,246.390725
,246.437175
,246.521225
,246.560525
,246.601775
,246.660725
,246.737375
,246.75475
,246.81495
,246.8397
,246.875625
,246.904625
,246.933075
,246.95205
,247.019525
,247.06
,247.2279
,247.279475
,247.328125
,247.353925
,247.37795
,247.399825
,247.6002
,247.63475
,247.701425
,247.740825
,247.788475
,247.831175
,247.8489
,247.8802
,247.94405
,248.001825
,248.030425
,248.093675
,248.139425
,248.1999
,248.31115
,248.3784
,248.46125
,248.535125
,248.589575
,248.62725
,248.66255
,248.681
,248.74245
,248.78705
,248.841225
,248.9223
,248.954375
,248.985425
,249.015175
,249.0514
,249.0978
,249.127625
,249.158525
,249.166975
,249.25395
,249.33475
,249.38455
,249.419075
,249.46745
,249.546225
,249.60475
,249.676475
,249.7026
,249.768575
,249.806825
,249.827675
,249.87995
,249.953675
,250.00305
,250.213775
,250.29195
,250.345375
,250.393875
,250.460925
,250.504975
,250.52455
,250.5568
,250.578175
,250.6028
,250.625275
,250.667675
,250.688475
,250.70825
,250.7433
,250.760875
,250.7901
,250.874625
,250.899275
,250.941025
,250.955175
,250.981175
,251.0042
,251.0438
,251.086525
,251.1056
,251.122675
,251.155475
,251.197225
,251.231475
,251.2656
,251.31045
,251.34295
,251.365325
,251.389075
,251.429925
,251.4691
,251.506425
,251.56495
,251.5879
,251.616075
,251.6552
,251.703575
,251.73215
,251.7647
,251.866375
,251.900675
,252.0185
,252.063225
,252.099075
,252.164025
,252.2307
,252.28145
,252.31925
,252.38075
,252.38745
,252.520825
,252.59355
,252.624225
,252.6723
,252.703475
,252.765975
,252.832725
,252.9058
,252.946925
,252.98875
,253.036825
,253.06835
,253.166775
,253.229625
,253.256475
,253.30065
,253.345175
,253.3751
,253.428625
,253.48115
,253.586725
,253.615575
,253.649925
,253.69305
,253.725475
,253.756375
,253.783575
,253.7996
,253.816525
,253.846375
,253.87875
,253.9163
,253.930625
,253.9476
,253.985875
,254.01025
,254.034125
,254.049175
,254.06865
,254.08715
,254.10805
,254.122425
,254.131075
,254.15855
,254.1793
,254.287325
,254.31225
,254.3501
,254.375325
,254.405825
,254.44025
,254.500375
,254.522625
,254.54125
,254.57695
,254.603525
,254.6266
,254.645575
,254.6566
,254.68875
,254.712475
,254.728175
,254.775025
,254.84575
,254.877425
,254.9053
,254.92345
,254.947925
,254.974
,255.037875
,255.081625
,255.124725
,255.16315
,255.2042
,255.24775
,255.34705
,255.36475
,255.39285
,255.416125
,255.44055
,255.459725
,255.507725
,255.54465
,255.589925
,255.638325
,255.688475
,255.720275
,255.748925
,255.7848
,255.834575
,255.8684
,255.913575
,255.965075
,256.02655
,256.078725
,256.13655
,256.172725
,256.20395
,256.240375
,256.286725
,256.3401
,256.387825
,256.448975
,256.503025
,256.53585
,256.611175
,256.6355
,256.6638
,256.755825
,256.798025
,256.90355
,256.9929
,257.04995
,257.09495
,257.212275
,257.2531
,257.3134
,257.3835
,257.41525
,257.52095
,257.577475
,257.6229
,257.68255
,257.73745
,257.781825
,257.845975
,257.9013
,257.939525
,257.96725
,258.010125
,258.05535
,258.0831
,258.1619
,258.215325
,258.28
,258.30975
,258.36195
,258.4489
,258.5
,258.548325
,258.58175
,258.60495
,258.6611
,258.686025
,258.699475
,258.719275
,258.742775
,258.763675
,258.8148
,258.910625
,258.93915
,258.975825
,259.0416
,259.0857
,259.12915
,259.15565
,259.17365
,259.19185
,259.210625
,259.224475
,259.23645
,259.264975
,259.275225
,259.300275
,259.325125
,259.34825
,259.3844
,259.4349
,259.4597
,259.486675
,259.5052
,259.53925
,259.58245
,259.645525
,259.688125
,259.7342
,259.835175
,259.872325
,259.94045
,259.973275
,260.024475
,260.075425
,260.1134
,260.142475
,260.166425
,260.193275
,260.227525
,260.297875
,260.321225
,260.373325
,260.432175
,260.472175
,260.508475
,260.614625
,260.66505
,260.7049
,260.760075
,260.8254
,260.87225
,260.913475
,260.950125
,260.989575
,261.0682
,261.09985
,261.123875
,261.1497
,261.17935
,261.207825
,261.26315
,261.2968
,261.376825
,261.440175
,261.46815
,261.5076
,261.555125
,261.587975
,261.604
,261.678475
,261.700225
,261.738775
,261.778475
,261.8159
,261.830875
,261.866625
,261.91735
,261.93435
,261.951075
,261.9629
,262.0032
,262.060675
,262.132025
,262.159875
,262.175925
,262.19195
,262.24115
,262.261375
,262.2992
,262.360525
,262.372125
,262.3852
,262.40885
,262.438525
,262.493
,262.522825
,262.5591
,262.609475
,262.6607
,262.687375
,262.723075
,262.7571
,262.782525
,262.8116
,262.835075
,262.861725
,262.967575
,262.984175
,263.006625
,263.02855
,263.044175
,263.088075
,263.132725
,263.175025
,263.230825
,263.3088
,263.37715
,263.41935
,263.4492
,263.5351
,263.56185
,263.608525
,263.647425
,263.678625
,263.7052
,263.74405
,263.790875
,263.915275
,263.945775
,264.104325
,264.151225
,264.216725
,264.26485
,264.3176
,264.427125
,264.480875
,264.49565
,264.515275
,264.58435
,264.7051
,264.736
,264.75905
,264.808275
,264.839075
,264.945525
,264.973275
,265.034325
,265.09135
,265.304675
,265.384225
,265.416475
,265.4318
,265.5151
,265.582875
,265.63495
,265.6694
,265.70035
,265.7458
,265.79185
,265.837625
,265.9281
,266.042275
,266.08835
,266.11605
,266.1695
,266.253925
,266.327775
,266.400925
,266.423025
,266.4812
,266.5473
,266.5991
,266.6177
,266.62755
,266.644
,266.6843
,266.744675
,266.8061
,266.84165
,266.879075
,266.907875
,266.925775
,266.95975
,267.06145
,267.0967
,267.13865
,267.175475
,267.233125
,267.468425
,267.5337
,267.56565
,267.64225
,267.722275
,267.754925
,267.798725
,267.879775
,267.919175
,267.949925
,267.9953
,268.047525
,268.12195
,268.1849
,268.232475
,268.27515
,268.318775
,268.41165
,268.439425
,268.46425
,268.5008
,268.544075
,268.56395
,268.580475
,268.593275
,268.6039
,268.6785
,268.699175
,268.73665
,268.7503
,268.793725
,268.83305
,268.85255
,268.874425
,268.911275
,268.93255
,268.9515
,268.970175
,268.9952
,269.02105
,269.053175
,269.073475
,269.1018
,269.144475
,269.174375
,269.2237
,269.26625
,269.282825
,269.3052
,269.341575
,269.3651
,269.424475
,269.4948
,269.593575
,269.622
,269.6814
,269.7276
,269.755
,269.78065
,269.831125
,269.9123
,269.9835
,270.044575
,270.09615
,270.18605
,270.20925
,270.23575
,270.271125
,270.32895
,270.42685
,270.462425
,270.57595
,270.708825
,270.738675
,270.79205
,270.813275
,270.8291
,270.843825
,270.865225
,270.875475
,270.932725
,270.95445
,270.967175
,271.113775
,271.156725
,271.210475
,271.24135
,271.25
,271.25905
,271.2723
,271.292175
,271.357825
,271.3929
,271.437775
,271.47465
,271.519
,271.571175
,271.625625
,271.6767
,271.709775
,271.760075
,271.902625
,272.0527
,272.104675
,272.123575
,272.167075
,272.202575
,272.225525
,272.24295
,272.26485
,272.295225
,272.32
,272.37105
,272.446875
,272.507725
,272.55085
,272.579075
,272.6242
,272.642
,272.652225
,272.779175
,272.82275
,272.8569
,272.8933
,272.9765
,273.020625
,273.082825
,273.1118
,273.177775
,273.218875
,273.2825
,273.338325
,273.4081
,273.450975
,273.496525
,273.5274
,273.55615
,273.61115
,273.652125
,273.6931
,273.717975
,273.78105
,273.8063
,273.84845
,273.892
,273.93415
,274.012325
,274.048625
,274.1549
,274.2174
,274.3614
,274.391025
,274.431375
,274.52255
,274.5458
,274.632275
,274.68385
,274.700825
,274.7561
,274.7758
,274.813075
,274.8584
,274.89735
,274.921875
,274.956825
,275.00705
,275.058125
,275.083075
,275.11485
,275.1475
,275.205025
,275.360225
,275.39965
,275.458925
,275.491825
,275.5104
,275.543725
,275.579825
,275.664425
,275.708525
,275.739175
,275.7776
,275.789975
,275.802975
,275.826325
,275.85015
,275.9543
,276.0052
,276.075175
,276.183775
,276.272425
,276.370775
,276.402825
,276.468225
,276.575425
,276.7033
,276.7232
,276.753725
,276.793
,276.930675
,276.9712
,276.997425
,277.013025
,277.102425
,277.148675
,277.208425
,277.281525
,277.329975
,277.37665
,277.3972
,277.4208
,277.457925
,277.485425
,277.557025
,277.5807
,277.626125
,277.680975
,277.7072
,277.728375
,277.759175
,277.77305
,277.785475
,277.8214
,277.878425
,277.932175
,277.982225
,278.0099
,278.037875
,278.097
,278.14345
,278.183
,278.24275
,278.256175
,278.28375
,278.37735
,278.431725
,278.475875
,278.503225
,278.53085
,278.573975
,278.64165
,278.691025
,278.73695
,278.79755
,278.84355
,278.879175
,278.9167
,278.966175
,279.016275
,279.0987
,279.153
,279.2371
,279.311025
,279.36565
,279.4176
,279.460575
,279.4911
,279.59455
,279.6584
,279.73585
,279.76825
,279.814475
,279.8427
,279.903225
,279.98685
,280.08065
,280.158875
,280.231225
,280.389775
,280.4314
,280.4922
,280.532725
,280.6021
,280.624
,280.672575
,280.7031
,280.7356
,280.778425
,280.812875
,280.8475
,280.881825
,280.90245
,280.927975
,280.97445
,281.012925
,281.037325
,281.04105
,281.20075
,281.243775
,281.30085
,281.3414
,281.3901
,281.4277
,281.489925
,281.526975
,281.561275
,281.600225
,281.65685
,281.6919
,281.723125
,281.764275
,281.82245
,281.8712
,281.937625
,281.999525
,282.031525
,282.09355
,282.131675
,282.17635
,282.202675
,282.2344
,282.249525
,282.2848
,282.314
,282.382275
,282.40235
,282.421975
,282.445075
,282.472725
,282.49895
,282.515575
,282.59715
,282.63385
,282.6739
,282.68415
,282.7143
,282.753675
,282.803925
,282.829675
,282.878075
,282.896375
,282.910425
,282.9331
,283.035225
,283.07525
,283.120075
,283.152225
,283.18445
,283.20695
,283.22865
,283.267175
,283.319975
,283.359675
,283.3709
,283.399975
,283.421675
,283.45275
,283.500425
,283.525175
,283.57335
,283.6178
,283.6933
,283.726025
,283.754675
,283.817625
,283.85325
,283.893525
,283.943225
,283.964575
,283.992775
,284.026875
,284.083925
,284.103875
,284.133425
,284.14795
,284.19175
,284.2294
,284.26875
,284.289175
,284.3491
,284.368025
,284.3999
,284.4685
,284.496
,284.51105
,284.5427
,284.561625
,284.6004
,284.6349
,284.67425
,284.714275
,284.731025
,284.86015
,284.89085
,284.913675
,284.961575
,284.988825
,285.00745
,285.0327
,285.04455
,285.08245
,285.114925
,285.1565
,285.249325
,285.333825
,285.39995
,285.4227
,285.487075
,285.533875
,285.620125
,285.654125
,285.72375
,285.755075
,285.78615
,285.83615
,285.9378
,285.9958
,286.045625
,286.082025
,286.11935
,286.141325
,286.18675
,286.224075
,286.27645
,286.426925
,286.502525
,286.6239
,286.6868
,286.773675
,286.87015
,287.0208
,287.061875
,287.118375
,287.1562
,287.176875
,287.205325
,287.232275
,287.238025
,287.2944
,287.3136
,287.335
,287.358375
,287.386
,287.403375
,287.433975
,287.464475
,287.486475
,287.5222
,287.559025
,287.577475
,287.60745
,287.646025
,287.707675
,287.788575
,287.883225
,287.927225
,287.985275
,288.035175
,288.24465
,288.287325
,288.346
,288.3966
,288.491975
,288.5468
,288.607425
,288.73005
,288.81325
,288.90275
,288.974725
,289.0026
,289.030975
,289.054575
,289.334225
,289.383175
,289.399525
,289.4044
,289.43245
,289.46345
,289.53245
,289.619575
,289.659025
,289.6929
,289.77055
,289.8542
,289.88775
,290.167425
,290.225325
,290.2409
,290.2892
,290.33305
,290.452575
,290.51725
,290.560925
,290.613
,290.6386
,290.67845
,290.6913
,290.754075
,290.784375
,290.8244
,290.850225
,290.894875
,290.9545
,291.013875
,291.100825
,291.22895
,291.304975
,291.39255
,291.493175
,291.55695
,291.6207
,291.64785
,291.717625
,291.754325
,291.7843
,291.83025
,291.86035
,291.923775
,291.996875
,292.071075
,292.109825
,292.131775
,292.147825
,292.1712
,292.250375
,292.286175
,292.331925
,292.35875
,292.41295
,292.463275
,292.499825
,292.549
,292.64395
,292.682475
,292.71525
,292.7366
,292.8295
,292.88815
,292.946425
,292.977175
,293.0329
,293.090375
,293.138625
,293.24945
,293.29235
,293.369875
,293.40995
,293.472725
,293.52875
,293.628125
,293.698975
,293.746925
,293.785725
,293.8101
,293.873525
,293.904025
,293.98065
,294.034125
,294.115675
,294.146575
,294.22295
,294.264375
,294.342525
,294.39055
,294.448225
,294.501725
,294.541125
,294.59175
,294.6289
,294.69295
,294.781275
,294.88155
,294.93145
,294.986725
,295.100775
,295.2061
,295.3093
,295.3879
,295.46905
,295.565775
,295.615075
,295.67075
,295.7525
,295.8076
,295.939775
,296.135225
,296.19155
,296.341
,296.419925
,296.474475
,296.529425
,296.6033
,296.655375
,296.697975
,296.748175
,296.839375
,296.86155
,296.90285
,296.986975
,297.0827
,297.14675
,297.184475
,297.2906
,297.348825
,297.449675
,297.483525
,297.5511
,297.64785
,297.715375
,297.74955
,297.78385
,297.816075
,297.862425
,297.88045
,297.92995
,297.970875
,298.03625
,298.087225
,298.109
,298.176975
,298.25595
,298.323375
,298.38035
,298.396825
,298.422175
,298.440075
,298.461125
,298.6852
,298.72795
,298.82245
,298.865375
,298.925425
,298.9581
,299.0055
,299.058675
,299.1101
,299.163675
,299.232825
,299.32005
,299.424
,299.470325
,299.52705
,299.6018
,299.67125
,299.704625
,299.760125
,299.857825
,299.91695
,299.96575
,300.0144
,300.11785
,300.179275
,300.212575
,300.236
,300.3113
,300.355675
,300.4123
,300.441125
,300.4639
,300.501775
,300.544025
,300.594025
,300.618275
,300.669475
,300.69745
,300.72975
,300.762975
,300.796325
,300.820025
,300.8501
,300.8626
,301.0127
,301.035275
,301.041125
,301.067175
,301.14305
,301.185625
,301.284975
,301.328075
,301.3656
,301.391275
,301.4271
,301.483525
,301.547625
,301.588025
,301.65885
,301.717375
,301.78825
,301.876875
,301.943675
,302.04675
,302.1056
,302.155725
,302.233075
,302.386175
,302.4424
,302.52125
,302.559425
,302.576
,302.634975
,302.71815
,302.87285
,302.9811
,303.09145
,303.13995
,303.189725
,303.21495
,303.236625
,303.3325
,303.441775
,303.534475
,303.588625
,303.65585
,303.6898
,303.732725
,303.80835
,303.862325
,303.951975
,303.97945
,304.01715
,304.062625
,304.106825
,304.1381
,304.20305
,304.23525
,304.28315
,304.318975
,304.35915
,304.44395
,304.543575
,304.6
,304.6504
,304.7087
,304.7543
,304.8392
,304.9888
,305.028375
,305.0596
,305.100725
,305.135875
,305.157075
,305.222575
,305.2866
,305.4636
,305.50575
,305.52965
,305.58075
,305.627025
,305.6638
