SPK_SPKC04a (NA),SPK_SPKC08a (excited),SPK_SPKC12a (inhibited)
,,194.0876
,,194.31385
,,194.34495
,,194.381175
,,194.413075
,,194.489275
,,194.784025
,,194.812475
,,194.896375
,,194.9431
,,194.970625
,,195.083125
,,195.207775
,,195.26185
,,195.281
,,195.318325
,,195.35705
,,195.383125
,,195.535725
,,195.6168
,,195.675525
,,195.7162
,,195.7367
,,195.748325
,,195.783925
,,195.798175
,,195.820525
,,195.83565
,,195.845875
,,195.869675
,,195.883325
,,195.895525
,,195.905825
,,195.916475
,,195.926025
,,195.9436
,,195.952175
,,195.964575
,,195.982025
,,196.0054
,,196.054275
,,196.095625
,,196.180575
,,196.23945
,,196.282975
,,196.3864
,,196.44095
,,196.486825
,,196.52925
,,196.558175
,,196.5849
,,196.5944
,,196.6109
,,196.62505
,,196.6403
,,196.655225
,,196.6674
,,196.6774
,,196.690675
,,196.715725
,,196.725025
,,196.9026
,,197.042325
,,197.0663
,,197.103925
,,197.1345
,,197.15655
,,197.182525
,,197.221925
,,197.234325
,,197.25425
,,197.265475
,,197.2761
,,197.29365
,,197.311475
,,197.32965
,,197.3438
,,197.356275
,,197.377475
,,197.38315
,,197.387225
,,197.4077
,,197.418525
,,197.4335
,,197.443525
,,197.449675
,,197.457575
,,197.469
,,197.481775
,,197.490275
,,197.503975
,,197.54085
,,197.556825
,,197.575525
,,197.587875
,,197.623225
,,197.637575
,,197.66655
,,197.756325
,,197.8317
,,197.84865
,,197.8694
,,197.883325
,,197.899225
,,197.919025
,,197.923175
,,197.95575
,,197.97525
,,198.03605
,,198.050775
,,198.075625
,,198.105225
,,198.135675
,,198.156525
,,198.164125
,,198.183775
,,198.193325
,,198.2023
,,198.2243
,,198.23815
,,198.243425
,,198.280075
,,198.307725
,,198.33795
,,198.3789
,,198.400025
,,198.4249
,,198.43395
,,198.4456
,,198.455575
,,198.474625
,,198.487025
,,198.506775
,,198.5151
,,198.5262
,,198.529875
,,198.551925
,,198.571775
,,198.584325
,,198.596025
,,198.60655
,,198.618825
,,198.635525
,,198.654025
,,198.671925
,,198.69015
,,198.704225
,,198.714475
,,198.723175
,,198.7397
,,198.76625
,,198.777675
,,198.794
,,198.810225
,,198.829625
,,198.852875
,,198.864575
,,198.8875
,,198.902675
,,198.90865
,,198.92375
,,198.928825
,,198.9395
,,198.9477
,,198.953425
,,198.971175
,,198.9841
,,198.991025
,,198.9987
,,199.00895
,,199.022175
,,199.037
,,199.0402
,,199.0541
,,199.059175
,,199.083975
,,199.10395
,,199.115875
,,199.128375
,,199.1409
,,199.15135
,,199.166125
,,199.1768
,,199.185375
,,199.20045
,,199.22335
,,199.228475
,,199.244525
,,199.255175
,,199.27415
,,199.283775
,,199.292575
,,199.29705
,,199.30775
,,199.3183
,,199.32275
,,199.3317
,,199.34285
,,199.369475
,,199.37855
,,199.390125
,,199.4176
,,199.427975
,,199.43995
,,199.463675
,,199.48225
,,199.501925
,,199.527275
,,199.539475
,,199.553675
,,199.564475
,,199.578675
,,199.59105
,,199.605825
,,199.6153
,,199.62195
,,199.642175
,,199.650725
,,199.665175
,,199.68095
,,199.685375
,,199.698225
,,199.714275
,,199.722275
,,199.728675
,,199.737325
,,199.750375
,,199.763675
,,199.768225
,,199.774925
,,199.785325
,,199.7972
,,199.802925
,,199.81215
,,199.817475
,,199.8296
,,199.8355
,,199.843325
,,199.84855
,,199.86595
,,199.87185
,,199.876575
,,199.8837
,,199.890075
,,199.89865
,,199.90475
,,199.917775
,,199.925125
,,199.934475
,,199.943275
,,199.954225
,,199.959675
,,199.97025
,,199.975875
,,199.9856
,,199.9906
,,200.005675
,,200.017875
,,200.028775
,,200.039375
,,200.045925
,,200.057975
,,200.06505
,,200.073275
,,200.08685
,,200.1075
,,200.11795
,,200.14015
,,200.15065
,,200.1684
,,200.17915
,,200.19325
,,200.20005
,,200.210475
,,200.219975
,,200.237225
,,200.24885
,,200.2576
,,200.265525
,,200.28065
,,200.289275
,,200.309825
,,200.31615
,,200.324725
,,200.343675
,,200.359075
,,200.36245
,,200.38005
,,200.3959
,,200.40365
,,200.416625
,,200.43615
,,200.4468
,,200.478525
,,200.49305
,,200.503475
,,200.521675
,,200.541675
,,200.55905
,,200.568525
,,200.578825
,,200.588775
,,200.592375
,,200.60495
,,200.6212
,,200.638825
,,200.647375
,,200.65465
,,200.6799
,,200.68665
,,200.69695
,,200.710275
,,200.7175
,,200.725225
,,200.733675
,,200.74245
,,200.759125
,,200.764025
,,200.77895
,,200.79245
,,200.801475
,,200.80865
,,200.8265
,,200.833275
,,200.850975
,,200.86325
,,200.87965
,,200.88925
,,200.898575
,,200.906
,,200.918825
,,200.93295
,,200.9458
,,200.958375
,,200.975025
,,200.9871
,,200.9926
,,201.0269
,,201.03715
,,201.06205
,,201.0746
,,201.0827
,,201.0964
,,201.11525
,,201.13115
,,201.1352
,,201.14205
,,201.148775
,,201.158475
,,201.164725
,,201.179675
,,201.206025
,,201.227375
,,201.2424
,,201.261025
,,201.2851
,,201.287725
,,201.2947
,,201.315625
,,201.330825
,,201.339325
,,201.341225
,,201.346825
,,201.354825
,,201.3682
,,201.3803
,,201.391
,,201.405475
,,201.410725
,,201.4215
,,201.43265
,,201.4752
,,201.486825
,,201.5043
,,201.512475
,,201.5177
,,201.534175
,,201.5489
,,201.55755
,,201.56485
,,201.57555
,,201.5971
,,201.6085
,,201.61225
,,201.632925
,,201.6426
,,201.660125
,,201.6789
,,201.694425
,,201.707325
,,201.726675
,,201.744125
,,201.754925
,,201.769475
,,201.786425
,,201.79935
,,201.824825
,,201.836
,,201.84775
,,201.88845
,,201.9398
,,201.951
,,201.961525
,,201.9773
,,201.996925
,,202.016675
,,202.035825
,,202.069775
,,202.0771
,,202.11425
,,202.138625
,,202.16515
,,202.17755
,,202.205125
,,202.218875
,,202.2316
,,202.2483
,,202.274875
,,202.287975
,,202.3274
,,202.351275
,,202.383675
,,202.3958
,,202.446975
,,202.474475
,,202.507975
,,202.531075
,,202.5476
,,202.5617
,,202.57765
,,202.5907
,,202.6033
,,202.623875
,,202.63995
,,202.650475
,,202.67325
,,202.702325
,,202.7391
,,202.764125
,,202.806475
,,202.814025
,,202.831775
,,202.85805
,,202.871175
,,202.885975
,,202.911325
,,202.92865
,,202.949475
,,202.9613
,,202.9963
,,203.01135
,,203.040325
,,203.06815
,,203.093125
,,203.13115
,,203.147875
,,203.159
,,203.18115
,,203.212075
,,203.226925
,,203.2376
,,203.25705
,,203.2731
,,203.281075
,,203.293225
,,203.317025
,,203.32275
,,203.3418
,,203.36775
,,203.38165
,,203.38415
,,203.42045
,,203.438525
,,203.456075
,,203.468025
,,203.48565
,,203.496375
,,203.516925
,,203.564425
,,203.583475
,,203.595475
,,203.612875
,,203.634
,,203.670875
,,203.714025
,,203.72515
,,203.7462
,,203.75655
,,203.767875
,,203.7877
,,203.8109
,,203.827425
,,203.845475
,,203.89325
,,203.930725
,,203.949525
,,203.96585
,,204.01085
,,204.063825
,,204.086575
,,204.0929
,,204.103175
,,204.1146
,,204.130025
,,204.16165
,,204.190625
,,204.2108
,,204.218625
,,204.22965
,,204.2909
,,204.304675
,,204.33735
,,204.371925
,,204.38755
,,204.410975
,,204.454475
,,204.46505
,,204.47245
,,204.4961
,,204.50875
,,204.5225
,,204.541025
,,204.552025
,,204.581675
,,204.59915
,,204.614625
,,204.65245
,,204.662125
,,204.68335
,,204.70685
,,204.714625
,,204.73555
,,204.75545
,,204.773375
,,204.795325
,,204.804275
,,204.819225
,,204.829825
,,204.8565
,,204.869625
,,204.8831
,,204.927775
,,204.9621
,,205.004675
,,205.05805
,,205.07415
,,205.08655
,,205.10205
,,205.10475
,,205.12855
,,205.1731
,,205.206225
,,205.266825
,,205.292
,,205.321375
,,205.333775
,,205.344125
,,205.3575
,,205.3776
,,205.387875
,,205.4106
,,205.44025
,,205.457875
,,205.49675
,,205.539325
,,205.556625
,,205.573025
,,205.6084
,,205.633675
,,205.6579
,,205.6692
,,205.68065
,,205.706825
,,205.7287
,,205.74795
,,205.77735
,,205.813525
,,205.8247
,,205.859575
,,205.911275
,,205.942975
,,205.9938
,,206.0333
,,206.055025
,,206.079375
,,206.1244
,,206.154925
,,206.19505
,,206.211425
,,206.238225
,,206.2731
,,206.29835
,,206.366175
,,206.401175
,,206.43055
,,206.43725
,,206.4703
,,206.52725
,,206.5794
,,206.632
,,206.661725
,,206.6962
,,206.71405
,,206.7261
,,206.7469
,,206.775525
,,206.81755
,,206.84135
,,206.878375
,,206.89645
,,206.913225
,,206.939225
,,206.9794
,,207.020475
,,207.0335
,,207.055325
,,207.0833
,,207.09215
,,207.131
,,207.15225
,,207.183975
,,207.219825
,,207.25735
,,207.282725
,,207.32635
,,207.33795
,,207.339325
,,207.353925
,,207.37055
,,207.3933
,,207.4081
,,207.421075
,,207.4344
,,207.449975
,,207.4697
,,207.496225
,,207.509
,,207.5304
,,207.54865
,,207.5626
,,207.592375
,,207.599175
,,207.63405
,,207.6437
,,207.6642
,,207.685025
,,207.714725
,,207.7183
,,207.7559
,,207.7719
,,207.7848
,,207.80505
,,207.8211
,,207.855125
,,207.8757
,,207.902225
,,207.932425
,,207.96445
,,207.9778
,,208.003375
,,208.028775
,,208.054475
,,208.083325
,,208.15865
,,208.187475
,,208.219575
,,208.231325
,,208.252725
,,208.2621
,,208.28745
,,208.309
,,208.34315
,,208.35825
,,208.377275
,,208.4259
,,208.456025
,,208.468325
,,208.50875
,,208.5249
,,208.546225
,,208.5758
,,208.594325
,,208.62385
,,208.657175
,,208.694
,,208.710975
,,208.7227
,,208.72845
,,208.741425
,,208.759825
,,208.7716
,,208.78725
,,208.8055
,,208.818575
,,208.830325
,,208.8486
,,208.86365
,,208.885
,,208.9056
,,208.923875
,,208.94585
,,208.9621
,,208.98875
,,209.031875
,,209.075825
,,209.086075
,,209.103025
,,209.1215
,,209.134925
,,209.143125
,,209.15455
,,209.164675
,,209.185475
,,209.205975
,,209.20985
,,209.211075
,,209.2399
,,209.261875
,,209.275075
,,209.289125
,,209.3181
,,209.3512
,,209.37355
,,209.3896
,,209.4335
,,209.472
,,209.5301
,,209.545125
,,209.56305
,,209.5968
,,209.606875
,,209.6221
,,209.6322
,,209.6537
,,209.654825
,,209.67615
,,209.69415
,,209.7075
,,209.7448
,,209.769125
,,209.7955
,,209.841625
,,209.8615
,,209.8813
,,209.88825
,,209.901525
,,209.920975
,,209.930375
,,209.950925
,,209.976125
,,209.996825
,,210.0136
,,210.0217
,,210.035725
,,210.080475
,,210.111875
,,210.151425
,,210.187575
,,210.21325
,,210.2421
,,210.2659
,,210.3063
,,210.322025
,,210.363175
,,210.3807
,,210.39875
,,210.407725
,,210.426425
,,210.435425
,,210.45545
,,210.476225
,,210.488675
,,210.507075
,,210.518725
,,210.5326
,,210.547325
,,210.557325
,,210.569425
,,210.5814
,,210.58895
,,210.60465
,,210.6242
,,210.638525
,,210.665425
,,210.67275
,,210.70695
,,210.708175
,,210.7157
,,210.726675
,,210.7451
,,210.75575
,,210.77415
,,210.792275
,,210.812575
,,210.828575
,,210.86025
,,210.86975
,,210.880425
,,210.89295
,,210.9261
,,210.955425
,,210.963725
,,210.977125
,,210.996975
,,211.016525
,,211.03255
,,211.049775
,,211.06835
,,211.085525
,,211.105725
,,211.1161
,,211.130375
,,211.141275
,,211.16875
,,211.183625
,,211.2066
,,211.23225
,,211.2426
,,211.269425
,,211.28425
,,211.309875
,,211.3225
,,211.3388
,,211.3574
,,211.372475
,,211.38285
,,211.399575
,,211.414075
,,211.435375
,,211.4399
,,211.466975
,,211.490025
,,211.5174
,,211.532625
,,211.557025
,,211.57805
,,211.61055
,,211.624575
,,211.654275
,,211.674575
,,211.688775
,,211.70655
,,211.718325
,,211.726725
,,211.747175
,,211.7601
,,211.7947
,,211.807075
,,211.833
,,211.8469
,,211.85255
,,211.87145
,,211.890375
,,211.9167
,,211.929275
,,211.94225
,,211.9525
,,211.976475
,,211.9872
,,212.017325
,,212.057
,,212.071
,,212.082725
,,212.113925
,,212.136625
,,212.149525
,,212.15765
,,212.162225
,,212.16845
,,212.177475
,,212.188425
,,212.189625
,,212.196925
,,212.208325
,,212.218525
,,212.230175
,,212.237
,,212.250875
,,212.269525
,,212.2775
,,212.28745
,,212.300025
,,212.31365
,,212.342675
,,212.3609
,,212.37105
,,212.3858
,,212.397325
,,212.409125
,,212.4207
,,212.444525
,,212.4549
,,212.48125
,,212.508975
,,212.520225
,,212.538175
,,212.591
,,212.608875
,,212.68755
,,212.695475
,,212.726275
,,212.746975
,,212.765725
,,212.782225
,,212.7962
,,212.813725
,,212.835275
,,212.847675
,,212.87885
,,212.8948
,,212.909075
,,212.9293
,,212.95805
,,212.982475
,,213.0234
,,213.043975
,,213.07735
,,213.101225
,,213.145875
,,213.1763
,,213.1945
,,213.2304
,,213.30395
,,213.33545
,,213.3503
,,213.38075
,,213.397
,,213.4621
,,213.4663
,,213.470775
,,213.4849
,,213.532675
,,213.551275
,,213.5808
,,213.619275
,,213.639675
,,213.6904
,,213.70815
,,213.743625
,,213.79395
,,213.84175
,,213.86715
,,213.89045
,,213.90045
,,213.9127
,,213.94485
,,213.963275
,,213.979075
,,213.9938
,,214.009275
,,214.03435
,,214.051275
,,214.05445
,,214.07655
,,214.11525
,,214.1806
,,214.21575
,,214.2423
,,214.259125
,,214.28415
,,214.318775
,,214.3522
,,214.384225
,,214.4028
,,214.424275
,,214.472825
,,214.503675
,,214.55075
,,214.574575
,,214.58795
,,214.60655
,,214.637925
,,214.66165
,,214.68205
,,214.718125
,,214.74635
,,214.764125
,,214.77675
,,214.784475
,,214.82205
,,214.84905
,,214.8639
,,214.888425
,,214.92595
,,214.96225
,,214.978225
,,214.99475
,,215.01095
,,215.0241
,,215.0485
,,215.062125
,,215.11535
,,215.16815
,,215.22455
,,215.327325
,,215.3578
,,215.3751
,,215.38925
,,215.415275
,,215.42835
,,215.455125
,,215.464975
,,215.48545
,,215.498675
,,215.534525
,,215.570825
,,215.603125
,,215.645975
,,215.665325
,,215.69795
,,215.728125
,,215.7403
,,215.75255
,,215.76435
,,215.789975
,,215.805725
,,215.831625
,,215.84215
,,215.8573
,,215.876725
,,215.89195
,,215.90405
,,215.924725
,,215.94195
,,215.953125
,,215.96325
,,215.994825
,,216.018775
,,216.030825
,,216.067825
,,216.08455
,,216.1019
,,216.13535
,,216.161075
,,216.2002
,,216.22715
,,216.241125
,,216.283325
,,216.3123
,,216.33735
,,216.350575
,,216.38915
,,216.404475
,,216.414275
,,216.431425
,,216.446125
,,216.4547
,,216.471525
,,216.491475
,,216.510125
,,216.530425
,,216.54225
,,216.55225
,,216.573575
,,216.599
,,216.625625
,,216.640675
,,216.657675
,,216.673675
,,216.690175
,,216.708625
,,216.725625
,,216.75185
,,216.79225
,,216.8007
,,216.84425
,,216.89885
,,216.921425
,,216.94485
,,216.96055
,,216.97075
,,216.99635
,,217.01985
,,217.039975
,,217.057025
,,217.074725
,,217.0968
,,217.10845
,,217.127075
,,217.15
,,217.17075
,,217.1823
,,217.198325
,,217.219225
,,217.238675
,,217.26785
,,217.2878
,,217.311475
,,217.32365
,,217.344725
,,217.35745
,,217.38345
,,217.411025
,,217.435275
,,217.456275
,,217.488325
,,217.496825
,,217.52115
,,217.540325
,,217.55815
,,217.5738
,,217.58705
,,217.617975
,,217.632325
,,217.661025
,,217.67415
,,217.720275
,,217.74565
,,217.7943
,,217.832225
,,217.859175
,,217.871375
,,217.8865
,,217.898825
,,217.913725
,,217.927775
,,217.938125
,,217.958
,,217.97675
,,217.995725
,,218.015275
,,218.034575
,,218.0494
,,218.07045
,,218.0902
,,218.1193
,,218.16715
,,218.23615
,,218.238525
,,218.25485
,,218.2663
,,218.2846
,,218.30165
,,218.32
,,218.33775
,,218.36635
,,218.37695
,,218.38635
,,218.4467
,,218.46015
,,218.501275
,,218.53915
,,218.556575
,,218.580325
,,218.60045
,,218.604775
,,218.63405
,,218.65535
,,218.676375
,,218.68325
,,218.716
,,218.7527
,,218.812975
,,218.82855
,,218.8422
,,218.85635
,,218.86405
,,218.88075
,,218.9029
,,218.927375
,,218.9422
,,218.9539
,,218.975875
,,218.99295
,,219.009925
,,219.04355
,,219.0635
,,219.077425
,,219.096175
,,219.108825
,,219.152875
,,219.1667
,,219.20085
,,219.206975
,,219.218825
,,219.247275
,,219.258475
,,219.281375
,,219.29085
,,219.314325
,,219.319125
,,219.346125
,,219.355175
,,219.358725
,,219.3722
,,219.39105
,,219.407575
,,219.4295
,,219.45935
,,219.479125
,,219.506675
,,219.5219
,,219.53755
,,219.562275
,,219.57055
,,219.588475
,,219.606775
,,219.62345
,,219.6415
,,219.652175
,,219.669375
,,219.675425
,,219.69245
,,219.698575
,,219.7104
,,219.7286
,,219.750275
,,219.75975
,,219.775075
,,219.793475
,,219.830375
,,219.849175
,,219.86165
,,219.87925
,,219.90765
,,219.92245
,,219.931725
,,219.946175
,,219.957825
,,219.980025
,,219.99095
,,220.0121
,,220.022975
,,220.03175
,,220.057675
,,220.072375
,,220.086
,,220.10095
,,220.112975
,,220.12685
,,220.13935
,,220.15235
,,220.1669
,,220.190625
,,220.204775
,,220.2163
,,220.2248
,,220.238975
,,220.251725
,,220.2726
,,220.2913
,,220.315225
,,220.330275
,,220.345225
,,220.3593
,,220.375675
,,220.3843
,,220.401825
,,220.4173
,,220.43115
,,220.444225
,,220.449475
,,220.45865
,,220.47535
,,220.484225
,,220.497175
,,220.514925
,,220.527375
,,220.549475
,,220.564525
,,220.57875
,,220.590425
,,220.600925
,,220.615125
,,220.6241
,,220.63755
,,220.6565
,,220.7002
,,220.716225
,,220.72695
,,220.764925
,,220.777375
,,220.827225
,,220.840025
,,220.8506
,,220.8638
,,220.87215
,,220.8794
,,220.894825
,,220.91445
,,220.93765
,,220.9436
,,220.95245
,,220.974025
,,220.9925
,,221.0167
,,221.03955
,,221.072925
,,221.0967
,,221.109925
,,221.1362
,,221.150225
,,221.161475
,,221.17105
,,221.180875
,,221.1915
,,221.19855
,,221.210325
,,221.221
,,221.22835
,,221.24775
,,221.253175
,,221.254175
,,221.263975
,,221.27
,,221.28915
,,221.301
,,221.317175
,,221.330625
,,221.346875
,,221.3576
,,221.37235
,,221.38305
,,221.396975
,,221.41275
,,221.42985
,,221.453025
,,221.4672
,,221.487325
,,221.509075
,,221.534375
,,221.5703
,,221.581225
,,221.5989
,,221.6066
,,221.621275
,,221.63735
,,221.6467
,,221.663775
,,221.674325
,,221.6864
,,221.6965
,,221.7041
,,221.74145
,,221.753825
,,221.775625
,,221.8062
,,221.841925
,,221.873575
,,221.903175
,,221.9269
,,221.94295
,,221.954375
,,221.973825
,,222.002325
,,222.016825
,,222.0261
,,222.036225
,,222.060525
,,222.068725
,,222.090625
,,222.101875
,,222.121025
,,222.134625
,,222.1499
,,222.182625
,,222.204175
,,222.2293
,,222.2597
,,222.28725
,,222.30355
,,222.31485
,,222.3263
,,222.34085
,,222.351125
,,222.3674
,,222.382525
,,222.39975
,,222.420775
,,222.4412
,,222.454425
,,222.47845
,,222.4871
,,222.508725
,,222.553525
,,222.57145
,,222.5828
,,222.601025
,,222.628225
,,222.642925
,,222.672825
,,222.692125
,,222.712925
,,222.7403
,,222.76985
,,222.817475
,,222.8688
,,222.88895
,,222.903625
,,222.9232
,,222.9355
,,222.955275
,,222.96115
,,222.979875
,,223.000625
,,223.0144
,,223.033775
,,223.04925
,,223.072975
,,223.086575
,,223.1021
,,223.115425
,,223.12505
,,223.151175
,,223.16795
,,223.190625
,,223.22055
,,223.2429
,,223.26435
,,223.28815
,,223.327775
,,223.39695
,,223.415325
,,223.450925
,,223.476525
,,223.5287
,,223.565575
,,223.611475
,,223.629275
,,223.652675
,,223.673975
,,223.698925
,,223.720275
,,223.759775
,,223.80695
,,223.835525
,,223.858525
,,223.88485
,,223.921075
,,223.942475
,,224.002525
,,224.03555
,,224.055275
,,224.09455
,,224.1259
,,224.14155
,,224.17035
,,224.209
,,224.2323
,,224.253925
,,224.288
,,224.306375
,,224.3276
,,224.35145
,,224.37835
,,224.395125
,,224.42765
,,224.449
,,224.48765
,,224.500275
,,224.53945
,,224.5596
,,224.574275
,,224.596
,,224.61205
,,224.636725
,,224.653825
,,224.685175
,,224.714625
,,224.74035
,,224.77525
,,224.80075
,,224.80915
,,224.845325
,,224.8529
,,224.8586
,,224.902325
,,224.922775
,,224.933
,,224.953875
,,224.964825
,,224.980325
,,225.0014
,,225.0144
,,225.0241
,,225.03245
,,225.06
,,225.08415
,,225.105575
,,225.11355
,,225.1278
,,225.137775
,,225.1678
,,225.198925
,,225.2143
,,225.234075
,,225.2644
,,225.301675
,,225.31955
,,225.3424
,,225.376475
,,225.3921
,,225.39995
,,225.41235
,,225.443
,,225.4558
,,225.49485
,,225.5346
,,225.557425
,,225.575625
,,225.60215
,,225.62755
,,225.655575
,,225.670425
,,225.6827
,,225.700275
,,225.75765
,,225.77375
,,225.7978
,,225.840025
,,225.882375
,,225.92
,,225.93085
,,225.943225
,,225.9563
,,225.97105
,,225.984375
,,226.017225
,,226.03175
,,226.04515
,,226.06295
,,226.080425
,,226.1035
,,226.13
,,226.146075
,,226.19505
,,226.20875
,,226.23145
,,226.262625
,,226.277975
,,226.3028
,,226.35405
,,226.3847
,,226.440625
,,226.4807
,,226.508125
,,226.5505
,,226.5727
,,226.594825
,,226.634375
,,226.658525
,,226.691575
,,226.764125
,,226.776225
,,226.80815
,,226.8256
,,226.855075
,,226.87965
,,226.89925
,,226.933475
,,226.964925
,,226.984475
,,227.0208
,,227.069675
,,227.112075
,,227.130275
,,227.14715
,,227.17045
,,227.21245
,,227.23915
,,227.25715
,,227.280975
,,227.318725
,,227.40505
,,227.46855
,,227.4798
,,227.49735
,,227.521475
,,227.5863
,,227.71095
,,227.82645
,,227.891675
,,227.94075
,,227.95555
,,227.983925
,,228.014875
,,228.0293
,,228.05495
,,228.0894
,,228.10505
,,228.184825
,,228.2529
,,228.332125
,,228.35135
,,228.37945
,,228.40825
,,228.44895
,,228.490425
,,228.529475
,,228.604675
,,228.6268
,,228.649575
,,228.7017
,,228.718
,,228.737975
,,228.763325
,,228.791775
,,228.828775
,,228.85095
,,228.891175
,,228.93845
,,228.968325
,,229.069575
,,229.076875
,,229.099625
,,229.15015
,,229.15815
,,229.16085
,,229.17725
,,229.2071
,,229.241575
,,229.321875
,,229.3876
,,229.41145
,,229.42905
,,229.44085
,,229.4592
,,229.49505
,,229.51385
,,229.537975
,,229.5797
,,229.663175
,,229.688475
,,229.73735
,,229.838175
,,229.871675
,,229.881775
,,229.91285
,,229.96705
,,230.004325
,,230.03595
,,230.054125
,,230.0897
,,230.109875
,,230.118325
,,230.13495
,,230.150525
,,230.1899
,,230.224825
,,230.254675
,,230.300825
,,230.370575
,,230.3969
,,230.4393
,,230.457775
,,230.477975
,,230.51405
,,230.53305
,,230.5865
,,230.608375
,,230.657275
,,230.7136
,,230.738025
,,230.7423
,,230.75525
,,230.771675
,,230.7953
,,230.81095
,,230.828225
,,230.847075
,,230.8747
,,230.883875
,,230.901
,,230.930075
,,230.96165
,,230.975375
,,230.995925
,,231.0206
,,231.0291
,,231.0536
,,231.077675
,,231.099175
,,231.11395
,,231.128075
,,231.14735
,,231.15845
,,231.16855
,,231.190175
,,231.211725
,,231.220575
,,231.2407
,,231.27175
,,231.3128
,,231.355275
,,231.367
,,231.37465
,,231.398775
,,231.4036
,,231.417525
,,231.4292
,,231.439825
,,231.453225
,,231.458475
,,231.474875
,,231.49045
,,231.5033
,,231.5127
,,231.524275
,,231.54425
,,231.5579
,,231.57445
,,231.5838
,,231.595675
,,231.614525
,,231.63185
,,231.64425
,,231.65225
,,231.679525
,,231.684625
,,231.705425
,,231.718
,,231.732725
,,231.750725
,,231.760675
,,231.771825
,,231.78315
,,231.7926
,,231.807425
,,231.823075
,,231.83195
,,231.8544
,,231.861225
,,231.8753
,,231.885925
,,231.892575
,,231.90935
,,231.918425
,,231.927275
,,231.934525
,,231.939125
,,231.947075
,,231.961425
,,231.970075
,,231.977475
,,231.9861
,,231.998575
,,232.0115
,,232.019775
,,232.027975
,,232.037575
,,232.045425
,,232.0589
,,232.07675
,,232.0857
,,232.0923
,,232.102125
,,232.10635
,,232.1132
,,232.124475
,,232.135125
,,232.152775
,,232.163525
,,232.171175
,,232.198025
,,232.2154
,,232.249475
,,232.2666
,,232.4984
,,232.5133
,,232.527575
,,232.556825
,,232.56545
,,232.57275
,,232.582775
,,232.590225
,,232.60335
,,232.610225
,,232.619625
,,232.6266
,,232.631925
,,232.6376
,,232.645025
,,232.653475
,,232.655525
,,232.671325
,,232.6836
,,232.6971
,,232.70485
,,232.711175
,,232.7233
,,232.72725
,,232.7386
,,232.756325
,,232.77485
,,232.783275
,,232.79345
,,232.79825
,,232.817125
,,232.850275
,,232.85225
,,232.862925
,,232.881075
,,232.90895
,,232.91835
,,232.930675
,,232.9409
,,232.949825
,,232.955625
,,232.966375
,,232.976975
,,232.98835
,,232.9968
,,233.0233
,,233.043375
,,233.05345
,,233.08805
,,233.16405
,,233.331875
,,233.34185
,,233.348925
,,233.35935
,,233.377025
,,233.384425
,,233.39255
,,233.417375
,,233.423475
,,233.430975
,,233.444775
,,233.46035
,,233.4767
,,233.48155
,,233.514725
,,233.531225
,,233.5893
,,233.6636
,,233.684375
,,233.7044
,,233.719225
,,233.73385
,,233.740825
,,233.759725
,,233.775875
,,233.7911
,,233.812975
,,233.8255
,,233.841025
,,233.8699
,,233.89795
,,233.935775
,,233.967425
,,233.994925
,,234.0374
,,234.063325
,,234.092525
,,234.115125
,,234.131775
,,234.143
,,234.153525
,,234.1811
,,234.20045
,,234.222875
,,234.273875
,,234.3061
,,234.336725
,,234.3544
,,234.362775
,,234.38405
,,234.400575
,,234.42595
,,234.44215
,,234.4535
,,234.470925
,,234.50985
,,234.5263
,,234.553775
,,234.569725
,,234.67315
,,234.691375
,,234.700575
,,234.71095
,,234.721375
,,234.7272
,,234.730425
,,234.742
,,234.75005
,,234.756125
,,234.769925
,,234.78445
,,234.79625
,,234.8118
,,234.838825
,,234.852375
,,234.86075
,,234.8748
,,234.884575
,,234.914225
,,234.936675
,,234.9617
,,234.990975
,,235.054225
,,235.070975
,,235.081125
,,235.1089
,,235.12015
,,235.127475
,,235.133175
,,235.143375
,,235.15345
,,235.16145
,,235.174275
,,235.182575
,,235.188675
,,235.19935
,,235.213975
,,235.221275
,,235.24005
,,235.252375
,,235.268575
,,235.283025
,,235.3152
,,235.349025
,,235.3883
,,235.4239
,,235.445475
,,235.45985
,,235.47135
,,235.4812
,,235.49335
,,235.505
,,235.51525
,,235.53355
,,235.55705
,,235.58
,,235.60645
,,235.63785
,,235.662475
,,235.706525
,,235.754925
,,235.7626
,,235.79325
,,235.8114
,,235.8454
,,235.855325
,,235.86785
,,235.874125
,,235.8867
,,235.922025
,,235.934825
,,235.94435
,,235.952725
,,235.96055
,,235.974425
,,235.980875
,,235.99315
,,236.0024
,,236.01635
,,236.0282
,,236.037125
,,236.060525
,,236.07255
,,236.092075
,,236.101175
,,236.1234
,,236.14705
,,236.17135
,,236.174925
,,236.189025
,,236.21525
,,236.291175
,,236.301725
,,236.390225
,,236.431
,,236.4471
,,236.45625
,,236.463875
,,236.471325
,,236.487725
,,236.502975
,,236.52495
,,236.54705
,,236.56715
,,236.598975
,,236.6241
,,236.6923
,,236.704925
,,236.731775
,,236.77425
,,236.792175
,,236.811775
,,236.83805
,,236.854925
,,236.880275
,,236.902375
,,236.9305
,,236.968275
,,236.993675
,,237.016725
,,237.047275
,,237.058525
,,237.07735
,,237.103725
,,237.168375
,,237.171875
,,237.1792
,,237.228675
,,237.2519
,,237.2964
,,237.326875
,,237.337875
,,237.358175
