SPK_SPKC02a (short excitation),SPK_SPKC05a (no effect),SPK_SPKC07a (no effect),SPK_SPKC09a (no effect),SPK_SPKC11a (no effect),SPK_SPKC11b (no effect)
101.6198,,,,15.43665,292.89515
101.96765,,,,15.45615,293.0996
102.37655,,,,15.467925,293.319875
102.39695,,,,15.4774,293.333275
102.4876,,,,15.486825,294.107225
102.816425,,,,15.5085,294.71825
103.214975,,,,15.52765,294.8623
103.2606,,,,15.5692,295.370875
103.58015,,,,15.582325,295.531625
103.679525,,,,15.600275,295.550375
103.7508,,,,15.628475,295.5654
103.907975,,,,15.657625,295.566625
104.04565,,,,15.73505,295.902075
104.08915,,,,15.957975,295.92525
104.480625,,,,15.96995,296.463625
104.948475,,,,15.978275,296.553975
105.01835,,,,15.99005,296.93495
105.05085,,,,16.004625,296.94495
105.056625,,,,16.01475,298.110225
105.13745,,,,16.02215,298.2014
105.469425,,,,16.03255,298.689075
105.51485,,,,16.04085,298.7939
105.625975,,,,16.060075,299.06695
105.86095,,,,16.090125,299.80715
106.033025,,,,16.101125,300.2825
106.05105,,,,16.11815,300.485975
106.0633,,,,16.1655,
106.0898,,,,16.244325,
106.10895,,,,16.358975,
106.21275,,,,16.426775,
106.276925,,,,16.437825,
106.308025,,,,16.448275,
106.508025,,,,16.457275,
106.5853,,,,16.46675,
106.99655,,,,16.47415,
107.25755,,,,16.4787,
107.284275,,,,16.486775,
107.2935,,,,16.492075,
107.549125,,,,16.4951,
107.612475,,,,16.50035,
107.737125,,,,16.509225,
107.777075,,,,16.516075,
107.789725,,,,16.525275,
107.88735,,,,16.53265,
108.35985,,,,16.5416,
108.492,,,,16.550025,
108.69105,,,,16.568625,
109.364325,,,,16.595325,
109.78135,,,,16.637925,
109.815475,,,,16.679425,
109.82895,,,,16.706825,
109.85645,,,,16.72475,
110.1152,,,,16.7387,
110.2808,,,,16.764175,
110.300025,,,,16.78135,
110.31215,,,,16.800025,
110.337575,,,,16.8226,
110.67755,,,,16.8427,
110.745925,,,,16.85675,
110.819025,,,,16.884,
111.0067,,,,16.9177,
111.0946,,,,16.954625,
111.114875,,,,16.9922,
111.1588,,,,17.028125,
111.95755,,,,17.104025,
111.978825,,,,17.150475,
112.108875,,,,17.189325,
112.455325,,,,17.211775,
112.518275,,,,17.230325,
112.859125,,,,17.245025,
113.2418,,,,17.2513,
113.45515,,,,17.25685,
113.477175,,,,17.271425,
113.6257,,,,17.282275,
113.645475,,,,17.29505,
113.776325,,,,17.320525,
114.0419,,,,17.3343,
114.06405,,,,17.34065,
114.38135,,,,17.3519,
114.9446,,,,17.3701,
115.04625,,,,17.3841,
115.1907,,,,17.3971,
115.2149,,,,17.41695,
115.288025,,,,17.438575,
115.351275,,,,17.459475,
115.58125,,,,17.517575,
115.62145,,,,17.554375,
115.836475,,,,17.592625,
115.896175,,,,17.623725,
115.925075,,,,17.6393,
116.3654,,,,17.75115,
116.48545,,,,17.8773,
116.491675,,,,17.911575,
116.53245,,,,17.923325,
116.835275,,,,17.93315,
116.95065,,,,17.939825,
116.993425,,,,17.95745,
117.684775,,,,17.970025,
117.72215,,,,17.985725,
117.785525,,,,18.00845,
117.88555,,,,18.019925,
118.034125,,,,18.036775,
118.076675,,,,18.05055,
118.128175,,,,18.06075,
118.4693,,,,18.069225,
118.733875,,,,18.078225,
118.763175,,,,18.109825,
118.989325,,,,18.134175,
119.332775,,,,18.1528,
119.981375,,,,18.1887,
120.0148,,,,18.3881,
120.657225,,,,18.404425,
120.728025,,,,18.41345,
120.8289,,,,18.45845,
121.180025,,,,18.467475,
121.2814,,,,18.473975,
121.304275,,,,18.487075,
121.3702,,,,18.499,
121.4596,,,,18.51215,
121.497525,,,,18.537125,
121.601475,,,,18.5578,
121.833625,,,,18.6203,
121.8645,,,,18.66935,
122.07885,,,,18.67725,
122.10755,,,,18.708325,
122.168225,,,,18.750975,
122.2982,,,,18.7744,
122.4012,,,,18.811425,
122.662425,,,,18.9692,
122.6654,,,,18.97955,
122.681625,,,,18.994025,
122.689825,,,,19.005,
122.7584,,,,19.012925,
122.818575,,,,19.024425,
122.8351,,,,19.03475,
123.26775,,,,19.054725,
123.2769,,,,19.080275,
123.291325,,,,19.0909,
123.32885,,,,19.112175,
123.587575,,,,19.121125,
123.804125,,,,19.14815,
124.789,,,,19.1734,
124.808875,,,,19.19115,
124.969725,,,,19.219375,
125.014,,,,19.240425,
125.193275,,,,19.273075,
125.734525,,,,19.312975,
126.1268,,,,19.4098,
126.167875,,,,19.582275,
126.40475,,,,19.622425,
126.455475,,,,19.644975,
126.469275,,,,19.650875,
126.871675,,,,19.656525,
127.608175,,,,19.66965,
128.005275,,,,19.68005,
128.087875,,,,19.694025,
128.151675,,,,19.7047,
129.46215,,,,19.71525,
129.477425,,,,19.738125,
129.7426,,,,19.750525,
129.9057,,,,19.77125,
130.210475,,,,19.804775,
130.2459,,,,19.827275,
130.333125,,,,19.888325,
130.34495,,,,19.9282,
130.369475,,,,19.990025,
130.606825,,,,20.034975,
130.7504,,,,20.099725,
130.75915,,,,20.149125,
130.7724,,,,20.185375,
130.93925,,,,20.207775,
131.005825,,,,20.223825,
131.42995,,,,20.233525,
131.825525,,,,20.24965,
131.850325,,,,20.2655,
131.9477,,,,20.5429,
131.95775,,,,20.55275,
131.974925,,,,20.588175,
132.213925,,,,20.596625,
132.4445,,,,20.614525,
132.4758,,,,20.625075,
132.53335,,,,20.63645,
132.72775,,,,20.653125,
132.798125,,,,20.6657,
132.9488,,,,20.694225,
133.033225,,,,20.7099,
133.115375,,,,20.7271,
133.191025,,,,20.752525,
134.24845,,,,20.76145,
134.280925,,,,20.816425,
134.307,,,,20.85925,
134.763375,,,,20.9459,
134.9215,,,,21.01535,
135.259675,,,,21.04255,
135.34615,,,,21.08405,
135.88955,,,,21.1101,
135.956775,,,,21.166625,
136.112125,,,,21.181525,
136.134825,,,,21.2149,
136.225725,,,,21.25895,
136.280625,,,,21.4299,
136.503825,,,,21.503075,
136.556575,,,,21.511425,
136.685825,,,,21.522375,
136.9875,,,,21.53005,
137.022225,,,,21.53895,
137.2795,,,,21.547875,
137.5683,,,,21.562375,
137.64545,,,,21.578,
137.681675,,,,21.608175,
137.8605,,,,21.8364,
137.9398,,,,21.846125,
138.2249,,,,21.87525,
138.523075,,,,21.881275,
138.70685,,,,21.889975,
138.852425,,,,21.9053,
139.1481,,,,21.9211,
139.173125,,,,21.935575,
139.267725,,,,21.953875,
139.395375,,,,21.972425,
139.648975,,,,21.993775,
139.657225,,,,22.0076,
139.705125,,,,22.042275,
139.753825,,,,22.11075,
139.8142,,,,22.23755,
139.93985,,,,22.2513,
140.363275,,,,22.26175,
140.4289,,,,22.269325,
141.00815,,,,22.284225,
141.13405,,,,22.29635,
141.45555,,,,22.303425,
142.150825,,,,22.313075,
143.333575,,,,22.318225,
143.370625,,,,22.324175,
143.612525,,,,22.336,
143.855175,,,,22.34585,
143.98855,,,,22.354725,
144.228525,,,,22.36235,
144.43145,,,,22.377775,
144.713575,,,,22.390975,
144.804575,,,,22.4074,
144.8826,,,,22.422375,
144.98505,,,,22.449175,
145.440775,,,,22.479425,
145.6451,,,,22.511375,
145.869975,,,,22.560125,
145.88425,,,,22.610725,
145.937675,,,,22.700425,
145.969325,,,,22.7246,
146.1048,,,,22.747075,
146.235725,,,,22.76225,
146.64795,,,,22.782325,
147.350275,,,,22.787775,
147.440225,,,,22.793,
147.6734,,,,22.8119,
147.797075,,,,22.821425,
147.880275,,,,22.829025,
147.9893,,,,22.835625,
148.330825,,,,22.8463,
148.37365,,,,22.860875,
148.619625,,,,22.871825,
148.79865,,,,22.885825,
148.8802,,,,22.908825,
148.939025,,,,22.934075,
149.167625,,,,22.969,
149.3046,,,,22.994575,
149.49955,,,,23.1903,
149.92065,,,,23.216025,
149.946675,,,,23.25245,
150.463575,,,,23.268375,
150.47395,,,,23.286525,
150.492275,,,,23.29575,
150.5269,,,,23.3024,
150.657525,,,,23.329125,
150.917525,,,,23.3392,
150.974225,,,,23.3647,
151.21735,,,,23.382,
151.3108,,,,23.39895,
151.370575,,,,23.42115,
151.3921,,,,23.4356,
151.442575,,,,23.4606,
151.670825,,,,23.47965,
151.811625,,,,23.51185,
152.24725,,,,23.552,
152.3333,,,,23.6084,
152.36795,,,,23.75075,
152.4443,,,,23.7849,
152.49545,,,,23.8036,
152.5939,,,,23.819725,
152.7234,,,,23.828925,
152.89335,,,,23.847125,
152.910075,,,,23.856975,
153.10785,,,,23.877,
153.303325,,,,23.895,
153.420725,,,,23.917475,
153.447575,,,,23.93845,
153.710675,,,,23.95635,
154.14885,,,,23.9974,
154.2151,,,,24.093125,
154.417475,,,,24.11215,
154.546475,,,,24.14345,
155.198675,,,,24.179875,
155.23715,,,,24.205875,
155.350775,,,,24.265525,
155.399175,,,,24.35575,
155.489925,,,,24.41315,
155.6527,,,,24.43685,
155.683775,,,,24.458325,
155.842575,,,,24.48255,
156.25475,,,,24.494975,
156.453075,,,,24.50315,
156.505625,,,,24.5126,
156.959725,,,,24.518375,
156.99795,,,,24.52585,
157.3743,,,,24.53325,
157.38435,,,,24.552125,
157.522725,,,,24.566075,
157.5615,,,,24.57635,
157.945325,,,,24.601275,
157.96155,,,,24.622875,
157.9841,,,,24.64645,
158.083175,,,,24.691575,
158.276725,,,,24.815175,
158.4547,,,,24.9167,
158.500225,,,,24.961275,
158.56515,,,,24.9731,
158.607325,,,,25.0049,
158.7999,,,,25.017075,
158.8736,,,,25.03325,
159.025925,,,,25.046625,
159.259725,,,,25.064225,
159.266,,,,25.085,
159.350625,,,,25.10105,
159.43555,,,,25.125525,
159.507325,,,,25.219075,
159.5178,,,,25.2958,
159.859225,,,,25.33755,
159.8866,,,,25.344775,
160.080675,,,,25.353625,
160.123825,,,,25.358725,
160.2238,,,,25.3682,
160.330475,,,,25.37295,
160.35455,,,,25.37925,
160.4732,,,,25.383275,
160.702725,,,,25.388825,
160.8185,,,,25.39585,
161.092875,,,,25.405125,
161.270775,,,,25.430975,
161.281125,,,,25.47775,
161.296425,,,,25.515525,
161.3324,,,,25.53685,
161.344925,,,,25.566725,
162.17145,,,,25.60515,
162.207925,,,,25.6674,
162.244925,,,,25.7868,
162.32375,,,,25.80895,
162.6124,,,,25.8349,
162.7508,,,,25.843275,
162.825625,,,,25.8644,
162.877025,,,,25.872325,
163.226675,,,,25.880075,
163.284625,,,,25.89225,
163.320625,,,,25.899475,
163.40955,,,,25.9056,
163.806225,,,,25.925475,
163.941875,,,,25.952775,
164.02965,,,,25.968,
164.268525,,,,25.992225,
164.301925,,,,26.007275,
164.378325,,,,26.033375,
164.4136,,,,26.0628,
164.4266,,,,26.09865,
164.4382,,,,26.1654,
164.738775,,,,26.20765,
164.9912,,,,26.21655,
165.04955,,,,26.2256,
165.215025,,,,26.230725,
165.2894,,,,26.238775,
165.32495,,,,26.247325,
165.36735,,,,26.25675,
165.565325,,,,26.26825,
165.582625,,,,26.276975,
165.681725,,,,26.293675,
165.882675,,,,26.312975,
165.923475,,,,26.3459,
165.992875,,,,26.37215,
166.09325,,,,26.39155,
166.403375,,,,26.411875,
166.559625,,,,26.45005,
166.70645,,,,26.48405,
166.719075,,,,26.572,
166.927025,,,,26.62465,
166.9393,,,,26.70185,
166.993475,,,,26.71365,
167.0405,,,,26.7225,
167.469175,,,,26.7447,
167.518675,,,,26.75635,
167.78455,,,,26.765075,
167.92155,,,,26.7778,
168.011225,,,,26.790925,
168.418675,,,,26.805575,
168.44655,,,,26.8191,
168.8291,,,,26.831875,
168.8435,,,,26.844425,
168.849175,,,,26.862025,
168.935125,,,,26.874775,
169.193975,,,,26.8842,
169.860275,,,,26.91395,
170.219125,,,,26.95155,
170.279375,,,,27.0466,
170.38945,,,,27.165675,
170.82155,,,,27.184475,
170.85835,,,,27.2214,
171.01485,,,,27.2356,
171.2665,,,,27.243,
171.5069,,,,27.2479,
171.671875,,,,27.2553,
171.737575,,,,27.26605,
172.124025,,,,27.27285,
172.59665,,,,27.280225,
172.6303,,,,27.291375,
172.7269,,,,27.304175,
172.7739,,,,27.329875,
172.90355,,,,27.35055,
172.948875,,,,27.376125,
173.093975,,,,27.408775,
173.132925,,,,27.446425,
173.14565,,,,27.506525,
173.68405,,,,27.67135,
173.9287,,,,27.68935,
174.837775,,,,27.69705,
174.858725,,,,27.70435,
174.952325,,,,27.7124,
175.4825,,,,27.721975,
175.509275,,,,27.728025,
175.58125,,,,27.736375,
175.737,,,,27.74245,
175.876675,,,,27.748975,
175.89535,,,,27.759,
176.039025,,,,27.769475,
176.72575,,,,27.779375,
177.400325,,,,27.805175,
178.146975,,,,27.832325,
178.1921,,,,27.877625,
178.275675,,,,27.943775,
178.3148,,,,28.14305,
178.4054,,,,28.180375,
178.466,,,,28.2017,
178.5208,,,,28.20965,
178.693575,,,,28.218725,
178.769625,,,,28.227225,
178.866075,,,,28.231375,
178.978475,,,,28.23685,
179.0352,,,,28.24205,
179.33485,,,,28.250025,
179.587325,,,,28.261175,
179.963375,,,,28.270175,
180.0343,,,,28.2872,
180.07175,,,,28.303425,
180.08635,,,,28.332525,
180.29785,,,,28.364775,
180.369625,,,,28.410425,
180.922175,,,,28.449125,
181.4605,,,,28.49445,
181.49885,,,,28.636575,
182.03205,,,,28.6524,
182.33275,,,,28.7023,
182.921075,,,,28.707925,
183.3344,,,,28.713525,
183.92165,,,,28.719475,
184.074525,,,,28.724075,
184.259175,,,,28.7304,
184.502,,,,28.740575,
184.578825,,,,28.764025,
184.61965,,,,28.793175,
184.6746,,,,28.808475,
184.7195,,,,28.833675,
185.01435,,,,28.8429,
185.176575,,,,28.863825,
185.2116,,,,28.895,
185.248,,,,28.934725,
185.730675,,,,28.9534,
185.841025,,,,28.9673,
186.079,,,,28.978875,
186.2688,,,,28.9958,
186.6002,,,,29.0064,
186.631525,,,,29.012775,
186.73455,,,,29.021,
187.150925,,,,29.027975,
187.356275,,,,29.04235,
187.69525,,,,29.05855,
187.846075,,,,29.0819,
187.907475,,,,29.09365,
188.153375,,,,29.1081,
188.204075,,,,29.1231,
189.38135,,,,29.13795,
189.414925,,,,29.157075,
189.451775,,,,29.179375,
189.56745,,,,29.199525,
189.920875,,,,29.220625,
189.97505,,,,29.231525,
190.26055,,,,29.251475,
190.382775,,,,29.281775,
190.647,,,,29.35035,
191.0277,,,,29.418975,
191.038475,,,,29.44715,
191.059225,,,,29.498275,
191.173925,,,,29.512325,
191.230975,,,,29.5263,
191.966,,,,29.53835,
192.16335,,,,29.56,
192.221375,,,,29.5755,
192.7951,,,,29.5913,
193.449125,,,,29.606125,
193.486325,,,,29.62935,
193.5131,,,,29.652375,
193.5789,,,,29.672875,
193.75965,,,,29.69125,
193.796775,,,,29.83265,
194.3091,,,,29.8881,
194.809575,,,,29.911825,
194.9825,,,,29.94015,
195.299175,,,,29.94555,
195.47085,,,,29.95435,
195.590825,,,,29.96505,
195.835575,,,,29.977225,
195.96375,,,,29.98405,
196.13845,,,,29.9923,
196.369075,,,,30.004875,
196.5452,,,,30.012575,
197.060425,,,,30.020625,
197.15605,,,,30.04175,
197.1973,,,,30.06935,
197.3473,,,,30.090425,
197.937,,,,30.1115,
197.958775,,,,30.128575,
198.2712,,,,30.158325,
198.3717,,,,30.23655,
198.488675,,,,30.416275,
198.537425,,,,30.4718,
198.566775,,,,30.49405,
198.58745,,,,30.512175,
198.997725,,,,30.520475,
199.024,,,,30.528875,
199.681275,,,,30.537725,
199.768475,,,,30.551575,
199.8549,,,,30.56575,
200.507625,,,,30.58355,
200.6181,,,,30.59515,
200.873425,,,,30.62215,
201.047275,,,,30.635225,
201.32935,,,,30.659525,
201.4179,,,,30.682475,
201.5013,,,,30.71475,
201.9477,,,,30.745325,
201.969,,,,30.77055,
201.99625,,,,30.7974,
202.025825,,,,30.832925,
202.0634,,,,30.868225,
202.31445,,,,30.90235,
202.56105,,,,30.981125,
202.5887,,,,31.009725,
202.75545,,,,31.17725,
202.992375,,,,31.207875,
203.024375,,,,31.229675,
203.0412,,,,31.241375,
203.24305,,,,31.266575,
203.819175,,,,31.285525,
204.148925,,,,31.302125,
204.215725,,,,31.3204,
204.47085,,,,31.33555,
204.624275,,,,31.342775,
204.653225,,,,31.369675,
204.96425,,,,31.379025,
205.137175,,,,31.412725,
205.521925,,,,31.425875,
205.5704,,,,31.445125,
205.58995,,,,31.456975,
205.79115,,,,31.473775,
206.33855,,,,31.4893,
206.371425,,,,31.496025,
206.7031,,,,31.518275,
206.747525,,,,31.53775,
206.9809,,,,31.5509,
207.00435,,,,31.5747,
207.055075,,,,31.5992,
207.162525,,,,31.622075,
207.21455,,,,31.642675,
207.237925,,,,31.67305,
207.618375,,,,31.6967,
207.633825,,,,31.76895,
207.89995,,,,31.8644,
207.91285,,,,31.88045,
208.528875,,,,31.9046,
208.799975,,,,31.9347,
208.838525,,,,31.94795,
208.8872,,,,31.975175,
209.0241,,,,32.012025,
209.277175,,,,32.056225,
209.3936,,,,32.09325,
209.509575,,,,32.1428,
209.532325,,,,32.180075,
209.593975,,,,32.199575,
209.690675,,,,32.219225,
209.73675,,,,32.24625,
209.76335,,,,32.302075,
210.075925,,,,32.32755,
210.27095,,,,32.36275,
210.4959,,,,32.38115,
210.532325,,,,32.397925,
210.62215,,,,32.406625,
210.80995,,,,32.418425,
210.8762,,,,32.424125,
210.975575,,,,32.433425,
211.269875,,,,32.43885,
211.28355,,,,32.4456,
211.29455,,,,32.4514,
211.8594,,,,32.456825,
212.37235,,,,32.460125,
212.621375,,,,32.4658,
212.765675,,,,32.46995,
213.0567,,,,32.474275,
213.114575,,,,32.479025,
213.393225,,,,32.483925,
213.47575,,,,32.490425,
213.561575,,,,32.495075,
213.843075,,,,32.502175,
214.121775,,,,32.510425,
214.984725,,,,32.5231,
215.01495,,,,32.5306,
215.558075,,,,32.536925,
216.027325,,,,32.5412,
216.47005,,,,32.549025,
216.54615,,,,32.566075,
216.967725,,,,32.575625,
217.280225,,,,32.59405,
217.951425,,,,32.632175,
218.86785,,,,32.657475,
219.117775,,,,32.66895,
219.147875,,,,32.6885,
219.49425,,,,32.70325,
219.5792,,,,32.722125,
219.6173,,,,32.738325,
219.9634,,,,32.762675,
220.16225,,,,32.781075,
220.3488,,,,32.8182,
220.37315,,,,32.94495,
220.60885,,,,33.00405,
220.69385,,,,33.00635,
221.0281,,,,33.039675,
221.1859,,,,33.0747,
221.3701,,,,33.08165,
221.81235,,,,33.0963,
221.957875,,,,33.109675,
222.06925,,,,33.125375,
223.488775,,,,33.143025,
224.005475,,,,33.1524,
224.092725,,,,33.1647,
224.275325,,,,33.1763,
224.4109,,,,33.183475,
224.495925,,,,33.20585,
224.5932,,,,33.22425,
224.998775,,,,33.248675,
225.018325,,,,33.2787,
225.2409,,,,33.30325,
225.445825,,,,33.3265,
225.570525,,,,33.3543,
225.605025,,,,33.39335,
225.7244,,,,33.44995,
225.858925,,,,33.495575,
226.082225,,,,33.547525,
226.240775,,,,33.594625,
226.3649,,,,33.6262,
226.49555,,,,33.6447,
226.53,,,,33.654625,
226.962925,,,,33.6649,
226.98765,,,,33.67335,
227.812875,,,,33.68715,
228.469525,,,,33.709775,
228.540625,,,,33.72065,
228.931475,,,,33.735625,
229.049925,,,,33.745325,
229.4232,,,,33.77705,
229.51755,,,,33.797325,
229.65985,,,,33.838375,
229.684425,,,,33.8932,
229.9388,,,,33.946675,
230.120675,,,,34.05585,
230.21855,,,,34.06295,
230.33685,,,,34.06975,
230.78295,,,,34.076225,
230.999525,,,,34.083475,
231.118175,,,,34.088375,
232.136325,,,,34.09545,
232.316125,,,,34.101775,
232.6834,,,,34.108075,
233.038325,,,,34.11175,
233.184975,,,,34.119275,
233.462075,,,,34.124225,
233.5747,,,,34.128775,
233.732325,,,,34.131725,
233.7969,,,,34.1366,
234.4154,,,,34.1428,
234.61945,,,,34.147825,
234.672575,,,,34.15555,
234.738525,,,,34.1593,
235.095375,,,,34.1653,
235.3626,,,,34.171375,
235.6794,,,,34.1753,
235.9415,,,,34.18185,
236.519775,,,,34.1872,
236.58365,,,,34.197025,
237.03785,,,,34.20255,
237.5473,,,,34.209325,
237.559975,,,,34.217975,
237.65285,,,,34.2337,
238.33,,,,34.24425,
238.489325,,,,34.2559,
238.54735,,,,34.2641,
238.619625,,,,34.27235,
239.039875,,,,34.28635,
239.058275,,,,34.303675,
239.2677,,,,34.3149,
239.503475,,,,34.333525,
239.638,,,,34.3424,
239.6857,,,,34.365325,
240.181275,,,,34.388925,
240.2457,,,,34.411025,
240.565875,,,,34.436825,
240.748475,,,,34.489575,
240.756975,,,,34.555425,
241.17165,,,,34.5795,
241.2132,,,,34.616825,
241.237475,,,,34.6323,
241.3716,,,,34.645875,
241.6357,,,,34.6557,
241.663225,,,,34.670975,
241.6814,,,,34.6795,
241.77875,,,,34.698775,
242.151175,,,,34.703475,
242.22495,,,,34.7137,
242.7459,,,,34.721975,
243.3218,,,,34.734125,
243.428175,,,,34.74275,
243.463975,,,,34.7519,
243.533575,,,,34.75865,
243.7112,,,,34.766,
244.558725,,,,34.80345,
244.580525,,,,34.856075,
244.8394,,,,34.922225,
246.002925,,,,34.990225,
246.031,,,,35.0167,
246.083025,,,,35.0492,
246.101925,,,,35.054475,
246.485225,,,,35.060075,
246.510775,,,,35.07245,
246.5359,,,,35.080075,
246.75855,,,,35.0927,
246.794025,,,,35.10535,
246.9492,,,,35.1188,
247.03535,,,,35.13345,
247.352025,,,,35.151475,
247.561,,,,35.15855,
247.610325,,,,35.1613,
247.62375,,,,35.1818,
247.872425,,,,35.206175,
248.153775,,,,35.24635,
248.835375,,,,35.283025,
249.053,,,,35.31305,
249.1027,,,,35.340375,
249.1642,,,,35.378575,
249.20875,,,,35.43185,
249.6917,,,,35.5074,
249.893525,,,,35.5392,
250.056975,,,,35.570825,
250.10505,,,,35.589025,
