SPK_SPKC02a (no effect),SPK_SPKC08a (inhibited),SPK_SPKC09a (inhibited),SPK_SPKC13a (inhibited)
,,789.24895,778.81195
,,789.261875,778.819225
,,789.28085,778.828325
,,789.293475,778.89325
,,789.3205,778.9035
,,789.3359,778.936025
,,789.35395,778.970325
,,789.3605,779.01135
,,789.384,779.0437
,,789.41765,779.0804
,,789.43795,779.1407
,,789.487975,779.148675
,,789.5211,779.170075
,,789.554575,779.172475
,,789.590075,779.180225
,,789.62315,779.205025
,,789.656575,779.2256
,,789.711975,779.2744
,,789.776425,779.315725
,,789.80145,779.36695
,,789.854675,779.379475
,,789.878025,779.396825
,,789.9051,779.432075
,,789.929275,779.438075
,,789.966125,779.5195
,,790.008475,779.53805
,,790.0406,779.565375
,,790.101875,779.5993
,,790.122325,779.657725
,,790.162825,779.736475
,,790.1988,779.7521
,,790.23415,779.7638
,,790.26795,779.7836
,,790.2971,779.79795
,,790.332275,779.838525
,,790.361075,779.847475
,,790.386675,779.858075
,,790.3993,779.932875
,,790.4094,779.9676
,,790.4539,779.986425
,,790.48235,779.9983
,,790.50205,780.025
,,790.519725,780.028575
,,790.5317,780.06005
,,790.55355,780.0699
,,790.612125,780.20425
,,790.644125,780.221375
,,790.68255,780.231875
,,790.72895,780.24805
,,790.773225,780.269375
,,790.819875,780.297775
,,790.89045,780.308975
,,790.92025,780.354475
,,790.957375,780.369625
,,791.04545,780.393
,,791.06275,780.46015
,,791.08245,780.523225
,,791.107425,780.531175
,,791.1304,780.6003
,,791.1624,780.60835
,,791.201875,780.6261
,,791.244575,780.640575
,,791.28805,780.651875
,,791.33405,780.671225
,,791.359975,780.698475
,,791.4055,780.71005
,,791.437175,780.726225
,,791.4583,780.7613
,,791.51205,780.793475
,,791.6021,780.799675
,,791.63345,780.826025
,,791.7114,780.846075
,,791.741875,780.874775
,,791.81165,780.8832
,,791.849875,780.895425
,,791.86395,780.9045
,,791.8876,780.924925
,,791.90395,780.975675
,,791.930625,781.031625
,,791.974375,781.050275
,,791.995625,781.07145
,,792.068175,781.0796
,,792.114675,781.09975
,,792.134575,781.127525
,,792.146675,781.147825
,,792.160825,781.1632
,,792.180125,781.21435
,,792.24925,781.240225
,,792.2876,781.28265
,,792.307275,781.305275
,,792.315525,781.31635
,,792.333775,781.325725
,,792.34925,781.386375
,,792.37965,781.458925
,,792.41515,781.50595
,,792.4313,781.539625
,,792.4441,781.59685
,,792.46105,781.604675
,,792.481025,781.619575
,,792.501875,781.6829
,,792.52705,781.70615
,,792.54345,781.714875
,,792.55655,781.750675
,,792.573175,781.7931
,,792.590875,781.814025
,,792.609275,781.833875
,,792.6232,781.846025
,,792.641125,781.857425
,,792.6642,781.950025
,,792.68265,781.983825
,,792.701525,781.996225
,,792.720775,782.01865
,,792.75265,782.030825
,,792.81,782.044275
,,792.85495,782.04605
,,792.953075,782.076525
,,792.9783,782.089725
,,793.008925,782.09615
,,793.046025,782.124825
,,793.094925,782.13635
,,793.120875,782.153375
,,793.1468,782.18075
,,793.16635,782.221075
,,793.191575,782.2291
,,793.222475,782.288125
,,793.241675,782.31095
,,793.28205,782.3351
,,793.297725,782.35665
,,793.3237,782.448775
,,793.338125,782.466225
,,793.3694,782.478675
,,793.4021,782.507225
,,793.434725,782.51545
,,793.4582,782.51755
,,793.481575,782.5311
,,793.521,782.59755
,,793.540225,782.61635
,,793.56635,782.652725
,,793.58315,782.673425
,,793.609225,782.691425
,,793.628775,782.70955
,,793.67385,782.7258
,,793.7446,782.741
,,793.76875,782.777775
,,793.87015,782.885125
,,793.904875,782.963575
,,793.956725,782.97115
,,793.9748,783.040325
,,794.01115,783.051625
,,794.02715,783.060775
,,794.050375,783.0769
,,794.095525,783.1034
,,794.122725,783.132675
,,794.141675,783.159375
,,794.164725,783.1778
,,794.19035,783.197875
,,794.24165,783.22755
,,794.28885,783.254275
,,794.3156,783.287575
,,794.351475,783.2904
,,794.370375,783.31635
,,794.410975,783.323825
,,794.4463,783.33435
,,794.47395,783.36345
,,794.4933,783.381825
,,794.538125,783.39095
,,794.56335,783.46935
,,794.590825,783.488925
,,794.616425,783.5019
,,794.66305,783.5042
,,794.6858,783.57735
,,794.707175,783.594675
,,794.737725,783.6006
,,794.7616,783.632275
,,794.806775,783.64095
,,794.827075,783.66945
,,794.84865,783.681375
,,794.880575,783.726425
,,794.90565,783.758375
,,794.93925,783.766575
,,795.018475,783.78045
,,795.070325,783.79385
,,795.087875,783.815475
,,795.10785,783.822575
,,795.127975,783.85485
,,795.157275,783.88575
,,795.175425,783.9102
,,795.184575,783.931325
,,795.1967,783.961575
,,795.2185,784.014875
,,795.237725,784.03545
,,795.25665,784.058025
,,795.267525,784.07265
,,795.281325,784.07905
,,795.2945,784.10845
,,795.321825,784.14495
,,795.334175,784.146925
,,795.35385,784.1547
,,795.36725,784.16375
,,795.3786,784.23085
,,795.39255,784.29695
,,795.409125,784.32875
,,795.429925,784.411525
,,795.454375,784.420425
,,795.4759,784.432275
,,795.492175,784.44195
,,795.5081,784.448875
,,795.527325,784.472775
,,795.5506,784.51825
,,795.560525,784.526475
,,795.57305,784.555
,,795.620275,784.577425
,,795.631325,784.58765
,,795.648475,784.61135
,,795.66815,784.6318
,,795.68705,784.694175
,,795.705725,784.70385
,,795.733875,784.7569
,,795.769375,784.7793
,,795.795575,784.80865
,,795.82605,784.82905
,,795.847225,784.838975
,,795.892525,784.907225
,,795.91105,784.94305
,,795.953075,784.978675
,,795.9889,784.99755
,,796.003525,785.01665
,,796.02025,785.122825
,,796.05,785.166075
,,796.081875,785.1721
,,796.113,785.1866
,,796.212675,785.196775
,,796.255625,785.216225
,,796.2911,785.2252
,,796.306225,785.253275
,,796.35135,785.265175
,,796.3753,785.287425
,,796.398225,785.341675
,,796.425575,785.381025
,,796.441125,785.4308
,,796.448225,785.446575
,,796.4591,785.482575
,,796.466325,785.508575
,,796.47285,785.544075
,,796.4837,785.5867
,,796.500725,785.629625
,,796.5157,785.7073
,,796.542425,785.717025
,,796.5601,785.72525
,,796.632425,785.73975
,,796.645875,785.79745
,,796.6874,785.815525
,,796.741875,785.832325
,,796.766575,785.85735
,,796.7924,785.878975
,,796.8083,785.884525
,,796.821975,785.9509
,,796.8433,785.97735
,,796.873175,785.986675
,,796.90715,786.1287
,,796.9408,786.135425
,,796.958575,786.143575
,,796.99445,786.15185
,,797.0314,786.178025
,,797.047225,786.184475
,,797.073275,786.2131
,,797.1057,786.221025
,,797.122925,786.228925
,,797.137225,786.259525
,,797.1658,786.287275
,,797.220825,786.318675
,,797.2331,786.334075
,,797.2667,786.34885
,,797.29315,786.369625
,,797.313075,786.3842
,,797.32505,786.394825
,,797.334275,786.421225
,,797.35675,786.455675
,,797.370525,786.463225
,,797.385475,786.47445
,,797.397725,786.4829
,,797.415975,786.489175
,,797.443375,786.5053
,,797.4875,786.531975
,,797.498175,786.5863
,,797.5211,786.5918
,,797.5351,786.61595
,,797.554725,786.6614
,,797.5798,786.669275
,,797.601775,786.699875
,,797.647325,786.71505
,,797.66375,786.759
,,797.682125,786.785
,,797.710825,786.830775
,,797.737425,786.838925
,,797.763975,786.86715
,,797.78345,786.8732
,,797.8125,786.893575
,,797.855525,786.968025
,,797.895,786.999075
,,797.9524,787.020525
,,797.97895,787.028875
,,798.00795,787.04815
,,798.02575,787.0558
,,798.0515,787.07265
,,798.08095,787.113075
,,798.1111,787.16165
,,798.154675,787.176425
,,798.191125,787.22595
,,798.242725,787.257175
,,798.295975,787.275525
,,798.32455,787.29245
,,798.3454,787.318775
,,798.360375,787.3716
,,798.37745,787.37725
,,798.389975,787.410525
,,798.413475,787.426025
,,798.483975,787.481975
,,798.5067,787.4966
,,798.534725,787.50765
,,798.55315,787.515125
,,798.60475,787.516825
,,798.6265,787.6076
,,798.67005,787.66455
,,798.6919,787.741725
,,798.7162,787.774125
,,798.74045,787.78115
,,798.76985,787.80505
,,798.873675,787.84045
,,798.912025,787.84795
,,798.9411,787.854475
,,798.97135,787.886375
,,798.9886,787.911275
,,799.024525,787.932725
,,799.0952,787.948325
,,799.127525,787.97435
,,799.1413,788.00705
,,799.19365,788.01155
,,799.213225,788.023075
,,799.25095,788.0973
,,799.27355,788.14575
,,799.360875,788.15545
,,799.38265,788.180725
,,799.398825,788.190925
,,799.414075,788.212775
,,799.4288,788.274625
,,799.472875,788.2979
,,799.509875,788.3077
,,799.5343,788.36485
,,799.553575,788.4029
,,799.5681,788.434475
,,799.590375,788.4551
,,799.61395,788.470875
,,799.636675,788.502975
,,799.676425,788.51135
,,799.7028,788.528375
,,799.720675,788.561425
,,799.760675,788.59575
,,799.792675,788.611
,,799.8309,788.612175
,,799.8682,788.618925
,,799.915625,788.62665
,,799.9742,788.6823
,,800.0361,788.693425
,,800.06485,788.708425
,,800.0957,788.756825
,,800.12205,788.830875
,,800.143975,788.877975
,,800.146875,788.884375
,,800.188625,788.893975
,,800.21945,788.965125
,,800.256225,788.9722
,,800.2715,788.989075
,,800.34915,789.01155
,,800.3718,789.03385
,,800.389525,789.10415
,,800.443,789.152225
,,800.460275,789.19
,,800.4892,789.20765
,,800.514225,789.238175
,,800.560975,789.277025
,,800.586875,789.293125
,,800.6055,789.320875
,,800.62155,789.3306
,,800.69655,789.340225
,,800.7134,789.3517
,,800.749,789.360675
,,800.77435,789.407125
,,800.80915,789.415375
,,800.8322,789.44335
,,800.8547,789.453225
,,800.8841,789.463075
,,800.9034,789.48145
,,800.94345,789.516225
,,800.962125,789.574975
,,800.99745,789.6289
,,801.027675,789.63935
,,801.04555,789.649275
,,801.10015,789.67835
,,801.116525,789.70845
,,801.1238,789.726475
,,801.1378,789.7363
,,801.157875,789.747475
,,801.1782,789.758425
,,801.19435,789.81285
,,801.25215,789.82105
,,801.2868,789.831225
,,801.32745,789.85275
,,801.37255,789.9487
,,801.433625,789.9923
,,801.453625,790.0226
,,801.496625,790.0581
,,801.574,790.082875
,,801.6013,790.11965
,,801.6279,790.13555
,,801.664925,790.15975
,,801.68525,790.182
,,801.7109,790.2074
,,801.752575,790.236775
,,801.798275,790.2539
,,801.831175,790.28205
,,801.858975,790.31395
,,801.8852,790.354875
,,801.9177,790.426475
,,801.947825,790.44555
,,801.9725,790.458575
,,802.055325,790.4897
,,802.07965,790.510975
,,802.0999,790.5372
,,802.16425,790.5487
,,802.221425,790.561875
,,802.2929,790.576475
,,802.336625,790.5841
,,802.3625,790.642175
,,802.39005,790.667575
,,802.413075,790.711
,,802.432375,790.723825
,,802.461425,790.75115
,,802.503,790.801875
,,802.542,790.80625
,,802.5737,790.8284
,,802.591375,790.89035
,,802.61005,790.9054
,,802.63335,790.97175
,,802.65955,790.980575
,,802.68225,791.10605
,,802.711625,791.12025
,,802.729125,791.224025
,,802.7682,791.23035
,,802.78835,791.249275
,,802.802,791.3364
,,802.827375,791.477475
,,802.84435,791.50625
,,802.856675,791.529925
,,802.871,791.54855
,,802.88545,791.56575
,,802.898775,791.604025
,,802.911225,791.619825
,,802.93605,791.67575
,,802.951125,791.724925
,,802.99955,791.73625
,,803.011025,791.7461
,,803.02195,791.7562
,,803.032725,791.765175
,,803.044025,791.771825
,,803.055275,791.816475
,,803.074375,791.832775
,,803.085475,791.8416
,,803.098,791.86175
,,803.10725,791.88745
,,803.123425,791.933375
,,803.169375,791.94085
,,803.195725,791.997175
,,803.2097,792.05495
,,803.221325,792.0695
,,803.234825,792.1037
,,803.245075,792.210725
,,803.2609,792.3021
,,803.292325,792.315075
,,803.3088,792.3334
,,803.333725,792.352525
,,803.34705,792.35955
,,803.35815,792.389575
,,803.36875,792.416525
,,803.387375,792.488525
,,803.407325,792.507875
,,803.421,792.5249
,,803.442625,792.532025
,,803.46865,792.567575
,,803.487025,792.57675
,,803.502225,792.594575
,,803.521925,792.6881
,,803.534725,792.699375
,,803.57955,792.730375
,,803.6138,792.7649
,,803.6262,792.8129
,,803.646525,792.833525
,,803.66155,792.840675
,,803.676125,792.86995
,,803.69345,792.914325
,,803.699925,792.990525
,,803.721425,792.999825
,,803.745825,793.021675
,,803.771425,793.032425
,,803.80265,793.046425
,,803.8212,793.0664
,,803.850675,793.087725
,,803.86145,793.105775
,,803.877775,793.115425
,,803.910825,793.1317
,,803.941175,793.2706
,,803.9766,793.2994
,,803.99535,793.34275
,,804.012625,793.363675
,,804.0275,793.39095
,,804.039825,793.4035
,,804.06565,793.4565
,,804.087575,793.488425
,,804.11385,793.57405
,,804.133175,793.636875
,,804.14715,793.648025
,,804.168175,793.674425
,,804.185875,793.681925
,,804.212175,793.71145
,,804.235325,793.722375
,,804.25285,793.739975
,,804.275075,793.76415
,,804.310075,793.79645
,,804.362575,793.855525
,,804.39465,793.89265
,,804.422375,793.93655
,,804.442025,793.94465
,,804.465575,794.0419
,,804.5087,794.05605
,,804.530525,794.063225
,,804.586675,794.073625
,,804.6245,794.113225
,,804.653175,794.11465
,,804.669,794.1618
,,804.71635,794.214775
,,804.791275,794.26045
,,804.8295,794.3081
,,804.9562,794.3336
,,805.032375,794.385125
,,805.0717,794.4129
,,805.153925,794.438575
,,805.2019,794.452375
,,805.2379,794.4726
,,805.299525,794.541025
,,805.32455,794.563175
,,805.4006,794.59065
,,805.429775,794.6673
,,805.4497,794.677875
,,805.46475,794.687225
,,805.48485,794.695975
,,805.514675,794.70345
,,805.53645,794.709975
,,805.5569,794.71845
,,805.56905,794.7399
,,805.57715,794.748
,,805.5846,794.833925
,,805.5965,794.868875
,,805.619175,794.880225
,,805.624425,794.9264
,,805.6419,794.993225
,,805.6535,795.084375
,,805.672475,795.12265
,,805.687275,795.15
,,805.723175,795.159425
,,805.750425,795.16715
,,805.76595,795.2645
,,805.784575,795.271175
,,805.8202,795.278325
,,805.858175,795.323025
,,805.8854,795.3699
,,805.902725,795.376525
,,805.921825,795.436825
,,805.933725,795.4483
,,805.985225,795.478075
,,805.998925,795.4991
,,806.0099,795.5513
,,806.022425,795.578875
,,806.0368,795.61005
,,806.0536,795.620075
,,806.062925,795.696975
,,806.06895,795.72875
,,806.085775,795.7362
,,806.102925,795.74645
,,806.117875,795.753375
,,806.132875,795.762225
,,806.149475,795.805425
,,806.1695,795.845325
,,806.1877,795.8529
,,806.214825,795.8887
,,806.236675,795.9505
,,806.251725,795.993875
,,806.266525,796.0232
,,806.286275,796.045375
,,806.30035,796.053775
,,806.316375,796.06165
,,806.32955,796.0972
,,806.3543,796.1154
,,806.371975,796.15695
,,806.39125,796.19775
,,806.4184,796.22025
,,806.480675,796.2303
,,806.5079,796.241075
,,806.532775,796.2463
,,806.582675,796.263175
,,806.618475,796.282025
,,806.66155,796.2888
,,806.69635,796.3243
,,806.733525,796.344525
,,806.7499,796.3578
,,806.8017,796.47095
,,806.827875,796.48875
,,806.84955,796.56855
,,806.858075,796.5894
,,806.87185,796.619275
,,806.91255,796.6575
,,806.93165,796.698975
,,806.9477,796.7563
,,806.964275,796.776975
,,806.98475,796.7833
,,806.9996,796.91815
,,807.017525,797.002075
,,807.041925,797.03695
,,807.06045,797.0764
,,807.074825,797.08525
,,807.0945,797.104675
,,807.103325,797.1462
,,807.11725,797.1667
,,807.1281,797.172975
,,807.141925,797.200575
,,807.16465,797.215725
,,807.1768,797.2322
,,807.1955,797.238375
,,807.232275,797.247675
,,807.266075,797.28215
,,807.291025,797.34345
,,807.320825,797.3514
,,807.3642,797.397575
,,807.417575,797.438375
,,807.44625,797.461075
,,807.465575,797.5105
,,807.493675,797.540875
,,807.50855,797.5622
,,807.5223,797.577775
,,807.544375,797.61495
,,807.56895,797.6654
,,807.628925,797.705125
,,807.649825,797.770925
,,807.665675,797.787725
,,807.7067,797.795825
,,807.728525,797.805175
,,807.746875,797.860825
,,807.760825,797.88685
,,807.785925,797.938625
,,807.8078,797.95925
,,807.831325,798.0345
,,807.85455,798.0609
,,807.879025,798.1465
,,807.9051,798.214725
,,807.925425,798.228
,,807.94295,798.2451
,,807.956075,798.2528
,,807.97185,798.28255
,,807.99655,798.294125
,,808.022525,798.312
,,808.02585,798.3195
,,808.058725,798.328675
,,808.0702,798.3691
,,808.08125,798.374225
,,808.099525,798.518125
,,808.1146,798.5575
,,808.122175,798.63065
,,808.137425,798.668575
,,808.15295,798.688375
,,808.16555,798.7053
,,808.181775,798.7345
,,808.1973,798.758825
,,808.215925,798.780775
,,808.2364,798.788825
,,808.249075,798.80515
,,808.270925,798.818975
,,808.29035,798.8481
,,808.309575,798.85185
,,808.329925,798.877425
,,808.34745,798.973825
,,808.3609,798.985175
,,808.405225,798.993425
,,808.4207,799.0483
,,808.4362,799.05785
,,808.45995,799.078325
,,808.4788,799.096575
,,808.49515,799.13755
,,808.520075,799.14545
,,808.535325,799.15625
,,808.55555,799.164025
,,808.588775,799.170425
,,808.607025,799.20065
,,808.621625,799.24595
,,808.644625,799.2476
,,808.662075,799.324425
,,808.6851,799.36135
,,808.704425,799.40785
,,808.7447,799.422225
,,808.768775,799.4386
,,808.7838,799.4487
,,808.803375,799.4654
,,808.821925,799.49815
,,808.853325,799.513175
,,808.88905,799.5404
,,808.924675,799.55915
,,808.93765,799.56975
,,808.960725,799.595675
,,809.001425,799.62795
,,809.030925,799.6461
,,809.052875,799.65735
,,809.08515,799.6658
,,809.1034,799.710225
,,809.1269,799.718275
,,809.140025,799.744125
,,809.1581,799.8051
,,809.17315,799.812725
,,809.2005,799.8213
,,809.225325,799.82915
,,809.248,799.84035
,,809.265375,799.901425
,,809.293825,799.9226
,,809.3172,799.929875
,,809.33975,799.958275
,,809.35945,799.970625
,,809.3833,800.044375
,,809.4464,800.0505
,,809.473475,800.076025
,,809.5098,800.13555
,,809.525375,800.2287
,,809.561775,800.2575
,,809.595625,800.28045
,,809.63085,800.308625
,,809.669125,800.39645
,,809.6985,800.4843
,,809.778475,800.50455
,,809.802625,800.518575
,,809.834375,800.562975
,,809.85525,800.5876
,,809.87735,800.6079
,,809.901,800.632675
,,809.98665,800.692375
,,810.02335,800.76885
,,810.052075,800.78505
,,810.079475,800.850175
,,810.118625,800.885425
,,810.16865,800.903825
,,810.1962,800.916
,,810.243975,800.927325
,,810.26775,800.9437
,,810.28725,800.95215
,,810.303075,800.968975
,,810.3333,801.000525
,,810.3476,801.018575
,,810.36655,801.072475
,,810.3897,801.128
,,810.40865,801.15495
,,810.435425,801.168675
,,810.47455,801.1827
,,810.555725,801.202125
,,810.57845,801.21145
,,810.625225,801.254725
,,810.64345,801.28705
,,810.671525,801.31415
,,810.729775,801.324425
,,810.822325,801.330675
,,810.83685,801.336525
,,810.8676,801.3631
,,810.88025,801.3789
,,810.9151,801.394325
,,810.959,801.412275
,,810.97025,801.427675
,,811.008225,801.44125
,,811.026225,801.4778
,,811.0492,801.4876
,,811.198525,801.52295
,,811.220575,801.555925
,,811.276225,801.565675
,,811.32875,801.61125
,,811.34985,801.664825
,,811.35915,801.682325
,,811.375275,801.70105
,,811.417725,801.703475
,,811.43655,801.732825
,,811.45655,801.7474
,,811.471925,801.78375
,,811.493625,801.8155
,,811.51925,801.841225
,,811.59255,801.855825
,,811.6253,801.880225
,,811.64185,801.925175
,,811.6682,801.988125
,,811.68925,802.02725
,,811.71455,802.0464
,,811.74055,802.057
,,811.7549,802.067625
,,811.77065,802.0794
,,811.7802,802.1172
,,811.8147,802.127825
,,811.840525,802.13775
,,811.854775,802.17505
,,811.870875,802.1841
,,811.8929,802.20425
,,811.9418,802.2535
,,811.9611,802.284325
,,811.97875,802.3065
,,811.993875,802.3464
,,812.013075,802.35825
,,812.030525,802.369025
,,812.0513,802.38885
,,812.0672,802.398725
,,812.095025,802.405975
,,812.156275,802.4107
,,812.18365,802.4365
,,812.238475,802.44385
,,812.270925,802.452875
,,812.292075,802.487175
,,812.337625,802.527275
,,812.351075,802.542375
,,812.382,802.57655
,,812.406825,802.629925
,,812.4449,802.656125
,,812.47445,802.675425
,,812.49525,802.7443
,,812.532525,802.772725
,,812.549775,802.79965
,,812.566175,802.81145
,,812.585225,802.836925
,,812.625725,802.896375
,,812.639975,802.905575
,,812.70585,802.9157
,,812.713425,802.935575
,,812.734475,802.966925
,,812.857225,803.04445
,,812.890675,803.0976
,,812.922725,803.1092
,,812.94495,803.121425
,,812.9697,803.145875
,,812.9903,803.160275
,,813.06135,803.18005
,,813.08515,803.187675
,,813.1016,803.199625
,,813.11735,803.2364
,,813.161925,803.266475
,,813.184475,803.319625
,,813.1965,803.371425
,,813.254025,803.3795
,,813.268275,803.388475
,,813.303425,803.399075
,,813.323425,803.427125
,,813.3611,803.435425
,,813.38875,803.483
,,813.46505,803.54035
,,813.491975,803.6364
,,813.534775,803.67065
,,813.5585,803.6882
,,813.57475,803.708975
,,813.592225,803.71765
,,813.613725,803.78455
,,813.6451,803.798075
,,813.66415,803.8107
,,813.700275,803.832075
,,813.73365,803.8514
,,813.759,803.871425
,,813.777625,803.89195
,,813.815825,803.9262
,,813.862075,803.9546
,,813.8835,804.001775
,,813.9697,804.05335
,,814.0397,804.102675
,,814.057475,804.12485
,,814.077725,804.151625
,,814.124125,804.15985
,,814.17505,804.169175
,,814.202575,804.170325
,,814.2414,804.212125
,,814.31835,804.2344
,,814.420525,804.2785
,,814.473725,804.304225
,,814.49825,804.3565
,,814.52385,804.42685
,,814.6111,804.44185
,,814.6358,804.450325
,,814.66495,804.464375
,,814.688975,804.471225
,,814.727475,804.478775
,,814.7506,804.510575
,,814.7897,804.53315
,,814.834175,804.559175
,,814.88325,804.574275
,,814.9258,804.59265
,,814.97125,804.606225
,,815.003225,804.630525
,,815.063225,804.6451
,,815.112375,804.654725
,,815.136825,804.6675
,,815.1902,804.7011
,,815.232225,804.758
,,815.277,804.793175
,,815.324925,804.81015
,,815.359325,804.832825
,,815.38435,804.841675
,,815.424,804.867275
,,815.477525,804.881825
,,815.55035,804.90145
,,815.5901,804.94695
,,815.602725,804.957925
,,815.617575,804.97105
,,815.646,804.984575
,,815.671475,804.998375
,,815.6946,805.02855
,,815.773675,805.07795
,,815.791,805.14465
,,815.8064,805.1621
,,815.82395,805.1842
,,815.834825,805.18635
,,815.911975,805.2149
,,815.93355,805.262425
,,815.956325,805.2839
,,815.9777,805.304675
,,816.019875,805.316875
,,816.0466,805.3629
,,816.145675,805.371725
,,816.17905,805.3814
,,816.19255,805.39175
,,816.22575,805.394
,,816.248625,805.413475
,,816.276675,805.42975
,,816.305525,805.43945
,,816.31705,805.4476
,,816.34005,805.457375
,,816.394,805.4715
,,816.46245,805.4808
,,816.480875,805.50955
,,816.511775,805.512325
,,816.5269,805.55225
,,816.563525,805.571325
,,816.642025,805.604125
,,816.66985,805.6339
,,816.691325,805.66535
,,816.711125,805.72145
,,816.75185,805.8512
,,816.7863,805.86835
,,816.844275,805.8755
,,816.862775,805.91925
,,816.88445,805.936775
,,816.895675,805.9449
,,816.905225,805.954
,,816.92905,805.963275
,,816.962175,805.970725
,,816.995125,805.982925
,,817.022275,805.99595
,,817.052475,806.022925
,,817.07005,806.07475
,,817.10935,806.12805
,,817.131975,806.140925
,,817.19355,806.1574
,,817.22785,806.163825
,,817.25885,806.180975
,,817.29255,806.190225
,,817.31335,806.21
,,817.370975,806.230975
,,817.3899,806.250175
,,817.43065,806.303925
,,817.467225,806.312225
,,817.518725,806.3238
,,817.5621,806.341425
,,817.5834,806.385425
,,817.614575,806.3935
,,817.630475,806.4205
,,817.65085,806.4295
,,817.669125,806.458175
,,817.70325,806.47805
,,817.726775,806.50155
,,817.763125,806.52075
,,817.778875,806.5379
,,817.8091,806.621375
,,817.8249,806.66095
,,817.840175,806.669725
,,817.856125,806.693425
,,817.8692,806.724125
,,817.938275,806.75825
,,817.95805,806.79235
,,817.980425,806.80165
,,817.99475,806.84455
,,818.042625,806.904325
,,818.061825,806.952025
,,818.099325,806.9597
,,818.1583,807.04605
,,818.188025,807.054875
,,818.221725,807.064675
,,818.238,807.07925
,,818.302625,807.090225
,,818.3176,807.10795
,,818.348275,807.11875
,,818.393675,807.1246
,,818.418025,807.21665
,,818.44465,807.22555
,,818.47485,807.234375
,,818.50285,807.248325
,,818.596,807.25555
,,818.635225,807.2633
,,818.70595,807.276325
,,818.844375,807.283925
,,818.88875,807.29695
,,818.939175,807.31195
,,818.973775,807.322625
,,819.01405,807.348175
,,819.070775,807.378475
,,819.0958,807.38355
,,819.1201,807.394775
,,819.154325,807.414625
,,819.204775,807.4266
,,819.2357,807.4306
,,819.295125,807.437875
,,819.32975,807.45525
,,819.365425,807.463825
,,819.515775,807.472425
,,819.542475,807.54595
,,819.573475,807.5942
,,819.594825,807.61795
,,819.60815,807.642775
,,819.62475,807.671325
,,819.639,807.71325
,,819.654925,807.77925
,,819.6839,807.79885
,,819.699425,807.8164
,,819.7186,807.8255
,,819.748175,807.89465
,,819.7636,807.9237
,,819.786675,807.9345
,,819.81455,807.961325
,,819.8903,807.973875
,,819.909925,807.989
,,819.943475,808.13295
,,819.997025,808.17955
,,820.119625,808.187425
,,820.193325,808.2414
,,820.290525,808.2984
,,820.3149,808.3456
,,820.37565,808.37215
,,820.428725,808.384425
,,820.460375,808.459375
,,820.5615,808.4612
,,820.5944,808.48005
,,820.61865,808.502225
,,820.689825,808.514175
,,820.698925,808.642375
,,820.7181,808.719825
,,820.737775,808.843875
,,820.757125,808.86515
,,820.78395,808.9045
,,820.79275,808.913275
,,820.857675,808.92075
,,820.88555,808.963175
,,820.95,808.97285
,,820.965025,809.01985
,,821.0064,809.07095
,,821.03475,809.079125
,,821.088125,809.0893
,,821.1514,809.124275
,,821.168475,809.143325
,,821.20605,809.15055
,,821.2611,809.236175
,,821.36295,809.27035
,,821.393675,809.331
,,821.43595,809.363475
,,821.4809,809.3796
,,821.5177,809.449725
,,821.53505,809.470475
,,821.55445,809.503525
,,821.598725,809.5123
,,821.635975,809.54105
,,821.679575,809.5508
,,821.695875,809.572325
,,821.7699,809.5814
,,821.78165,809.621025
,,821.80765,809.62255
,,821.844475,809.6456
,,821.87495,809.669375
,,821.908775,809.67495
,,822.05305,809.693575
,,822.1648,809.7194
,,822.220775,809.749225
,,822.278025,809.759525
,,822.2965,809.80645
,,822.33345,809.85325
,,822.393625,809.86905
,,822.410125,809.904125
,,822.446925,809.936375
,,822.483,809.99945
,,822.529,810.079975
,,822.558175,810.144675
,,822.75455,810.1903
,,822.797575,810.228225
,,822.83165,810.237925
,,822.856225,810.24895
,,822.86535,810.260525
,,822.88405,810.272825
,,822.932825,810.3227
,,822.964625,810.39935
,,822.986475,810.415125
,,823.0174,810.441925
,,823.085125,810.452575
,,823.170225,810.517825
,,823.201475,810.5405
,,823.23465,810.55895
,,823.269675,810.57865
,,823.326625,810.66965
,,823.370525,810.7538
,,823.4437,810.8012
,,823.514225,810.82745
,,823.557575,810.842775
,,823.580375,810.932425
,,823.6027,810.96075
,,823.637725,811.017625
,,823.676775,811.0295
,,823.707625,811.048525
,,823.756075,811.061225
,,823.771075,811.100775
,,823.796125,811.11235
,,823.81835,811.122125
,,823.835075,811.1643
,,823.851925,811.17355
,,823.891475,811.194725
,,823.892975,811.22745
,,824.011425,811.24645
,,824.09055,811.27285
,,824.134575,811.283725
,,824.160925,811.29215
,,824.1857,811.38065
,,824.2171,811.40125
,,824.2452,811.432375
,,824.27215,811.4608
,,824.31905,811.50275
,,824.376875,811.54995
,,824.39585,811.577325
,,824.413675,811.6049
,,824.440425,811.690725
,,824.46935,811.743275
,,824.48625,811.8011
,,824.522,811.802575
,,824.56885,811.8121
,,824.5993,811.820525
,,824.617675,811.83965
,,824.639475,811.845925
,,824.651475,811.855975
,,824.67245,811.87795
,,824.724575,811.905175
,,824.744125,811.927525
,,824.766,811.93465
,,824.797375,811.967425
,,824.809525,811.99825
,,824.826675,812.0222
,,824.846925,812.047425
,,824.88015,812.1341
,,824.89105,812.143375
,,824.9336,812.153275
