SPK_SPKC02a,SPK_SPKC02b,SPK_SPKC02c,SPK_SPKC04a,SPK_SPKC05a,SPK_SPKC06a,SPK_SPKC06b,SPK_SPKC07a,SPK_SPKC09a
28.340925,19.61695,20.11165,31.434275,20.134325,52.217975,18.228275,10.277475,33.787525
28.371075,19.66705,20.8626,31.487925,20.174425,52.356125,18.2816,10.289875,33.800925
28.438025,19.710325,21.101775,31.622575,20.265225,52.572675,18.342125,10.322875,33.903325
28.496525,19.7224,21.169925,31.727725,20.309025,52.72555,18.386,10.3605,33.961075
28.8546,19.7518,21.21285,31.787075,20.398475,52.9955,18.447425,10.384175,34.026625
28.951575,19.84795,21.2516,31.829225,20.7065,53.15085,18.49555,10.44105,34.0776
29.2409,19.935,21.283575,31.837725,20.774075,53.395,18.5965,10.4652,34.100275
29.32955,19.951475,21.33995,31.967975,20.843625,53.581525,18.7731,10.482225,34.1407
29.4598,19.97925,21.4182,32.00855,20.921225,53.687375,18.8421,10.486775,34.2599
29.576625,20.03685,21.48625,32.042725,20.93875,53.85845,18.862775,10.5048,34.397975
29.64745,20.06985,22.043325,32.076275,20.958575,54.117775,18.916075,10.515125,34.516125
29.759275,20.102225,22.585375,32.10905,21.1044,54.660475,18.986925,10.525875,34.598775
29.9487,20.13415,22.631625,32.4684,21.2352,54.811425,19.113225,10.5489,34.797975
29.997575,20.168875,22.668325,32.511375,21.321575,54.881025,19.201925,10.5682,34.857875
30.0216,20.24715,22.712475,32.5632,21.345375,54.920225,19.27085,10.58385,35.004175
30.072275,20.2961,23.02055,32.61135,21.393275,55.07505,19.325725,10.614925,35.014275
30.179625,20.3795,23.08975,32.66995,21.4473,55.136075,19.364325,10.6717,35.0438
30.346175,20.43015,23.1523,32.7173,21.49345,55.27555,19.4588,10.67345,35.085275
30.40945,20.45985,23.193325,32.87565,21.553175,55.411475,19.515375,10.684675,35.107175
30.542425,20.48575,23.26915,32.9207,21.58895,55.547225,19.5763,10.716275,35.1431
30.626625,20.54045,23.35935,33.16485,21.690275,55.72525,19.6781,10.784775,35.190125
30.720825,20.559425,23.382575,33.329925,21.773825,55.823225,19.7281,10.800075,35.2294
31.057275,20.577925,23.4101,33.3931,21.818825,55.91835,19.8128,10.8356,35.30975
31.074075,20.625025,23.44025,33.452725,21.88215,56.05595,19.873425,10.860875,35.354825
31.1723,20.7021,23.466325,33.5408,21.924575,56.132275,19.94735,10.876775,35.408525
31.2797,20.7202,23.489975,33.57565,21.9538,56.24785,20.04625,10.888175,35.443325
31.31235,20.988325,23.57015,33.71415,21.99565,56.500175,20.113825,10.919775,35.4909
31.35145,21.071775,24.0356,33.71815,22.031325,56.6093,20.155375,10.93285,35.5365
31.408075,21.186825,24.782475,33.772625,22.06975,56.76655,20.228225,10.95715,35.55855
31.47505,21.215725,24.854725,33.8316,22.08895,56.881175,20.282925,10.9988,35.625
31.48235,21.2658,24.95485,33.886225,22.10295,56.92775,20.322675,11.114325,35.6537
31.534225,21.3012,24.97165,33.9454,22.246475,56.9883,20.3711,11.155125,35.693975
31.70815,21.32505,24.995075,34.0313,22.37575,57.11745,20.40525,11.195975,35.72305
31.743425,21.3829,25.012275,34.110775,22.418975,57.319825,20.524125,11.203275,35.783625
31.78185,21.408325,25.0566,34.1934,22.518775,57.458775,20.6541,11.21585,35.9011
31.843575,21.467275,25.106675,34.405225,22.551025,57.96185,20.783425,11.239025,35.9073
31.954,21.500575,25.4641,34.684025,22.57435,58.048675,20.8798,11.26115,36.0969
32.024225,21.5434,25.5251,34.8081,22.71105,58.132175,20.9352,11.311325,36.117075
32.2707,21.6195,25.56945,34.933775,22.7443,58.234375,20.96775,11.312725,36.135075
32.3518,21.644175,25.593475,35.084725,22.882575,58.327225,21.0251,11.318775,36.257975
32.575375,21.6759,25.612375,35.16085,22.92015,58.402,21.0609,11.33655,36.26085
32.63715,21.73915,25.64025,35.2403,23.038575,58.483925,21.146575,11.344375,36.262875
32.734025,21.758075,25.670075,35.29775,23.071325,58.728625,21.1887,11.353325,36.304425
32.818775,21.7788,25.690375,35.406975,23.100625,58.79295,21.3616,11.3693,36.40625
32.8215,21.81815,26.67435,35.468325,23.13895,58.921675,21.399025,11.390825,36.508675
32.83385,21.892625,27.576725,35.517875,23.175575,58.93985,21.4024,11.41405,36.5963
32.9065,21.914775,27.68525,35.571275,23.1784,59.05305,21.4505,11.43615,36.652225
32.983375,21.9617,27.72465,35.640425,23.24495,59.121275,21.513325,11.454625,36.928925
32.999825,22.010275,29.085425,35.810775,23.2776,59.201925,21.569975,11.4624,37.0702
33.2434,22.030925,29.40845,35.880175,23.338275,59.3887,21.6012,11.479425,37.121975
33.27585,22.05015,29.8493,35.9442,23.386325,59.481625,21.6563,11.483725,37.341825
33.39045,22.070275,31.0012,36.01375,23.418025,59.687925,21.6915,11.5278,37.392175
33.469,22.11215,31.183675,36.128725,23.447275,59.818675,21.74365,11.562675,37.597475
33.501025,22.3034,31.214825,36.235325,23.4779,59.88225,21.82135,11.591725,37.6854
33.518025,22.3889,31.273325,36.268025,23.513625,60.06725,21.87585,11.625475,37.834225
33.559825,22.42505,31.986625,36.325675,23.526025,60.175825,21.9174,11.65935,37.8704
33.729,22.641625,32.09,36.3712,23.568075,60.414125,21.97665,11.693525,37.8782
33.862675,22.697175,32.886825,36.48585,23.628725,60.471175,22.04805,11.7028,38.0156
33.91665,22.7475,33.200375,36.531775,23.67155,60.63845,22.079,11.70905,38.112625
34.0279,22.817175,33.26695,36.602675,23.729975,60.7844,22.105625,11.7392,38.3479
34.093525,22.9257,33.38105,36.6466,23.7626,60.8476,22.13405,11.77675,38.480375
34.145475,22.98245,33.775275,36.7084,23.8138,60.92945,22.172525,11.7847,38.530375
34.2049,23.0534,33.900625,36.7403,23.852325,61.070175,22.186025,11.8025,38.771825
34.3614,23.110625,34.033375,36.758925,23.934425,61.16915,22.227375,11.807375,38.780825
34.484775,23.11305,34.394175,36.821825,23.971175,61.297,22.25285,11.83555,38.886
34.539425,23.120525,34.5677,36.895,24.0905,61.3987,22.286575,11.84455,38.972525
34.651775,23.1377,34.61205,36.9475,24.199625,61.454275,22.39865,11.87975,39.06765
34.7058,23.323025,34.802925,37.086775,24.285525,61.600125,22.498275,11.888325,39.119
34.734375,23.415125,34.935125,37.147975,24.341725,61.69705,22.557575,11.923275,39.15605
34.75655,23.42825,35.29125,37.2525,24.352175,62.220725,22.597375,11.97685,39.176775
34.790625,23.5075,35.525825,37.285925,24.38695,62.387825,22.641125,12.0572,39.19655
34.985875,23.54795,38.775125,37.327525,24.422475,62.49275,22.671125,12.091875,39.304025
35.006325,23.610475,39.032725,37.3555,24.50365,62.751275,22.7459,12.11705,39.36085
35.072075,23.6556,40.70435,37.39735,24.5918,62.985325,22.8006,12.12755,39.413475
35.08825,23.679975,40.84995,37.46355,24.609675,63.061475,22.89695,12.21635,39.52695
35.125625,23.7218,41.20615,37.5344,24.655925,63.220225,22.96475,12.218425,39.581025
35.222375,23.742125,41.601175,37.574225,24.67615,63.3966,22.9885,12.237625,39.587075
35.2662,23.7877,41.65775,37.623775,24.693425,63.5328,22.990125,12.2622,39.628775
35.2698,23.83075,42.080125,37.71685,24.737075,63.6577,23.0162,12.295425,39.7436
35.34015,23.909275,42.857725,37.96005,24.80745,63.8123,23.049625,12.3316,39.7953
35.34915,23.9373,43.1717,38.1405,24.89005,63.880825,23.097575,12.3531,39.90075
35.36035,23.951125,43.234,38.18055,24.92855,64.004525,23.14575,12.372275,39.927725
35.397475,24.019025,43.382,38.2679,25.00225,64.162,23.192775,12.4003,40.058175
35.507675,24.040325,43.4731,38.384075,25.0612,64.288725,23.3109,12.42095,40.250775
35.568625,24.056175,43.594025,38.549975,25.11645,64.4176,23.381775,12.4309,40.425025
35.6329,24.092875,43.642125,38.678075,25.176025,64.656525,23.437,12.446975,40.4651
35.65425,24.1188,44.54845,38.77795,25.206425,64.766525,23.475175,12.48845,40.6543
35.793925,24.194975,44.7126,39.0764,25.252175,64.8591,23.4768,12.524575,40.738775
35.926825,24.24445,44.7695,39.195675,25.43485,64.94795,23.545175,12.53975,40.80795
35.95795,24.3224,44.79715,39.238,25.49045,65.07015,23.57375,12.57555,40.81705
35.997575,24.384475,44.81435,39.286925,25.5408,65.20005,23.62455,12.59735,40.8556
36.006975,24.400175,44.839225,39.34015,25.5816,65.25185,23.66205,12.625425,40.94195
36.13075,24.438625,44.9344,39.481575,25.5892,65.307875,23.73985,12.6443,40.995025
36.1818,24.505475,47.401675,39.491425,25.6606,65.490625,23.7644,12.70065,41.063675
36.264275,24.523,47.517075,39.527325,25.70885,65.628075,23.800325,12.7113,41.066025
36.293375,24.8814,47.566775,39.626825,25.90315,65.717625,23.824625,12.71595,41.114675
36.375575,24.896425,48.113475,39.838625,25.950975,65.78055,23.8953,12.72505,41.120475
36.422675,25.0357,48.176025,40.0789,26.002775,65.8683,23.942275,12.7427,41.192625
36.56325,25.0605,48.85055,40.316275,26.077025,65.8983,23.97295,12.776025,41.3206
36.63985,25.063525,48.879975,40.42345,26.1454,65.985975,24.000175,12.799375,41.424675
36.684175,25.159175,48.9356,40.536575,26.2308,66.079975,24.033875,12.840925,41.522425
36.749675,25.224375,49.0219,40.651775,26.301475,66.124125,24.083575,12.85635,41.663525
36.81075,25.27295,49.129375,40.786225,26.3531,66.48505,24.110175,12.914625,41.707525
36.8477,25.35655,49.366675,40.904625,26.44415,66.568775,24.158225,12.925675,41.737
36.971225,25.420425,49.449125,41.011975,26.494925,66.656125,24.15985,12.93805,41.76385
36.986,25.557075,50.0817,41.245825,26.583125,66.7956,24.1811,12.95445,41.81635
37.417175,25.60625,50.28405,41.3251,26.6418,66.8861,24.310225,12.95985,41.874175
37.72805,25.650475,50.441425,41.52225,26.713225,66.987375,24.327025,13.009375,41.88625
37.8618,25.66075,50.518175,41.6062,26.747775,67.114025,24.397975,13.035925,41.987225
37.9131,25.6764,50.6553,41.653475,26.78355,67.17105,24.432625,13.04275,42.045275
38.0888,25.699725,51.38155,41.704225,26.8298,67.268625,24.5132,13.065475,42.23085
38.2527,25.775925,52.643275,41.754025,26.900175,67.384975,24.5549,13.074875,42.34425
38.383875,25.857975,53.721475,41.809575,26.941675,67.4842,24.60375,13.0963,42.5079
38.6643,25.899575,54.217625,41.864425,27.066925,67.546075,24.64565,13.118825,42.5712
38.918725,25.924825,54.320225,42.115925,27.14605,67.738525,24.7412,13.146775,42.831825
39.075075,25.986575,54.404875,42.248925,27.154175,67.8363,24.783225,13.14845,43.142275
39.2756,26.015025,54.54785,42.406875,27.20195,67.917825,24.893725,13.165775,43.346025
39.2783,26.04325,55.317225,42.48835,27.23595,68.006225,24.9527,13.208725,43.456975
39.299725,26.1216,56.366525,42.61325,27.2966,68.1325,24.958125,13.2311,43.543625
39.478675,26.215075,56.426925,42.717775,27.35695,68.22105,25.0099,13.239775,43.70435
39.526675,26.261575,56.475525,42.849325,27.387225,68.279425,25.074425,13.269225,43.892425
39.6939,26.325125,56.513225,42.917875,27.416075,68.422525,25.0927,13.30785,44.06775
39.77475,26.376675,56.562425,43.040925,27.431875,68.51295,25.121575,13.349725,44.2472
39.8415,26.44895,57.606275,43.132075,27.46565,68.553875,25.1932,13.397725,44.26105
39.946325,26.51065,58.04515,43.25,27.521,68.736725,25.3025,13.449375,44.4146
39.964125,26.5252,58.233075,43.28595,27.589525,68.872875,25.335575,13.4701,44.448275
40.31935,26.58255,58.4089,43.36365,27.69035,68.917875,25.427075,13.483375,44.4599
40.50845,26.628125,58.54495,43.4611,27.78185,69.0213,25.464675,13.513625,44.5187
40.627175,26.680875,58.95845,43.7514,27.9148,69.105825,25.5255,13.569975,44.67605
40.83895,26.7109,59.003825,43.8325,28.04795,69.163725,25.54885,13.604175,44.86985
40.892,26.9657,59.0237,43.940775,28.11225,69.24235,25.617325,13.6398,44.924525
40.9327,27.037925,59.045425,43.999075,28.193425,69.3478,25.641825,13.65235,45.084675
40.998675,27.089475,59.07395,44.095225,28.2296,69.41945,25.727175,13.6559,45.324175
41.116525,27.11385,59.813075,44.1859,28.27435,69.81275,25.746275,13.68735,45.399375
41.30235,27.191325,60.98505,44.254925,28.3136,70.1198,25.76785,13.712325,45.507725
41.4063,27.2258,61.05345,44.33335,28.392475,70.220475,25.8229,13.7305,45.5661
41.541275,27.34785,61.101625,44.335725,28.4427,70.2849,25.88665,13.734425,45.882975
41.649925,27.378425,61.125475,44.41375,28.4881,70.331575,25.91185,13.742975,46.209375
41.747425,27.438225,61.318275,44.508375,28.531825,70.536175,25.986725,13.7589,46.250475
42.077775,27.489875,62.016025,44.55645,28.619025,70.72965,26.025425,13.776975,46.30545
42.16995,27.51195,62.46925,44.604125,28.66305,70.78125,26.10675,13.7937,46.356975
42.2169,27.53095,62.697375,44.689025,28.7038,71.031775,26.153225,13.834225,46.39375
42.393,27.543075,63.317925,44.789925,28.81925,71.1665,26.22605,13.84055,46.5848
42.4719,27.557225,63.58145,44.84215,28.901475,71.78145,26.2728,13.85035,46.59295
42.75945,27.754475,64.1114,44.878275,29.027075,71.910675,26.3081,13.85745,46.80515
43.10995,27.835475,65.2203,44.9026,29.071775,72.01775,26.343725,13.87,46.863175
43.14155,27.955525,66.53645,44.947525,29.12795,72.22705,26.370175,13.8817,46.917525
43.18875,27.97235,66.707725,45.051675,29.168725,72.753325,26.4594,13.8912,46.95715
43.239075,27.994425,66.868375,45.111575,29.3668,73.545675,26.4856,13.910975,47.081525
43.36175,28.057575,67.2868,45.16275,29.39355,73.664425,26.58655,13.924825,47.2267
43.429525,28.14095,67.3484,45.177,29.4307,73.76815,26.66205,13.930125,47.286575
43.439175,28.223325,68.364175,45.262325,29.49645,73.82735,26.697525,13.96135,47.383375
43.623225,28.2844,68.5196,45.306975,29.60455,73.903725,26.739175,13.9721,47.4962
43.787,28.344525,68.5829,45.420625,29.770075,73.931475,26.78045,13.99575,47.5723
43.9842,28.36325,68.611675,45.617825,29.8601,74.163225,26.8336,14.03205,47.680525
44.003975,28.40155,68.8054,45.702775,29.908975,74.2057,26.868075,14.042725,47.73005
44.251375,28.430925,68.859875,45.782825,29.9191,74.3214,26.907475,14.059875,47.7448
44.267375,28.44145,68.914,45.931075,29.955175,74.4793,26.948375,14.10125,47.769175
44.292925,28.461125,68.9532,46.119325,29.9588,74.589225,27.034775,14.179075,47.861425
44.310975,28.512575,68.96425,46.2257,29.986125,74.652925,27.1264,14.2106,47.9141
44.3362,28.590375,68.977,46.3182,30.122625,74.747575,27.201475,14.2315,47.95265
44.47315,28.66785,69.008925,46.42515,30.17305,74.845475,27.2734,14.234675,48.06985
44.8647,28.68975,69.034175,46.47365,30.215575,74.917425,27.3111,14.29655,48.133225
44.9277,28.7759,69.683975,46.534725,30.24885,75.029325,27.368125,14.300875,48.321625
45.000875,28.887425,69.7411,46.5816,30.303875,75.176275,27.406075,14.317325,48.379425
45.269225,28.89995,69.77615,46.6421,30.45025,75.30615,27.413475,14.36985,48.411525
45.292675,28.9785,69.80275,46.695375,30.501975,75.379075,27.436275,14.451025,48.4893
45.659825,29.010275,69.844775,46.7996,30.608,75.50575,27.554925,14.472825,48.55385
45.66705,29.059425,69.869975,46.843275,30.69905,75.55315,27.557275,14.487075,48.6474
45.7311,29.151075,70.28785,46.88635,30.718075,75.7845,27.612775,14.51935,48.78495
45.822875,29.216725,71.40805,46.925125,30.8163,75.83485,27.655725,14.545875,49.02875
45.94535,29.311225,71.5321,46.983875,30.87185,75.91985,27.69295,14.55075,49.090925
46.125525,29.394575,71.584475,47.12915,30.9028,76.021475,27.771325,14.562375,49.150925
46.13745,29.524275,71.60025,47.176875,30.909875,76.093425,27.8371,14.59015,49.2084
46.283225,29.558075,71.62275,47.2126,31.1548,76.19295,27.8712,14.628075,49.36955
46.353325,29.5873,71.70635,47.276125,31.169625,76.233,27.910375,14.64315,49.424525
46.455825,29.650425,71.74335,47.278875,31.203,76.325825,27.94635,14.658575,49.503575
46.54035,29.682425,72.00315,47.314425,31.414825,76.4663,28.044325,14.69175,49.53555
46.70815,29.7198,72.05955,47.3522,31.47555,76.559425,28.119175,14.74195,49.5592
46.8389,29.78125,72.1249,47.444525,31.51625,76.82565,28.1207,14.775275,49.688825
46.873425,29.892475,72.154,47.503025,31.7595,76.9325,28.14185,14.7956,49.840575
46.95685,29.955375,72.1865,47.5521,31.794675,77.122375,28.152425,14.8257,50.0595
46.99885,30.018275,72.203025,47.56245,31.829225,77.172725,28.202375,14.828075,50.24055
47.012025,30.032475,72.21765,47.5964,31.879575,77.3682,28.245525,14.87105,50.298025
47.167975,30.053875,72.231975,47.62775,31.916525,77.526,28.293775,14.930925,50.3511
47.2093,30.073775,72.252025,47.710325,32.00015,77.7432,28.3658,14.95395,50.4527
47.276025,30.132025,72.2787,47.753325,32.119275,78.043775,28.395325,14.981525,50.50465
47.501225,30.206275,72.302775,47.784625,32.144175,78.151075,28.40205,15.016125,50.729225
47.504825,30.32,72.343475,47.8157,32.16715,78.2237,28.4522,15.06105,50.836975
47.562325,30.38195,72.576425,47.861975,32.205575,78.3805,28.490875,15.076475,50.99415
47.868075,30.4291,72.734,47.91015,32.2461,78.606175,28.519325,15.0962,51.07405
47.9886,30.484875,72.835475,47.96255,32.26075,78.6495,28.547825,15.102775,51.1334
47.994425,30.519575,72.851475,48.029525,32.297025,78.823075,28.586975,15.121675,51.1388
48.09345,30.539775,72.8757,48.094075,32.32295,78.938675,28.607325,15.130875,51.25825
48.11625,30.593875,72.899325,48.2525,32.329075,79.0808,28.623425,15.147425,51.57485
48.246275,30.63495,72.93505,48.29065,32.361475,79.415875,28.65935,15.15965,51.57965
48.28335,30.746775,72.97005,48.32435,32.618275,79.588725,28.717725,15.18785,51.585
48.322475,30.77465,73.00985,48.378375,32.6674,79.794625,28.76265,15.204975,51.65175
48.326275,30.79645,73.053525,48.410975,32.711575,80.03775,28.83525,15.22295,51.6925
48.336125,30.879275,73.107375,48.443375,32.7161,81.297025,28.904225,15.22725,51.800025
48.359875,30.925675,73.195625,48.474725,32.76,81.970825,28.9132,15.2627,51.80845
48.408375,30.998725,73.319875,48.51525,32.843375,82.071425,28.941925,15.293625,51.862475
48.597075,31.04995,73.349175,48.6333,32.8787,82.13365,28.97085,15.326975,51.9232
48.644925,31.140725,73.387975,48.682175,32.9365,82.282925,29.009375,15.3503,51.9463
48.7764,31.249325,73.46125,49.031425,32.963275,82.52175,29.035325,15.3577,51.954725
48.854925,31.3436,74.20285,49.0496,32.9892,82.698975,29.093075,15.369075,51.9633
49.191225,31.38435,74.20915,49.08275,33.096975,82.92395,29.09975,15.373325,51.990725
49.212925,31.399525,74.404425,49.158625,33.22415,83.0045,29.133325,15.395875,52.040925
49.329525,31.427825,74.533825,49.3296,33.273975,83.175175,29.20325,15.4118,52.050275
49.4614,31.4411,74.6244,49.446525,33.368575,83.332475,29.33785,15.433825,52.097875
49.50165,31.530525,74.669875,49.553175,33.512075,83.432875,29.378375,15.533425,52.1551
49.5773,31.5831,74.707575,49.561925,33.559925,83.544625,29.419675,15.573825,52.167225
49.619225,31.605625,74.7529,49.67735,33.62625,83.5752,29.4689,15.605925,52.191825
49.89965,31.87295,74.881175,49.74185,33.656525,83.67055,29.522,15.675425,52.30905
49.986625,31.991675,75.219375,49.8083,33.6844,83.8027,29.570675,15.6804,52.41005
49.991925,32.04595,75.25825,49.86965,33.696225,83.997675,29.6124,15.691975,52.42755
50.07545,32.138,75.3025,49.881725,33.74275,84.206625,29.65805,15.721375,52.4843
50.235375,32.2182,75.3463,49.940375,33.81595,84.272325,29.696,15.7791,52.556125
50.265125,32.26195,75.50625,50.02665,33.852025,84.362775,29.7479,15.814375,52.59585
50.288625,32.29275,75.54815,50.084075,33.938825,84.527725,29.795325,15.829625,52.835425
50.39515,32.446125,75.577125,50.21215,34.013325,84.618975,29.86515,15.834925,52.844175
50.412325,32.473175,75.60415,50.3119,34.070575,84.72585,29.8959,15.867275,52.938525
50.4694,32.503175,75.6373,50.407925,34.16715,84.870525,29.918625,15.8939,52.990675
50.51645,32.557975,75.65725,50.487425,34.25415,84.929825,29.958325,15.9156,53.075225
50.53,32.58795,76.448775,50.58985,34.297825,85.10095,30.016125,15.933825,53.13055
50.5967,32.632325,76.52565,50.657525,34.333225,85.406475,30.143675,15.93915,53.22725
50.660425,32.707175,76.5457,50.739275,34.361625,85.5496,30.2205,15.95495,53.295575
50.78465,32.7677,76.58925,50.8382,34.3834,85.7492,30.275725,15.9568,53.39225
50.947975,32.92535,77.458625,51.026525,34.447725,85.8833,30.300325,15.9805,53.407575
50.961025,32.962825,77.539425,51.2199,34.4794,86.111775,30.34225,16.01375,53.4596
51.04375,32.99205,77.580925,51.3629,34.5009,86.42645,30.380325,16.0366,53.48315
51.07205,33.0073,77.687875,51.555275,34.520625,86.53525,30.417,16.074375,53.533575
51.253925,33.233675,77.853675,51.640925,34.5537,86.62845,30.4372,16.12535,53.6043
51.331075,33.296175,78.40305,51.69695,34.609075,86.8148,30.549625,16.12895,53.6797
51.540775,33.35615,78.4663,51.753625,34.620725,87.161675,30.587275,16.1441,53.69255
51.544725,33.409975,78.5095,51.790375,34.6441,87.254425,30.609925,16.2186,53.72625
51.599,33.478525,78.546825,51.84025,34.819675,87.3511,30.6782,16.23805,53.760275
51.658675,33.53745,78.578375,51.874375,34.883925,87.4535,30.719425,16.241475,53.8279
51.66495,33.6102,78.60575,51.93925,34.916225,87.5217,30.780825,16.277025,53.951975
51.688075,33.642675,79.301625,52.030025,34.98605,87.61505,30.855675,16.2921,54.010525
51.702775,33.692025,79.545475,52.141375,35.036625,87.6653,30.913175,16.31265,54.016525
51.7953,33.79805,80.132025,52.201825,35.062225,87.79015,30.956625,16.340475,54.085025
51.8431,33.89625,80.35555,52.40635,35.09555,87.931875,30.996275,16.36655,54.2179
51.8791,33.9393,80.586925,52.514025,35.147275,88.029025,31.036525,16.385725,54.335475
51.909925,33.97275,80.681675,52.6901,35.25205,88.1109,31.06335,16.39645,54.410975
52.125125,33.993325,80.7698,52.80865,35.292825,88.282775,31.10235,16.414475,54.5359
52.292675,34.0175,81.75245,53.1177,35.29775,88.3382,31.186125,16.45555,54.598725
